version,match_id,list_date,competition,match,selected_team,selected_side,line,water,grade,score,result_state,result,pnl_1u,result_source,settlement_status,decision_id,run_id,model_id,quote_at,last_confirmed_at,kickoff_at,hours_from_last_refresh_to_kickoff,is_morning_baseline,is_latest_valid_prematch
V3,3036348,2026-09-22,苏挑杯,保尼玫瑰 vs 艾尔德里联,艾尔德里联,upper,半球,0.8,,1-6,-1,W,0.8,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260923\20260923_073950_titan007_odds_snapshot.csv,SETTLED,5f546bad6cc8b2e030a8,RUN_20260922_073939,V3_LEGACY_PRODUCTION,2026-09-22T07:39:40+08:00,2026-09-22T07:39:40+08:00,2026-09-23T02:45:00+08:00,19.089,False,True
V3,3094097,2026-09-22,英足总杯,根斯堡 vs 雷明顿,根斯堡,upper,半球,0.84,,3-0,-1,W,0.84,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260923\20260923_073950_titan007_odds_snapshot.csv,SETTLED,212a8745f955877d4a34,RUN_20260922_073939,V3_LEGACY_PRODUCTION,2026-09-22T07:39:40+08:00,2026-09-22T07:39:40+08:00,2026-09-23T02:45:00+08:00,19.089,False,True
V3,3094102,2026-09-22,英足总杯,沃克索谱镇 vs 泰福特,沃克索谱镇,upper,平手/半球,0.8,,2-2,-1,HL,-0.5,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260923\20260923_073950_titan007_odds_snapshot.csv,SETTLED,4fe3ca99ea80b861bc8e,RUN_20260922_073939,V3_LEGACY_PRODUCTION,2026-09-22T07:39:40+08:00,2026-09-22T07:39:40+08:00,2026-09-23T02:45:00+08:00,19.089,False,True
V3,3092351,2026-09-22,欧女杯,尤文图斯女足 vs 本菲卡女足,尤文图斯女足,upper,半球/一球,0.82,,1-2,-1,L,-1.0,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260923\20260923_073950_titan007_odds_snapshot.csv,SETTLED,23989c77a932c33dcae2,RUN_20260922_073939,V3_LEGACY_PRODUCTION,2026-09-22T07:39:40+08:00,2026-09-22T07:39:40+08:00,2026-09-23T03:00:00+08:00,19.339,False,True
V4_SHADOW,3012848,2026-09-22,英锦赛,伯顿 vs 诺丁汉森林U21,诺丁汉森林U21,receiving,1.0,1.02,C,1-1,-1,W,1.02,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260923\20260923_073950_titan007_odds_snapshot.csv,SETTLED,b0f5e2b6039e682d39db,RUN_20260922_073939,v4-market-dirichlet-20260913,2026-09-22T07:39:40+08:00,2026-09-22T07:39:40+08:00,2026-09-23T02:00:00+08:00,18.339,False,True
V4_SHADOW,3012977,2026-09-22,英锦赛,卢顿 vs 伊普斯维奇U21,卢顿,giving,-2.0,0.85,C,6-0,-1,W,0.85,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260923\20260923_073950_titan007_odds_snapshot.csv,SETTLED,f2926c0a045d583a4674,RUN_20260922_073939,v4-market-dirichlet-20260913,2026-09-22T07:39:40+08:00,2026-09-22T07:39:40+08:00,2026-09-23T02:00:00+08:00,18.339,False,True
V4_SHADOW,3012999,2026-09-22,英锦赛,米尔顿凯恩斯 vs 克劳利,米尔顿凯恩斯,giving,-1.25,1.01,C,4-1,-1,W,1.01,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260923\20260923_073950_titan007_odds_snapshot.csv,SETTLED,30b0ac9e02375ff7ac08,RUN_20260922_073939,v4-market-dirichlet-20260913,2026-09-22T07:39:40+08:00,2026-09-22T07:39:40+08:00,2026-09-23T02:00:00+08:00,18.339,False,True
V4_SHADOW,3083970,2026-09-22,英锦赛,克鲁 vs 阿斯顿维拉U21,克鲁,giving,-1.5,0.99,B,4-1,-1,W,0.99,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260923\20260923_073950_titan007_odds_snapshot.csv,SETTLED,c2a5b68b9be1add548b0,RUN_20260922_073939,v4-market-dirichlet-20260913,2026-09-22T07:39:40+08:00,2026-09-22T07:39:40+08:00,2026-09-23T02:00:00+08:00,18.339,False,True
V4_SHADOW,3036351,2026-09-22,苏挑杯,克莱德班克 vs 圣米伦U21,圣米伦U21,receiving,1.0,1.05,C,2-1,-1,P,0.0,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260923\20260923_073950_titan007_odds_snapshot.csv,SETTLED,e83fab54b1294b04a6a2,RUN_20260922_073939,v4-market-dirichlet-20260913,2026-09-22T07:39:40+08:00,2026-09-22T07:39:40+08:00,2026-09-23T02:45:00+08:00,19.089,False,True
V4_SHADOW,3092350,2026-09-22,欧女杯,阿森纳女足 vs 靴尔科治女足,靴尔科治女足,receiving,2.5,1.0,A,1-0,-1,W,1.0,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260923\20260923_073950_titan007_odds_snapshot.csv,SETTLED,abeab7c01cb6afdf804a,RUN_20260922_073939,v4-market-dirichlet-20260913,2026-09-22T07:39:40+08:00,2026-09-22T07:39:40+08:00,2026-09-23T03:00:00+08:00,19.339,False,True
V4_SHADOW,3011876,2026-09-22,哥伦甲秋,圣塔菲 vs 卡利体育会,卡利体育会,receiving,0.25,1.01,C,0-1,-1,W,1.01,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260923\20260923_202220_titan007_odds_snapshot.csv,SETTLED,b6d1d21e19ac8051f43a,RUN_20260922_073939,v4-market-dirichlet-20260913,2026-09-22T07:39:40+08:00,2026-09-22T07:39:40+08:00,2026-09-23T09:00:00+08:00,25.339,True,True
