version,match_id,list_date,competition,match,selected_team,selected_side,line,water,grade,score,result_state,result,pnl_1u,result_source,settlement_status,decision_id,run_id,model_id,quote_at,last_confirmed_at,kickoff_at,hours_from_last_refresh_to_kickoff,is_morning_baseline,is_latest_valid_prematch
V3,3001080,2026-09-24,非洲杯,利比亚 vs 博茨瓦纳,利比亚,upper,半球/一球,0.76,,2-2,-1,L,-1.0,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260925\20260925_090511_titan007_odds_snapshot.csv,SETTLED,cf294f4e79513914d113,RUN_20260924_225021,V3_LEGACY_PRODUCTION,2026-09-24T22:50:22+08:00,2026-09-24T22:50:22+08:00,2026-09-25T00:00:00+08:00,1.161,False,True
V3,3020010,2026-09-24,法丙,卡昂 vs 鲁昂,鲁昂,upper,平手,0.82,,3-2,-1,L,-1.0,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260925\20260925_090511_titan007_odds_snapshot.csv,SETTLED,00a3bc1b87f092ed2781,RUN_20260924_225021,V3_LEGACY_PRODUCTION,2026-09-24T22:50:22+08:00,2026-09-24T22:50:22+08:00,2026-09-25T02:45:00+08:00,3.911,False,True
V3,3092448,2026-09-24,中北美国联,波多黎各 vs 圭亚那,波多黎各,upper,平手,1.07,,0-1,-1,L,-1.0,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260925\20260925_090511_titan007_odds_snapshot.csv,SETTLED,4b8b08f309417746ed6b,RUN_20260924_225021,V3_LEGACY_PRODUCTION,2026-09-24T22:50:22+08:00,2026-09-24T22:50:22+08:00,2026-09-25T03:00:00+08:00,4.161,False,True
V3,3001069,2026-09-24,非洲杯,喀麦隆 vs 科摩罗,科摩罗,lower,一球/球半,0.96,,3-1,-1,L,-1.0,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260925\20260925_090511_titan007_odds_snapshot.csv,SETTLED,378ecfd3800da81fa938,RUN_20260924_225021,V3_LEGACY_PRODUCTION,2026-09-24T22:50:22+08:00,2026-09-24T22:50:22+08:00,2026-09-25T03:00:00+08:00,4.161,False,True
V3,3001020,2026-09-24,非洲杯,科特迪瓦 vs 加纳,科特迪瓦,upper,半球/一球,0.75,,2-0,-1,W,0.75,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260925\20260925_090511_titan007_odds_snapshot.csv,SETTLED,9f0c23753e3553916930,RUN_20260924_225021,V3_LEGACY_PRODUCTION,2026-09-24T22:50:22+08:00,2026-09-24T22:50:22+08:00,2026-09-25T03:00:00+08:00,4.161,False,True
V3,3001081,2026-09-24,非洲杯,突尼斯 vs 乌干达,突尼斯,upper,一球,0.77,,1-1,-1,L,-1.0,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260925\20260925_090511_titan007_odds_snapshot.csv,SETTLED,79d9cc6442723d505646,RUN_20260924_075223,V3_LEGACY_PRODUCTION,2026-09-24T07:52:23+08:00,2026-09-24T07:52:23+08:00,2026-09-25T03:00:00+08:00,19.127,False,True
V3,3092425,2026-09-24,中北美国联,海地 vs 特立尼达和多巴哥,特立尼达和多巴哥,lower,半球/一球,0.9,,,1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260925\20260925_090511_titan007_odds_snapshot.csv,NOT_FINAL_STATE_1,4b1b641a778d25054a48,RUN_20260924_075223,V3_LEGACY_PRODUCTION,2026-09-24T07:52:23+08:00,2026-09-24T07:52:23+08:00,2026-09-25T08:20:00+08:00,24.46,True,True
V4_SHADOW,3092410,2026-09-24,海湾运,阿联酋(中) vs 也门,阿联酋(中),giving,-1.75,0.9,C,4-0,-1,W,0.9,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260925\20260925_090511_titan007_odds_snapshot.csv,SETTLED,f98dcc6836a0b9d4329f,RUN_20260924_075223,v4-market-dirichlet-20260913,2026-09-24T07:52:23+08:00,2026-09-24T07:52:23+08:00,2026-09-24T23:55:00+08:00,16.044,False,True
V4_SHADOW,3001080,2026-09-24,非洲杯,利比亚 vs 博茨瓦纳,博茨瓦纳,receiving,0.75,1.06,C,2-2,-1,W,1.06,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260925\20260925_090511_titan007_odds_snapshot.csv,SETTLED,bdad0d4db437fa02c74d,RUN_20260924_225021,v4-market-dirichlet-20260913,2026-09-24T22:50:22+08:00,2026-09-24T22:50:22+08:00,2026-09-25T00:00:00+08:00,1.161,False,True
V4_SHADOW,3001838,2026-09-24,以甲,里雄莱锡安夏普尔 vs 阿基纳扎力,阿基纳扎力,receiving,0.75,1.11,C,1-0,-1,HL,-0.5,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260925\20260925_090511_titan007_odds_snapshot.csv,SETTLED,80550a867679f111dd64,RUN_20260924_225021,v4-market-dirichlet-20260913,2026-09-24T22:50:22+08:00,2026-09-24T22:50:22+08:00,2026-09-25T00:00:00+08:00,1.161,False,True
