version,match_id,list_date,competition,match,selected_team,selected_side,line,water,grade,score,result_state,result,pnl_1u,result_source,settlement_status,decision_id,run_id,model_id,quote_at,last_confirmed_at,kickoff_at,hours_from_last_refresh_to_kickoff,is_morning_baseline,is_latest_valid_prematch
V3,3085193,2026-09-18,中美俱杯,CD奥林匹亚 vs 路斯天使,CD奥林匹亚,upper,一球/球半,0.81,,3-0,-1,W,0.81,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260919\20260919_083825_titan007_odds_snapshot.csv,SETTLED,6623f0066a54688ae6ef,RUN_20260918_074935,V3_LEGACY_PRODUCTION,2026-09-18T07:49:35+08:00,2026-09-18T07:49:35+08:00,2026-09-18T11:15:00+08:00,3.424,False,True
V3,2951655,2026-09-18,中甲,南通支云 vs 广西恒宸,南通支云,upper,半球,0.81,,0-1,-1,L,-1.0,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260919\20260919_083825_titan007_odds_snapshot.csv,SETTLED,13b67bead69c4dd4ef2d,RUN_20260918_155805,V3_LEGACY_PRODUCTION,2026-09-18T15:58:06+08:00,2026-09-18T15:58:06+08:00,2026-09-18T19:30:00+08:00,3.532,False,True
V3,2944778,2026-09-18,中超,浙江俱乐部绿城 vs 武汉三镇,武汉三镇,lower,半球,1.01,,4-1,-1,L,-1.0,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260919\20260919_083825_titan007_odds_snapshot.csv,SETTLED,e12b857c90b4b4d1201f,RUN_20260918_155805,V3_LEGACY_PRODUCTION,2026-09-18T15:58:06+08:00,2026-09-18T15:58:06+08:00,2026-09-18T19:35:00+08:00,3.615,False,True
V3,3021988,2026-09-18,俄甲,切里宾斯克 vs 乌法,切里宾斯克,upper,平手/半球,0.81,,2-1,-1,W,0.81,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260919\20260919_083825_titan007_odds_snapshot.csv,SETTLED,01a7d94642fe84d0c730,RUN_20260918_155805,V3_LEGACY_PRODUCTION,2026-09-18T15:58:06+08:00,2026-09-18T15:58:06+08:00,2026-09-18T22:00:00+08:00,6.032,False,True
V3,3019145,2026-09-18,德乙,沃尔夫斯堡 vs 达姆施塔特,沃尔夫斯堡,upper,一球,0.82,,5-1,-1,W,0.82,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260919\20260919_083825_titan007_odds_snapshot.csv,SETTLED,237ec266b861673b3f66,RUN_20260918_155805,V3_LEGACY_PRODUCTION,2026-09-18T15:58:06+08:00,2026-09-18T15:58:06+08:00,2026-09-19T00:30:00+08:00,8.532,False,True
V3,3019139,2026-09-18,德乙,菲尔特 vs 马格德堡,马格德堡,upper,平手/半球,1.02,,1-1,-1,HL,-0.5,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260919\20260919_083825_titan007_odds_snapshot.csv,SETTLED,9ca43c2f0e179c054dc9,RUN_20260918_155805,V3_LEGACY_PRODUCTION,2026-09-18T15:58:06+08:00,2026-09-18T15:58:06+08:00,2026-09-19T00:30:00+08:00,8.532,False,True
V3,2998250,2026-09-18,丹麦超,利恩比 vs 锡尔克堡,锡尔克堡,lower,半球,0.91,,0-4,-1,W,0.91,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260919\20260919_083825_titan007_odds_snapshot.csv,SETTLED,d85a3719d35d833151f8,RUN_20260918_155805,V3_LEGACY_PRODUCTION,2026-09-18T15:58:06+08:00,2026-09-18T15:58:06+08:00,2026-09-19T01:00:00+08:00,9.032,False,True
V3,3026062,2026-09-18,德丙,SC维尔 vs 维尔茨堡踢球者,SC维尔,upper,平手/半球,0.79,,2-1,-1,W,0.79,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260919\20260919_083825_titan007_odds_snapshot.csv,SETTLED,9270e02b42cbfcc66656,RUN_20260918_155805,V3_LEGACY_PRODUCTION,2026-09-18T15:58:06+08:00,2026-09-18T15:58:06+08:00,2026-09-19T01:00:00+08:00,9.032,False,True
V3,2997730,2026-09-18,法乙,拉瓦勒 vs 索肖,拉瓦勒,upper,平手/半球,1.03,,1-1,-1,HL,-0.5,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260919\20260919_083825_titan007_odds_snapshot.csv,SETTLED,c96173065522d6a0c40d,RUN_20260918_155805,V3_LEGACY_PRODUCTION,2026-09-18T15:58:06+08:00,2026-09-18T15:58:06+08:00,2026-09-19T02:00:00+08:00,10.032,False,True
V3,2996471,2026-09-18,荷乙,瓦尔韦克 vs 马斯特里赫特,马斯特里赫特,lower,半球/一球,0.98,,6-1,-1,L,-1.0,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260919\20260919_083825_titan007_odds_snapshot.csv,SETTLED,a597828da76018a22958,RUN_20260918_155805,V3_LEGACY_PRODUCTION,2026-09-18T15:58:06+08:00,2026-09-18T15:58:06+08:00,2026-09-19T02:00:00+08:00,10.032,False,True
