version,match_id,list_date,competition,match,selected_team,selected_side,line,water,grade,score,result_state,result,pnl_1u,result_source,settlement_status,decision_id,run_id,model_id,quote_at,last_confirmed_at,kickoff_at,hours_from_last_refresh_to_kickoff,is_morning_baseline,is_latest_valid_prematch
V3,3017158,2026-09-15,保乙,卢多戈雷茨B队 vs 弗拉特里亚,弗拉特里亚,upper,半球,0.77,,1-1,-1,L,-1.0,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260916\20260916_082848_titan007_odds_snapshot.csv,SETTLED,64328bf06e0f0dcf1772,RUN_20260915_180941,V3_LEGACY_PRODUCTION,2026-09-15T18:04:17+08:00,2026-09-15T18:04:17+08:00,2026-09-16T00:00:00+08:00,5.929,False,True
V3,3072752,2026-09-15,意杯,热那亚 vs 南蒂罗尔,热那亚,upper,一球,1.01,,1-0,-1,P,0.0,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260916\20260916_082848_titan007_odds_snapshot.csv,SETTLED,57215c13fa93cc69c834,RUN_20260915_180941,V3_LEGACY_PRODUCTION,2026-09-15T18:04:17+08:00,2026-09-15T18:04:17+08:00,2026-09-16T00:00:00+08:00,5.929,False,True
V3,3084425,2026-09-15,丹麦杯,海勒鲁普 vs 埃斯比约,埃斯比约,upper,一球,0.8,,0-5,-1,W,0.8,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260916\20260916_082848_titan007_odds_snapshot.csv,SETTLED,238b2f004120c0f186da,RUN_20260915_180941,V3_LEGACY_PRODUCTION,2026-09-15T18:04:17+08:00,2026-09-15T18:04:17+08:00,2026-09-16T01:00:00+08:00,6.929,False,True
V3,3013700,2026-09-15,西甲,巴列卡诺 vs 西班牙人,巴列卡诺,upper,平手/半球,1.05,,2-1,-1,W,1.05,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260916\20260916_082848_titan007_odds_snapshot.csv,SETTLED,ff7eca54b62c7f3c31c7,RUN_20260915_180941,V3_LEGACY_PRODUCTION,2026-09-15T18:04:17+08:00,2026-09-15T18:04:17+08:00,2026-09-16T01:00:00+08:00,6.929,False,True
V3,2996124,2026-09-15,荷甲,阿贾克斯 vs 威廉二世,阿贾克斯,upper,两球半,0.85,,5-1,-1,W,0.85,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260916\20260916_082848_titan007_odds_snapshot.csv,SETTLED,7fd319e6c744151839a3,RUN_20260915_180941,V3_LEGACY_PRODUCTION,2026-09-15T18:04:17+08:00,2026-09-15T18:04:17+08:00,2026-09-16T02:00:00+08:00,7.929,False,True
V3,3008214,2026-09-15,英冠,布里斯托城 vs 林肯城,布里斯托城,upper,半球,0.83,,0-1,-1,L,-1.0,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260916\20260916_082848_titan007_odds_snapshot.csv,SETTLED,3610d9a55983010a9e8b,RUN_20260915_180941,V3_LEGACY_PRODUCTION,2026-09-15T18:04:17+08:00,2026-09-15T18:04:17+08:00,2026-09-16T02:45:00+08:00,8.679,False,True
V3,3008215,2026-09-15,英冠,米德尔斯堡 vs 米尔沃尔,米德尔斯堡,upper,一球/球半,1.01,,2-2,-1,L,-1.0,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260916\20260916_082848_titan007_odds_snapshot.csv,SETTLED,ebbfcd587ebb5ed39a1c,RUN_20260915_180941,V3_LEGACY_PRODUCTION,2026-09-15T18:04:17+08:00,2026-09-15T18:04:17+08:00,2026-09-16T02:45:00+08:00,8.679,False,True
V3,3051302,2026-09-15,意丙,巴勒塔 vs 萨勒尼塔纳,萨勒尼塔纳,upper,平手/半球,1.14,,1-1,-1,HL,-0.5,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260916\20260916_082848_titan007_odds_snapshot.csv,SETTLED,41e5ad14503db62a61da,RUN_20260915_180941,V3_LEGACY_PRODUCTION,2026-09-15T18:04:17+08:00,2026-09-15T18:04:17+08:00,2026-09-16T03:00:00+08:00,8.929,False,True
V3,3051310,2026-09-15,意丙,斯卡法塔森 vs 摩诺波利,摩诺波利,upper,平手,0.8,,0-0,-1,P,0.0,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260916\20260916_082848_titan007_odds_snapshot.csv,SETTLED,2b0f6c8972ea8cdead01,RUN_20260915_180941,V3_LEGACY_PRODUCTION,2026-09-15T18:04:17+08:00,2026-09-15T18:04:17+08:00,2026-09-16T03:00:00+08:00,8.929,False,True
V3,3072753,2026-09-15,意杯,佛罗伦萨 vs 比萨,佛罗伦萨,upper,一球/球半,0.82,,3-0,-1,W,0.82,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260916\20260916_082848_titan007_odds_snapshot.csv,SETTLED,c4efe2478649382d93d3,RUN_20260915_180941,V3_LEGACY_PRODUCTION,2026-09-15T18:04:17+08:00,2026-09-15T18:04:17+08:00,2026-09-16T03:00:00+08:00,8.929,False,True
