version,match_id,list_date,competition,match,selected_team,selected_side,line,water,grade,score,result_state,result,pnl_1u,result_source,settlement_status,decision_id,run_id,model_id,quote_at,last_confirmed_at,kickoff_at,hours_from_last_refresh_to_kickoff,is_morning_baseline,is_latest_valid_prematch
V3,3017162,2026-09-21,保乙,多布鲁察 vs 索菲亚中央陆军B队,多布鲁察,lower,平手/半球,0.93,,1-3,-1,L,-1.0,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260922\20260922_073940_titan007_odds_snapshot.csv,SETTLED,3668ebd929f109aea64b,RUN_20260921_161540,V3_LEGACY_PRODUCTION,2026-09-21T16:15:41+08:00,2026-09-21T16:15:41+08:00,2026-09-22T00:00:00+08:00,7.739,False,True
V3,3017165,2026-09-21,保乙,FC蒙塔纳 vs 赫巴,赫巴,lower,平手/半球,0.93,,0-5,-1,W,0.93,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260922\20260922_073940_titan007_odds_snapshot.csv,SETTLED,c79e28197ce0c7b57f94,RUN_20260921_161540,V3_LEGACY_PRODUCTION,2026-09-21T16:15:41+08:00,2026-09-21T16:15:41+08:00,2026-09-22T00:30:00+08:00,8.239,False,True
V3,3050939,2026-09-21,意丙,斯佩齐亚 vs 比沙奴,斯佩齐亚,upper,球半/两球,0.78,,3-1,-1,HW,0.39,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260922\20260922_073940_titan007_odds_snapshot.csv,SETTLED,d4b4848d6d9432a1f041,RUN_20260921_161540,V3_LEGACY_PRODUCTION,2026-09-21T16:15:41+08:00,2026-09-21T16:15:41+08:00,2026-09-22T02:30:00+08:00,10.239,False,True
V4_SHADOW,3088011,2026-09-21,亚运女足,韩国女足(中) vs 朝鲜女足,朝鲜女足,giving,-1.5,0.89,C,1-1,-1,L,-1.0,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260922\20260922_073940_titan007_odds_snapshot.csv,SETTLED,8e1d60d8599ad16188ec,RUN_20260921_081936,v4-market-dirichlet-20260913,2026-09-21T08:19:36+08:00,2026-09-21T08:19:36+08:00,2026-09-21T15:00:00+08:00,6.673,False,True
V4_SHADOW,3088016,2026-09-21,亚运女足,中国女足(中) vs 菲律宾女足,菲律宾女足,receiving,1.75,1.25,C,5-1,-1,L,-1.0,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260922\20260922_073940_titan007_odds_snapshot.csv,SETTLED,c5af82299caa52a1a3c2,RUN_20260921_081936,v4-market-dirichlet-20260913,2026-09-21T08:19:36+08:00,2026-09-21T08:19:36+08:00,2026-09-21T15:00:00+08:00,6.673,False,True
V4_SHADOW,2971096,2026-09-21,乌兹甲,柏克塔哥B队 vs 休尔坦古佐,柏克塔哥B队,receiving,1.0,1.04,C,0-4,-1,L,-1.0,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260922\20260922_073940_titan007_odds_snapshot.csv,SETTLED,1d6a527b27da515c8a9e,RUN_20260921_161540,v4-market-dirichlet-20260913,2026-09-21T16:15:41+08:00,2026-09-21T16:15:41+08:00,2026-09-21T19:00:00+08:00,2.739,False,True
V4_SHADOW,3093723,2026-09-21,巴拉后备,圣罗伦索体育会后备队 vs 奥林比亚会后备队,圣罗伦索体育会后备队,receiving,2.5,0.84,A,2-4,-1,W,0.84,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260922\20260922_073940_titan007_odds_snapshot.csv,SETTLED,b029928eb38abc06140a,RUN_20260921_161540,v4-market-dirichlet-20260913,2026-09-21T16:15:41+08:00,2026-09-21T16:15:41+08:00,2026-09-21T19:00:00+08:00,2.739,False,True
V4_SHADOW,2968255,2026-09-21,挪丙,特罗姆瑟B队 vs 康斯文格B队,康斯文格B队,receiving,0.75,1.08,C,6-0,-1,L,-1.0,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260922\20260922_073940_titan007_odds_snapshot.csv,SETTLED,fb754379c2e8f2fdb6a5,RUN_20260921_161540,v4-market-dirichlet-20260913,2026-09-21T16:15:41+08:00,2026-09-21T16:15:41+08:00,2026-09-21T20:00:00+08:00,3.739,False,True
V4_SHADOW,3091966,2026-09-21,国际友谊,多米尼克 vs 安圭拉,多米尼克,giving,-2.0,0.93,C,1-0,-1,L,-1.0,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260922\20260922_073940_titan007_odds_snapshot.csv,SETTLED,41d99792556792d5ddcd,RUN_20260921_161540,v4-market-dirichlet-20260913,2026-09-21T16:15:41+08:00,2026-09-21T16:15:41+08:00,2026-09-21T22:00:00+08:00,5.739,False,True
V4_SHADOW,3037919,2026-09-21,斯伐甲,阿特梅迪亚 vs 杜纳达纳,杜纳达纳,receiving,1.0,0.9,C,1-0,-1,P,0.0,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260922\20260922_073940_titan007_odds_snapshot.csv,SETTLED,a60fddc3cdc2643b7b3b,RUN_20260921_161540,v4-market-dirichlet-20260913,2026-09-21T16:15:41+08:00,2026-09-21T16:15:41+08:00,2026-09-21T23:00:00+08:00,6.739,False,True
