version,match_id,list_date,competition,match,selected_team,selected_side,line,water,grade,score,result_state,result,pnl_1u,result_source,settlement_status,decision_id,run_id,model_id,quote_at,last_confirmed_at,kickoff_at,hours_from_last_refresh_to_kickoff,is_morning_baseline,is_latest_valid_prematch
V3,3012304,2026-09-17,俄超,奥伦堡加索维克 vs 克拉斯诺达尔,克拉斯诺达尔,upper,半球/一球,0.83,,0-0,-1,L,-1.0,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260918\20260918_074935_titan007_odds_snapshot.csv,SETTLED,c04d84eb46b73621272f,RUN_20260917_203052,V3_LEGACY_PRODUCTION,2026-09-17T20:30:52+08:00,2026-09-17T20:30:52+08:00,2026-09-17T21:15:00+08:00,0.736,False,True
V3,3074092,2026-09-17,希腊杯,卡拉玛达 vs 拉里萨,拉里萨,lower,半球,0.95,,1-1,-1,W,0.95,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260918\20260918_074935_titan007_odds_snapshot.csv,SETTLED,11ad7fb8aa348c7c0ed3,RUN_20260917_203052,V3_LEGACY_PRODUCTION,2026-09-17T20:30:52+08:00,2026-09-17T20:30:52+08:00,2026-09-17T21:30:00+08:00,0.986,False,True
V3,3012302,2026-09-17,俄超,罗斯托夫 vs 莫斯科迪纳摩,莫斯科迪纳摩,upper,平手/半球,0.83,,0-3,-1,W,0.83,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260918\20260918_074935_titan007_odds_snapshot.csv,SETTLED,ac50ad68eece059a5cae,RUN_20260917_222746,V3_LEGACY_PRODUCTION,2026-09-17T22:27:46+08:00,2026-09-17T22:27:46+08:00,2026-09-17T23:30:00+08:00,1.037,False,True
V3,3050548,2026-09-17,意丙,帕格特斯 vs US弗格尔,帕格特斯,upper,平手,0.8,,0-0,-1,P,0.0,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260918\20260918_074935_titan007_odds_snapshot.csv,SETTLED,636926717b716f5bd681,RUN_20260917_222746,V3_LEGACY_PRODUCTION,2026-09-17T22:27:46+08:00,2026-09-17T22:27:46+08:00,2026-09-18T00:30:00+08:00,2.037,False,True
V3,3073772,2026-09-17,欧罗巴杯,OFI克里特 vs 霍芬海姆,霍芬海姆,upper,球半,0.86,,2-0,-1,L,-1.0,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260918\20260918_074935_titan007_odds_snapshot.csv,SETTLED,27aa5bcf3f27824c7a3a,RUN_20260917_222746,V3_LEGACY_PRODUCTION,2026-09-17T22:27:46+08:00,2026-09-17T22:27:46+08:00,2026-09-18T00:45:00+08:00,2.287,False,True
V3,3075284,2026-09-17,欧罗巴杯,索非亚列夫斯基 vs 萨尔茨堡,萨尔茨堡,upper,平手/半球,0.82,,0-1,-1,W,0.82,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260918\20260918_074935_titan007_odds_snapshot.csv,SETTLED,6fb4e2d17692e9c421fb,RUN_20260917_222746,V3_LEGACY_PRODUCTION,2026-09-17T22:27:46+08:00,2026-09-17T22:27:46+08:00,2026-09-18T00:45:00+08:00,2.287,False,True
V3,3041180,2026-09-17,南非超,奥兰多海盗 vs 德班城,奥兰多海盗,upper,一球/球半,0.79,,2-0,-1,W,0.79,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260918\20260918_074935_titan007_odds_snapshot.csv,SETTLED,592429e5de1c3493c512,RUN_20260917_222746,V3_LEGACY_PRODUCTION,2026-09-17T22:27:46+08:00,2026-09-17T22:27:46+08:00,2026-09-18T01:30:00+08:00,3.037,False,True
V3,3072972,2026-09-17,英联杯,曼彻斯特城 vs 诺维奇,曼彻斯特城,upper,两球半/三球,1.02,,5-0,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260918\20260918_074935_titan007_odds_snapshot.csv,MISSING_FROZEN_SIDE_LINE_WATER_OR_TEAM,5dff5364c7c073a05232,RUN_20260917_222746,V3_LEGACY_PRODUCTION,2026-09-17T22:27:46+08:00,2026-09-17T22:27:46+08:00,2026-09-18T02:30:00+08:00,4.037,False,True
V3,3020000,2026-09-17,法丙,巴斯蒂亚 vs 戛纳,戛纳,upper,平手,0.82,,1-1,-1,P,0.0,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260918\20260918_074935_titan007_odds_snapshot.csv,SETTLED,a450b8783ff1070cc51a,RUN_20260917_222746,V3_LEGACY_PRODUCTION,2026-09-17T22:27:46+08:00,2026-09-17T22:27:46+08:00,2026-09-18T02:45:00+08:00,4.287,False,True
V3,3050550,2026-09-17,意丙,AC雷纳特 vs 多洛米蒂贝卢诺,AC雷纳特,upper,平手/半球,0.78,,0-0,-1,HL,-0.5,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260918\20260918_074935_titan007_odds_snapshot.csv,SETTLED,41ad54646073448dbbd0,RUN_20260917_222746,V3_LEGACY_PRODUCTION,2026-09-17T22:27:46+08:00,2026-09-17T22:27:46+08:00,2026-09-18T03:00:00+08:00,4.537,False,True
