ah_full_company,ah_full_current_away_or_under,ah_full_current_home_or_over,ah_full_current_line_or_draw,ah_full_live_away_or_under,ah_full_live_home_or_over,ah_full_live_line_or_draw,ah_full_open_away_or_under,ah_full_open_home_or_over,ah_full_open_line_or_draw,ah_half_current_away_or_under,ah_half_current_home_or_over,ah_half_current_line_or_draw,ah_half_live_away_or_under,ah_half_live_home_or_over,ah_half_live_line_or_draw,ah_half_open_away_or_under,ah_half_open_home_or_over,ah_half_open_line_or_draw,away_cn,away_rank_or_stage,away_score,away_tw,bj_time,euro_full_company,euro_full_current_away_or_under,euro_full_current_home_or_over,euro_full_current_line_or_draw,euro_full_live_away_or_under,euro_full_live_home_or_over,euro_full_live_line_or_draw,euro_full_open_away_or_under,euro_full_open_home_or_over,euro_full_open_line_or_draw,euro_half_current_away_or_under,euro_half_current_home_or_over,euro_half_current_line_or_draw,euro_half_live_away_or_under,euro_half_live_home_or_over,euro_half_live_line_or_draw,euro_half_open_away_or_under,euro_half_open_home_or_over,euro_half_open_line_or_draw,future_ah_line_hint,future_total_line_hint,home_cn,home_rank_or_stage,home_score,home_tw,initial_ah_hint,initial_total_hint,latest_snapshot_stamp,league_cn,league_tw,list_date,list_lock_source,list_source,match_id,odds_frozen_from_snapshot,refresh_status,snapshot_stamp,source_page,state,total_full_company,total_full_current_away_or_under,total_full_current_home_or_over,total_full_current_line_or_draw,total_full_live_away_or_under,total_full_live_home_or_over,total_full_live_line_or_draw,total_full_open_away_or_under,total_full_open_home_or_over,total_full_open_line_or_draw,total_half_current_away_or_under,total_half_current_home_or_over,total_half_current_line_or_draw,total_half_live_away_or_under,total_half_live_home_or_over,total_half_live_line_or_draw,total_half_open_away_or_under,total_half_open_home_or_over,total_half_open_line_or_draw,xml_ah_away_water,xml_ah_home_water,xml_ah_line,xml_euro_away,xml_euro_draw,xml_euro_home,xml_total_line,xml_total_over_water,xml_total_under_water
Crow*,0.85,0.85,0.75,,,,0.85,0.85,0.75,,,,,,,,,,托顿,9,,,9-9 02:45,Titan007百家欧赔均值,4.05,1.73,3.57,,,,4.34,1.69,3.55,,,,,,,,,,0.75,2.5,维斯顿,6,,,,,,英议南,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3028866,,,20260908_072956,Titan007 Next,0,Crow*,0.92,0.78,2.5,,,,0.92,0.78,2.5,,,,,,,,,,,,,,,,,,
Crow*,0.8,0.9,0.25,,,,0.8,0.9,0.25,,,,,,,,,,牛津城,1,,,9-9 02:45,Titan007百家欧赔均值,2.58,2.38,3.37,,,,2.85,2.24,3.24,,,,,,,,,,0.25,2.5,泰福特,21,,,,,,英议北,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3028307,,,20260908_072956,Titan007 Next,0,Crow*,0.93,0.77,2.5,,,,0.93,0.77,2.5,,,,,,,,,,,,,,,,,,
Crow*,0.9,0.8,0.75,,,,0.9,0.8,0.75,,,,,,,,,,巴克利城,16,,,9-9 02:45,Titan007百家欧赔均值,3.6,1.82,3.65,,,,3.99,1.68,3.89,,,,,,,,,,0.75,2.75,布顿,12,,,,,,英议北,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3028308,,,20260908_072956,Titan007 Next,0,Crow*,0.86,0.84,2.75,,,,0.86,0.84,2.75,,,,,,,,,,,,,,,,,,
Crow*,0.83,0.87,0.25,,,,0.83,0.87,0.25,,,,,,,,,,达宁顿,20,,,9-9 02:45,Titan007百家欧赔均值,3.01,2.06,3.48,,,,2.86,2.15,3.45,,,,,,,,,,0.25,3,切奥尔雷,17,,,,,,英议北,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3028309,,,20260908_072956,Titan007 Next,0,Crow*,0.77,0.93,3.0,,,,0.77,0.93,3.0,,,,,,,,,,,,,,,,,,
Crow*,0.82,0.88,0.5,,,,0.82,0.88,0.5,,,,,,,,,,赫雷福德,2,,,9-9 02:45,Titan007百家欧赔均值,3.1,2.0,3.53,,,,3.22,1.93,3.61,,,,,,,,,,0.5,3,哈伯勒镇,9,,,,,,英议北,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3028310,,,20260908_072956,Titan007 Next,0,Crow*,0.86,0.84,3.0,,,,0.86,0.84,3.0,,,,,,,,,,,,,,,,,,
Crow*,0.87,0.83,0.25,,,,0.87,0.83,0.25,,,,,,,,,,汉德尼斯佛,19,,,9-9 02:45,Titan007百家欧赔均值,2.69,2.31,3.33,,,,2.94,2.14,3.38,,,,,,,,,,0.25,2.5,京士拉,11,,,,,,英议北,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3028311,,,20260908_072956,Titan007 Next,0,Crow*,0.94,0.76,2.5,,,,0.94,0.76,2.5,,,,,,,,,,,,,,,,,,
Crow*,0.8,0.9,0.75,,,,0.8,0.9,0.75,,,,,,,,,,史卡保罗夫,13,,,9-9 02:45,Titan007百家欧赔均值,3.72,1.79,3.59,,,,3.99,1.72,3.65,,,,,,,,,,0.75,2.5,马科斯菲尔德,3,,,,,,英议北,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3028312,,,20260908_072956,Titan007 Next,0,Crow*,0.94,0.76,2.5,,,,0.94,0.76,2.5,,,,,,,,,,,,,,,,,,
Crow*,0.77,0.93,0.0,,,,0.77,0.93,0.0,,,,,,,,,,禾布本尼镇,6,,,9-9 02:45,Titan007百家欧赔均值,2.39,2.53,3.44,,,,2.38,2.5,3.5,,,,,,,,,,0,2.75,雷德利费,24,,,,,,英议北,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3028313,,,20260908_072956,Titan007 Next,0,Crow*,0.85,0.85,2.75,,,,0.85,0.85,2.75,,,,,,,,,,,,,,,,,,
Crow*,0.94,0.76,1.0,,,,0.94,0.76,1.0,,,,,,,,,,海运联,18,,,9-9 02:45,Titan007百家欧赔均值,5.95,1.42,4.32,,,,5.67,1.45,4.22,,,,,,,,,,1,3,南希尔兹,5,,,,,,英议北,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3028314,,,20260908_072956,Titan007 Next,0,Crow*,0.77,0.93,3.0,,,,0.77,0.93,3.0,,,,,,,,,,,,,,,,,,
Crow*,0.87,0.83,-0.25,,,,0.87,0.83,-0.25,,,,,,,,,,莫雷坎比,10,,,9-9 02:45,Titan007百家欧赔均值,2.11,2.97,3.42,,,,2.18,2.91,3.31,,,,,,,,,,-0.25,2.5,南港队,22,,,,,,英议北,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3028315,,,20260908_072956,Titan007 Next,0,Crow*,0.92,0.78,2.5,,,,0.92,0.78,2.5,,,,,,,,,,,,,,,,,,
Crow*,0.74,0.96,0.0,,,,0.74,0.96,0.0,,,,,,,,,,斯伯丁,8,,,9-9 02:45,Titan007百家欧赔均值,2.19,2.81,3.47,,,,2.36,2.58,3.38,,,,,,,,,,0,2.5,斯彭尼穆尔城,23,,,,,,英议北,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3028316,,,20260908_072956,Titan007 Next,0,Crow*,0.94,0.76,2.5,,,,0.94,0.76,2.5,,,,,,,,,,,,,,,,,,
Crow*,0.94,0.76,0.25,,,,0.94,0.76,0.25,,,,,,,,,,巴福特城,7,,,9-9 02:45,Titan007百家欧赔均值,3.1,2.04,3.42,,,,3.15,2.04,3.35,,,,,,,,,,0.25,2.5,沃克索谱镇,15,,,,,,英议北,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3028317,,,20260908_072956,Titan007 Next,0,Crow*,0.94,0.76,2.5,,,,0.94,0.76,2.5,,,,,,,,,,,,,,,,,,
Crow*,0.97,0.73,0.75,,,,0.97,0.73,0.75,,,,,,,,,,梅瑟镇,14,,,9-9 02:45,Titan007百家欧赔均值,4.82,1.57,3.83,,,,4.43,1.61,3.86,,,,,,,,,,0.75,2.75,切斯特,4,,,,,,英议北,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3028318,,,20260908_072956,Titan007 Next,0,Crow*,0.86,0.84,2.75,,,,0.86,0.84,2.75,,,,,,,,,,,,,,,,,,
Crow*,0.85,0.85,1.25,,,,0.85,0.85,1.25,,,,,,,,,,圣米伦U21,,,,9-9 02:45,Titan007百家欧赔均值,4.88,1.47,4.64,,,,5.45,1.4,4.82,,,,,,,,,,1.25,3.25,艾尔德里联,苏甲10,,,,,,苏挑杯,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3036325,,,20260908_072956,Titan007 Next,0,Crow*,0.8,0.9,3.25,,,,0.8,0.9,3.25,,,,,,,,,,,,,,,,,,
Crow*,0.8,0.9,1.75,,,,0.8,0.9,1.75,,,,,,,,,,马瑟韦尔U21,,,,9-9 02:45,Titan007百家欧赔均值,4.92,1.49,4.66,,,,7.02,1.29,5.48,,,,,,,,,,1.75,3.75,安南竞技,苏乙8,,,,,,苏挑杯,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3036326,,,20260908_072956,Titan007 Next,0,Crow*,0.85,0.85,3.75,,,,0.85,0.85,3.75,,,,,,,,,,,,,,,,,,
Crow*,0.94,0.76,-0.25,,,,0.94,0.76,-0.25,,,,,,,,,,科化体育会,苏乙7,,,9-9 02:45,Titan007百家欧赔均值,2.25,2.58,3.63,,,,2.24,2.66,3.52,,,,,,,,,,-0.25,3.25,迪伊银行,苏高联7,,,,,,苏挑杯,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3036327,,,20260908_072956,Titan007 Next,0,Crow*,0.75,0.95,3.25,,,,0.75,0.95,3.25,,,,,,,,,,,,,,,,,,
Crow*,0.85,0.85,0.25,,,,0.85,0.85,0.25,,,,,,,,,,喜百年U21,,,,9-9 02:45,Titan007百家欧赔均值,2.77,2.1,3.74,,,,2.78,2.1,3.69,,,,,,,,,,0.25,3.5,贝维克,,,,,,,苏挑杯,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3036328,,,20260908_072956,Titan007 Next,0,Crow*,0.83,0.87,3.5,,,,0.83,0.87,3.5,,,,,,,,,,,,,,,,,,
Crow*,0.97,0.73,-0.25,,,,0.97,0.73,-0.25,,,,,,,,,,东法夫郡,苏甲5,,,9-9 02:45,Titan007百家欧赔均值,2.27,2.58,3.59,,,,2.28,2.66,3.41,,,,,,,,,,-0.25,2.75,加迪,苏乙1,,,,,,苏挑杯,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3036329,,,20260908_072956,Titan007 Next,0,Crow*,0.92,0.78,2.75,,,,0.92,0.78,2.75,,,,,,,,,,,,,,,,,,
Crow*,1.03,0.67,-1.0,,,,0.95,0.75,-1.0,,,,,,,,,,艾洛亚,苏甲3,,,9-9 02:45,Titan007百家欧赔均值,1.48,4.89,4.68,,,,1.61,3.94,4.37,,,,,,,,,,-1,3,克莱德班克,,,,,,,苏挑杯,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3036330,,,20260908_072956,Titan007 Next,0,Crow*,0.85,0.85,3.0,,,,0.85,0.85,3.0,,,,,,,,,,,,,,,,,,
Crow*,0.85,0.85,1.0,,,,0.85,0.85,1.0,,,,,,,,,,邓巴顿,苏乙9,,,9-9 02:45,Titan007百家欧赔均值,4.32,1.52,4.69,,,,4.59,1.53,4.25,,,,,,,,,,1,3.25,科夫流浪者,苏甲8,,,,,,苏挑杯,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3036331,,,20260908_072956,Titan007 Next,0,Crow*,0.75,0.95,3.25,,,,0.75,0.95,3.25,,,,,,,,,,,,,,,,,,
Crow*,0.82,0.88,0.5,,,,0.82,0.88,0.5,,,,,,,,,,基马诺克U21,,,,9-9 02:45,Titan007百家欧赔均值,2.94,1.98,3.89,,,,3.37,1.85,3.74,,,,,,,,,,0.5,3.5,考登比亚,,,,,,,苏挑杯,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3036332,,,20260908_072956,Titan007 Next,0,Crow*,0.75,0.95,3.5,,,,0.75,0.95,3.5,,,,,,,,,,,,,,,,,,
Crow*,0.78,0.92,-0.75,,,,0.78,0.92,-0.75,,,,,,,,,,凯尔蒂赫斯,苏乙5,,,9-9 02:45,Titan007百家欧赔均值,1.76,3.63,3.9,,,,1.63,4.16,3.96,,,,,,,,,,-0.75,3.25,坎伯诺尔德,,,,,,,苏挑杯,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3036333,,,20260908_072956,Titan007 Next,0,Crow*,0.78,0.92,3.25,,,,0.78,0.92,3.25,,,,,,,,,,,,,,,,,,
Crow*,0.95,0.75,1.25,,,,0.95,0.75,1.25,,,,,,,,,,保尼玫瑰,,,,9-9 02:45,Titan007百家欧赔均值,4.7,1.49,4.64,,,,5.84,1.39,4.67,,,,,,,,,,1.25,3.5,东基尔布莱德,苏甲6,,,,,,苏挑杯,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3036334,,,20260908_072956,Titan007 Next,0,Crow*,0.85,0.85,3.5,,,,0.9,0.8,3.5,,,,,,,,,,,,,,,,,,
Crow*,0.85,0.85,-0.5,,,,0.85,0.85,-0.5,,,,,,,,,,南部女王,苏甲9,,,9-9 02:45,Titan007百家欧赔均值,1.66,3.75,4.3,,,,1.83,3.25,3.99,,,,,,,,,,-0.5,3,爱丁堡,苏乙6,,,,,,苏挑杯,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3036335,,,20260908_072956,Titan007 Next,0,Crow*,0.85,0.85,3.0,,,,0.85,0.85,3.0,,,,,,,,,,,,,,,,,,
Crow*,0.9,0.8,1.0,,,,0.9,0.8,1.0,,,,,,,,,,弗雷泽堡,苏高联4,,,9-9 02:45,Titan007百家欧赔均值,3.62,1.65,4.61,,,,4.47,1.53,4.39,,,,,,,,,,1,3.5,埃尔金城,苏乙2,,,,,,苏挑杯,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3036336,,,20260908_072956,Titan007 Next,0,Crow*,0.75,0.95,3.5,,,,0.75,0.95,3.5,,,,,,,,,,,,,,,,,,
Crow*,0.8,0.9,1.75,,,,0.8,0.9,1.75,,,,,,,,,,登地联后备队,,,,9-9 02:45,Titan007百家欧赔均值,6.83,1.26,6.1,,,,7.41,1.26,5.58,,,,,,,,,,1.75,3.5,福马亭,苏高联5,,,,,,苏挑杯,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3036337,,,20260908_072956,Titan007 Next,0,Crow*,0.85,0.85,3.5,,,,0.85,0.85,3.5,,,,,,,,,,,,,,,,,,
Crow*,0.7,1.0,0.5,,,,0.78,0.92,0.5,,,,,,,,,,哈茨后备队,,,,9-9 02:45,Titan007百家欧赔均值,3.93,1.64,4.44,,,,2.76,2.02,4.05,,,,,,,,,,0.5,3.25,加拉费瑞登,,,,,,,苏挑杯,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3036338,,,20260908_072956,Titan007 Next,0,Crow*,0.85,0.85,3.25,,,,0.85,0.85,3.25,,,,,,,,,,,,,,,,,,
Crow*,0.85,0.85,2.25,,,,0.85,0.85,2.25,,,,,,,,,,登地U21,,,,9-9 02:45,Titan007百家欧赔均值,11.36,1.14,7.26,,,,13.43,1.12,7.27,,,,,,,,,,2.25,3.5,蒙特罗斯,苏甲4,,,,,,苏挑杯,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3036339,,,20260908_072956,Titan007 Next,0,Crow*,0.9,0.8,3.5,,,,0.9,0.8,3.5,,,,,,,,,,,,,,,,,,
Crow*,0.92,0.78,1.25,,,,0.92,0.78,1.25,,,,,,,,,,科莱池那库丁,苏高联6,,,9-9 02:45,Titan007百家欧赔均值,5.69,1.38,4.92,,,,6.01,1.37,4.81,,,,,,,,,,1.25,3.5,彼得黑德,苏甲7,,,,,,苏挑杯,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3036340,,,20260908_072956,Titan007 Next,0,Crow*,0.78,0.92,3.5,,,,0.78,0.92,3.5,,,,,,,,,,,,,,,,,,
Crow*,0.95,0.75,2.0,,,,0.95,0.75,2.0,,,,,,,,,,阿伯丁U21,,,,9-9 02:45,Titan007百家欧赔均值,12.23,1.13,7.48,,,,10.74,1.15,6.82,,,,,,,,,,2,3.75,罗斯郡,苏甲2,,,,,,苏挑杯,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3036341,,,20260908_072956,Titan007 Next,0,Crow*,0.8,0.9,3.75,,,,0.8,0.9,3.75,,,,,,,,,,,,,,,,,,
Crow*,0.8,0.9,-0.25,,,,0.8,0.9,-0.25,,,,,,,,,,哈密尔顿,苏甲1,,,9-9 02:45,Titan007百家欧赔均值,1.84,3.12,4.21,,,,1.96,2.9,4.0,,,,,,,,,,-0.25,3,斯巴顿斯,苏乙4,,,,,,苏挑杯,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3036342,,,20260908_072956,Titan007 Next,0,Crow*,0.82,0.88,3.0,,,,0.82,0.88,3.0,,,,,,,,,,,,,,,,,,
Crow*,0.88,0.82,0.25,,,,0.88,0.82,0.25,,,,,,,,,,格拉斯哥流浪U21,,,,9-9 02:45,Titan007百家欧赔均值,2.34,2.44,3.84,,,,2.77,2.08,3.78,,,,,,,,,,0.25,3.25,艾比安斯特宁,苏乙10,,,,,,苏挑杯,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3036343,,,20260908_072956,Titan007 Next,0,Crow*,0.9,0.8,3.25,,,,0.9,0.8,3.25,,,,,,,,,,,,,,,,,,
Crow*,0.9,0.8,0.5,,,,0.9,0.8,0.5,,,,,,,,,,修咸顿U21,英U21-9,,,9-9 02:45,Titan007百家欧赔均值,3.43,1.76,4.01,,,,3.26,1.81,3.98,,,,,,,,,,0.5,3.25,禾京,英议联23,,,,,,英协联杯,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3060950,,,20260908_072956,Titan007 Next,0,Crow*,0.93,0.77,3.25,,,,0.93,0.77,3.25,,,,,,,,,,,,,,,,,,
Crow*,0.89,0.99,1.0,,,,1.04,0.84,0.75,,,,,,,,,,国际米兰,意甲2,,,9-9 03:00,Titan007百家欧赔均值,4.75,1.65,4.13,,,,4.94,1.61,4.4,,,,,,,,,,0.75,2.75,皇家马德里,西甲3,,,,,,欧冠杯,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3073072,,,20260908_072956,Titan007 Next,0,Crow*,0.98,0.9,3.25,,,,1.02,0.84,2.75,,,,,,,,,,,,,,,,,,
Crow*,0.88,1.0,-0.75,,,,1.03,0.85,-0.75,,,,,,,,,,曼彻斯特城,英超1,,,9-9 03:00,Titan007百家欧赔均值,1.74,4.28,3.89,,,,1.71,4.61,4.0,,,,,,,,,,-0.75,2.75,波尔图,葡超1,,,,,,欧冠杯,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3073090,,,20260908_072956,Titan007 Next,0,Crow*,0.98,0.9,2.75,,,,0.98,0.88,2.75,,,,,,,,,,,,,,,,,,
Crow*,0.84,1.04,0.75,,,,0.87,1.01,0.75,,,,,,,,,,比利亚雷亚尔,西甲16,,,9-9 03:00,Titan007百家欧赔均值,3.98,1.79,3.93,,,,4.02,1.78,4.1,,,,,,,,,,0.75,3,多特蒙德,德甲3,,,,,,欧冠杯,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3073148,,,20260908_072956,Titan007 Next,0,Crow*,0.88,1.0,3.25,,,,0.98,0.88,3.0,,,,,,,,,,,,,,,,,,
Crow*,0.93,0.95,0.25,,,,0.86,1.02,0.25,,,,,,,,,,皇家贝蒂斯,西甲4,,,9-9 03:00,Titan007百家欧赔均值,3.01,2.26,3.47,,,,3.22,2.23,3.41,,,,,,,,,,0.25,2.5,里尔,法甲4,,,,,,欧冠杯,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3073162,,,20260908_072956,Titan007 Next,0,Crow*,1.02,0.86,2.5,,,,1.03,0.83,2.5,,,,,,,,,,,,,,,,,,
Crow*,0.79,1.09,-0.75,,,,0.87,1.01,-0.75,,,,,,,,,,西汉姆联,9,,,9-9 03:00,Titan007百家欧赔均值,1.68,4.45,3.92,,,,1.63,4.85,4.1,,,,,,,,,,-0.75,2.75,博尔顿,21,,,,,,英冠,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3008213,,,20260908_072956,Titan007 Next,0,Crow*,0.86,1.01,3.0,,,,0.99,0.88,2.75,,,,,,,,,,,,,,,,,,
Crow*,0.95,0.87,-1.0,,,,0.95,0.87,-1.0,,,,,,,,,,纽卡斯尔联,英超7,,,9-9 03:00,Titan007百家欧赔均值,1.62,4.84,3.98,,,,1.55,5.44,4.19,,,,,,,,,,-1,2.75,米尔沃尔,英冠7,,,,,,英联杯,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3072974,,,20260908_072956,Titan007 Next,0,Crow*,1.0,0.8,2.75,,,,0.95,0.85,2.75,,,,,,,,,,,,,,,,,,
Crow*,0.81,1.01,1.0,,,,1.07,0.81,1.0,,,,,,,,,,普拉腾斯,阿甲23,,,9-9 06:00,Titan007百家欧赔均值,8.05,1.45,3.77,,,,7.12,1.52,3.68,,,,,,,,,,1,2,弗鲁米嫩塞,巴西甲4,,,,,,解放者杯,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3069959,,,20260908_072956,Titan007 Next,0,Crow*,0.98,0.82,2.0,,,,1.05,0.82,2.0,,,,,,,,,,,,,,,,,,
Crow*,0.91,0.91,0.25,,,,0.87,0.95,0.25,,,,,,,,,,瓦斯科达伽马,巴西甲17,,,9-9 06:00,Titan007百家欧赔均值,3.06,2.3,3.15,,,,3.39,2.19,3.13,,,,,,,,,,0.25,2.25,圣塔菲,哥伦甲秋7,,,,,,南美杯,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3072983,,,20260908_072956,Titan007 Next,0,Crow*,0.98,0.82,2.0,,,,0.81,0.99,2.25,,,,,,,,,,,,,,,,,,
Crow*,0.82,0.94,0.25,,,,0.82,0.94,0.25,,,,,,,,,,哥伦布机员B队,,,,9-9 07:00,Titan007百家欧赔均值,2.33,2.44,3.7,,,,2.62,2.22,3.7,,,,,,,,,,0.25,3.25,多伦多FCB队,,,,,,,美预备联,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3084109,,,20260908_072956,Titan007 Next,0,Crow*,0.85,0.91,3.25,,,,0.85,0.91,3.25,,,,,,,,,,,,,,,,,,
Crow*,0.85,0.91,-0.25,,,,0.85,0.91,-0.25,,,,,,,,,,纽约红牛后备队,,,,9-9 07:00,Titan007百家欧赔均值,2.06,2.76,3.88,,,,2.05,2.77,3.89,,,,,,,,,,-0.25,3.75,纽约城B队,,,,,,,美预备联,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3084110,,,20260908_072956,Titan007 Next,0,Crow*,0.89,0.87,3.75,,,,0.89,0.87,3.75,,,,,,,,,,,,,,,,,,
Crow*,0.84,0.86,0.25,,,,0.84,0.86,0.25,,,,,,,,,,科罗拉多跃泉,,,,9-9 07:00,Titan007百家欧赔均值,2.97,2.2,3.16,,,,2.95,2.23,3.13,,,,,,,,,,0.25,2.5,哈特福德竞技,,,,,,,美甲杯,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,3084119,,,20260908_072956,Titan007 Next,0,Crow*,0.85,0.85,2.5,,,,0.85,0.85,2.5,,,,,,,,,,,,,,,,,,
Crow*,1.03,0.85,0.5,,,,1.07,0.81,0.5,,,,,,,,,,巴西竞技,11,,,9-9 07:30,Titan007百家欧赔均值,4.89,1.77,3.13,,,,4.63,1.85,3.09,,,,,,,,,,0.5,2,库亚巴,13,,,,,,巴西乙,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,2940169,,,20260908_072956,Titan007 Next,0,Crow*,0.88,0.98,2.0,,,,0.88,0.98,2.0,,,,,,,,,,,,,,,,,,
Crow*,0.72,0.98,0.25,,,,0.72,0.98,0.25,,,,,,,,,,西班牙联合,6,,,9-9 07:30,Titan007百家欧赔均值,2.64,2.36,3.28,,,,2.8,2.32,3.16,,,,,,,,,,0.25,2.25,库里科,13,,,,,,智利乙,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,2926316,,,20260908_072956,Titan007 Next,0,Crow*,0.9,0.8,2.25,,,,0.9,0.8,2.25,,,,,,,,,,,,,,,,,,
Crow*,0.85,0.85,0.25,,,,0.85,0.85,0.25,,,,,,,,,,圣地亚哥漫游者,1,,,9-9 07:30,Titan007百家欧赔均值,2.74,2.29,3.36,,,,2.87,2.22,3.28,,,,,,,,,,0.25,2.5,迪帕特斯,11,,,,,,智利乙,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,2926318,,,20260908_072956,Titan007 Next,0,Crow*,0.92,0.78,2.5,,,,0.92,0.78,2.5,,,,,,,,,,,,,,,,,,
Crow*,1.09,0.79,0.25,,,,1.07,0.81,0.25,,,,,,,,,,尤文图德,1,,,9-9 08:00,Titan007百家欧赔均值,4.24,2.14,2.62,,,,4.1,2.08,2.81,,,,,,,,,,0.25,2,克里丘马,2,,,,,,巴西乙,,2026-09-08,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260908.json,Next_20260908,2940168,,,20260908_072956,Titan007 Next,0,Crow*,0.78,1.08,2.0,,,,0.79,1.07,2.0,,,,,,,,,,,,,,,,,,
