ah_full_company,ah_full_current_away_or_under,ah_full_current_home_or_over,ah_full_current_line_or_draw,ah_full_live_away_or_under,ah_full_live_home_or_over,ah_full_live_line_or_draw,ah_full_open_away_or_under,ah_full_open_home_or_over,ah_full_open_line_or_draw,ah_half_current_away_or_under,ah_half_current_home_or_over,ah_half_current_line_or_draw,ah_half_live_away_or_under,ah_half_live_home_or_over,ah_half_live_line_or_draw,ah_half_open_away_or_under,ah_half_open_home_or_over,ah_half_open_line_or_draw,away_cn,away_rank_or_stage,away_score,away_tw,bj_time,euro_full_company,euro_full_current_away_or_under,euro_full_current_home_or_over,euro_full_current_line_or_draw,euro_full_live_away_or_under,euro_full_live_home_or_over,euro_full_live_line_or_draw,euro_full_open_away_or_under,euro_full_open_home_or_over,euro_full_open_line_or_draw,euro_half_current_away_or_under,euro_half_current_home_or_over,euro_half_current_line_or_draw,euro_half_live_away_or_under,euro_half_live_home_or_over,euro_half_live_line_or_draw,euro_half_open_away_or_under,euro_half_open_home_or_over,euro_half_open_line_or_draw,future_ah_line_hint,future_total_line_hint,home_cn,home_rank_or_stage,home_score,home_tw,initial_ah_hint,initial_total_hint,latest_snapshot_stamp,league_cn,league_tw,list_date,list_lock_source,list_source,match_id,odds_frozen_from_snapshot,refresh_status,snapshot_stamp,source_page,state,total_full_company,total_full_current_away_or_under,total_full_current_home_or_over,total_full_current_line_or_draw,total_full_live_away_or_under,total_full_live_home_or_over,total_full_live_line_or_draw,total_full_open_away_or_under,total_full_open_home_or_over,total_full_open_line_or_draw,total_half_current_away_or_under,total_half_current_home_or_over,total_half_current_line_or_draw,total_half_live_away_or_under,total_half_live_home_or_over,total_half_live_line_or_draw,total_half_open_away_or_under,total_half_open_home_or_over,total_half_open_line_or_draw,xml_ah_away_water,xml_ah_home_water,xml_ah_line,xml_euro_away,xml_euro_draw,xml_euro_home,xml_total_line,xml_total_over_water,xml_total_under_water
,,,,,,,,,,,,,,,,,,,布尔加斯1919,9,2,布爾加斯1919,9-7 23:00,Titan007百家欧赔均值,4.26,1.75,3.24,,,,4.24,1.74,3.22,,,,,,,,,,,,弗拉特里亚,4,2,弗拉特里亞,1,2026,20260908_072956,保乙,保乙,2026-09-05,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260905.json,Next_20260905,3017146,20260905_174847,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,毛里塔尼亚U17,,0,毛里塔尼亞U17,9-7 23:05,,,,,,,,,,,,,,,,,,,,,,塞内加尔U17,,4,塞內加爾U17,,2026,,非青U17,非青U17,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3085628,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.08,0.74,-0.25,1.14,0.75,0.0,0.74,1.08,0.0,0.73,1.09,0.0,0.72,1.19,0.0,0.77,1.05,0.0,马拉云,16,2,馬拉雲,9-7 23:15,,2.34,2.94,2.83,1.01,21.0,15.0,2.41,2.89,2.95,3.25,3.9,1.8,16.5,18.5,1.01,3.25,3.75,1.83,,,沙赫尔巴巴克,17,1,沙赫爾巴巴克,0,2026,,伊朗超,伊朗超,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3069679,,,20260908_072956,,-1,,0.93,0.87,1.75,0.55,1.44,2.5,1.02,0.78,1.75,0.8,1.0,0.75,0.02,6.25,0.5,0.86,0.94,0.75,,,,,,,,,
Crow*,0.91,0.91,0.25,,,,0.85,0.97,0.25,,,,,,,,,,利雅得体育,12,0,利雅得體育,9-7 23:30,Titan007百家欧赔均值,2.9,2.17,3.52,,,,2.94,2.19,3.49,,,,,,,,,,,,塞哈特海湾,14,0,卡赫利塞哈特,0.25,2026,20260908_072956,沙特联,沙地聯,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3046976,20260907_072747,,20260908_072956,,-1,Crow*,0.8,1.0,2.75,,,,0.8,1.0,2.75,,,,,,,,,,,,,,,,,,
,1.02,0.8,0.25,1.36,0.55,0.0,1.02,0.8,0.0,0.63,1.23,0.25,1.25,0.62,0.0,1.0,0.82,0.0,霍拉马巴德,9,0,霍拉馬巴德,9-7 23:30,,3.4,2.08,2.88,21.0,1.01,11.5,2.76,2.47,3.0,4.4,2.86,1.84,18.5,1.01,12.5,3.55,3.3,1.87,,,纳萨及玛赞达兰,14,1,納薩及瑪贊達蘭,0,2026,,伊朗超,伊朗超,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3069677,,,20260908_072956,,-1,,1.01,0.79,1.75,0.06,3.84,1.5,0.81,0.99,2.0,0.86,0.94,0.75,0.02,4.54,1.5,0.93,0.87,0.75,,,,,,,,,
,0.91,0.91,1.25,0.01,5.26,0.25,0.86,0.96,1.5,0.9,0.92,0.5,0.01,5.26,0.25,1.03,0.79,0.5,佐伯阿汉,11,0,索柏阿罕,9-7 23:30,,7.9,1.33,4.15,26.0,1.03,9.0,10.0,1.26,4.75,7.7,1.92,2.13,17.0,1.01,13.5,9.0,1.79,2.22,,,波斯波利斯,4,2,柏斯波利斯,1.5,2026,,伊朗超,伊朗超,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3069678,,,20260908_072956,,-1,,0.87,0.93,2.25,0.01,4.76,2.5,0.94,0.86,2.25,0.76,1.04,1.0,0.01,4.76,1.5,0.88,0.92,1.0,,,,,,,,,
,1.04,0.78,-0.25,0.9,0.92,0.0,0.97,0.73,-0.25,0.78,1.04,0.0,4.54,0.04,-0.25,0.72,0.98,0.0,阿尔萨克尔,12,1,阿爾薩克爾,9-7 23:30,,2.24,2.68,3.35,7.8,8.3,1.14,2.24,2.68,3.3,2.93,3.35,2.08,13.0,15.0,1.03,2.94,3.35,2.07,,,亚达禾,6,1,亞達禾,-0.25,2026,,沙地甲,沙地甲,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3048476,,,20260908_072956,,-1,,0.84,0.96,2.5,0.17,2.7,2.5,0.78,0.92,2.5,0.84,0.96,1.0,0.03,4.34,2.5,0.78,0.92,1.0,,,,,,,,,
,0.86,0.98,-0.25,0.85,0.97,0.0,0.88,0.88,0.0,1.17,0.69,-0.25,0.85,0.97,0.0,0.88,0.88,0.0,帕纳瓦兹,7,3,帕納瓦茲,9-7 23:45,,2.09,2.96,3.55,1.01,16.5,13.5,2.48,2.48,3.4,2.59,3.4,2.27,1.01,21.0,11.5,3.1,3.1,2.1,,,黑格尔曼,8,1,黑格爾曼,0,2026,,立陶甲,立陶甲,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,2994896,,,20260908_072956,,-1,,0.96,0.86,2.75,0.09,3.44,4.5,0.83,0.93,2.5,0.74,1.08,1.25,0.04,4.16,1.5,0.87,0.89,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,阿尔纳泽马后备队,,1,阿爾納澤馬後備隊,9-7 23:50,,,,,,,,,,,,,,,,,,,,,,费萨里哈曼后备队,,1,費薩里哈曼後備隊,,2026,,沙地后备,沙地後備,,,,3087295,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.72,1.11,-1.75,3.7,0.09,-0.25,0.87,0.83,-1.75,0.78,1.04,-0.75,5.26,0.01,-0.25,0.85,0.85,-0.75,哥伦比亚女足U20,,3,哥倫比亞女足U20,9-8 00:00,,1.13,10.5,5.8,1.03,26.0,9.3,1.19,8.5,5.2,1.48,8.9,2.76,14.5,23.0,1.01,1.59,7.5,2.58,,,哥斯达黎加女足U20<font color=#880000>(中)</font>,,1,哥斯達黎加女足U20<font color=#880000>(中)</font>,-1.75,2026,,世女杯U20,世女盃U20,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3025597,,,20260908_072956,,-1,,0.82,0.98,3.0,0.04,4.16,4.5,0.8,0.9,3.0,0.9,0.9,1.25,0.01,4.76,2.5,0.82,0.88,1.25,,,,,,,,,
,1.11,0.72,2.0,0.25,2.32,0.25,0.95,0.75,1.75,0.83,0.99,1.0,0.13,3.22,0.25,0.93,0.77,0.75,尼日利亚女足U20,,0,尼日利亞女足U20,9-8 00:00,,11.0,1.1,6.5,29.0,1.03,11.0,8.8,1.17,5.5,9.1,1.4,3.05,21.0,1.01,15.5,7.6,1.52,2.78,,,西班牙女足U20,,2,西班牙女足U20,1.75,2026,,世女杯U20,世女盃U20,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3025598,,,20260908_072956,,-1,,0.91,0.89,3.25,0.14,2.94,2.5,0.78,0.92,3.25,0.79,1.01,1.5,0.05,4.0,1.5,0.95,0.75,1.25,,,,,,,,,
Crow*,0.9,0.98,0.5,,,,0.87,0.95,0.5,,,,,,,,,,卡亚尼卡帕,9,2,卡帕,9-8 00:00,Titan007百家欧赔均值,3.3,1.91,3.57,,,,3.39,1.89,3.6,,,,,,,,,,,,克鲁比04,8,2,克魯比04,0.5,2026,20260908_072956,芬甲,芬甲,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,2921931,20260907_072747,,20260908_072956,,-1,Crow*,0.98,0.88,3.0,,,,0.9,0.9,3.0,,,,,,,,,,,,,,,,,,
,0.86,0.96,1.0,0.75,0.95,0.5,0.85,0.85,1.0,0.81,1.01,0.5,0.04,4.54,0.25,0.78,0.92,0.5,伊洛特,6,1,柏路伊洛特,9-8 00:00,,4.05,1.55,4.4,16.5,1.01,13.5,4.2,1.52,4.4,4.05,2.01,2.67,26.0,1.02,9.6,4.3,1.92,2.74,,,伊韦斯B队,5,6,伊韋斯B隊,1,2026,,芬乙B升,芬乙B升,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3074292,,,20260908_072956,,-1,,0.86,0.94,3.75,0.72,0.98,4.0,0.78,0.92,3.75,0.95,0.85,1.5,0.02,4.54,2.5,0.88,0.82,1.5,,,,,,,,,
Crow*,0.83,0.93,0.5,,,,0.8,0.9,0.5,,,,,,,,,,卢宾扎格勒比,11,1,路賓,9-8 00:00,Titan007百家欧赔均值,3.56,1.92,3.5,,,,3.43,1.97,3.55,,,,,,,,,,,,KS莫摩斯,17,1,KS莫摩斯,0.5,2026,20260908_072956,波兰超,波蘭超,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3003142,20260907_072747,,20260908_072956,,-1,Crow*,0.83,0.93,2.75,,,,0.75,0.95,2.75,,,,,,,,,,,,,,,,,,
Crow*,0.83,0.93,1.25,,,,0.83,0.93,1.25,,,,,,,,,,奥林比克斯尼克西亚,8,0,N.奧林比亞高斯,9-8 00:00,Titan007百家欧赔均值,7.05,1.36,4.52,,,,6.65,1.38,4.47,,,,,,,,,,,,帕福斯,6,0,AEP帕福斯,1.25,2026,20260908_072956,塞浦甲,塞浦甲,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3044387,20260907_072747,,20260908_072956,,-1,Crow*,0.87,0.89,2.75,,,,0.87,0.89,2.75,,,,,,,,,,,,,,,,,,
,0.94,0.88,2.25,0.48,1.38,0.25,0.88,0.88,1.75,0.98,0.84,1.0,0.23,2.43,0.25,0.9,0.86,0.75,陶格夫匹尔斯,5,1,陶格夫匹爾斯,9-8 00:00,,14.0,1.11,7.8,16.0,3.75,1.26,8.1,1.24,5.7,10.0,1.39,3.3,19.5,6.0,1.1,6.7,1.61,2.85,,,里加FC,2,1,里加FC,1.75,2026,,拉脱超,拉脫超,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,2940744,,,20260908_072956,,-1,,0.9,0.9,3.5,0.29,1.88,2.5,0.81,0.95,3.5,0.89,0.91,1.5,0.12,3.12,0.5,0.79,0.97,1.5,,,,,,,,,
,1.01,0.85,1.5,2.12,0.29,0.0,0.88,0.88,1.5,0.97,0.89,0.75,2.43,0.23,0.0,0.76,1.0,0.75,利耶帕亚,4,0,利耶柏亞,9-8 00:00,,8.4,1.24,5.6,14.0,6.7,1.11,6.9,1.31,5.1,6.8,1.67,2.67,18.5,8.6,1.05,6.1,1.72,2.66,,,里加足球学院,1,0,裏加足球學院,1.5,2026,,拉脱超,拉脫超,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,2940745,,,20260908_072956,,-1,,0.85,0.99,3.25,0.13,3.03,0.5,0.85,0.91,3.25,1.05,0.79,1.25,0.07,3.7,0.5,1.0,0.76,1.25,,,,,,,,,
,0.8,0.9,0.5,0.64,1.06,0.25,0.88,0.82,0.5,0.73,0.97,0.25,0.02,3.12,0.25,0.79,0.91,0.25,里雄莱锡安夏普尔,4,0,里雄萊錫安夏普爾,9-8 00:00,,2.95,1.9,3.5,4.1,2.61,1.91,3.25,1.82,3.45,3.5,2.34,2.28,13.0,10.5,1.02,3.85,2.28,2.21,,,特拉维夫叶胡达,1,0,耶侯達,0.5,2026,,以甲,以甲,2026-09-06,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260906.json,Next_20260906,3001811,,,20260908_072956,,-1,,1.01,0.69,2.75,0.98,0.72,0.75,0.82,0.88,2.75,0.77,0.93,1.25,0.02,3.12,0.5,1.05,0.65,1.0,,,,,,,,,
,0.75,0.95,0.0,0.72,0.98,0.0,0.82,0.88,0.0,0.77,0.93,0.0,0.77,0.93,0.0,0.82,0.88,0.0,赫兹立亚马卡比,12,1,赫茲立亞馬卡比,9-8 00:00,,2.28,2.54,3.15,21.0,1.07,6.0,2.33,2.42,3.25,2.88,3.1,2.07,12.0,12.5,1.01,2.96,3.05,2.07,,,凯尔耶特,10,1,凱爾耶特,0,2026,,以甲,以甲,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3001814,,,20260908_072956,,-1,,0.82,0.88,2.5,0.26,1.78,1.5,0.84,0.86,2.5,0.87,0.83,1.0,0.03,3.03,0.5,0.87,0.83,1.0,,,,,,,,,
,0.9,0.8,0.0,0.79,0.91,0.0,0.9,0.8,0.0,0.89,0.81,0.0,0.91,0.79,0.0,0.89,0.81,0.0,莫迪恩,9,0,莫迪恩,9-8 00:00,,2.43,2.32,3.25,9.8,10.5,1.05,2.49,2.37,3.05,3.05,2.95,2.06,12.5,12.0,1.01,3.2,3.1,1.94,,,卡法尔卡瑟姆,11,0,卡法爾卡瑟姆,0,2026,,以甲,以甲,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3001817,,,20260908_072956,,-1,,0.91,0.79,2.5,0.05,2.85,0.5,0.78,0.92,2.25,0.86,0.84,1.0,0.02,3.12,0.5,1.05,0.65,0.75,,,,,,,,,
,0.91,0.91,0.0,1.03,0.67,0.0,0.7,1.0,0.0,0.91,0.91,0.0,0.01,4.0,0.25,0.73,0.97,0.0,巴奇卡托波拉,6,3,巴奇卡托波拉,9-8 00:00,,2.46,2.46,3.25,1.06,21.0,6.2,2.3,2.71,3.15,3.15,3.15,2.06,1.08,19.5,5.6,3.05,3.45,1.99,,,沃日多瓦茨,11,2,沃日多瓦茨,0,2026,,塞尔甲,塞爾甲,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3050245,,,20260908_072956,,-1,,1.0,0.8,2.25,0.23,1.88,5.5,0.78,0.92,2.25,0.9,0.9,1.0,0.01,4.0,2.5,1.05,0.65,0.75,,,,,,,,,
,,,,,,,,,,,,,,,,,,,奥林比查U19,,5,奧林比查U19,9-8 00:00,,,,,,,,,,,,,,,,,,,,,,科佩尔U19,,1,高柏U19,,2026,,斯亚U19,斯洛U19,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3087270,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.98,0.84,0.25,1.03,0.73,0.0,0.95,0.75,0.25,1.14,0.69,0.0,0.02,3.84,0.25,0.61,1.09,0.25,山姆特迪雅,7,3,山姆特迪雅,9-8 00:00,,2.87,2.08,3.1,1.01,13.5,10.5,3.05,1.99,3.15,3.45,2.72,2.03,13.0,11.5,1.02,3.7,2.61,2.01,,,泰拉维,2,0,泰拉維,0.25,2026,,格鲁乙,格魯乙,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,2940903,,,20260908_072956,,-1,,1.08,0.72,2.25,0.5,1.35,2.5,0.91,0.79,2.25,0.83,0.97,1.0,0.02,3.84,0.5,0.72,0.98,1.0,,,,,,,,,
,0.85,0.85,0.0,3.22,0.01,-0.25,0.9,0.8,0.0,0.85,0.85,0.0,0.69,1.01,0.0,0.9,0.8,0.0,卡洛斯曼努西,,4,卡洛斯曼努西,9-8 00:00,,2.38,2.38,3.2,1.01,14.0,10.5,2.44,2.33,3.25,3.0,3.0,2.06,11.5,12.5,1.02,3.05,2.96,2.06,,,莫利诺斯,,2,莫里諾斯,0,2026,,秘鲁乙,秘魯乙,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3083911,,,20260908_072956,,-1,,0.8,0.9,2.5,0.01,3.22,6.5,0.8,0.9,2.5,0.84,0.86,1.0,0.01,3.22,2.5,0.84,0.86,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,纳姆古戈俱乐部,11,0,納姆古戈俱樂部,9-8 00:00,,,,,,,,,,,,,,,,,,,,,,阿赞,3,2,阿贊,,2026,,坦桑超,坦桑超,,,,3064197,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.75,0.95,-0.75,3.7,0.09,-0.25,0.96,0.74,-0.5,0.75,0.95,-0.25,0.41,1.69,0.0,1.05,0.65,-0.25,卢多戈雷茨B队,14,3,盧多格德斯B隊,9-8 00:00,,1.55,4.25,3.7,1.01,16.5,13.5,1.96,3.2,3.4,2.11,4.55,2.2,1.01,15.5,9.7,2.61,3.8,2.11,,,比林,18,0,比林,-0.5,2026,,保乙,保乙,,,,3017149,,,20260908_072956,,-1,,0.96,0.74,2.5,0.06,3.84,3.5,0.78,0.92,2.5,0.98,0.72,1.0,0.08,3.57,1.5,0.82,0.88,1.0,,,,,,,,,
,0.76,0.94,0.0,0.6,1.28,0.0,0.92,0.78,-0.25,0.78,0.92,0.0,0.62,1.25,0.0,0.68,1.02,0.0,赫巴,13,2,赫巴,9-8 00:00,,2.27,2.49,3.25,26.0,1.06,7.0,2.17,2.76,3.35,2.89,3.1,2.08,9.8,12.5,1.07,2.82,3.4,2.12,,,保利文斯巴达,15,3,保利文斯巴達,-0.25,2026,,保乙,保乙,,,,3017150,,,20260908_072956,,-1,,0.85,0.85,2.5,0.19,2.56,5.5,0.84,0.86,2.5,0.88,0.82,1.0,0.08,3.57,2.5,0.87,0.83,1.0,,,,,,,,,
,0.88,0.82,-0.75,3.03,0.03,-0.25,0.82,0.88,-0.75,0.78,0.92,-0.25,3.22,0.01,-0.25,0.75,0.95,-0.25,法兰克福女足,7,1,法蘭克福女足,9-8 00:00,,1.69,3.4,3.8,1.01,13.5,11.0,1.64,3.6,3.8,2.09,3.85,2.43,1.01,13.5,10.5,2.07,4.05,2.39,,,柏林联女足,13,0,柏林聯女足,-0.75,2026,,德女联,德女聯,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3034777,,,20260908_072956,,-1,,0.82,0.88,3.25,0.01,3.22,1.5,0.95,0.75,3.0,0.94,0.76,1.25,0.03,3.03,1.5,0.87,0.83,1.25,,,,,,,,,
,0.62,1.08,0.25,0.62,1.08,0.25,0.8,0.9,0.5,0.99,0.71,0.0,0.99,0.71,0.0,0.79,0.91,0.25,阿勒桑B队,14,2,阿利辛特B隊,9-8 00:00,,2.17,2.17,4.35,2.17,2.17,4.35,2.62,1.9,4.1,2.54,2.41,2.91,2.54,2.41,2.91,3.05,2.17,2.78,,,莫尔德B队,8,3,莫迪B隊,0.5,2026,,挪丙,挪丙,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,2967691,,,20260908_072956,,-1,,1.08,0.62,4.5,1.08,0.62,4.5,0.86,0.84,4.25,1.06,0.64,2.0,1.06,0.64,2.0,0.89,0.81,1.75,,,,,,,,,
,0.79,0.91,0.5,0.85,0.85,0.0,0.82,0.88,0.5,0.73,0.97,0.25,1.02,0.68,0.0,0.8,0.9,0.25,利恩B队,5,1,利恩B隊,9-8 00:00,,2.67,1.91,3.95,14.5,1.01,10.5,2.68,1.88,4.1,3.05,2.28,2.63,13.0,1.01,11.0,3.0,2.23,2.72,,,德洛巴福根,10,4,德洛巴福根,0.5,2026,,挪丙,挪丙,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,2968419,,,20260908_072956,,-1,,0.68,1.02,4.0,0.17,2.12,5.5,0.76,0.94,4.25,0.94,0.76,1.5,0.1,2.5,2.5,0.81,0.89,1.75,,,,,,,,,
,,,,,,,,,,,,,,,,,,,查科科比亚俱乐部,,2,查科科比亚俱乐部,9-8 00:00,,,,,,,,,,,,,,,,,,,,,,海萨卡国民队,,4,海薩卡國民隊,,2026,,玻利地杯,玻利地杯,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3087271,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,大主教女足,,1,大主教女足,9-8 00:00,,,,,,,,,,,,,,,,,,,,,,纳沙玛穆斯塔克巴尔女足,,2,纳沙玛穆斯塔克巴尔女足,,2026,,约旦女杯,約旦女杯,,,,3087310,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,欧鲁巴赫U21,,0,歐魯巴赫U21,9-8 00:00,,,,,,,,,,,,,,,,,,,,,,拉斯永恒U21,,3,艾科路德U21,,2026,,沙地后备,沙地後備,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3087256,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,阿利雅德U21,,1,阿利雅德U21,9-8 00:00,,,,,,,,,,,,,,,,,,,,,,达马克足球俱乐部后备队,,1,達馬克足球俱樂部後備隊,,2026,,沙地后备,沙地後備,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3087257,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.95,0.87,0.25,0.04,4.54,0.25,0.8,0.9,0.25,0.69,1.14,0.25,1.23,0.63,0.0,1.04,0.66,0.0,麦加统一,10,0,艾維達,9-8 00:05,,2.91,2.05,3.45,13.5,12.5,1.03,2.85,2.16,3.25,3.45,2.56,2.27,14.0,11.0,1.04,3.45,2.82,2.1,,,查巴莱,8,0,查巴萊,0.25,2026,,沙地甲,沙地甲,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3048477,,,20260908_072956,,-1,,1.01,0.79,2.75,0.04,4.16,0.5,0.81,0.89,2.5,0.74,1.06,1.25,0.06,3.84,0.5,0.82,0.88,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,穆艾塔罗,,1,穆艾塔羅,9-8 00:15,,,,,,,,,,,,,,,,,,,,,,艾加拉法B队,,0,艾加拉法B隊,,2026,,卡塔乙,卡塔乙,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3083908,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crow*,0.88,1.0,0.5,,,,0.98,0.9,0.25,,,,,,,,,,莱切,14,0,萊切,9-8 00:30,Titan007百家欧赔均值,3.66,2.16,3.07,,,,4.16,2.01,3.16,,,,,,,,,,,,卡利亚里,12,1,卡利亞里,0.25,2026,20260908_072956,意甲,意甲,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,2993777,20260907_072747,,20260908_072956,,-1,Crow*,1.06,0.82,2.0,,,,0.85,1.01,2.0,,,,,,,,,,,,,,,,,,
Crow*,1.01,0.87,0.0,,,,1.01,0.87,0.0,,,,,,,,,,格罗兹尼特里克,12,1,塔利克,9-8 00:30,Titan007百家欧赔均值,2.81,2.57,3.04,,,,2.77,2.64,3.02,,,,,,,,,,,,喀山红宝石,8,1,卡山魯賓,0,2026,20260908_072956,俄超,俄超,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3012289,20260907_072747,,20260908_072956,,-1,Crow*,0.81,1.06,2.25,,,,0.81,1.06,2.25,,,,,,,,,,,,,,,,,,
,0.98,0.84,0.25,0.98,0.84,0.25,0.82,1.0,0.5,0.6,1.28,0.25,0.6,1.28,0.25,0.68,1.16,0.25,法加尔瑟帕斯,7,0,法加爾瑟帕斯,9-8 00:30,,3.35,2.13,2.85,3.35,2.13,2.85,3.75,2.0,3.0,4.35,2.93,1.82,4.35,2.93,1.82,4.65,2.73,1.86,,,胡齐斯坦钢铁,10,1,弗蘭候薩斯坦,0.5,2026,,伊朗超,伊朗超,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3069680,,,20260908_072956,,-1,,0.98,0.82,1.75,0.98,0.82,1.75,1.04,0.76,1.75,0.83,0.97,0.75,0.83,0.97,0.75,0.88,0.92,0.75,,,,,,,,,
,0.88,0.96,1.0,0.09,3.7,0.25,0.86,0.9,0.75,0.81,1.03,0.5,0.05,4.34,0.25,0.94,0.82,0.25,鲍里索夫巴特,13,0,波里索夫巴特,9-8 00:30,,4.95,1.53,4.1,21.0,1.01,11.5,4.15,1.69,3.75,5.3,2.03,2.26,17.5,12.0,1.02,4.6,2.2,2.23,,,布列斯特迪纳摩,6,1,比斯特戴拿模,0.75,2026,,白俄超,白俄超,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,2948588,,,20260908_072956,,-1,,1.13,0.7,2.5,0.07,3.7,1.5,0.95,0.81,2.5,1.12,0.71,1.0,0.02,4.54,0.5,1.0,0.76,1.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,阿马格罗U20,,1,阿爾馬格羅U20,9-8 00:35,,,,,,,,,,,,,,,,,,,,,,查卡里塔青年U20,,3,小農夫U20,,2026,,阿青联,阿青聯,2026-09-07,D:\codex\outputs\football_odds_trader\ledger\slate_rosters\titan007_roster_20260907.json,Next_20260907,3087279,,,20260908_072956,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
