match_id,list_date,kickoff,kickoff_at,model_id,model_version,side_mapping_version,run_id,decision_at,quote_at,last_confirmed_at,quote_age_at_decision,hours_from_decision_to_kickoff,hours_from_last_refresh_to_kickoff,is_morning_baseline,is_latest_valid_prematch,parent_decision_id,monitoring_bucket,prior_snapshot_id,market,competition,analysis_status,grade,rank,reason_codes,decision_id,score,result,pnl_1u,settlement_status,result_state,result_source,settlement_updated_at,settlement,real_money,normalized_intent,intent_source,candidate_side,candidate_team,candidate_water,candidate_handicap,reverse_team,reverse_side,reverse_water,selected_team,selected_side,selected_handicap_signed,selected_water_hk,probabilities,ev_mean,ev_p05,ev_p10,ev_p50,ev_p90,ev_p95,p_ev_positive,diagnostic_giving,diagnostic_receiving,direction_rule_version
3067428,2026-09-23,2026-09-22T22:00:00+08:00,2026-09-22T22:00:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260923_073949,2026-09-23T07:41:06.639593+08:00,2026-09-23T07:39:50+08:00,2026-09-23T07:39:50+08:00,0.021,-9.685,-9.664,False,False,,,prior-2026-09-23-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-23T07:41:06.639593+08:00"", ""home_team"": ""莱奥塔尔"", ""away_team"": ""法莫斯沃伊科维奇"", ""competition"": ""波斯丙"", ""home_handicap_signed"": null, ""away_handicap_signed"": null, ""home_water_hk"": null, ""away_water_hk"": null, ""quote_at"": ""2026-09-23T07:39:50+08:00"", ""last_confirmed_at"": ""2026-09-23T07:39:50+08:00"", ""run_id"": ""RUN_20260923_073949""}",波斯丙,NOT_PREMATCH,,,"[""MATCH_NOT_PREMATCH""]",b9f9dfbe4a91a845c04d,3-0,,,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,-1,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260923\20260923_073950_titan007_odds_snapshot.csv,2026-09-23T07:41:37.665772+08:00,"{""score"": ""3-0"", ""result"": """", ""pnl_1u"": """", ""settlement_status"": ""MISSING_V4_SIDE_LINE_WATER_OR_TEAM"", ""result_state"": ""-1"", ""result_source"": ""D:\\codex\\v3_legacy\\outputs\\football_odds_trader\\raw\\titan007\\20260923\\20260923_073950_titan007_odds_snapshot.csv""}",False,,,,,,,,,,,,,,,,,,,,,,,,
3086969,2026-09-23,2026-09-23T13:00:00+08:00,2026-09-23T13:00:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260923_073949,2026-09-23T07:41:06.639593+08:00,2026-09-23T07:39:50+08:00,2026-09-23T07:39:50+08:00,0.021,5.315,5.336,False,True,,,prior-2026-09-23-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-23T07:41:06.639593+08:00"", ""home_team"": ""东京绿茵女足"", ""away_team"": ""新泻天鹅女足"", ""competition"": ""女日联杯"", ""home_handicap_signed"": 1.25, ""away_handicap_signed"": -1.25, ""home_water_hk"": 1.0, ""away_water_hk"": 0.7, ""titan_home_handicap_signed"": 1.25, ""titan_away_handicap_signed"": -1.25, ""giving_team"": ""东京绿茵女足"", ""receiving_team"": ""新泻天鹅女足"", ""giving_water"": 1.0, ""receiving_water"": 0.7, ""side_identity"": ""Titan signed AH"", ""quote_at"": ""2026-09-23T07:39:50+08:00"", ""last_confirmed_at"": ""2026-09-23T07:39:50+08:00"", ""run_id"": ""RUN_20260923_073949""}",女日联杯,EVALUATED,N,,"[""BUCKET_1.25"", ""SIDE_IDENTITY_VALID"", ""FLAT_LINE_GIVING_WATER_RISE""]",14922079a3041d3a9576,,,,,,,,,False,阻下/下盘保护,FLAT_LINE_GIVING_WATER_RISE,receiving,新泻天鹅女足,0.7,1.25,东京绿茵女足,giving,1.0,新泻天鹅女足,receiving,1.25,0.7,"{""W"": 0.2830188679245283, ""HW"": 0.2830188679245283, ""P"": 0.0, ""HL"": 0.0, ""L"": 0.4339622641509434}",-0.1367924528301887,-0.31076271619804585,-0.27259937394638967,-0.1368735642305955,-0.0014371351789095876,0.03769351958270911,0.0968,"{""team"": ""东京绿茵女足"", ""water"": 1.0, ""EV_mean"": 0.009433962264150997, ""EV_p10"": -0.14126383138577642, ""P_EV_gt_0"": 0.528, ""status"": ""DIAGNOSTIC_ONLY""}","{""team"": ""新泻天鹅女足"", ""water"": 0.7, ""EV_mean"": -0.1367924528301887, ""EV_p10"": -0.27010400575232113, ""P_EV_gt_0"": 0.0968, ""status"": ""DIAGNOSTIC_ONLY""}",V4_DIRECTION_FIXED_R1
3086970,2026-09-23,2026-09-23T13:00:00+08:00,2026-09-23T13:00:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260923_073949,2026-09-23T07:41:06.639593+08:00,2026-09-23T07:39:50+08:00,2026-09-23T07:39:50+08:00,0.021,5.315,5.336,False,False,,,prior-2026-09-23-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-23T07:41:06.639593+08:00"", ""home_team"": ""野岛斯特拉女足"", ""away_team"": ""伊分埼玉女足"", ""competition"": ""女日联杯"", ""home_handicap_signed"": null, ""away_handicap_signed"": null, ""home_water_hk"": null, ""away_water_hk"": null, ""quote_at"": ""2026-09-23T07:39:50+08:00"", ""last_confirmed_at"": ""2026-09-23T07:39:50+08:00"", ""run_id"": ""RUN_20260923_073949""}",女日联杯,NEUTRAL,,,"[""NEUTRAL_INTENT"", ""MARKET_MOVE_BALANCED""]",9c5e692d152b694f43c0,,,,,,,,,False,平衡盘/等待临场确认,,neutral,,,,,,,,,,,,,,,,,,,,,
3049659,2026-09-23,2026-09-23T13:30:00+08:00,2026-09-23T13:30:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260923_073949,2026-09-23T07:41:06.639593+08:00,2026-09-23T07:39:50+08:00,2026-09-23T07:39:50+08:00,0.021,5.815,5.836,False,True,,,prior-2026-09-23-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-23T07:41:06.639593+08:00"", ""home_team"": ""中国U23(中)"", ""away_team"": ""阿联酋U23"", ""competition"": ""亚运男足"", ""home_handicap_signed"": 0.5, ""away_handicap_signed"": -0.5, ""home_water_hk"": 0.86, ""away_water_hk"": 0.96, ""titan_home_handicap_signed"": 0.5, ""titan_away_handicap_signed"": -0.5, ""giving_team"": ""中国U23(中)"", ""receiving_team"": ""阿联酋U23"", ""giving_water"": 0.86, ""receiving_water"": 0.96, ""side_identity"": ""Titan signed AH"", ""quote_at"": ""2026-09-23T07:39:50+08:00"", ""last_confirmed_at"": ""2026-09-23T07:39:50+08:00"", ""run_id"": ""RUN_20260923_073949""}",亚运男足,EVALUATED,N,,"[""BUCKET_0.50"", ""SIDE_IDENTITY_VALID"", ""MARKET_MOVE_DEEPER_WITH_GIVING_WATER_RISE""]",33463015a3da6955dc21,,,,,,,,,False,阻上/诱下,MARKET_MOVE_DEEPER_WITH_GIVING_WATER_RISE,giving,中国U23(中),0.86,0.5,阿联酋U23,receiving,0.96,中国U23(中),giving,-0.5,0.86,"{""W"": 0.49714285714285716, ""HW"": 0.0, ""P"": 0.0, ""HL"": 0.0, ""L"": 0.5028571428571429}",-0.07531428571428572,-0.191729782162338,-0.16583936257033483,-0.07556878832905384,0.015299063317449846,0.04362462752493751,0.1466,"{""team"": ""中国U23(中)"", ""water"": 0.86, ""EV_mean"": -0.07531428571428572, ""EV_p10"": -0.16650330929538465, ""P_EV_gt_0"": 0.1418, ""status"": ""DIAGNOSTIC_ONLY""}","{""team"": ""阿联酋U23"", ""water"": 0.96, ""EV_mean"": -0.014400000000000024, ""EV_p10"": -0.11285288280169214, ""P_EV_gt_0"": 0.4136, ""status"": ""DIAGNOSTIC_ONLY""}",V4_DIRECTION_FIXED_R1
3049660,2026-09-23,2026-09-23T13:30:00+08:00,2026-09-23T13:30:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260923_073949,2026-09-23T07:41:06.639593+08:00,2026-09-23T07:39:50+08:00,2026-09-23T07:39:50+08:00,0.021,5.815,5.836,False,True,,,prior-2026-09-23-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-23T07:41:06.639593+08:00"", ""home_team"": ""伊朗U23(中)"", ""away_team"": ""朝鲜U23"", ""competition"": ""亚运男足"", ""home_handicap_signed"": 0.5, ""away_handicap_signed"": -0.5, ""home_water_hk"": 0.83, ""away_water_hk"": 0.99, ""titan_home_handicap_signed"": 0.5, ""titan_away_handicap_signed"": -0.5, ""giving_team"": ""伊朗U23(中)"", ""receiving_team"": ""朝鲜U23"", ""giving_water"": 0.83, ""receiving_water"": 0.99, ""side_identity"": ""Titan signed AH"", ""quote_at"": ""2026-09-23T07:39:50+08:00"", ""last_confirmed_at"": ""2026-09-23T07:39:50+08:00"", ""run_id"": ""RUN_20260923_073949""}",亚运男足,EVALUATED,N,,"[""BUCKET_0.50"", ""SIDE_IDENTITY_VALID"", ""MARKET_MOVE_LINE_STRENGTH_WITH_GIVING_RESISTANCE""]",993d47a1b6275d81ee83,,,,,,,,,False,真实示强/阻上,MARKET_MOVE_LINE_STRENGTH_WITH_GIVING_RESISTANCE,giving,伊朗U23(中),0.83,0.5,朝鲜U23,receiving,0.99,伊朗U23(中),giving,-0.5,0.83,"{""W"": 0.49714285714285716, ""HW"": 0.0, ""P"": 0.0, ""HL"": 0.0, ""L"": 0.5028571428571429}",-0.09022857142857149,-0.20548696298956415,-0.18027295873314708,-0.0928069593605983,-0.004042620021972865,0.02190577333254984,0.091,"{""team"": ""伊朗U23(中)"", ""water"": 0.83, ""EV_mean"": -0.09022857142857149, ""EV_p10"": -0.176698943018673, ""P_EV_gt_0"": 0.0962, ""status"": ""DIAGNOSTIC_ONLY""}","{""team"": ""朝鲜U23"", ""water"": 0.99, ""EV_mean"": 0.0006857142857142895, ""EV_p10"": -0.09739697788457125, ""P_EV_gt_0"": 0.503, ""status"": ""DIAGNOSTIC_ONLY""}",V4_DIRECTION_FIXED_R1
3086971,2026-09-23,2026-09-23T15:00:00+08:00,2026-09-23T15:00:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260923_073949,2026-09-23T07:41:06.639593+08:00,2026-09-23T07:39:50+08:00,2026-09-23T07:39:50+08:00,0.021,7.315,7.336,False,True,,,prior-2026-09-23-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-23T07:41:06.639593+08:00"", ""home_team"": ""千叶市原女足"", ""away_team"": ""伊纳卡女足"", ""competition"": ""女日联杯"", ""home_handicap_signed"": -0.5, ""away_handicap_signed"": 0.5, ""home_water_hk"": 0.75, ""away_water_hk"": 0.95, ""titan_home_handicap_signed"": -0.5, ""titan_away_handicap_signed"": 0.5, ""giving_team"": ""伊纳卡女足"", ""receiving_team"": ""千叶市原女足"", ""giving_water"": 0.95, ""receiving_water"": 0.75, ""side_identity"": ""Titan signed AH"", ""quote_at"": ""2026-09-23T07:39:50+08:00"", ""last_confirmed_at"": ""2026-09-23T07:39:50+08:00"", ""run_id"": ""RUN_20260923_073949""}",女日联杯,EVALUATED,N,,"[""BUCKET_0.50"", ""SIDE_IDENTITY_VALID"", ""MARKET_MOVE_SHALLOWER_WITH_GIVING_WATER_RESISTANCE""]",9f8e473de81bf3b1523a,,,,,,,,,False,诱上/阻下,MARKET_MOVE_SHALLOWER_WITH_GIVING_WATER_RESISTANCE,receiving,千叶市原女足,0.75,0.5,伊纳卡女足,giving,0.95,千叶市原女足,receiving,0.5,0.75,"{""W"": 0.5028571428571429, ""HW"": 0.0, ""P"": 0.0, ""HL"": 0.0, ""L"": 0.49714285714285716}",-0.12,-0.22748828254411174,-0.20293514485470576,-0.12004535970357799,-0.03510858671716238,-0.010782977491266,0.0366,"{""team"": ""伊纳卡女足"", ""water"": 0.95, ""EV_mean"": -0.030571428571428583, ""EV_p10"": -0.12498785973052062, ""P_EV_gt_0"": 0.3438, ""status"": ""DIAGNOSTIC_ONLY""}","{""team"": ""千叶市原女足"", ""water"": 0.75, ""EV_mean"": -0.12, ""EV_p10"": -0.20586905435275343, ""P_EV_gt_0"": 0.039, ""status"": ""DIAGNOSTIC_ONLY""}",V4_DIRECTION_FIXED_R1
3086972,2026-09-23,2026-09-23T15:00:00+08:00,2026-09-23T15:00:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260923_073949,2026-09-23T07:41:06.639593+08:00,2026-09-23T07:39:50+08:00,2026-09-23T07:39:50+08:00,0.021,7.315,7.336,False,True,,,prior-2026-09-23-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-23T07:41:06.639593+08:00"", ""home_team"": ""RB大宫松鼠女足"", ""away_team"": ""仙台维加泰女足"", ""competition"": ""女日联杯"", ""home_handicap_signed"": 0.25, ""away_handicap_signed"": -0.25, ""home_water_hk"": 0.78, ""away_water_hk"": 0.92, ""titan_home_handicap_signed"": 0.25, ""titan_away_handicap_signed"": -0.25, ""giving_team"": ""RB大宫松鼠女足"", ""receiving_team"": ""仙台维加泰女足"", ""giving_water"": 0.78, ""receiving_water"": 0.92, ""side_identity"": ""Titan signed AH"", ""quote_at"": ""2026-09-23T07:39:50+08:00"", ""last_confirmed_at"": ""2026-09-23T07:39:50+08:00"", ""run_id"": ""RUN_20260923_073949""}",女日联杯,EVALUATED,N,,"[""BUCKET_0.25"", ""SIDE_IDENTITY_VALID"", ""FLAT_LINE_GIVING_WATER_DROP""]",bff75f6a52217aeed104,,,,,,,,,False,真实示弱/阻下,FLAT_LINE_GIVING_WATER_DROP,receiving,仙台维加泰女足,0.92,0.25,RB大宫松鼠女足,giving,0.78,仙台维加泰女足,receiving,0.25,0.92,"{""W"": 0.2743055555555556, ""HW"": 0.3020833333333333, ""P"": 0.0, ""HL"": 0.0, ""L"": 0.4236111111111111}",-0.03229166666666666,-0.11494111805234786,-0.09574819315949312,-0.03279606310401495,0.03069616068151465,0.047667745301272046,0.2606,"{""team"": ""RB大宫松鼠女足"", ""water"": 0.78, ""EV_mean"": -0.09493055555555555, ""EV_p10"": -0.15164381178053066, ""P_EV_gt_0"": 0.017, ""status"": ""DIAGNOSTIC_ONLY""}","{""team"": ""仙台维加泰女足"", ""water"": 0.92, ""EV_mean"": -0.03229166666666666, ""EV_p10"": -0.09792016325584163, ""P_EV_gt_0"": 0.2622, ""status"": ""DIAGNOSTIC_ONLY""}",V4_DIRECTION_FIXED_R1
3086973,2026-09-23,2026-09-23T15:00:00+08:00,2026-09-23T15:00:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260923_073949,2026-09-23T07:41:06.639593+08:00,2026-09-23T07:39:50+08:00,2026-09-23T07:39:50+08:00,0.021,7.315,7.336,False,False,,,prior-2026-09-23-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-23T07:41:06.639593+08:00"", ""home_team"": ""浦和红钻女足"", ""away_team"": ""AC长野女足"", ""competition"": ""女日联杯"", ""home_handicap_signed"": null, ""away_handicap_signed"": null, ""home_water_hk"": null, ""away_water_hk"": null, ""quote_at"": ""2026-09-23T07:39:50+08:00"", ""last_confirmed_at"": ""2026-09-23T07:39:50+08:00"", ""run_id"": ""RUN_20260923_073949""}",女日联杯,NEUTRAL,,,"[""NEUTRAL_INTENT"", ""MARKET_MOVE_BALANCED""]",56dd21535556747ffebf,,,,,,,,,False,平衡盘/等待临场确认,,neutral,,,,,,,,,,,,,,,,,,,,,
3092014,2026-09-23,2026-09-23T15:00:00+08:00,2026-09-23T15:00:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260923_073949,2026-09-23T07:41:06.639593+08:00,2026-09-23T07:39:50+08:00,2026-09-23T07:39:50+08:00,0.021,7.315,7.336,False,False,,,prior-2026-09-23-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-23T07:41:06.639593+08:00"", ""home_team"": ""斐济女足"", ""away_team"": ""所罗门群岛女足"", ""competition"": ""国际友谊"", ""home_handicap_signed"": null, ""away_handicap_signed"": null, ""home_water_hk"": null, ""away_water_hk"": null, ""quote_at"": ""2026-09-23T07:39:50+08:00"", ""last_confirmed_at"": ""2026-09-23T07:39:50+08:00"", ""run_id"": ""RUN_20260923_073949""}",国际友谊,NEUTRAL,,,"[""NEUTRAL_INTENT"", ""MARKET_MOVE_BALANCED""]",f23208a8fd21568b3131,,,,,,,,,False,平衡盘/等待临场确认,,neutral,,,,,,,,,,,,,,,,,,,,,
3084563,2026-09-23,2026-09-23T16:00:00+08:00,2026-09-23T16:00:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260923_073949,2026-09-23T07:41:06.639593+08:00,2026-09-23T07:39:50+08:00,2026-09-23T07:39:50+08:00,0.021,8.315,8.336,False,True,,,prior-2026-09-23-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-23T07:41:06.639593+08:00"", ""home_team"": ""鹿岛鹿角"", ""away_team"": ""甲府风林"", ""competition"": ""日皇杯"", ""home_handicap_signed"": 1.5, ""away_handicap_signed"": -1.5, ""home_water_hk"": 0.81, ""away_water_hk"": 1.01, ""titan_home_handicap_signed"": 1.5, ""titan_away_handicap_signed"": -1.5, ""giving_team"": ""鹿岛鹿角"", ""receiving_team"": ""甲府风林"", ""giving_water"": 0.81, ""receiving_water"": 1.01, ""side_identity"": ""Titan signed AH"", ""quote_at"": ""2026-09-23T07:39:50+08:00"", ""last_confirmed_at"": ""2026-09-23T07:39:50+08:00"", ""run_id"": ""RUN_20260923_073949""}",日皇杯,EVALUATED,C,,"[""BUCKET_1.50"", ""SIDE_IDENTITY_VALID"", ""MARKET_MOVE_SHALLOWER_WITH_GIVING_WATER_DROP""]",62782e5783fbbb0d277b,,,,,,,,,False,降温保护/诱下,MARKET_MOVE_SHALLOWER_WITH_GIVING_WATER_DROP,giving,鹿岛鹿角,0.81,1.5,甲府风林,receiving,1.01,鹿岛鹿角,giving,-1.5,0.81,"{""W"": 0.59375, ""HW"": 0.0, ""P"": 0.0, ""HL"": 0.0, ""L"": 0.40625}",0.07468750000000002,-0.18905096404786864,-0.12703706589288744,0.0850248519443847,0.2794093828452394,0.3311207960280497,0.6926,"{""team"": ""鹿岛鹿角"", ""water"": 0.81, ""EV_mean"": 0.07468750000000002, ""EV_p10"": -0.12859254520120972, ""P_EV_gt_0"": 0.6998, ""status"": ""DIAGNOSTIC_ONLY""}","{""team"": ""甲府风林"", ""water"": 1.01, ""EV_mean"": -0.18343749999999998, ""EV_p10"": -0.3960194129922999, ""P_EV_gt_0"": 0.1464, ""status"": ""DIAGNOSTIC_ONLY""}",V4_DIRECTION_FIXED_R1
