version,match_id,change_state,changed_fields,old_action,new_action,old_team,new_team,old_side,new_side,old_line,new_line,old_water,new_water,old_grade,new_grade,old_ev_mean,new_ev_mean,change_reason
V3,2908516,NEW,"action,team,line,water",,不投,,无，不投,,,,半球,,0,,,,,action;team;line;water
V3,2942630,NEW,"action,team,side,line,water",,不投,,布鲁克林（反向=下盘）,,lower,,半球/一球,,0.82,,,,,action;team;side;line;water
V3,3011867,NEW,"action,team,line,water",,不投,,无，不投,,,,半球/一球,,0,,,,,action;team;line;water
V3,3014901,NEW,"action,team,side,line,water",,不投,,圣特安德雷（反向=下盘）,,lower,,半球,,0.78,,,,,action;team;side;line;water
V3,3036364,NEW,"action,team,side,line,water",,可投,,哈密尔顿（反向=上盘）,,upper,,两球/两球半,,0.82,,,,,action;team;side;line;water
V3,3049653,NEW,"action,team,side,line,water",,不投,,无，不投,,upper,,两球/两球半,,0,,,,,action;team;side;line;water
V3,3049654,NEW,"action,team,side,line,water",,不投,,无，不投,,upper,,一球,,0,,,,,action;team;side;line;water
V3,3049659,NEW,"action,team,side,line,water",,不投,,无，不投,,lower,,半球,,0,,,,,action;team;side;line;water
V3,3049660,NEW,"action,team,side,line,water",,不投,,无，不投,,lower,,半球,,0,,,,,action;team;side;line;water
V3,3058927,NEW,"action,team,side,line,water",,可投,,水晶宫女足（反向=上盘）,,upper,,球半/两球,,0.84,,,,,action;team;side;line;water
V3,3058928,NEW,"action,team,side,line,water",,可投,,埃弗顿女足（反向=上盘）,,upper,,半球,,0.82,,,,,action;team;side;line;water
V3,3058929,NEW,"action,team,water",,不投,,无，不投,,,,,,0,,,,,action;team;water
V3,3058930,NEW,"action,team,side,line,water",,可投,,曼联女足（反向=上盘）,,upper,,两球半/三球,,0.81,,,,,action;team;side;line;water
V3,3058931,NEW,"action,team,side,line,water",,不投,,诺丁汉森林女足（反向=下盘）,,lower,,半球/一球,,0.84,,,,,action;team;side;line;water
V3,3058932,NEW,"action,team,side,line,water",,可投,,托特纳姆热刺女足（反向=上盘）,,upper,,球半,,0.82,,,,,action;team;side;line;water
V3,3058933,NEW,"action,team,side,line,water",,可投,,伦敦城雌狮女足（反向=上盘）,,upper,,球半,,0.8,,,,,action;team;side;line;water
V3,3058934,NEW,"action,team,side,line,water",,可投,,布莱顿女足（反向=上盘）,,upper,,球半/两球,,0.82,,,,,action;team;side;line;water
V3,3071646,NEW,"action,team,side,line,water",,不投,,马尔多纳多（上盘）,,upper,,半球,,0.95,,,,,action;team;side;line;water
V3,3071647,NEW,"action,team,side,line,water",,不投,,漫游者（上盘）,,upper,,半球/一球,,0.9,,,,,action;team;side;line;water
V3,3072220,NEW,"action,team,side,line,water",,不投,,利物浦蒙特维多（上盘）,,upper,,一球,,0.9,,,,,action;team;side;line;water
V3,3072786,NEW,"action,team,water",,不投,,无，不投,,,,,,0,,,,,action;team;water
V3,3072787,NEW,"action,team,water",,不投,,无，不投,,,,,,0,,,,,action;team;water
V3,3072788,NEW,"action,team,water",,不投,,无，不投,,,,,,0,,,,,action;team;water
V3,3072789,NEW,"action,team,water",,不投,,无，不投,,,,,,0,,,,,action;team;water
V3,3072792,NEW,"action,team,water",,不投,,无，不投,,,,,,0,,,,,action;team;water
V3,3072794,NEW,"action,team,water",,不投,,无，不投,,,,,,0,,,,,action;team;water
V3,3072796,NEW,"action,team,water",,不投,,无，不投,,,,,,0,,,,,action;team;water
V3,3072797,NEW,"action,team,water",,不投,,无，不投,,,,,,0,,,,,action;team;water
V3,3072798,NEW,"action,team,water",,不投,,无，不投,,,,,,0,,,,,action;team;water
V3,3072799,NEW,"action,team,water",,不投,,无，不投,,,,,,0,,,,,action;team;water
V3,3072801,NEW,"action,team,water",,不投,,无，不投,,,,,,0,,,,,action;team;water
V3,3084258,NEW,"action,team,water",,不投,,无，不投,,,,,,0,,,,,action;team;water
V3,3084563,NEW,"action,team,side,line,water",,不投,,鹿岛鹿角（上盘）,,upper,,球半,,0.81,,,,,action;team;side;line;water
V3,3084564,NEW,"action,team,side,line,water",,不投,,无，不投,,upper,,球半,,1.01,,,,,action;team;side;line;water
V3,3084565,NEW,"action,team,side,line,water",,不投,,无，不投,,upper,,一球/球半,,1.07,,,,,action;team;side;line;water
V3,3084566,NEW,"action,team,side,line,water",,可投,,大阪钢巴（反向=上盘）,,upper,,半球/一球,,0.8,,,,,action;team;side;line;water
