list_date,group,value,frozen_bettable,settled,counts,effective_win_rate,pnl_1u,roi,settled_roi,roi_denominator,pending,real_money
2026-09-17,competition,世女杯U20,1,1,"{""L"": 1}",0.0,-1.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-17,competition,亚冠联2,1,1,"{""L"": 1}",0.0,-1.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-17,competition,以甲,1,1,"{""W"": 1}",1.0,1.05,1.05,1.05,FROZEN_BETTABLE_1U,0,False
2026-09-17,competition,俄超,2,2,"{""W"": 1, ""L"": 1}",0.5,0.06,0.03,0.03,FROZEN_BETTABLE_1U,0,False
2026-09-17,competition,南美杯,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-17,competition,哈萨克超,1,1,"{""L"": 1}",0.0,-1.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-17,competition,希腊杯,1,1,"{""W"": 1}",1.0,0.89,0.89,0.89,FROZEN_BETTABLE_1U,0,False
2026-09-17,competition,意丙,1,1,"{""HW"": 1}",1.0,0.5,0.5,0.5,FROZEN_BETTABLE_1U,0,False
2026-09-17,competition,欧罗巴杯,4,4,"{""L"": 2, ""W"": 2}",0.5,-0.01,-0.0025,-0.0025,FROZEN_BETTABLE_1U,0,False
2026-09-17,competition,约超联,1,1,"{""W"": 1}",1.0,1.05,1.05,1.05,FROZEN_BETTABLE_1U,0,False
2026-09-17,competition,英联杯,1,1,"{""W"": 1}",1.0,1.02,1.02,1.02,FROZEN_BETTABLE_1U,0,False
2026-09-17,competition,解放者杯,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-17,competition,阿尔甲,2,2,"{""L"": 1, ""W"": 1}",0.5,0.06,0.03,0.03,FROZEN_BETTABLE_1U,0,False
2026-09-17,competition,首相杯,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-17,selected_side,giving,7,6,"{""W"": 4, ""L"": 2}",0.6666666666666666,1.9,0.2714,0.3167,FROZEN_BETTABLE_1U,1,False
2026-09-17,selected_side,receiving,12,10,"{""W"": 4, ""L"": 5, ""HW"": 1}",0.47368421052631576,-0.28,-0.0233,-0.028,FROZEN_BETTABLE_1U,2,False
2026-09-17,grade,B,2,2,"{""W"": 2}",1.0,1.91,0.955,0.955,FROZEN_BETTABLE_1U,0,False
2026-09-17,grade,C,17,14,"{""W"": 6, ""L"": 7, ""HW"": 1}",0.48148148148148145,-0.29,-0.0171,-0.0207,FROZEN_BETTABLE_1U,3,False
2026-09-17,line,-1.5,3,2,"{""L"": 1, ""W"": 1}",0.5,-0.05,-0.0167,-0.025,FROZEN_BETTABLE_1U,1,False
2026-09-17,line,-2.25,1,1,"{""W"": 1}",1.0,1.04,1.04,1.04,FROZEN_BETTABLE_1U,0,False
2026-09-17,line,-2.75,2,2,"{""W"": 2}",1.0,1.91,0.955,0.955,FROZEN_BETTABLE_1U,0,False
2026-09-17,line,-3.0,1,1,"{""L"": 1}",0.0,-1.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-17,line,0.25,6,5,"{""L"": 2, ""W"": 2, ""HW"": 1}",0.5555555555555556,0.61,0.1017,0.122,FROZEN_BETTABLE_1U,1,False
2026-09-17,line,0.5,1,1,"{""L"": 1}",0.0,-1.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-17,line,0.75,2,2,"{""W"": 1, ""L"": 1}",0.5,0.06,0.03,0.03,FROZEN_BETTABLE_1U,0,False
2026-09-17,line,1.0,3,2,"{""L"": 1, ""W"": 1}",0.5,0.05,0.0167,0.025,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,丹麦甲,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,印尼甲,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,哈萨克超,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,哥斯甲春,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,奥乙,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,奥甲,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,威超,2,0,{},,0,0.0,,FROZEN_BETTABLE_1U,2,False
2026-09-18,competition,巴西乙,2,0,{},,0,0.0,,FROZEN_BETTABLE_1U,2,False
2026-09-18,competition,德乙,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,日职乙,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,比甲,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,法甲,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,爱甲,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,爱超,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,芬甲,2,0,{},,0,0.0,,FROZEN_BETTABLE_1U,2,False
2026-09-18,competition,芬超冠,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,芬超降,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,英冠,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,西乙,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,西甲,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,阿联酋甲,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,selected_side,giving,10,0,{},,0,0.0,,FROZEN_BETTABLE_1U,10,False
2026-09-18,selected_side,receiving,14,0,{},,0,0.0,,FROZEN_BETTABLE_1U,14,False
2026-09-18,grade,C,24,0,{},,0,0.0,,FROZEN_BETTABLE_1U,24,False
2026-09-18,line,-0.25,3,0,{},,0,0.0,,FROZEN_BETTABLE_1U,3,False
2026-09-18,line,-0.5,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,line,-0.75,3,0,{},,0,0.0,,FROZEN_BETTABLE_1U,3,False
2026-09-18,line,-1.25,2,0,{},,0,0.0,,FROZEN_BETTABLE_1U,2,False
2026-09-18,line,-1.5,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,line,0.25,2,0,{},,0,0.0,,FROZEN_BETTABLE_1U,2,False
2026-09-18,line,0.5,5,0,{},,0,0.0,,FROZEN_BETTABLE_1U,5,False
2026-09-18,line,0.75,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,line,1.0,6,0,{},,0,0.0,,FROZEN_BETTABLE_1U,6,False
