list_date,group,value,frozen_bettable,settled,counts,effective_win_rate,pnl_1u,roi,settled_roi,roi_denominator,pending,real_money
2026-09-18,competition,中甲,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,丹麦甲,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,亚运男足,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,俄甲,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,俄青联,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,保甲,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,哈萨克超,2,0,{},,0,0.0,,FROZEN_BETTABLE_1U,2,False
2026-09-18,competition,哥斯甲春,1,1,"{""L"": 1}",0.0,-1.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-18,competition,土甲,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,埃及甲,2,0,{},,0,0.0,,FROZEN_BETTABLE_1U,2,False
2026-09-18,competition,塞浦甲,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,奥乙,2,0,{},,0,0.0,,FROZEN_BETTABLE_1U,2,False
2026-09-18,competition,奥甲,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,威超,4,0,{},,0,0.0,,FROZEN_BETTABLE_1U,4,False
2026-09-18,competition,巴西乙,2,0,{},,0,0.0,,FROZEN_BETTABLE_1U,2,False
2026-09-18,competition,德乙,2,0,{},,0,0.0,,FROZEN_BETTABLE_1U,2,False
2026-09-18,competition,德甲,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,挪超,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,日职乙,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,比乙,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,比甲,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,法乙,2,0,{},,0,0.0,,FROZEN_BETTABLE_1U,2,False
2026-09-18,competition,法甲,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,波兰超,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,泰超,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,爱甲,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,瑞士甲,2,0,{},,0,0.0,,FROZEN_BETTABLE_1U,2,False
2026-09-18,competition,立陶乙,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,约超联,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,罗甲,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,芬甲,2,0,{},,0,0.0,,FROZEN_BETTABLE_1U,2,False
2026-09-18,competition,芬超降,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,荷乙,2,0,{},,0,0.0,,FROZEN_BETTABLE_1U,2,False
2026-09-18,competition,葡杯,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,西乙,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,西甲,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,阿塞超,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,阿尔甲,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,competition,阿联酋甲,3,0,{},,0,0.0,,FROZEN_BETTABLE_1U,3,False
2026-09-18,competition,非青杯外,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,selected_side,giving,16,0,{},,0,0.0,,FROZEN_BETTABLE_1U,16,False
2026-09-18,selected_side,receiving,38,1,"{""L"": 1}",0.0,-1.0,-0.0263,-1.0,FROZEN_BETTABLE_1U,37,False
2026-09-18,grade,A,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,grade,B,4,0,{},,0,0.0,,FROZEN_BETTABLE_1U,4,False
2026-09-18,grade,C,49,1,"{""L"": 1}",0.0,-1.0,-0.0204,-1.0,FROZEN_BETTABLE_1U,48,False
2026-09-18,line,-0.25,7,0,{},,0,0.0,,FROZEN_BETTABLE_1U,7,False
2026-09-18,line,-0.5,3,0,{},,0,0.0,,FROZEN_BETTABLE_1U,3,False
2026-09-18,line,-0.75,2,0,{},,0,0.0,,FROZEN_BETTABLE_1U,2,False
2026-09-18,line,-1.25,2,0,{},,0,0.0,,FROZEN_BETTABLE_1U,2,False
2026-09-18,line,-1.5,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,line,-3.75,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-18,line,0.25,10,1,"{""L"": 1}",0.0,-1.0,-0.1,-1.0,FROZEN_BETTABLE_1U,9,False
2026-09-18,line,0.5,6,0,{},,0,0.0,,FROZEN_BETTABLE_1U,6,False
2026-09-18,line,0.75,6,0,{},,0,0.0,,FROZEN_BETTABLE_1U,6,False
2026-09-18,line,1.0,14,0,{},,0,0.0,,FROZEN_BETTABLE_1U,14,False
2026-09-18,line,1.25,2,0,{},,0,0.0,,FROZEN_BETTABLE_1U,2,False
2026-09-19,competition,世女杯U20,1,1,"{""L"": 1}",0.0,-1.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-19,competition,中甲,1,1,"{""W"": 1}",1.0,1.01,1.01,1.01,FROZEN_BETTABLE_1U,0,False
2026-09-19,competition,丹麦甲,1,1,"{""L"": 1}",0.0,-1.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-19,competition,乌拉甲秋,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-19,competition,以超,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-19,competition,克亚甲,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-19,competition,冰岛甲,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-19,competition,冰岛超降,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-19,competition,匈甲,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-19,competition,印尼甲,1,1,"{""L"": 1}",0.0,-1.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-19,competition,印尼超,2,2,"{""L"": 1, ""W"": 1}",0.5,-0.11,-0.055,-0.055,FROZEN_BETTABLE_1U,0,False
2026-09-19,competition,哥伦甲秋,2,0,{},,0,0.0,,FROZEN_BETTABLE_1U,2,False
2026-09-19,competition,哥斯甲春,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-19,competition,土超,1,1,"{""L"": 1}",0.0,-1.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-19,competition,墨西女超春,1,1,"{""L"": 1}",0.0,-1.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-19,competition,奥乙,1,1,"{""L"": 1}",0.0,-1.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-19,competition,女日联杯,1,1,"{""W"": 1}",1.0,1.14,1.14,1.14,FROZEN_BETTABLE_1U,0,False
2026-09-19,competition,威超,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-19,competition,巴西甲,3,0,{},,0,0.0,,FROZEN_BETTABLE_1U,3,False
