version,match_id,change_state,changed_fields,old_action,new_action,old_team,new_team,old_side,new_side,old_line,new_line,old_water,new_water,old_grade,new_grade,old_ev_mean,new_ev_mean,change_reason
V3,2914695,NEW,"action,team,line,water",,不投,,无，不投,,,,平手,,0,,,,,action;team;line;water
V3,2914696,NEW,"action,team,side,line,water",,不投,,无，不投,,upper,,一球/球半,,0,,,,,action;team;side;line;water
V3,2914702,NEW,"action,team,line,water",,不投,,无，不投,,,,半球,,0,,,,,action;team;line;water
V3,2926327,NEW,"action,team,side,line,water",,不投,,坎尔托塔（上盘）,,upper,,平手/半球,,0.92,,,,,action;team;side;line;water
V3,2926329,NEW,"action,team,side,line,water",,不投,,西班牙联合（反向=上盘）,,upper,,平手/半球,,0.8,,,,,action;team;side;line;water
V3,2940179,NEW,"action,team,side,line,water",,不投,,累西腓体育（下盘）,,lower,,半球,,1.02,,,,,action;team;side;line;water
V3,2940182,NEW,"action,team,line,water",,不投,,无，不投,,,,球半,,0,,,,,action;team;line;water
V3,2940183,NEW,"action,team,line,water",,不投,,无，不投,,,,半球,,0,,,,,action;team;line;water
V3,2940716,NEW,"action,team,water",,不投,,无，不投,,,,,,0,,,,,action;team;water
V3,2942472,NEW,"action,team,side,line,water",,可投,,印地十一（上盘）,,upper,,一球,,1,,,,,action;team;side;line;water
V3,2996124,NEW,"action,team,side,line,water",,不投,,威廉二世（反向=下盘）,,lower,,两球半,,1,,,,,action;team;side;line;water
V3,3000794,NEW,"action,team,side,line,water",,不投,,草蜢（反向=下盘）,,lower,,半球/一球,,0.9,,,,,action;team;side;line;water
V3,3008214,NEW,"action,team,line,water",,不投,,无，不投,,,,半球,,0,,,,,action;team;line;water
V3,3008215,NEW,"action,team,line,water",,不投,,无，不投,,,,一球,,0,,,,,action;team;line;water
V3,3011779,NEW,"action,team,line,water",,不投,,无，不投,,,,平手/半球,,0,,,,,action;team;line;water
V3,3012187,NEW,"action,team,side,line,water",,不投,,尤姆博独立（上盘）,,upper,,平手,,0.88,,,,,action;team;side;line;water
V3,3013692,NEW,"action,team,side,line,water",,可投,,阿拉维斯（反向=上盘）,,upper,,半球,,0.85,,,,,action;team;side;line;water
V3,3013696,NEW,"action,team,side,line,water",,不投,,无，不投,,upper,,两球,,0.99,,,,,action;team;side;line;water
V3,3013700,NEW,"action,team,side,line,water",,可投,,巴列卡诺（上盘）,,upper,,平手/半球,,0.96,,,,,action;team;side;line;water
V3,3017157,NEW,"action,team,side,line,water",,不投,,内塞伯尔（反向=下盘）,,lower,,半球,,0.84,,,,,action;team;side;line;water
V3,3017158,NEW,"action,team,side,line,water",,可投,,弗拉特里亚（反向=上盘）,,upper,,平手/半球,,0.76,,,,,action;team;side;line;water
V3,3026045,NEW,"action,team,side,line,water",,可投,,杜伊斯堡（反向=上盘）,,upper,,球半,,0.82,,,,,action;team;side;line;water
V3,3026047,NEW,"action,team,side,line,water",,不投,,无，不投,,upper,,平手,,0,,,,,action;team;side;line;water
V3,3026051,NEW,"action,team,side,line,water",,可投,,科隆胜利（反向=上盘）,,upper,,平手,,0.78,,,,,action;team;side;line;water
V3,3026053,NEW,"action,team,side,line,water",,不投,,雷根斯堡（反向=下盘）,,lower,,平手/半球,,0.82,,,,,action;team;side;line;water
V3,3026054,NEW,"action,team,side,line,water",,不投,,维尔茨堡踢球者（反向=下盘）,,lower,,半球,,0.77,,,,,action;team;side;line;water
V3,3049665,NEW,"action,team,side,line,water",,不投,,无，不投,,upper,,两球/两球半,,0,,,,,action;team;side;line;water
V3,3049666,NEW,"action,team,side,line,water",,不投,,无，不投,,lower,,半球,,0,,,,,action;team;side;line;water
V3,3049667,NEW,"action,team,side,line,water",,不投,,无，不投,,lower,,球半/两球,,0,,,,,action;team;side;line;water
V3,3049963,NEW,"action,team,water",,不投,,无，不投,,,,,,0,,,,,action;team;water
V3,3051301,NEW,"action,team,water",,不投,,无，不投,,,,,,0,,,,,action;team;water
V3,3051302,NEW,"action,team,water",,不投,,无，不投,,,,,,0,,,,,action;team;water
V3,3051303,NEW,"action,team,water",,不投,,无，不投,,,,,,0,,,,,action;team;water
V3,3051304,NEW,"action,team,water",,不投,,无，不投,,,,,,0,,,,,action;team;water
V3,3051305,NEW,"action,team,water",,不投,,无，不投,,,,,,0,,,,,action;team;water
V3,3051307,NEW,"action,team,water",,不投,,无，不投,,,,,,0,,,,,action;team;water
V3,3051308,NEW,"action,team,water",,不投,,无，不投,,,,,,0,,,,,action;team;water
V3,3051309,NEW,"action,team,water",,不投,,无，不投,,,,,,0,,,,,action;team;water
V3,3051310,NEW,"action,team,water",,不投,,无，不投,,,,,,0,,,,,action;team;water
V3,3059136,NEW,"action,team,side,line,water",,不投,,皇家帕托斯（反向=上盘）,,upper,,平手,,0.8,,,,,action;team;side;line;water
V3,3059137,NEW,"action,team,side,line,water",,不投,,最强者（反向=上盘）,,upper,,平手/半球,,0.65,,,,,action;team;side;line;water
V3,3063394,NEW,"action,team,water",,不投,,无，不投,,,,,,0,,,,,action;team;water
V3,3068857,NEW,"action,team,side,line,water",,不投,,无，不投,,upper,,平手/半球,,0,,,,,action;team;side;line;water
V3,3068858,NEW,"action,team,side,line,water",,不投,,无，不投,,upper,,球半/两球,,0,,,,,action;team;side;line;water
V3,3068859,NEW,"action,team,side,line,water",,不投,,无，不投,,upper,,平手/半球,,0,,,,,action;team;side;line;water
V3,3068860,NEW,"action,team,side,line,water",,不投,,无，不投,,upper,,一球/球半,,0,,,,,action;team;side;line;water
V3,3068861,NEW,"action,team,side,line,water",,不投,,无，不投,,upper,,半球/一球,,0,,,,,action;team;side;line;water
V3,3068862,NEW,"action,team,side,line,water",,不投,,无，不投,,lower,,半球,,0,,,,,action;team;side;line;water
V3,3068930,NEW,"action,team,side,line,water",,不投,,无，不投,,upper,,一球,,0,,,,,action;team;side;line;water
V3,3068931,NEW,"action,team,side,line,water",,不投,,无，不投,,upper,,两球半/三球,,0,,,,,action;team;side;line;water
V3,3069004,NEW,"action,team,side,line,water",,不投,,无，不投,,upper,,平手/半球,,0,,,,,action;team;side;line;water
