version,list_date,match_id,competition,kickoff_beijing,home_team,away_team,action,grade,selected_team,market_side,giving_team,receiving_team,direction,handicap,water,probability,ev_mean,decision_at,rule_version,source_snapshot,real_money,status
V3_PRODUCTION,2026-09-15,3017158,保乙,2026-9-16 00:00 北京时间（东8区）,卢多戈雷茨B队,弗拉特里亚,可投,,弗拉特里亚（反向=上盘）,upper,,,反向,平手/半球,0.76,0.5920000000000001,,2026-09-15T07:24:23,V3_LEGACY_PAGE_PARITY,,true,
V3_PRODUCTION,2026-09-15,3072752,意杯,2026-9-16 00:00 北京时间（东8区）,热那亚,南蒂罗尔,可投,,热那亚（反向=上盘）,upper,,,反向,半球/一球,0.8,0.584,,2026-09-15T07:24:23,V3_LEGACY_PAGE_PARITY,,true,
V3_PRODUCTION,2026-09-15,3026045,德丙,2026-9-16 01:00 北京时间（东8区）,杜伊斯堡,哈韦尔斯,可投,,杜伊斯堡（反向=上盘）,upper,,,反向,球半,0.82,0.584,,2026-09-15T07:24:23,V3_LEGACY_PAGE_PARITY,,true,
V3_PRODUCTION,2026-09-15,3026051,德丙,2026-9-16 01:00 北京时间（东8区）,梅彭,科隆胜利,可投,,科隆胜利（反向=上盘）,upper,,,反向,平手,0.78,0.584,,2026-09-15T07:24:23,V3_LEGACY_PAGE_PARITY,,true,
V3_PRODUCTION,2026-09-15,3013700,西甲,2026-9-16 01:00 北京时间（东8区）,巴列卡诺,西班牙人,可投,,巴列卡诺（上盘）,upper,,,正向,平手/半球,0.96,0.5589999999999999,,2026-09-15T07:24:23,V3_LEGACY_PAGE_PARITY,,true,
V3_PRODUCTION,2026-09-15,3013692,西甲,2026-9-16 02:00 北京时间（东8区）,阿拉维斯,巴伦西亚,可投,,阿拉维斯（反向=上盘）,upper,,,反向,半球,0.85,0.584,,2026-09-15T07:24:23,V3_LEGACY_PAGE_PARITY,,true,
V3_PRODUCTION,2026-09-15,3072976,英联杯,2026-9-16 03:00 北京时间（东8区）,雷丁,布伦特福德,可投,,布伦特福德（上盘）,upper,,,正向,球半/两球,1,0.529,,2026-09-15T07:24:23,V3_LEGACY_PAGE_PARITY,,true,
V3_PRODUCTION,2026-09-15,2942472,美冠联,2026-9-16 07:00 北京时间（东8区）,印地十一,布鲁克林,可投,,印地十一（上盘）,upper,,,正向,一球,1,0.523,,2026-09-15T07:24:23,V3_LEGACY_PAGE_PARITY,,true,
