version,list_date,match_id,competition,kickoff_beijing,kickoff_at,home_team,away_team,action,grade,selected_team,market_side,giving_team,receiving_team,direction,handicap,water,probability,ev_mean,quote_at,last_confirmed_at,decision_at,quote_age_at_decision,hours_from_decision_to_kickoff,hours_from_last_refresh_to_kickoff,run_id,decision_id,parent_decision_id,is_morning_baseline,is_latest_valid_prematch,monitoring_bucket,model_id,side_mapping_version,rule_version,source_snapshot,real_money,status
V3_PRODUCTION,2026-09-26,3001193,日职丙,2026-9-26 16:00 北京时间（东8区）,2026-09-26T16:00:00+08:00,赞岐,FC岐阜,可投,,FC岐阜（反向=上盘）,upper,,,反向,半球,0.8,0.579,,2026-09-26T09:00:56+08:00,2026-09-26T09:00:56+08:00,2026-09-26T09:04:47+08:00,0.064,6.92,6.984,RUN_20260926_090056,f79c81bfa79e8b78d146,,False,True,,V3_LEGACY_PRODUCTION,V3_LEGACY_PAGE_PARITY,V3_LEGACY_PAGE_PARITY,20260926_090056_titan007_odds_snapshot,true,
V3_PRODUCTION,2026-09-26,3000087,日职乙,2026-9-26 16:00 北京时间（东8区）,2026-09-26T16:00:00+08:00,山形山神,鸟栖沙岩,可投,,鸟栖沙岩（反向=上盘）,upper,,,反向,平手,0.82,0.579,,2026-09-26T09:00:56+08:00,2026-09-26T09:00:56+08:00,2026-09-26T09:04:47+08:00,0.064,6.92,6.984,RUN_20260926_090056,30b9f05a02855ac1dfb9,,False,True,,V3_LEGACY_PRODUCTION,V3_LEGACY_PAGE_PARITY,V3_LEGACY_PAGE_PARITY,20260926_090056_titan007_odds_snapshot,true,
V3_PRODUCTION,2026-09-26,3009383,捷丙,2026-9-26 16:15 北京时间（东8区）,2026-09-26T16:15:00+08:00,毕那索,布拉格斯拉维亚C队,可投,,毕那索（反向=上盘）,upper,,,反向,半球,0.84,0.5760000000000001,,2026-09-26T09:00:56+08:00,2026-09-26T09:00:56+08:00,2026-09-26T09:04:47+08:00,0.064,7.17,7.234,RUN_20260926_090056,40df5a8103bd85fc2b26,,False,True,,V3_LEGACY_PRODUCTION,V3_LEGACY_PAGE_PARITY,V3_LEGACY_PAGE_PARITY,20260926_090056_titan007_odds_snapshot,true,
V3_PRODUCTION,2026-09-26,3088942,东盟杯,2026-9-26 17:00 北京时间（东8区）,2026-09-26T17:00:00+08:00,巴基斯坦(中),泰国,可投,,巴基斯坦(中)（反向=下盘）,lower,,,反向,两球/两球半,0.94,0.551,,2026-09-26T09:00:56+08:00,2026-09-26T09:00:56+08:00,2026-09-26T09:04:47+08:00,0.064,7.92,7.984,RUN_20260926_090056,baaa80c0a8e74de82d31,,False,True,,V3_LEGACY_PRODUCTION,V3_LEGACY_PAGE_PARITY,V3_LEGACY_PAGE_PARITY,20260926_090056_titan007_odds_snapshot,true,
V3_PRODUCTION,2026-09-26,3014528,西协甲,2026-9-26 18:00 北京时间（东8区）,2026-09-26T18:00:00+08:00,艾斯马度华,萨莫拉,可投,,艾斯马度华（反向=上盘）,upper,,,反向,平手/半球,0.83,0.584,,2026-09-26T09:00:56+08:00,2026-09-26T09:00:56+08:00,2026-09-26T09:04:47+08:00,0.064,8.92,8.984,RUN_20260926_090056,e0ef8ee8f57a41a636e3,,False,True,,V3_LEGACY_PRODUCTION,V3_LEGACY_PAGE_PARITY,V3_LEGACY_PAGE_PARITY,20260926_090056_titan007_odds_snapshot,true,
V3_PRODUCTION,2026-09-26,2951580,中甲,2026-9-26 19:30 北京时间（东8区）,2026-09-26T19:30:00+08:00,南通支云,长春亚泰,可投,,南通支云（反向=上盘）,upper,,,反向,半球/一球,0.75,0.5920000000000001,,2026-09-26T09:00:56+08:00,2026-09-26T09:00:56+08:00,2026-09-26T09:04:47+08:00,0.064,10.42,10.484,RUN_20260926_090056,41e5bfc3e64c348d4070,,False,True,,V3_LEGACY_PRODUCTION,V3_LEGACY_PAGE_PARITY,V3_LEGACY_PAGE_PARITY,20260926_090056_titan007_odds_snapshot,true,
V3_PRODUCTION,2026-09-26,2913353,挪乙,2026-9-26 20:00 北京时间（东8区）,2026-09-26T20:00:00+08:00,里塞克罗斯特,桑韦肯,可投,,桑韦肯（反向=上盘）,upper,,,反向,平手,0.82,0.5760000000000001,,2026-09-26T09:00:56+08:00,2026-09-26T09:00:56+08:00,2026-09-26T09:04:47+08:00,0.064,10.92,10.984,RUN_20260926_090056,b04c04cede17527f6d64,,False,True,,V3_LEGACY_PRODUCTION,V3_LEGACY_PAGE_PARITY,V3_LEGACY_PAGE_PARITY,20260926_090056_titan007_odds_snapshot,true,
V3_PRODUCTION,2026-09-26,3050566,意丙,2026-9-26 20:30 北京时间（东8区）,2026-09-26T20:30:00+08:00,吉安纳,韦尔切利,可投,,吉安纳（反向=上盘）,upper,,,反向,平手/半球,0.78,0.584,,2026-09-26T09:00:56+08:00,2026-09-26T09:00:56+08:00,2026-09-26T09:04:47+08:00,0.064,11.42,11.484,RUN_20260926_090056,94b1320b4ac1bb8c332c,,False,True,,V3_LEGACY_PRODUCTION,V3_LEGACY_PAGE_PARITY,V3_LEGACY_PAGE_PARITY,20260926_090056_titan007_odds_snapshot,true,
V3_PRODUCTION,2026-09-26,3036375,苏挑杯,2026-9-26 22:00 北京时间（东8区）,2026-09-26T22:00:00+08:00,凯尔蒂赫斯,蒙特罗斯,可投,,蒙特罗斯（反向=上盘）,upper,,,反向,半球,0.8,0.5760000000000001,,2026-09-26T09:00:56+08:00,2026-09-26T09:00:56+08:00,2026-09-26T09:04:47+08:00,0.064,12.92,12.984,RUN_20260926_090056,12b5f3155966dfcfa70a,,False,True,,V3_LEGACY_PRODUCTION,V3_LEGACY_PAGE_PARITY,V3_LEGACY_PAGE_PARITY,20260926_090056_titan007_odds_snapshot,true,
V3_PRODUCTION,2026-09-26,3036366,苏挑杯,2026-9-26 22:00 北京时间（东8区）,2026-09-26T22:00:00+08:00,艾洛亚,加拉费瑞登,可投,,艾洛亚（反向=上盘）,upper,,,反向,两球半/三球,0.84,0.5760000000000001,,2026-09-26T09:00:56+08:00,2026-09-26T09:00:56+08:00,2026-09-26T09:04:47+08:00,0.064,12.92,12.984,RUN_20260926_090056,dd0a2e20fdab7abeaa84,,False,True,,V3_LEGACY_PRODUCTION,V3_LEGACY_PAGE_PARITY,V3_LEGACY_PAGE_PARITY,20260926_090056_titan007_odds_snapshot,true,
