bin,n,ROI,status
"[-100,0)",66,-0.15196969696969695,EV_MONOTONICITY_WARNING
"[0,0.02)",17,-0.4341176470588235,EV_MONOTONICITY_WARNING
"[0.02,0.04)",24,0.029166666666666664,EV_MONOTONICITY_WARNING
"[0.04,0.08)",35,-0.11271428571428571,EV_MONOTONICITY_WARNING
"[0.08,100)",58,-0.12931034482758622,EV_MONOTONICITY_WARNING
