list_date,group,value,frozen_bettable,settled,counts,effective_win_rate,pnl_1u,roi,settled_roi,roi_denominator,pending,real_money
2026-09-25,competition,东盟杯,1,1,"{""P"": 1}",,0.0,0.0,0.0,FROZEN_BETTABLE_1U,0,False
2026-09-25,competition,亚运女足,1,1,"{""P"": 1}",,0.0,0.0,0.0,FROZEN_BETTABLE_1U,0,False
2026-09-25,competition,亚运男足,2,2,"{""L"": 1, ""W"": 1}",0.5,-0.11,-0.055,-0.055,FROZEN_BETTABLE_1U,0,False
2026-09-25,competition,国际友谊,1,1,"{""L"": 1}",0.0,-1.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-25,competition,埃及甲,1,1,"{""HL"": 1}",0.0,-0.5,-0.5,-0.5,FROZEN_BETTABLE_1U,0,False
2026-09-25,competition,巴西乙,2,1,"{""W"": 1}",1.0,0.94,0.47,0.94,FROZEN_BETTABLE_1U,1,False
2026-09-25,competition,智利杯,1,1,"{""P"": 1}",,0.0,0.0,0.0,FROZEN_BETTABLE_1U,0,False
2026-09-25,competition,欧国联,2,2,"{""L"": 1, ""HL"": 1}",0.0,-1.5,-0.75,-0.75,FROZEN_BETTABLE_1U,0,False
2026-09-25,competition,欧青U21外,1,1,"{""L"": 1}",0.0,-1.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-25,competition,法U19,1,1,"{""W"": 1}",1.0,0.89,0.89,0.89,FROZEN_BETTABLE_1U,0,False
2026-09-25,competition,爱甲,1,1,"{""HL"": 1}",0.0,-0.5,-0.5,-0.5,FROZEN_BETTABLE_1U,0,False
2026-09-25,competition,芬甲,2,2,"{""L"": 1, ""W"": 1}",0.5,0.06,0.03,0.03,FROZEN_BETTABLE_1U,0,False
2026-09-25,competition,西乙,1,1,"{""L"": 1}",0.0,-1.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-25,competition,非洲杯,4,4,"{""L"": 3, ""W"": 1}",0.25,-2.04,-0.51,-0.51,FROZEN_BETTABLE_1U,0,False
2026-09-25,selected_side,giving,10,10,"{""L"": 6, ""W"": 1, ""P"": 1, ""HL"": 2}",0.125,-6.11,-0.611,-0.611,FROZEN_BETTABLE_1U,0,False
2026-09-25,selected_side,receiving,11,10,"{""L"": 3, ""P"": 2, ""W"": 4, ""HL"": 1}",0.5333333333333333,0.35,0.0318,0.035,FROZEN_BETTABLE_1U,1,False
2026-09-25,grade,B,2,2,"{""L"": 2}",0.0,-2.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-25,grade,C,19,18,"{""L"": 7, ""P"": 3, ""W"": 5, ""HL"": 3}",0.37037037037037035,-3.76,-0.1979,-0.2089,FROZEN_BETTABLE_1U,1,False
2026-09-25,line,-0.25,1,1,"{""HL"": 1}",0.0,-0.5,-0.5,-0.5,FROZEN_BETTABLE_1U,0,False
2026-09-25,line,-1.25,1,1,"{""HL"": 1}",0.0,-0.5,-0.5,-0.5,FROZEN_BETTABLE_1U,0,False
2026-09-25,line,-1.5,4,4,"{""L"": 4}",0.0,-4.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
