version,match_id,change_state,changed_fields,old_action,new_action,old_team,new_team,old_side,new_side,old_line,new_line,old_water,new_water,old_grade,new_grade,old_ev_mean,new_ev_mean,change_reason
V3,2908516,UNCHANGED,,可投,可投,皇家盐湖城（下盘）,皇家盐湖城（下盘）,lower,lower,半球,半球,1.08,1.08,,,,,UNCHANGED
V3,2942630,UNCHANGED,,可投,可投,布鲁克林（下盘）,布鲁克林（下盘）,lower,lower,半球/一球,半球/一球,1.08,1.08,,,,,UNCHANGED
V3,3011867,UNCHANGED,,不投,不投,卡利美洲（反向=上盘）,卡利美洲（反向=上盘）,upper,upper,半球/一球,半球/一球,0.82,0.82,,,,,UNCHANGED
V3,3014901,UNCHANGED,,不投,不投,皇家马德里B队（上盘）,皇家马德里B队（上盘）,upper,upper,平手,平手,0.82,0.82,,,,,UNCHANGED
V3,3036364,DIRECTION_OR_ACTION_CHANGED,"action,team,side,water",不投,可投,考登比亚（反向=下盘）,哈密尔顿（反向=上盘）,lower,upper,两球/两球半,两球/两球半,0.8,0.82,,,,,action;team;side;water
V3,3049653,UNCHANGED,,不投,不投,无，不投,无，不投,upper,upper,两球/两球半,两球/两球半,0,0,,,,,UNCHANGED
V3,3049654,UNCHANGED,,不投,不投,无，不投,无，不投,upper,upper,一球,一球,0,0,,,,,UNCHANGED
V3,3049659,UNCHANGED,,不投,不投,无，不投,无，不投,lower,lower,半球,半球,0,0,,,,,UNCHANGED
V3,3049660,UNCHANGED,,不投,不投,无，不投,无，不投,lower,lower,半球,半球,0,0,,,,,UNCHANGED
V3,3058927,DIRECTION_OR_ACTION_CHANGED,"action,water",不投,可投,水晶宫女足（反向=上盘）,水晶宫女足（反向=上盘）,upper,upper,球半/两球,球半/两球,0.74,0.84,,,,,action;water
V3,3058928,DIRECTION_OR_ACTION_CHANGED,"action,team,side,water",不投,可投,伯明翰城女足（反向=下盘）,埃弗顿女足（反向=上盘）,lower,upper,半球,半球,0.83,0.82,,,,,action;team;side;water
V3,3058929,UNCHANGED,,不投,不投,利物浦女足（反向=上盘）,利物浦女足（反向=上盘）,upper,upper,球半/两球,球半/两球,0.77,0.77,,,,,UNCHANGED
V3,3058930,DIRECTION_OR_ACTION_CHANGED,"action,water",不投,可投,曼联女足（反向=上盘）,曼联女足（反向=上盘）,upper,upper,两球半/三球,两球半/三球,0.65,0.81,,,,,action;water
V3,3058931,UNCHANGED,,不投,不投,诺丁汉森林女足（反向=下盘）,诺丁汉森林女足（反向=下盘）,lower,lower,半球/一球,半球/一球,0.8,0.8,,,,,UNCHANGED
V3,3058932,UNCHANGED,,可投,可投,托特纳姆热刺女足（反向=上盘）,托特纳姆热刺女足（反向=上盘）,upper,upper,球半,球半,0.82,0.82,,,,,UNCHANGED
V3,3058933,DIRECTION_OR_ACTION_CHANGED,"action,line,water",不投,可投,伦敦城雌狮女足（反向=上盘）,伦敦城雌狮女足（反向=上盘）,upper,upper,球半/两球,球半,0.74,0.8,,,,,action;line;water
