version,match_id,change_state,changed_fields,old_action,new_action,old_team,new_team,old_side,new_side,old_line,new_line,old_water,new_water,old_grade,new_grade,old_ev_mean,new_ev_mean,change_reason
V3,2910888,UNCHANGED,,不投,不投,无，不投,无，不投,,,一球/球半,一球/球半,0,0,,,,,UNCHANGED
V3,2912268,UNCHANGED,,不投,不投,哥德堡盖斯（反向=下盘）,哥德堡盖斯（反向=下盘）,lower,lower,一球/球半,一球/球半,0.8,0.8,,,,,UNCHANGED
V3,2912274,UNCHANGED,,不投,不投,无，不投,无，不投,upper,upper,一球/球半,一球/球半,0,0,,,,,UNCHANGED
V3,2912890,UNCHANGED,,不投,不投,桑德菲杰（反向=下盘）,桑德菲杰（反向=下盘）,lower,lower,两球半,两球半,0.98,0.98,,,,,UNCHANGED
V3,2914698,UNCHANGED,,不投,不投,无，不投,无，不投,upper,upper,平手/半球,平手/半球,0,0,,,,,UNCHANGED
V3,2914700,UNCHANGED,,不投,不投,无，不投,无，不投,,,平手/半球,平手/半球,0,0,,,,,UNCHANGED
V3,2914701,UNCHANGED,,可投,可投,奥斯特桑斯（反向=上盘）,奥斯特桑斯（反向=上盘）,upper,upper,半球,半球,0.84,0.84,,,,,UNCHANGED
V3,2921249,UNCHANGED,,不投,不投,拉卡莱拉联（上盘）,拉卡莱拉联（上盘）,upper,upper,平手,平手,0.92,0.92,,,,,UNCHANGED
V3,2926322,UNCHANGED,,不投,不投,无，不投,无，不投,,,平手/半球,平手/半球,0,0,,,,,UNCHANGED
V3,2926325,UNCHANGED,,不投,不投,塔尔卡流浪者（反向=上盘）,塔尔卡流浪者（反向=上盘）,upper,upper,平手/半球,平手/半球,0.84,0.84,,,,,UNCHANGED
V3,2926326,UNCHANGED,,不投,不投,无，不投,无，不投,,,,,0,0,,,,,UNCHANGED
V3,2937930,UNCHANGED,,不投,不投,无，不投,无，不投,,,一球/球半,一球/球半,0,0,,,,,UNCHANGED
V3,2940175,UNCHANGED,,不投,不投,米内罗美洲（上盘）,米内罗美洲（上盘）,upper,upper,平手,平手,0.78,0.78,,,,,UNCHANGED
V3,2940177,UNCHANGED,,不投,不投,无，不投,无，不投,,,平手,平手,0,0,,,,,UNCHANGED
V3,2940178,UNCHANGED,,不投,不投,无，不投,无，不投,upper,upper,平手/半球,平手/半球,0,0,,,,,UNCHANGED
V3,2962625,UNCHANGED,,不投,不投,无，不投,无，不投,upper,upper,平手/半球,平手/半球,0,0,,,,,UNCHANGED
V3,2962628,UNCHANGED,,不投,不投,拉努斯（反向=上盘）,拉努斯（反向=上盘）,upper,upper,平手,平手,0.75,0.75,,,,,UNCHANGED
V3,2993786,UNCHANGED,,可投,可投,科莫（反向=上盘）,科莫（反向=上盘）,upper,upper,球半/两球,球半/两球,0.84,0.84,,,,,UNCHANGED
V3,2993788,UNCHANGED,,不投,不投,无，不投,无，不投,upper,upper,两球,两球,0.93,0.93,,,,,UNCHANGED
V3,2993793,UNCHANGED,,可投,可投,罗马（反向=上盘）,罗马（反向=上盘）,upper,upper,一球,一球,0.86,0.86,,,,,UNCHANGED
V3,2997522,UNCHANGED,,可投,可投,瓦拉日丁（反向=上盘）,瓦拉日丁（反向=上盘）,upper,upper,平手/半球,平手/半球,0.82,0.82,,,,,UNCHANGED
V3,2997723,UNCHANGED,,可投,可投,红星（反向=上盘）,红星（反向=上盘）,upper,upper,平手,平手,0.82,0.82,,,,,UNCHANGED
V3,2998244,UNCHANGED,,不投,不投,布隆德比（反向=下盘）,布隆德比（反向=下盘）,lower,lower,半球/一球,半球/一球,0.86,0.86,,,,,UNCHANGED
V3,3001176,UNCHANGED,,不投,不投,无，不投,无，不投,,,,,0,0,,,,,UNCHANGED
V3,3003884,UNCHANGED,,不投,不投,无，不投,无，不投,upper,upper,平手/半球,平手/半球,0.99,0.99,,,,,UNCHANGED
V3,3011848,UNCHANGED,,不投,不投,无，不投,无，不投,upper,upper,一球/球半,一球/球半,0,0,,,,,UNCHANGED
V3,3012185,UNCHANGED,,不投,不投,奥尔索马尔索（反向=上盘）,奥尔索马尔索（反向=上盘）,upper,upper,半球/一球,半球/一球,0.62,0.62,,,,,UNCHANGED
V3,3012189,UNCHANGED,,不投,不投,无，不投,无，不投,upper,upper,平手/半球,平手/半球,0,0,,,,,UNCHANGED
