version,match_id,list_date,competition,match,selected_team,selected_side,line,water,grade,score,result_state,result,pnl_1u,result_source,settlement_status,decision_id,run_id,model_id,quote_at,last_confirmed_at,kickoff_at,hours_from_last_refresh_to_kickoff,is_morning_baseline,is_latest_valid_prematch,real_money
V4_SHADOW,3056028,2026-09-15,乌克U21,顿涅茨克矿工U21 vs 查诺莫斯U21,,,,,,5-0,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260916\20260916_082848_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,e37fbad9ead476924931,RUN_20260915_180941,v4-market-dirichlet-20260913,,2026-09-15T18:04:17+08:00,2026-09-15T17:00:00+08:00,-1.071,False,False,False
V4_SHADOW,3089084,2026-09-15,不丹廷联,坦桑FC vs BFF学院U19,,,,,,1-3,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260916\20260916_082848_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,f2481ef90715d60a811d,RUN_20260915_180941,v4-market-dirichlet-20260913,,2026-09-15T18:04:17+08:00,2026-09-15T17:00:00+08:00,-1.071,False,False,False
V4_SHADOW,3091444,2026-09-15,国际友谊,奥地利女足U17 vs 波兰女足U17,,,,,,2-0,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260916\20260916_082848_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,4b2b100b74ca2a72dde0,RUN_20260915_180941,v4-market-dirichlet-20260913,2026-09-15T18:04:17+08:00,2026-09-15T18:04:17+08:00,2026-09-15T17:00:00+08:00,-1.071,False,False,False
V4_SHADOW,3091390,2026-09-15,印西隆联,萨哈克扬 vs 马云克纳克,,,,,,2-1,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260916\20260916_082848_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,b6360bf241d784205929,RUN_20260915_180941,v4-market-dirichlet-20260913,2026-09-15T18:04:17+08:00,2026-09-15T18:04:17+08:00,2026-09-15T17:15:00+08:00,-0.821,False,False,False
V4_SHADOW,3084562,2026-09-15,澳足总,南墨尔本 vs 昆士兰狮队,昆士兰狮队,receiving,1.0,0.79,N,3-1,-1,L,-1.0,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260916\20260916_082848_titan007_odds_snapshot.csv,SETTLED,bda50ed89de8a5cc2668,RUN_20260915_180941,v4-market-dirichlet-20260913,,2026-09-15T18:04:17+08:00,2026-09-15T17:30:00+08:00,-0.571,False,False,False
V4_SHADOW,3089096,2026-09-15,加尔联,印度煤炭 vs 珀瓦尼布尔,,,,,,0-3,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260916\20260916_082848_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,a3e9e00fa773b9a18764,RUN_20260915_180941,v4-market-dirichlet-20260913,,2026-09-15T18:04:17+08:00,2026-09-15T17:30:00+08:00,-0.571,False,False,False
V4_SHADOW,3091347,2026-09-15,印米佐超,朗莱文佩MLS vs 丁塔尔FC,,,,,,2-1,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260916\20260916_082848_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,1f3caec8402999cf4262,RUN_20260915_180941,v4-market-dirichlet-20260913,,2026-09-15T18:04:17+08:00,2026-09-15T17:30:00+08:00,-0.571,False,False,False
V4_SHADOW,3068857,2026-09-15,亚冠精英,大田市民 vs 京都不死鸟,大田市民,giving,-0.25,0.86,N,1-0,-1,W,0.86,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260916\20260916_082848_titan007_odds_snapshot.csv,SETTLED,ebc95ef20a591170e1ba,RUN_20260915_180941,v4-market-dirichlet-20260913,,2026-09-15T18:04:17+08:00,2026-09-15T18:00:00+08:00,-0.071,False,False,False
V4_SHADOW,3068858,2026-09-15,亚冠精英,鹿岛鹿角 vs 纽卡斯尔喷气机,鹿岛鹿角,giving,-1.75,0.99,C,7-1,-1,W,0.99,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260916\20260916_082848_titan007_odds_snapshot.csv,SETTLED,07207892084cf5739294,RUN_20260915_180941,v4-market-dirichlet-20260913,,2026-09-15T18:04:17+08:00,2026-09-15T18:00:00+08:00,-0.071,False,False,False
V4_SHADOW,3068859,2026-09-15,亚冠精英,拉查布里府 vs 上海海港,拉查布里府,receiving,0.25,0.79,N,4-6,-1,L,-1.0,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260916\20260916_082848_titan007_odds_snapshot.csv,SETTLED,ea96b47379964629b668,RUN_20260915_180941,v4-market-dirichlet-20260913,,2026-09-15T18:04:17+08:00,2026-09-15T18:00:00+08:00,-0.071,False,False,False
V4_SHADOW,3068860,2026-09-15,亚冠精英,大阪钢巴 vs 河内公安,大阪钢巴,giving,-1.25,0.93,N,4-1,-1,W,0.93,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260916\20260916_082848_titan007_odds_snapshot.csv,SETTLED,090654be5e6dffb4d42c,RUN_20260915_180941,v4-market-dirichlet-20260913,,2026-09-15T18:04:17+08:00,2026-09-15T18:00:00+08:00,-0.071,False,False,False
V4_SHADOW,3056284,2026-09-15,葡U23,吉维森特U23 vs 波蒂蒙尼斯U23,波蒂蒙尼斯U23,receiving,0.5,0.99,C,2-0,-1,L,-1.0,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260916\20260916_082848_titan007_odds_snapshot.csv,SETTLED,c0377826b282dac8d8b0,RUN_20260915_180941,v4-market-dirichlet-20260913,,2026-09-15T18:04:17+08:00,2026-09-15T18:00:00+08:00,-0.071,False,False,False
V4_SHADOW,3056288,2026-09-15,葡U23,法伦斯U23 vs 雷克斯欧斯U23,,neutral,,,,1-1,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260916\20260916_082848_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,edf3d33448e391142201,RUN_20260915_180941,v4-market-dirichlet-20260913,,2026-09-15T18:04:17+08:00,2026-09-15T18:00:00+08:00,-0.071,False,False,False
V4_SHADOW,3049666,2026-09-15,亚运男足,越南U23(中) vs 科威特U23,科威特U23,receiving,0.5,0.93,N,1-1,-1,W,0.93,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260916\20260916_082848_titan007_odds_snapshot.csv,SETTLED,a128da6b3b2fcb2d0011,RUN_20260915_180941,v4-market-dirichlet-20260913,,2026-09-15T18:04:17+08:00,2026-09-15T18:00:00+08:00,-0.071,False,False,False
V4_SHADOW,3089090,2026-09-15,罗女超,ASU波利特尼卡女足 vs 奥林匹亚古积女足,,,,,,1-0,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260916\20260916_082848_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,0695c6c441edfd78de45,RUN_20260915_180941,v4-market-dirichlet-20260913,,2026-09-15T18:04:17+08:00,2026-09-15T18:00:00+08:00,-0.071,False,False,False
V4_SHADOW,3056023,2026-09-15,乌克U21,基辅迪纳摩U21 vs 艾彼辛特U21,,,,,,3-0,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260916\20260916_082848_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,f0f83c1435188fba35bb,RUN_20260915_180941,v4-market-dirichlet-20260913,,2026-09-15T18:04:17+08:00,2026-09-15T18:00:00+08:00,-0.071,False,False,False
V4_SHADOW,3049667,2026-09-15,亚运男足,卡塔尔U23<font color=#880000>(中)</font> vs 韩国U23,韩国U23,giving,-2.25,0.86,C,1-4,-1,W,0.86,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260916\20260916_082848_titan007_odds_snapshot.csv,SETTLED,63a2f801f77f5b1a51b4,RUN_20260915_180941,v4-market-dirichlet-20260913,2026-09-15T18:04:17+08:00,2026-09-15T18:04:17+08:00,2026-09-15T18:30:00+08:00,0.429,False,True,False
V4_SHADOW,3091423,2026-09-15,印班超,孟加拉鲁联合会 vs 启动FC,,,,,,2-1,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260916\20260916_082848_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,3f81b9df8ebfa3518211,RUN_20260915_180941,v4-market-dirichlet-20260913,2026-09-15T18:04:17+08:00,2026-09-15T18:04:17+08:00,2026-09-15T18:30:00+08:00,0.429,False,False,False
V4_SHADOW,3047486,2026-09-15,泰甲,清迈联 vs 孔敬联,,,,,,3-1,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260916\20260916_082848_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,4445a9f38e905b991565,RUN_20260915_180941,v4-market-dirichlet-20260913,2026-09-15T18:04:17+08:00,2026-09-15T18:04:17+08:00,2026-09-15T19:00:00+08:00,0.929,False,False,False
