match_id,list_date,kickoff,kickoff_at,model_id,model_version,side_mapping_version,run_id,decision_at,quote_at,last_confirmed_at,quote_age_at_decision,hours_from_decision_to_kickoff,hours_from_last_refresh_to_kickoff,is_morning_baseline,is_latest_valid_prematch,parent_decision_id,monitoring_bucket,prior_snapshot_id,market,competition,analysis_status,grade,rank,decision_id,normalized_intent,intent_source,candidate_side,candidate_team,candidate_water,candidate_handicap,reverse_team,reverse_side,reverse_water,selected_team,selected_side,selected_handicap_signed,selected_water_hk,probabilities,ev_mean,ev_p05,ev_p10,ev_p50,ev_p90,ev_p95,p_ev_positive,diagnostic_giving,diagnostic_receiving,direction_rule_version,reason_codes,real_money,started_lock,score,result,pnl_1u,settlement_status,result_state,result_source,settlement_updated_at,settlement
3012304,2026-09-17,2026-09-17T21:15:00+08:00,2026-09-17T21:15:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260917_203052,2026-09-17T20:32:24.585178+08:00,2026-09-17T20:30:52+08:00,2026-09-17T20:30:52+08:00,0.026,0.71,0.736,False,True,38d220d6001180d65c84,,prior-2026-09-17-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-17T20:32:24.585178+08:00"", ""home_team"": ""奥伦堡加索维克"", ""away_team"": ""克拉斯诺达尔"", ""competition"": ""俄超"", ""home_handicap_signed"": -0.75, ""away_handicap_signed"": 0.75, ""home_water_hk"": 1.06, ""away_water_hk"": 0.83, ""titan_home_handicap_signed"": -0.75, ""titan_away_handicap_signed"": 0.75, ""giving_team"": ""克拉斯诺达尔"", ""receiving_team"": ""奥伦堡加索维克"", ""giving_water"": 0.83, ""receiving_water"": 1.06, ""side_identity"": ""Titan signed AH"", ""quote_at"": ""2026-09-17T20:30:52+08:00"", ""last_confirmed_at"": ""2026-09-17T20:30:52+08:00"", ""run_id"": ""RUN_20260917_203052""}",俄超,EVALUATED,C,,38d220d6001180d65c84,真实示弱/阻下,FLAT_LINE_GIVING_WATER_DROP,receiving,奥伦堡加索维克,1.06,0.75,克拉斯诺达尔,giving,0.83,奥伦堡加索维克,receiving,0.75,1.06,"{""W"": 0.44166666666666665, ""HW"": 0.0, ""P"": 0.0, ""HL"": 0.25833333333333336, ""L"": 0.3}",0.03899999999999998,-0.0971082869540898,-0.06749933968054161,0.039309740994798004,0.14825091184512595,0.1775325090942873,0.6762,"{""team"": ""克拉斯诺达尔"", ""water"": 0.83, ""EV_mean"": -0.08545833333333336, ""EV_p10"": -0.18301260543629622, ""P_EV_gt_0"": 0.1234, ""status"": ""DIAGNOSTIC_ONLY""}","{""team"": ""奥伦堡加索维克"", ""water"": 1.06, ""EV_mean"": 0.03899999999999998, ""EV_p10"": -0.06748037443424343, ""P_EV_gt_0"": 0.6812, ""status"": ""DIAGNOSTIC_ONLY""}",V4_DIRECTION_FIXED_R1,"[""BUCKET_0.75"", ""SIDE_IDENTITY_VALID"", ""FLAT_LINE_GIVING_WATER_DROP""]",False,,,,,,,,,
3074089,2026-09-17,2026-09-17T22:45:00+08:00,2026-09-17T22:45:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260917_203052,2026-09-17T20:32:24.585178+08:00,2026-09-17T20:30:52+08:00,2026-09-17T20:30:52+08:00,0.026,2.21,2.236,False,True,26ee65e0080747795a63,,prior-2026-09-17-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-17T20:32:24.585178+08:00"", ""home_team"": ""AEK雅典"", ""away_team"": ""潘塞莱科斯"", ""competition"": ""希腊杯"", ""home_handicap_signed"": 2.75, ""away_handicap_signed"": -2.75, ""home_water_hk"": 0.98, ""away_water_hk"": 0.84, ""titan_home_handicap_signed"": 2.75, ""titan_away_handicap_signed"": -2.75, ""giving_team"": ""AEK雅典"", ""receiving_team"": ""潘塞莱科斯"", ""giving_water"": 0.98, ""receiving_water"": 0.84, ""side_identity"": ""Titan signed AH"", ""quote_at"": ""2026-09-17T20:30:52+08:00"", ""last_confirmed_at"": ""2026-09-17T20:30:52+08:00"", ""run_id"": ""RUN_20260917_203052""}",希腊杯,EVALUATED,B,,22127640bb8bb1603c30,阻上/诱下,MARKET_MOVE_DEEPER_WITH_GIVING_WATER_RISE,giving,AEK雅典,0.98,2.75,潘塞莱科斯,receiving,0.84,AEK雅典,giving,-2.75,0.98,"{""W"": 0.4, ""HW"": 0.4, ""P"": 0.0, ""HL"": 0.0, ""L"": 0.2}",0.38800000000000007,-0.1781110448244691,-0.0234378383794831,0.4395154048133133,0.7242926007840497,0.7864262098871259,0.887,"{""team"": ""AEK雅典"", ""water"": 0.98, ""EV_mean"": 0.38800000000000007, ""EV_p10"": -0.0371093680640151, ""P_EV_gt_0"": 0.8834, ""status"": ""DIAGNOSTIC_ONLY""}","{""team"": ""潘塞莱科斯"", ""water"": 0.84, ""EV_mean"": -0.43200000000000005, ""EV_p10"": -0.7501432643186636, ""P_EV_gt_0"": 0.0816, ""status"": ""DIAGNOSTIC_ONLY""}",V4_DIRECTION_FIXED_R1,"[""BUCKET_2.75"", ""SIDE_IDENTITY_VALID"", ""MARKET_MOVE_DEEPER_WITH_GIVING_WATER_RISE""]",False,,,,,,,,,
2953376,2026-09-17,2026-09-17T23:00:00+08:00,2026-09-17T23:00:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260917_203052,2026-09-17T20:32:24.585178+08:00,2026-09-17T20:30:52+08:00,2026-09-17T20:30:52+08:00,0.026,2.46,2.486,False,True,7a0508d5f9bf35956957,,prior-2026-09-17-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-17T20:32:24.585178+08:00"", ""home_team"": ""阿迪拿奥"", ""away_team"": ""奥达巴斯"", ""competition"": ""哈萨克超"", ""home_handicap_signed"": -1.0, ""away_handicap_signed"": 1.0, ""home_water_hk"": 1.03, ""away_water_hk"": 0.79, ""titan_home_handicap_signed"": -1.0, ""titan_away_handicap_signed"": 1.0, ""giving_team"": ""奥达巴斯"", ""receiving_team"": ""阿迪拿奥"", ""giving_water"": 0.79, ""receiving_water"": 1.03, ""side_identity"": ""Titan signed AH"", ""quote_at"": ""2026-09-17T20:30:52+08:00"", ""last_confirmed_at"": ""2026-09-17T20:30:52+08:00"", ""run_id"": ""RUN_20260917_203052""}",哈萨克超,EVALUATED,C,,7a0508d5f9bf35956957,真实示弱/阻下,FLAT_LINE_GIVING_WATER_DROP,receiving,阿迪拿奥,1.03,1.0,奥达巴斯,giving,0.79,阿迪拿奥,receiving,1.0,1.03,"{""W"": 0.42105263157894735, ""HW"": 0.0, ""P"": 0.2236842105263158, ""HL"": 0.0, ""L"": 0.35526315789473684}",0.07842105263157895,-0.0892698009985265,-0.05282355087358698,0.0784335656432451,0.21209935806909525,0.24860717277368183,0.7768,"{""team"": ""奥达巴斯"", ""water"": 0.79, ""EV_mean"": -0.14039473684210524, ""EV_p10"": -0.2569126926886163, ""P_EV_gt_0"": 0.0538, ""status"": ""DIAGNOSTIC_ONLY""}","{""team"": ""阿迪拿奥"", ""water"": 1.03, ""EV_mean"": 0.07842105263157895, ""EV_p10"": -0.05327540380297435, ""P_EV_gt_0"": 0.7762, ""status"": ""DIAGNOSTIC_ONLY""}",V4_DIRECTION_FIXED_R1,"[""BUCKET_1.00"", ""SIDE_IDENTITY_VALID"", ""FLAT_LINE_GIVING_WATER_DROP""]",False,,,,,,,,,
3012302,2026-09-17,2026-09-17T23:30:00+08:00,2026-09-17T23:30:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260917_203052,2026-09-17T20:32:24.585178+08:00,2026-09-17T20:30:52+08:00,2026-09-17T20:30:52+08:00,0.026,2.96,2.986,False,True,09ad90d3d226d1fdd109,,prior-2026-09-17-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-17T20:32:24.585178+08:00"", ""home_team"": ""罗斯托夫"", ""away_team"": ""莫斯科迪纳摩"", ""competition"": ""俄超"", ""home_handicap_signed"": -0.25, ""away_handicap_signed"": 0.25, ""home_water_hk"": 1.01, ""away_water_hk"": 0.88, ""titan_home_handicap_signed"": -0.25, ""titan_away_handicap_signed"": 0.25, ""giving_team"": ""莫斯科迪纳摩"", ""receiving_team"": ""罗斯托夫"", ""giving_water"": 0.88, ""receiving_water"": 1.01, ""side_identity"": ""Titan signed AH"", ""quote_at"": ""2026-09-17T20:30:52+08:00"", ""last_confirmed_at"": ""2026-09-17T20:30:52+08:00"", ""run_id"": ""RUN_20260917_203052""}",俄超,EVALUATED,C,,09ad90d3d226d1fdd109,真实示弱/阻下,FLAT_LINE_GIVING_WATER_DROP,receiving,罗斯托夫,1.01,0.25,莫斯科迪纳摩,giving,0.88,罗斯托夫,receiving,0.25,1.01,"{""W"": 0.2743055555555556, ""HW"": 0.3020833333333333, ""P"": 0.0, ""HL"": 0.0, ""L"": 0.4236111111111111}",0.0059895833333333814,-0.08143145953715503,-0.06171962943204218,0.005693006688003988,0.07308532930483763,0.09149347695306898,0.5518,"{""team"": ""莫斯科迪纳摩"", ""water"": 0.88, ""EV_mean"": -0.052569444444444474, ""EV_p10"": -0.11592247115670784, ""P_EV_gt_0"": 0.1312, ""status"": ""DIAGNOSTIC_ONLY""}","{""team"": ""罗斯托夫"", ""water"": 1.01, ""EV_mean"": 0.0059895833333333814, ""EV_p10"": -0.061390449117424084, ""P_EV_gt_0"": 0.5464, ""status"": ""DIAGNOSTIC_ONLY""}",V4_DIRECTION_FIXED_R1,"[""BUCKET_0.25"", ""SIDE_IDENTITY_VALID"", ""FLAT_LINE_GIVING_WATER_DROP""]",False,,,,,,,,,
3001827,2026-09-17,2026-09-18T00:00:00+08:00,2026-09-18T00:00:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260917_203052,2026-09-17T20:32:24.585178+08:00,2026-09-17T20:30:52+08:00,2026-09-17T20:30:52+08:00,0.026,3.46,3.486,False,True,fb8756170d48f9941e30,,prior-2026-09-17-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-17T20:32:24.585178+08:00"", ""home_team"": ""特拉维夫叶胡达"", ""away_team"": ""赫兹立亚马卡比"", ""competition"": ""以甲"", ""home_handicap_signed"": 1.0, ""away_handicap_signed"": -1.0, ""home_water_hk"": 0.81, ""away_water_hk"": 0.89, ""titan_home_handicap_signed"": 1.0, ""titan_away_handicap_signed"": -1.0, ""giving_team"": ""特拉维夫叶胡达"", ""receiving_team"": ""赫兹立亚马卡比"", ""giving_water"": 0.81, ""receiving_water"": 0.89, ""side_identity"": ""Titan signed AH"", ""quote_at"": ""2026-09-17T20:30:52+08:00"", ""last_confirmed_at"": ""2026-09-17T20:30:52+08:00"", ""run_id"": ""RUN_20260917_203052""}",以甲,EVALUATED,C,,fb8756170d48f9941e30,真实示弱/阻下,FLAT_LINE_GIVING_WATER_DROP,receiving,赫兹立亚马卡比,0.89,1.0,特拉维夫叶胡达,giving,0.81,赫兹立亚马卡比,receiving,1.0,0.89,"{""W"": 0.42105263157894735, ""HW"": 0.0, ""P"": 0.2236842105263158, ""HL"": 0.0, ""L"": 0.35526315789473684}",0.01947368421052631,-0.137120937967582,-0.10192357595584567,0.019742913464432355,0.14193171764828916,0.17483110521513145,0.58,"{""team"": ""特拉维夫叶胡达"", ""water"": 0.81, ""EV_mean"": -0.1332894736842105, ""EV_p10"": -0.24966310307086909, ""P_EV_gt_0"": 0.072, ""status"": ""DIAGNOSTIC_ONLY""}","{""team"": ""赫兹立亚马卡比"", ""water"": 0.89, ""EV_mean"": 0.01947368421052631, ""EV_p10"": -0.10508691668240772, ""P_EV_gt_0"": 0.5926, ""status"": ""DIAGNOSTIC_ONLY""}",V4_DIRECTION_FIXED_R1,"[""BUCKET_1.00"", ""SIDE_IDENTITY_VALID"", ""FLAT_LINE_GIVING_WATER_DROP""]",False,,,,,,,,,
3091063,2026-09-17,2026-09-18T00:30:00+08:00,2026-09-18T00:30:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260917_203052,2026-09-17T20:32:24.585178+08:00,2026-09-17T20:30:52+08:00,2026-09-17T20:30:52+08:00,0.026,3.96,3.986,False,True,26978c1e0c78c060c600,,prior-2026-09-17-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-17T20:32:24.585178+08:00"", ""home_team"": ""朝鲜女足U20<font color=#880000>(中)</font>"", ""away_team"": ""日本女足U20"", ""competition"": ""世女杯U20"", ""home_handicap_signed"": 0.75, ""away_handicap_signed"": -0.75, ""home_water_hk"": 0.77, ""away_water_hk"": 1.05, ""titan_home_handicap_signed"": 0.75, ""titan_away_handicap_signed"": -0.75, ""giving_team"": ""朝鲜女足U20<font color=#880000>(中)</font>"", ""receiving_team"": ""日本女足U20"", ""giving_water"": 0.77, ""receiving_water"": 1.05, ""side_identity"": ""Titan signed AH"", ""quote_at"": ""2026-09-17T20:30:52+08:00"", ""last_confirmed_at"": ""2026-09-17T20:30:52+08:00"", ""run_id"": ""RUN_20260917_203052""}",世女杯U20,EVALUATED,C,,26978c1e0c78c060c600,真实示弱/阻下,FLAT_LINE_GIVING_WATER_DROP,receiving,日本女足U20,1.05,0.75,朝鲜女足U20<font color=#880000>(中)</font>,giving,0.77,日本女足U20,receiving,0.75,1.05,"{""W"": 0.44166666666666665, ""HW"": 0.0, ""P"": 0.0, ""HL"": 0.25833333333333336, ""L"": 0.3}",0.034583333333333355,-0.10274207660353635,-0.0749638204059466,0.031558169878849185,0.1396061540983432,0.17235413769949098,0.6434,"{""team"": ""朝鲜女足U20<font color=#880000>(中)</font>"", ""water"": 0.77, ""EV_mean"": -0.11120833333333335, ""EV_p10"": -0.2044411960349845, ""P_EV_gt_0"": 0.0644, ""status"": ""DIAGNOSTIC_ONLY""}","{""team"": ""日本女足U20"", ""water"": 1.05, ""EV_mean"": 0.034583333333333355, ""EV_p10"": -0.07552620579110131, ""P_EV_gt_0"": 0.6558, ""status"": ""DIAGNOSTIC_ONLY""}",V4_DIRECTION_FIXED_R1,"[""BUCKET_0.75"", ""SIDE_IDENTITY_VALID"", ""FLAT_LINE_GIVING_WATER_DROP""]",False,,,,,,,,,
3073772,2026-09-17,2026-09-18T00:45:00+08:00,2026-09-18T00:45:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260917_203052,2026-09-17T20:32:24.585178+08:00,2026-09-17T20:30:52+08:00,2026-09-17T20:30:52+08:00,0.026,4.21,4.236,False,True,b42295bbad33d39e3446,,prior-2026-09-17-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-17T20:32:24.585178+08:00"", ""home_team"": ""OFI克里特"", ""away_team"": ""霍芬海姆"", ""competition"": ""欧罗巴杯"", ""home_handicap_signed"": -1.5, ""away_handicap_signed"": 1.5, ""home_water_hk"": 1.04, ""away_water_hk"": 0.85, ""titan_home_handicap_signed"": -1.5, ""titan_away_handicap_signed"": 1.5, ""giving_team"": ""霍芬海姆"", ""receiving_team"": ""OFI克里特"", ""giving_water"": 0.85, ""receiving_water"": 1.04, ""side_identity"": ""Titan signed AH"", ""quote_at"": ""2026-09-17T20:30:52+08:00"", ""last_confirmed_at"": ""2026-09-17T20:30:52+08:00"", ""run_id"": ""RUN_20260917_203052""}",欧罗巴杯,EVALUATED,C,,b42295bbad33d39e3446,阻上/诱下,MARKET_MOVE_DEEPER_WITH_GIVING_WATER_RISE,giving,霍芬海姆,0.85,1.5,OFI克里特,receiving,1.04,霍芬海姆,giving,-1.5,0.85,"{""W"": 0.59375, ""HW"": 0.0, ""P"": 0.0, ""HL"": 0.0, ""L"": 0.40625}",0.09843749999999996,-0.16502577596943724,-0.10960739910480016,0.10137412158125081,0.3017855775222881,0.3504839098689086,0.73,"{""team"": ""霍芬海姆"", ""water"": 0.85, ""EV_mean"": 0.09843749999999996, ""EV_p10"": -0.10865333173379094, ""P_EV_gt_0"": 0.7404, ""status"": ""DIAGNOSTIC_ONLY""}","{""team"": ""OFI克里特"", ""water"": 1.04, ""EV_mean"": -0.17125, ""EV_p10"": -0.3956436390018652, ""P_EV_gt_0"": 0.1666, ""status"": ""DIAGNOSTIC_ONLY""}",V4_DIRECTION_FIXED_R1,"[""BUCKET_1.50"", ""SIDE_IDENTITY_VALID"", ""MARKET_MOVE_DEEPER_WITH_GIVING_WATER_RISE""]",False,,,,,,,,,
3075284,2026-09-17,2026-09-18T00:45:00+08:00,2026-09-18T00:45:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260917_203052,2026-09-17T20:32:24.585178+08:00,2026-09-17T20:30:52+08:00,2026-09-17T20:30:52+08:00,0.026,4.21,4.236,False,True,e8975c933fdb478eebbf,,prior-2026-09-17-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-17T20:32:24.585178+08:00"", ""home_team"": ""索非亚列夫斯基"", ""away_team"": ""萨尔茨堡"", ""competition"": ""欧罗巴杯"", ""home_handicap_signed"": -0.25, ""away_handicap_signed"": 0.25, ""home_water_hk"": 1.06, ""away_water_hk"": 0.83, ""titan_home_handicap_signed"": -0.25, ""titan_away_handicap_signed"": 0.25, ""giving_team"": ""萨尔茨堡"", ""receiving_team"": ""索非亚列夫斯基"", ""giving_water"": 0.83, ""receiving_water"": 1.06, ""side_identity"": ""Titan signed AH"", ""quote_at"": ""2026-09-17T20:30:52+08:00"", ""last_confirmed_at"": ""2026-09-17T20:30:52+08:00"", ""run_id"": ""RUN_20260917_203052""}",欧罗巴杯,EVALUATED,C,,e8975c933fdb478eebbf,真实示弱/阻下,FLAT_LINE_GIVING_WATER_DROP,receiving,索非亚列夫斯基,1.06,0.25,萨尔茨堡,giving,0.83,索非亚列夫斯基,receiving,0.25,1.06,"{""W"": 0.2743055555555556, ""HW"": 0.3020833333333333, ""P"": 0.0, ""HL"": 0.0, ""L"": 0.4236111111111111}",0.027256944444444486,-0.06125578107260454,-0.04027341366342879,0.02785659836531551,0.09647615707691953,0.11566113433459968,0.7048,"{""team"": ""萨尔茨堡"", ""water"": 0.83, ""EV_mean"": -0.07375000000000001, ""EV_p10"": -0.13437598464744566, ""P_EV_gt_0"": 0.0584, ""status"": ""DIAGNOSTIC_ONLY""}","{""team"": ""索非亚列夫斯基"", ""water"": 1.06, ""EV_mean"": 0.027256944444444486, ""EV_p10"": -0.0426280494712859, ""P_EV_gt_0"": 0.69, ""status"": ""DIAGNOSTIC_ONLY""}",V4_DIRECTION_FIXED_R1,"[""BUCKET_0.25"", ""SIDE_IDENTITY_VALID"", ""FLAT_LINE_GIVING_WATER_DROP""]",False,,,,,,,,,
3072972,2026-09-17,2026-09-18T02:30:00+08:00,2026-09-18T02:30:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260917_203052,2026-09-17T20:32:24.585178+08:00,2026-09-17T20:30:52+08:00,2026-09-17T20:30:52+08:00,0.026,5.96,5.986,False,True,85209f75bd23a1876fd0,,prior-2026-09-17-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-17T20:32:24.585178+08:00"", ""home_team"": ""曼彻斯特城"", ""away_team"": ""诺维奇"", ""competition"": ""英联杯"", ""home_handicap_signed"": 2.5, ""away_handicap_signed"": -2.5, ""home_water_hk"": 0.85, ""away_water_hk"": 1.03, ""titan_home_handicap_signed"": 2.5, ""titan_away_handicap_signed"": -2.5, ""giving_team"": ""曼彻斯特城"", ""receiving_team"": ""诺维奇"", ""giving_water"": 0.85, ""receiving_water"": 1.03, ""side_identity"": ""Titan signed AH"", ""quote_at"": ""2026-09-17T20:30:52+08:00"", ""last_confirmed_at"": ""2026-09-17T20:30:52+08:00"", ""run_id"": ""RUN_20260917_203052""}",英联杯,EVALUATED,A,,fd4578d541ecdfde99d6,真实示弱/阻下,FLAT_LINE_GIVING_WATER_DROP,receiving,诺维奇,1.03,2.5,曼彻斯特城,giving,0.85,诺维奇,receiving,2.5,1.03,"{""W"": 0.8181818181818182, ""HW"": 0.0, ""P"": 0.0, ""HL"": 0.0, ""L"": 0.18181818181818182}",0.6609090909090909,0.21753635306239105,0.3357419541821733,0.700048895621507,0.9212319492320841,0.9552099718574434,0.9896,"{""team"": ""曼彻斯特城"", ""water"": 0.85, ""EV_mean"": -0.6636363636363637, ""EV_p10"": -0.9011758238887517, ""P_EV_gt_0"": 0.0078, ""status"": ""DIAGNOSTIC_ONLY""}","{""team"": ""诺维奇"", ""water"": 1.03, ""EV_mean"": 0.6609090909090909, ""EV_p10"": 0.34777955403980315, ""P_EV_gt_0"": 0.9902, ""status"": ""DIAGNOSTIC_ONLY""}",V4_DIRECTION_FIXED_R1,"[""BUCKET_2.50"", ""SIDE_IDENTITY_VALID"", ""FLAT_LINE_GIVING_WATER_DROP""]",False,,,,,,,,,
3073732,2026-09-17,2026-09-18T03:00:00+08:00,2026-09-18T03:00:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260917_203052,2026-09-17T20:32:24.585178+08:00,2026-09-17T20:30:52+08:00,2026-09-17T20:30:52+08:00,0.026,6.46,6.486,False,True,cc6af86942aacb4b64b5,,prior-2026-09-17-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-17T20:32:24.585178+08:00"", ""home_team"": ""尤文图斯"", ""away_team"": ""奈梅亨"", ""competition"": ""欧罗巴杯"", ""home_handicap_signed"": 2.25, ""away_handicap_signed"": -2.25, ""home_water_hk"": 1.05, ""away_water_hk"": 0.84, ""titan_home_handicap_signed"": 2.25, ""titan_away_handicap_signed"": -2.25, ""giving_team"": ""尤文图斯"", ""receiving_team"": ""奈梅亨"", ""giving_water"": 1.05, ""receiving_water"": 0.84, ""side_identity"": ""Titan signed AH"", ""quote_at"": ""2026-09-17T20:30:52+08:00"", ""last_confirmed_at"": ""2026-09-17T20:30:52+08:00"", ""run_id"": ""RUN_20260917_203052""}",欧罗巴杯,EVALUATED,C,,cc6af86942aacb4b64b5,阻上/诱下,MARKET_MOVE_DEEPER_WITH_GIVING_WATER_RISE,giving,尤文图斯,1.05,2.25,奈梅亨,receiving,0.84,尤文图斯,giving,-2.25,1.05,"{""W"": 0.5, ""HW"": 0.0, ""P"": 0.0, ""HL"": 0.2222222222222222, ""L"": 0.2777777777777778}",0.13611111111111113,-0.2079223867898066,-0.13508993319852564,0.1377757878598683,0.4160237525909973,0.48519565770003587,0.7416,"{""team"": ""尤文图斯"", ""water"": 1.05, ""EV_mean"": 0.13611111111111113, ""EV_p10"": -0.14727227686998656, ""P_EV_gt_0"": 0.7322, ""status"": ""DIAGNOSTIC_ONLY""}","{""team"": ""奈梅亨"", ""water"": 0.84, ""EV_mean"": -0.17333333333333334, ""EV_p10"": -0.4203788667782145, ""P_EV_gt_0"": 0.1866, ""status"": ""DIAGNOSTIC_ONLY""}",V4_DIRECTION_FIXED_R1,"[""BUCKET_2.25"", ""SIDE_IDENTITY_VALID"", ""MARKET_MOVE_DEEPER_WITH_GIVING_WATER_RISE""]",False,,,,,,,,,
