version,match_id,list_date,competition,match,selected_team,selected_side,line,water,grade,score,result_state,result,pnl_1u,result_source,settlement_status,decision_id,run_id,model_id,quote_at,last_confirmed_at,kickoff_at,hours_from_last_refresh_to_kickoff,is_morning_baseline,is_latest_valid_prematch,real_money
V4_SHADOW,3075224,2026-09-16,捷克杯,哈维瓦 vs 兹林,兹林,giving,-2.5,0.77,N,0-4,-1,W,0.77,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260917\20260917_070607_titan007_odds_snapshot.csv,SETTLED,664f46f4270ac073237f,RUN_20260916_205341,v4-market-dirichlet-20260913,2026-09-16T20:49:42+08:00,2026-09-16T20:49:42+08:00,2026-09-16T22:00:00+08:00,1.172,False,True,False
V4_SHADOW,3084309,2026-09-16,土杯,布卡士邦SK vs 加济米尔,,neutral,,,,0-4,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260917\20260917_070607_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,510709face04295d4391,RUN_20260916_205341,v4-market-dirichlet-20260913,2026-09-16T20:49:42+08:00,2026-09-16T20:49:42+08:00,2026-09-16T22:00:00+08:00,1.172,False,False,False
V4_SHADOW,3059459,2026-09-16,埃及超,艾尔格纳 vs 佩特捷德,佩特捷德,giving,-0.25,1.05,C,1-2,-1,W,1.05,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260917\20260917_070607_titan007_odds_snapshot.csv,SETTLED,84df3ec77b1fa86299c0,RUN_20260916_205341,v4-market-dirichlet-20260913,2026-09-16T20:49:42+08:00,2026-09-16T20:49:42+08:00,2026-09-16T22:00:00+08:00,1.172,False,True,False
V4_SHADOW,3089223,2026-09-16,伊朗甲,埃斯兰沙尔 vs 拿芙马塞索利曼,,,,,,0-3,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260917\20260917_070607_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,a15a648ea5a9d50b3557,RUN_20260916_205341,v4-market-dirichlet-20260913,2026-09-16T20:49:42+08:00,2026-09-16T20:49:42+08:00,2026-09-16T22:00:00+08:00,1.172,False,False,False
V4_SHADOW,3089224,2026-09-16,伊朗甲,塞柏 vs 瓦尔扎甘,,,,,,2-0,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260917\20260917_070607_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,f0265936082390a01b23,RUN_20260916_205341,v4-market-dirichlet-20260913,2026-09-16T20:49:42+08:00,2026-09-16T20:49:42+08:00,2026-09-16T22:00:00+08:00,1.172,False,False,False
V4_SHADOW,3080877,2026-09-16,阿尔巴甲,佩帕里米 vs 堡加迪斯,佩帕里米,receiving,0.25,0.82,N,0-3,-1,L,-1.0,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260917\20260917_070607_titan007_odds_snapshot.csv,SETTLED,25d3fdf6aba2df11f90b,RUN_20260916_205341,v4-market-dirichlet-20260913,2026-09-16T20:49:42+08:00,2026-09-16T20:49:42+08:00,2026-09-16T22:00:00+08:00,1.172,False,True,False
V4_SHADOW,3080878,2026-09-16,阿尔巴甲,佩什科比 vs 铁达杜利斯,,,,,,1-1,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260917\20260917_070607_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,07f9d47e8a94c17164b0,RUN_20260916_205341,v4-market-dirichlet-20260913,2026-09-16T20:49:42+08:00,2026-09-16T20:49:42+08:00,2026-09-16T22:00:00+08:00,1.172,False,False,False
V4_SHADOW,3080880,2026-09-16,阿尔巴甲,贝萨 vs 格兰姆什,贝萨,giving,-1.5,0.62,N,5-0,-1,W,0.62,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260917\20260917_070607_titan007_odds_snapshot.csv,SETTLED,26281fd372b5c8b21112,RUN_20260916_205341,v4-market-dirichlet-20260913,2026-09-16T20:49:42+08:00,2026-09-16T20:49:42+08:00,2026-09-16T22:00:00+08:00,1.172,False,True,False
V4_SHADOW,3080881,2026-09-16,阿尔巴甲,布尔勒利 vs 利布拉什德,,,,,,1-3,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260917\20260917_070607_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,17291a9a5728d5097630,RUN_20260916_205341,v4-market-dirichlet-20260913,2026-09-16T20:49:42+08:00,2026-09-16T20:49:42+08:00,2026-09-16T22:00:00+08:00,1.172,False,False,False
V4_SHADOW,3080882,2026-09-16,阿尔巴甲,卡斯泰利奥迪 vs 法拿莫达利,卡斯泰利奥迪,receiving,0.5,0.9,N,1-0,-1,W,0.9,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260917\20260917_070607_titan007_odds_snapshot.csv,SETTLED,af49722a15746dce33c0,RUN_20260916_205341,v4-market-dirichlet-20260913,2026-09-16T20:49:42+08:00,2026-09-16T20:49:42+08:00,2026-09-16T22:00:00+08:00,1.172,False,True,False
