match_id,quote_at,minutes_to_kickoff,freeze,primary_status,status
3092292,2026-09-26T09:00:56+08:00,89.06666666666666,False,PRIMARY_4H,PREVIEW_NOT_DECISION
2997421,2026-09-26T09:00:56+08:00,119.06666666666666,False,PRIMARY_4H,PREVIEW_NOT_DECISION
3093048,2026-09-26T09:00:56+08:00,119.06666666666666,False,PRIMARY_4H,PREVIEW_NOT_DECISION
3092438,2026-09-26T09:00:56+08:00,119.06666666666666,False,PRIMARY_4H,PREVIEW_NOT_DECISION
3092293,2026-09-26T09:00:56+08:00,149.06666666666666,False,PRIMARY_4H,PREVIEW_NOT_DECISION
3001194,2026-09-26T09:00:56+08:00,179.06666666666666,False,PRIMARY_4H,PREVIEW_NOT_DECISION
2956834,2026-09-26T09:00:56+08:00,179.06666666666666,False,PRIMARY_4H,PREVIEW_NOT_DECISION
2990274,2026-09-26T09:00:56+08:00,179.06666666666666,False,PRIMARY_4H,PREVIEW_NOT_DECISION
2990275,2026-09-26T09:00:56+08:00,179.06666666666666,False,PRIMARY_4H,PREVIEW_NOT_DECISION
2966506,2026-09-26T09:00:56+08:00,179.06666666666666,False,PRIMARY_4H,PREVIEW_NOT_DECISION
3093429,2026-09-26T09:00:56+08:00,179.06666666666666,False,PRIMARY_4H,PREVIEW_NOT_DECISION
3001198,2026-09-26T09:00:56+08:00,239.06666666666666,False,PRIMARY_4H,PREVIEW_NOT_DECISION
3071098,2026-09-26T09:00:56+08:00,239.06666666666666,False,PRIMARY_4H,PREVIEW_NOT_DECISION
2956835,2026-09-26T09:00:56+08:00,239.06666666666666,False,PRIMARY_4H,PREVIEW_NOT_DECISION
2990276,2026-09-26T09:00:56+08:00,239.06666666666666,False,PRIMARY_4H,PREVIEW_NOT_DECISION
2990279,2026-09-26T09:00:56+08:00,239.06666666666666,False,PRIMARY_4H,PREVIEW_NOT_DECISION
3095287,2026-09-26T09:00:56+08:00,239.06666666666666,False,PRIMARY_4H,PREVIEW_NOT_DECISION
3089002,2026-09-26T09:00:56+08:00,239.06666666666666,False,PRIMARY_4H,PREVIEW_NOT_DECISION
3071099,2026-09-26T09:00:56+08:00,269.06666666666666,False,WAIT_PRIMARY_4H_WINDOW,PREVIEW_NOT_DECISION
3094823,2026-09-26T09:00:56+08:00,299.06666666666666,False,WAIT_PRIMARY_4H_WINDOW,PREVIEW_NOT_DECISION
3001197,2026-09-26T09:00:56+08:00,299.06666666666666,False,WAIT_PRIMARY_4H_WINDOW,PREVIEW_NOT_DECISION
3071100,2026-09-26T09:00:56+08:00,299.06666666666666,False,WAIT_PRIMARY_4H_WINDOW,PREVIEW_NOT_DECISION
3093430,2026-09-26T09:00:56+08:00,359.06666666666666,False,WAIT_PRIMARY_4H_WINDOW,PREVIEW_NOT_DECISION
3000083,2026-09-26T09:00:56+08:00,419.06666666666666,False,WAIT_PRIMARY_4H_WINDOW,PREVIEW_NOT_DECISION
3000084,2026-09-26T09:00:56+08:00,419.06666666666666,False,WAIT_PRIMARY_4H_WINDOW,PREVIEW_NOT_DECISION
3000085,2026-09-26T09:00:56+08:00,419.06666666666666,False,WAIT_PRIMARY_4H_WINDOW,PREVIEW_NOT_DECISION
3000086,2026-09-26T09:00:56+08:00,419.06666666666666,False,WAIT_PRIMARY_4H_WINDOW,PREVIEW_NOT_DECISION
3000087,2026-09-26T09:00:56+08:00,419.06666666666666,False,WAIT_PRIMARY_4H_WINDOW,PREVIEW_NOT_DECISION
3000088,2026-09-26T09:00:56+08:00,419.06666666666666,False,WAIT_PRIMARY_4H_WINDOW,PREVIEW_NOT_DECISION
