version,match_id,change_state,changed_fields,old_action,new_action,old_team,new_team,old_side,new_side,old_line,new_line,old_water,new_water,old_grade,new_grade,old_ev_mean,new_ev_mean,change_reason
V3,2933151,UNCHANGED,,不投,不投,纳曼干新春（反向=上盘）,纳曼干新春（反向=上盘）,upper,upper,一球/球半,一球/球半,0.78,0.78,,,,,UNCHANGED
V3,2953376,WATER_CHANGED,water,不投,不投,奥达巴斯（反向=上盘）,奥达巴斯（反向=上盘）,upper,upper,一球,一球,0.79,0.77,,,,,water
V3,2953377,UNCHANGED,,不投,不投,阿拉木图凯拉特（上盘）,阿拉木图凯拉特（上盘）,upper,upper,平手,平手,1.04,1.04,,,,,UNCHANGED
V3,2953380,UNCHANGED,,不投,不投,无，不投,无，不投,,,平手/半球,平手/半球,0,0,,,,,UNCHANGED
V3,2965034,UNCHANGED,,不投,不投,无，不投,无，不投,,,,,0,0,,,,,UNCHANGED
V3,2965035,UNCHANGED,,不投,不投,无，不投,无，不投,,,,,0,0,,,,,UNCHANGED
V3,2965038,UNCHANGED,,不投,不投,无，不投,无，不投,,,,,0,0,,,,,UNCHANGED
V3,3007103,UNCHANGED,,不投,不投,无，不投,无，不投,,,平手/半球,平手/半球,0,0,,,,,UNCHANGED
V3,3012299,UNCHANGED,,不投,不投,无，不投,无，不投,upper,upper,平手/半球,平手/半球,0,0,,,,,UNCHANGED
V3,3012301,UNCHANGED,,不投,不投,无，不投,无，不投,,,平手/半球,平手/半球,0,0,,,,,UNCHANGED
V3,3012302,DIRECTION_OR_ACTION_CHANGED,"action,team,side,water",不投,可投,无，不投,莫斯科迪纳摩（反向=上盘）,,upper,平手/半球,平手/半球,0,0.83,,,,,action;team;side;water
V3,3012304,UNCHANGED,,可投,可投,克拉斯诺达尔（反向=上盘）,克拉斯诺达尔（反向=上盘）,upper,upper,半球/一球,半球/一球,0.83,0.83,,,,,UNCHANGED
V3,3013694,DIRECTION_OR_ACTION_CHANGED,"action,team,water",可投,不投,皇家贝蒂斯（上盘）,无，不投,upper,upper,一球,一球,1.06,0.94,,,,,action;team;water
V3,3013699,UNCHANGED,,不投,不投,无，不投,无，不投,,,半球,半球,0,0,,,,,UNCHANGED
V3,3020000,DIRECTION_OR_ACTION_CHANGED,"action,team,side,water",不投,可投,无，不投,戛纳（反向=上盘）,,upper,平手,平手,0,0.82,,,,,action;team;side;water
V3,3021990,UNCHANGED,,不投,不投,无，不投,无，不投,,,一球/球半,一球/球半,0,0,,,,,UNCHANGED
V3,3021993,UNCHANGED,,不投,不投,伊凡诺沃（反向=下盘）,伊凡诺沃（反向=下盘）,lower,lower,半球,半球,0.84,0.84,,,,,UNCHANGED
V3,3021994,DIRECTION_OR_ACTION_CHANGED,"team,side,line,water",不投,不投,韦莱斯（反向=下盘）,莫斯科鱼雷（反向=上盘）,lower,upper,一球,半球/一球,0.83,0.98,,,,,team;side;line;water
V3,3041180,UNCHANGED,,可投,可投,奥兰多海盗（反向=上盘）,奥兰多海盗（反向=上盘）,upper,upper,一球/球半,一球/球半,0.79,0.79,,,,,UNCHANGED
V3,3046994,UNCHANGED,,不投,不投,无，不投,无，不投,,,,,0,0,,,,,UNCHANGED
V3,3046995,UNCHANGED,,不投,不投,无，不投,无，不投,,,,,0,0,,,,,UNCHANGED
V3,3046996,UNCHANGED,,不投,不投,无，不投,无，不投,,,,,0,0,,,,,UNCHANGED
V3,3046997,UNCHANGED,,不投,不投,无，不投,无，不投,,,,,0,0,,,,,UNCHANGED
V3,3046998,UNCHANGED,,不投,不投,无，不投,无，不投,,,,,0,0,,,,,UNCHANGED
V3,3046999,UNCHANGED,,不投,不投,无，不投,无，不投,,,,,0,0,,,,,UNCHANGED
V3,3047000,UNCHANGED,,不投,不投,无，不投,无，不投,,,,,0,0,,,,,UNCHANGED
V3,3047001,UNCHANGED,,不投,不投,无，不投,无，不投,,,,,0,0,,,,,UNCHANGED
V3,3049969,UNCHANGED,,不投,不投,无，不投,无，不投,,,,,0,0,,,,,UNCHANGED
V3,3050541,UNCHANGED,,不投,不投,阿济纳诺基安波（反向=下盘）,阿济纳诺基安波（反向=下盘）,lower,lower,平手/半球,平手/半球,0.79,0.79,,,,,UNCHANGED
V3,3050542,UNCHANGED,,不投,不投,布雷西亚（上盘）,布雷西亚（上盘）,upper,upper,半球/一球,半球/一球,0.75,0.75,,,,,UNCHANGED
V3,3050543,UNCHANGED,,不投,不投,无，不投,无，不投,upper,upper,平手/半球,平手/半球,0.95,0.95,,,,,UNCHANGED
V3,3050545,UNCHANGED,,不投,不投,莱科（反向=下盘）,莱科（反向=下盘）,lower,lower,平手/半球,平手/半球,0.75,0.75,,,,,UNCHANGED
V3,3050546,UNCHANGED,,不投,不投,特伦托（反向=上盘）,特伦托（反向=上盘）,upper,upper,平手/半球,平手/半球,0.76,0.76,,,,,UNCHANGED
V3,3050547,UNCHANGED,,不投,不投,无，不投,无，不投,,,平手,平手,0,0,,,,,UNCHANGED
V3,3050548,UNCHANGED,,可投,可投,帕格特斯（反向=上盘）,帕格特斯（反向=上盘）,upper,upper,平手,平手,0.8,0.8,,,,,UNCHANGED
V3,3050549,DIRECTION_OR_ACTION_CHANGED,"action,team,side,water",可投,不投,韦尔切利（反向=上盘）,无，不投,upper,,平手,平手,0.81,0,,,,,action;team;side;water
V3,3050550,UNCHANGED,,可投,可投,AC雷纳特（反向=上盘）,AC雷纳特（反向=上盘）,upper,upper,平手/半球,平手/半球,0.78,0.78,,,,,UNCHANGED
V3,3059141,UNCHANGED,,不投,不投,皇家托马亚波（反向=上盘）,皇家托马亚波（反向=上盘）,upper,upper,平手,平手,0.75,0.75,,,,,UNCHANGED
V3,3059142,UNCHANGED,,不投,不投,无，不投,无，不投,,,,,0,0,,,,,UNCHANGED
V3,3063266,UNCHANGED,,不投,不投,无，不投,无，不投,,,,,0,0,,,,,UNCHANGED
V3,3069046,UNCHANGED,,不投,不投,无，不投,无，不投,lower,lower,球半/两球,球半/两球,0,0,,,,,UNCHANGED
V3,3069047,UNCHANGED,,不投,不投,无，不投,无，不投,,,半球,半球,0,0,,,,,UNCHANGED
V3,3069058,UNCHANGED,,不投,不投,无，不投,无，不投,upper,upper,三球,三球,0,0,,,,,UNCHANGED
V3,3069059,UNCHANGED,,不投,不投,无，不投,无，不投,,,球半,球半,0,0,,,,,UNCHANGED
V3,3069070,UNCHANGED,,不投,不投,无，不投,无，不投,upper,upper,平手/半球,平手/半球,0,0,,,,,UNCHANGED
V3,3069071,UNCHANGED,,不投,不投,无，不投,无，不投,,,平手,平手,0,0,,,,,UNCHANGED
V3,3071652,WATER_CHANGED,water,不投,不投,西班牙中心（上盘）,西班牙中心（上盘）,upper,upper,半球/一球,半球/一球,0.96,1.11,,,,,water
V3,3071653,UNCHANGED,,不投,不投,无，不投,无，不投,,,平手,平手,0,0,,,,,UNCHANGED
V3,3071678,DIRECTION_OR_ACTION_CHANGED,"team,side,line,water",不投,不投,无，不投,库尼布洛FC（反向=上盘）,,upper,,平手/半球,0,0.77,,,,,team;side;line;water
V3,3071908,UNCHANGED,,不投,不投,无，不投,无，不投,,,,,0,0,,,,,UNCHANGED
V3,3071915,UNCHANGED,,不投,不投,无，不投,无，不投,,,,,0,0,,,,,UNCHANGED
V3,3072972,DIRECTION_OR_ACTION_CHANGED,"team,side,line,water",可投,可投,诺维奇（下盘）,曼彻斯特城（上盘）,lower,upper,两球半,两球半/三球,1.03,1.02,,,,,team;side;line;water
V3,3072985,DIRECTION_OR_ACTION_CHANGED,"team,side,water",不投,不投,西恩夏诺（下盘）,无，不投,lower,,一球,一球,1.03,0,,,,,team;side;water
V3,3073018,UNCHANGED,,不投,不投,弗拉门戈（上盘）,弗拉门戈（上盘）,upper,upper,球半,球半,0.94,0.94,,,,,UNCHANGED
V3,3073732,WATER_CHANGED,water,可投,可投,尤文图斯（上盘）,尤文图斯（上盘）,upper,upper,两球/两球半,两球/两球半,1.05,1.04,,,,,water
V3,3073735,DIRECTION_OR_ACTION_CHANGED,"team,side,water",不投,不投,费伦茨瓦罗斯（下盘）,无，不投,lower,,半球/一球,半球/一球,1.04,0,,,,,team;side;water
V3,3073736,WATER_CHANGED,water,可投,可投,比尔森胜利（反向=上盘）,比尔森胜利（反向=上盘）,upper,upper,平手,平手,0.8,0.81,,,,,water
V3,3073759,WATER_CHANGED,water,不投,不投,波兹南莱赫（反向=下盘）,波兹南莱赫（反向=下盘）,lower,lower,球半,球半,0.91,0.94,,,,,water
V3,3073772,WATER_CHANGED,water,可投,可投,霍芬海姆（反向=上盘）,霍芬海姆（反向=上盘）,upper,upper,球半,球半,0.85,0.86,,,,,water
V3,3073781,DIRECTION_OR_ACTION_CHANGED,"action,team,side,line,water",不投,可投,无，不投,杜连斯（反向=下盘）,upper,lower,一球,半球/一球,0,1.09,,,,,action;team;side;line;water
V3,3073794,DIRECTION_OR_ACTION_CHANGED,"action,team,side,water",不投,可投,皇家社会（反向=下盘）,伯恩茅斯（上盘）,lower,upper,平手/半球,平手/半球,0.95,1,,,,,action;team;side;water
V3,3073803,DIRECTION_OR_ACTION_CHANGED,"team,side,water",不投,不投,贝西克塔斯（上盘）,马赛（反向=下盘）,upper,lower,半球/一球,半球/一球,1.04,0.91,,,,,team;side;water
V3,3074089,WATER_CHANGED,water,不投,不投,潘塞莱科斯（反向=下盘）,潘塞莱科斯（反向=下盘）,lower,lower,两球半/三球,两球半/三球,0.84,0.93,,,,,water
V3,3074092,UNCHANGED,,可投,可投,拉里萨（反向=下盘）,拉里萨（反向=下盘）,lower,lower,半球,半球,0.95,0.95,,,,,UNCHANGED
V3,3075284,WATER_CHANGED,water,可投,可投,萨尔茨堡（反向=上盘）,萨尔茨堡（反向=上盘）,upper,upper,平手/半球,平手/半球,0.83,0.82,,,,,water
V3,3084248,UNCHANGED,,不投,不投,无，不投,无，不投,,,球半/两球,球半/两球,0,0,,,,,UNCHANGED
V3,3084307,UNCHANGED,,不投,不投,无，不投,无，不投,,,,,0,0,,,,,UNCHANGED
V3,3085191,UNCHANGED,,不投,不投,FC阿里安沙（反向=下盘）,FC阿里安沙（反向=下盘）,lower,lower,平手,平手,0.92,0.92,,,,,UNCHANGED
