version,list_date,match_id,kickoff_at,morning_decision_id,morning_run_id,morning_baseline_type,latest_prematch_decision_id,latest_run_id,direction_changed,candidate_team_changed,line_changed,water_changed,action_or_grade_changed,ev_changed,p_ev_positive_changed,transition
V3,2026-09-15,2926327,2026-09-16T05:00:00+08:00,9ae5b6afff2aa5016775,RUN_20260915_180417,MORNING_BASELINE_FALLBACK,4f7fd92e057966b6b392,RUN_20260915_180834,False,False,False,False,False,False,False,保持
V3,2026-09-15,3059137,2026-09-16T05:30:00+08:00,740230d7034fbc5bde59,RUN_20260915_180417,MORNING_BASELINE_FALLBACK,1f6d0fd8d0edda3d2d03,RUN_20260915_180834,False,False,False,False,False,False,False,保持
V3,2026-09-15,3072986,2026-09-16T06:00:00+08:00,e89dc2f6c9290c72c568,RUN_20260915_180417,MORNING_BASELINE_FALLBACK,8b198b44cbe4cd9ef3cc,RUN_20260915_180834,False,False,False,False,False,False,False,保持
V3,2026-09-15,3012187,2026-09-16T06:00:00+08:00,3a86a8aef67372c4ca66,RUN_20260915_180417,MORNING_BASELINE_FALLBACK,a5f34df99d718526e0d9,RUN_20260915_180834,False,False,False,False,False,False,False,保持
V3,2026-09-15,3091362,2026-09-16T06:00:00+08:00,74f764cdec8d7a48b40b,RUN_20260915_180417,MORNING_BASELINE_FALLBACK,b4eb89bcab1431b27337,RUN_20260915_180834,False,False,False,False,False,False,False,保持
V3,2026-09-15,3069963,2026-09-16T06:00:00+08:00,e7f9a4c608802d90250c,RUN_20260915_180417,MORNING_BASELINE_FALLBACK,05af5954ae6d3c9305a4,RUN_20260915_180834,False,False,False,False,False,False,False,保持
V3,2026-09-15,3088359,2026-09-16T06:30:00+08:00,b7d3d29391cd48c3c194,RUN_20260915_180417,MORNING_BASELINE_FALLBACK,bdb850a3e982f5744d85,RUN_20260915_180834,False,False,False,False,False,False,False,保持
V3,2026-09-15,2940183,2026-09-16T06:30:00+08:00,5abc66780be3f53f18f4,RUN_20260915_180417,MORNING_BASELINE_FALLBACK,0b1d792601eab8bafa2e,RUN_20260915_180834,False,False,False,False,False,False,False,保持
V3,2026-09-15,2940182,2026-09-16T06:30:00+08:00,bb56e687f76b8f84794f,RUN_20260915_180417,MORNING_BASELINE_FALLBACK,a07870688db9c9530f6f,RUN_20260915_180834,False,False,False,False,False,False,False,保持
V3,2026-09-15,3091440,2026-09-16T07:00:00+08:00,5ab03779f979f1700d28,RUN_20260915_180417,MORNING_BASELINE_FALLBACK,a1bedb4873afc0bf1bc7,RUN_20260915_180834,False,False,False,False,False,False,False,保持
V3,2026-09-15,3063394,2026-09-16T07:00:00+08:00,85cfcfc69fd879d57b84,RUN_20260915_180417,MORNING_BASELINE_FALLBACK,c095dd727e4ded82fdc9,RUN_20260915_180834,False,False,False,False,False,False,False,保持
V3,2026-09-15,3049963,2026-09-16T07:00:00+08:00,72c5039474146b7d27a7,RUN_20260915_180417,MORNING_BASELINE_FALLBACK,e8f35b06002077d3a0a5,RUN_20260915_180834,False,False,False,False,False,False,False,保持
