version,list_date,match_id,kickoff_at,morning_decision_id,morning_run_id,morning_baseline_type,latest_prematch_decision_id,latest_run_id,direction_changed,candidate_team_changed,line_changed,water_changed,action_or_grade_changed,ev_changed,p_ev_positive_changed,transition
V3,2026-09-19,3090891,2026-09-20T04:00:00+08:00,ebcfcfc517315ed54156,RUN_20260919_083825,MORNING_BASELINE,764d62090221c9dd1751,RUN_20260920_000805,False,False,False,False,False,False,False,保持
V3,2026-09-19,3092631,2026-09-20T04:00:00+08:00,f2d2a16eba1c1ced3dfe,RUN_20260919_083825,MORNING_BASELINE,a8de5157ae0f444fa717,RUN_20260920_000805,False,False,False,False,False,False,False,保持
V3,2026-09-19,2910902,2026-09-20T04:00:00+08:00,9802a371052a1bc12cf4,RUN_20260919_083825,MORNING_BASELINE,a1dee4a2e0d234627512,RUN_20260920_000805,True,True,True,True,False,False,False,改向
V3,2026-09-19,2955384,2026-09-20T04:00:00+08:00,ae711d3a97eddee3cd26,RUN_20260919_083825,MORNING_BASELINE,d983929b3fcdbb627b73,RUN_20260920_000805,False,False,False,False,False,False,False,保持
V3,2026-09-19,2934813,2026-09-20T04:00:00+08:00,6910364a7e17b3f6e6e3,RUN_20260919_083825,MORNING_BASELINE,6910364a7e17b3f6e6e3,RUN_20260919_083825,False,False,False,False,False,False,False,保持
V3,2026-09-19,2934811,2026-09-20T04:00:00+08:00,66744c6040866b8311bc,RUN_20260919_083825,MORNING_BASELINE,66744c6040866b8311bc,RUN_20260919_083825,False,False,False,False,False,False,False,保持
V3,2026-09-19,2934812,2026-09-20T04:00:00+08:00,7a363b219c83a3cbcb60,RUN_20260919_083825,MORNING_BASELINE,7a363b219c83a3cbcb60,RUN_20260919_083825,False,False,False,False,False,False,False,保持
V3,2026-09-19,2934810,2026-09-20T04:00:00+08:00,96c345112e97d9fc11ab,RUN_20260919_083825,MORNING_BASELINE,96c345112e97d9fc11ab,RUN_20260919_083825,False,False,False,False,False,False,False,保持
V3,2026-09-19,2934814,2026-09-20T04:00:00+08:00,a8e422829b7211adabeb,RUN_20260919_083825,MORNING_BASELINE,a8e422829b7211adabeb,RUN_20260919_083825,False,False,False,False,False,False,False,保持
V3,2026-09-19,3090890,2026-09-20T05:00:00+08:00,91b93dab415fbcff686f,RUN_20260919_083825,MORNING_BASELINE,92f12d7fbc18535dfb26,RUN_20260920_000805,False,False,False,False,False,False,False,保持
V3,2026-09-19,3088360,2026-09-20T05:00:00+08:00,868f2d379d2cbaa2f64f,RUN_20260919_083825,MORNING_BASELINE,76e10e0a64166bd2cbb0,RUN_20260920_000805,False,False,False,False,False,False,False,保持
V3,2026-09-19,3011858,2026-09-20T05:05:00+08:00,7dee887dd9c9fd96fb71,RUN_20260919_083825,MORNING_BASELINE,9f65717bc77c66a74105,RUN_20260920_000805,False,True,False,True,False,False,False,水位变化
V3,2026-09-19,3091934,2026-09-20T05:30:00+08:00,bee637199816faa8c49a,RUN_20260919_083825,MORNING_BASELINE,5e3973c93c08885d9cfd,RUN_20260920_000805,True,True,False,True,False,False,False,改向
V3,2026-09-19,3074181,2026-09-20T05:30:00+08:00,c73499b24d9f47557e05,RUN_20260919_083825,MORNING_BASELINE,492d6d9c0cf8a2f02349,RUN_20260920_000805,False,False,False,True,False,False,False,水位变化
V3,2026-09-19,2940185,2026-09-20T05:30:00+08:00,eb644189ff7c2d4a3e66,RUN_20260919_083825,MORNING_BASELINE,8ae85ce16c1caaeb3762,RUN_20260920_000805,False,False,False,False,False,False,False,保持
V3,2026-09-19,2910903,2026-09-20T05:30:00+08:00,af48585158b7178f96be,RUN_20260919_083825,MORNING_BASELINE,423e106bf1e427a9c5bc,RUN_20260920_000805,False,False,False,True,False,False,False,水位变化
V3,2026-09-19,3061647,2026-09-20T05:30:00+08:00,f299fb7b2fd0054a7a80,RUN_20260919_083825,MORNING_BASELINE,df8148ff493fbc66f99f,RUN_20260920_000805,False,False,False,False,False,False,False,保持
V3,2026-09-19,3090458,2026-09-20T06:00:00+08:00,6d787403f59270b9338e,RUN_20260919_083825,MORNING_BASELINE,526b08b0b62fe5f76bc8,RUN_20260920_000805,True,False,False,False,False,False,False,改向
V3,2026-09-19,3088361,2026-09-20T06:00:00+08:00,97954236717c7fab24f9,RUN_20260919_083825,MORNING_BASELINE,36ba54e0c63c57fb0500,RUN_20260920_000805,False,False,False,False,False,False,False,保持
V3,2026-09-19,2955382,2026-09-20T06:00:00+08:00,ad38d6236b69d341432a,RUN_20260919_083825,MORNING_BASELINE,54236ce98ab400b2ca60,RUN_20260920_000805,True,True,True,True,False,False,False,改向
V3,2026-09-19,2962648,2026-09-20T06:00:00+08:00,3c75e0c1cecf80588b41,RUN_20260919_083825,MORNING_BASELINE,02b585d46648bbf3a664,RUN_20260920_000805,False,False,False,False,False,False,False,保持
V3,2026-09-19,2942623,2026-09-20T07:00:00+08:00,30b86112feefc793ff90,RUN_20260919_083825,MORNING_BASELINE,4259a8f8d554f8dc8db9,RUN_20260920_000805,False,False,False,False,False,False,False,保持
V3,2026-09-19,2942618,2026-09-20T07:00:00+08:00,efc3b8fec98c1e668c86,RUN_20260919_083825,MORNING_BASELINE,54950d49abe83fce457c,RUN_20260920_000805,True,True,False,True,False,False,False,改向
V3,2026-09-19,2942621,2026-09-20T07:00:00+08:00,5a2f56deafe851571ee7,RUN_20260919_083825,MORNING_BASELINE,70771a1dc702ea43cbcc,RUN_20260920_000805,True,True,False,True,True,False,False,新增
V3,2026-09-19,2942619,2026-09-20T07:00:00+08:00,f1ca5d59071a872e341d,RUN_20260919_083825,MORNING_BASELINE,c973f6bc7793fea51b67,RUN_20260920_000805,True,True,False,True,False,False,False,改向
V3,2026-09-19,2942624,2026-09-20T07:00:00+08:00,aad69987e6258a61be09,RUN_20260919_083825,MORNING_BASELINE,f71217f6420577fee9e5,RUN_20260920_000805,True,True,False,True,False,False,False,改向
V3,2026-09-19,2955380,2026-09-20T07:00:00+08:00,f5b65d5e063218628ddb,RUN_20260919_083825,MORNING_BASELINE,9f3ee73bdca5e81ff343,RUN_20260920_000805,False,False,False,False,False,False,False,保持
V3,2026-09-19,2955378,2026-09-20T07:00:00+08:00,ae99779e2e484ab0d1b7,RUN_20260919_083825,MORNING_BASELINE,2b91b221a49bac8509ec,RUN_20260920_000805,False,False,False,False,False,False,False,保持
V3,2026-09-19,2955381,2026-09-20T07:00:00+08:00,0ec2328f07d04f29c996,RUN_20260919_083825,MORNING_BASELINE,08a3d26b258f5674d4d7,RUN_20260920_000805,False,False,False,False,False,False,False,保持
V3,2026-09-19,3011860,2026-09-20T07:10:00+08:00,2439b67b430c21d004df,RUN_20260919_083825,MORNING_BASELINE,4bea9380ccca12a863ee,RUN_20260920_000805,False,False,False,False,False,False,False,保持
V3,2026-09-19,2910905,2026-09-20T07:30:00+08:00,a4c6e36cfab32793213e,RUN_20260919_083825,MORNING_BASELINE,dad5a99170c48d20b896,RUN_20260920_000805,True,True,False,True,False,False,False,改向
V3,2026-09-19,2942627,2026-09-20T07:30:00+08:00,6b6474951f0b62eee81c,RUN_20260919_083825,MORNING_BASELINE,d3635a614b64ab5ab13b,RUN_20260920_000805,False,False,False,True,False,False,False,水位变化
V3,2026-09-19,2942626,2026-09-20T07:30:00+08:00,b4e3e2ed7ba68383b726,RUN_20260919_083825,MORNING_BASELINE,27d961714efd3ce7000a,RUN_20260920_000805,True,True,False,True,False,False,False,改向
V3,2026-09-19,2955383,2026-09-20T07:30:00+08:00,3d829960e1b41924efbc,RUN_20260919_083825,MORNING_BASELINE,6ae3a9f85798526248c6,RUN_20260920_000805,False,False,False,False,False,False,False,保持
V3,2026-09-19,2955379,2026-09-20T07:30:00+08:00,a3a7ef45bf9bb21b90bc,RUN_20260919_083825,MORNING_BASELINE,2d90c7268c5fb5f4611f,RUN_20260920_000805,False,False,False,False,False,False,False,保持
V3,2026-09-19,2908789,2026-09-20T07:30:00+08:00,54ee32bd7cc17af6bb8f,RUN_20260919_083825,MORNING_BASELINE,77fc4083f24b26e4407f,RUN_20260920_000805,False,False,False,True,False,False,False,水位变化
V3,2026-09-19,2908790,2026-09-20T07:30:00+08:00,6d485859ae8d1bf7cf0d,RUN_20260919_083825,MORNING_BASELINE,b8b69b2898d6865682db,RUN_20260920_000805,False,False,False,False,False,False,False,保持
V3,2026-09-19,2908792,2026-09-20T07:30:00+08:00,fcafceeffe3ca24b5b78,RUN_20260919_083825,MORNING_BASELINE,86590a72b68619376da4,RUN_20260920_000805,False,False,False,False,False,False,False,保持
V3,2026-09-19,2908791,2026-09-20T07:30:00+08:00,459546e6ef6daa942cf8,RUN_20260919_083825,MORNING_BASELINE,770d411c7e5d703c1534,RUN_20260920_000805,True,False,True,True,False,False,False,改向
V3,2026-09-19,3091935,2026-09-20T08:00:00+08:00,c09d866a26f7c160b2ea,RUN_20260919_083825,MORNING_BASELINE,01e90aac4acab7b0e6ea,RUN_20260920_000805,False,False,True,True,False,False,False,盘口变化
V3,2026-09-19,2910904,2026-09-20T08:00:00+08:00,a6698d15f99cac4a0cf4,RUN_20260919_083825,MORNING_BASELINE,8497f6d8f22a91d51486,RUN_20260920_000805,False,False,False,False,False,False,False,保持
V3,2026-09-19,3061648,2026-09-20T08:00:00+08:00,bb33cd6aa06823bd1688,RUN_20260919_083825,MORNING_BASELINE,ff74048383c4cb7a2c60,RUN_20260920_000805,False,False,False,False,False,False,False,保持
V3,2026-09-19,2955385,2026-09-20T08:00:00+08:00,610330025b9dce1ae741,RUN_20260919_083825,MORNING_BASELINE,acc673efa04b93b376e8,RUN_20260920_000805,False,False,False,False,False,False,False,保持
V3,2026-09-19,2908794,2026-09-20T08:30:00+08:00,1a723d2da7d2a0f9fcd6,RUN_20260919_083825,MORNING_BASELINE,9b0c2c71df72287f7428,RUN_20260920_000805,False,False,False,False,False,False,False,保持
V3,2026-09-19,2908797,2026-09-20T08:30:00+08:00,d74e5073024b5c937e30,RUN_20260919_083825,MORNING_BASELINE,25e4d3e61dd25ddc264e,RUN_20260920_000805,False,False,False,True,False,False,False,水位变化
V3,2026-09-19,2908796,2026-09-20T08:30:00+08:00,1c9daa1263b4f622ecd6,RUN_20260919_083825,MORNING_BASELINE,5bac63b188fc80c2ad4b,RUN_20260920_000805,False,False,False,True,False,False,False,水位变化
V3,2026-09-19,2908795,2026-09-20T08:30:00+08:00,94b3e33247fbf3d69a88,RUN_20260919_083825,MORNING_BASELINE,551e1ff05cb2497112d5,RUN_20260920_000805,True,True,True,True,False,False,False,改向
V3,2026-09-19,2908793,2026-09-20T08:30:00+08:00,9d99b6888e68672d56dd,RUN_20260919_083825,MORNING_BASELINE,f1e9e91860ea464fb7df,RUN_20260920_000805,False,False,False,False,False,False,False,保持
V3,2026-09-19,2942620,2026-09-20T09:00:00+08:00,7a63ddcb0949042c8768,RUN_20260919_083825,MORNING_BASELINE,29eb4b625dd062b8d55a,RUN_20260920_000805,False,False,False,True,False,False,False,水位变化
V3,2026-09-19,3011862,2026-09-20T09:15:00+08:00,a1245993eb0f1a7a09ba,RUN_20260919_083825,MORNING_BASELINE,cef9aa519147c0a6ccc2,RUN_20260920_000805,False,False,False,False,False,False,False,保持
V3,2026-09-19,2908800,2026-09-20T09:30:00+08:00,cf9d8c4997233898d970,RUN_20260919_083825,MORNING_BASELINE,dd8346adc8722600de87,RUN_20260920_000805,True,True,True,True,False,False,False,改向
V3,2026-09-19,2908798,2026-09-20T09:30:00+08:00,7885ee49fd6744be1946,RUN_20260919_083825,MORNING_BASELINE,20015820beda56ca4dc6,RUN_20260920_000805,False,False,False,False,False,False,False,保持
V3,2026-09-19,2908799,2026-09-20T09:30:00+08:00,275f26cff5aeb28bf74f,RUN_20260919_083825,MORNING_BASELINE,a9d966861d3bdbe6a0e6,RUN_20260920_000805,True,True,True,True,True,False,False,新增
V3,2026-09-19,3092769,2026-09-20T04:00:00+08:00,1854bd283efec45ab516,RUN_20260919_140756,MORNING_BASELINE_FALLBACK,1854bd283efec45ab516,RUN_20260920_000805,False,False,False,False,False,False,False,保持
