list_date,match_id,version,competition,match,fact_score,known_at_decision,new_after_decision,process_gap,error_hypothesis,preventability,evidence_confidence,research_hypothesis,review_status,decision_at,decision_hash,original_action_or_grade
2026-09-25,3002269,V4,苏冠,邓弗姆林 vs 帕尔蒂克,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,51338a406974696977cb,
2026-09-25,3002270,V3,苏冠,因弗内斯 vs 摩顿,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3002270,V4,苏冠,因弗内斯 vs 摩顿,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,ec9be98ce1ad6507b9e7,N
2026-09-25,3002271,V3,苏冠,拉茨流浪者 vs 利文斯顿,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3002271,V4,苏冠,拉茨流浪者 vs 利文斯顿,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,29652d5a4b7fa63f9906,
2026-09-25,3002878,V3,苏高联,斯特拉斯佩蓟 vs 霍瑞斯,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3002878,V4,苏高联,斯特拉斯佩蓟 vs 霍瑞斯,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,6971b9cffb4075a6973c,
2026-09-25,3005579,V3,比女超,亨克女足 vs 真特女足,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3005579,V4,比女超,亨克女足 vs 真特女足,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,15d232713657c777bb0e,
2026-09-25,3005979,V3,斯亚乙,加德兰戴卡尼 vs 伊利利甲,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3005979,V4,斯亚乙,加德兰戴卡尼 vs 伊利利甲,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,4919b109b3f3b8d58169,
2026-09-25,3008835,V3,捷U19,般奴U19 vs 塔比历斯U19,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3008835,V4,捷U19,般奴U19 vs 塔比历斯U19,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,01fe1382190b75414ee6,
2026-09-25,3008842,V3,捷U19,布拉格斯巴达U19 vs 波利斯拉夫U19,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3008842,V4,捷U19,布拉格斯巴达U19 vs 波利斯拉夫U19,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,994b085f26517d990900,
2026-09-25,3008966,V3,北爱冠,基拿云 vs 劳夫哥尔,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3008966,V4,北爱冠,基拿云 vs 劳夫哥尔,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,b6b779e70175970cf981,
2026-09-25,3008968,V3,北爱冠,纽维城 vs 韦德斯,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3008968,V4,北爱冠,纽维城 vs 韦德斯,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,83674a1b9992a38038a2,
2026-09-25,3008970,V3,北爱冠,拉夫利兰流浪者 vs 沃伦点城,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3008970,V4,北爱冠,拉夫利兰流浪者 vs 沃伦点城,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,df898ba8cfceb2928618,
2026-09-25,3009387,V3,捷丙,皮斯克 vs 普里布拉姆B队,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45+08:00,d9f5da422c125fa8818f,不投
2026-09-25,3009387,V4,捷丙,皮斯克 vs 普里布拉姆B队,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,38a162e4abde01571fcc,
2026-09-25,3011608,V3,北爱超,科尔雷恩 vs 林菲尔德,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3011608,V4,北爱超,科尔雷恩 vs 林菲尔德,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,2e187c070a11e99c9e45,N
2026-09-25,3011611,V3,北爱超,拉恩 vs 邓甘嫩,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3011611,V4,北爱超,拉恩 vs 邓甘嫩,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,b96709a6ec5728f00db4,
2026-09-25,3011869,V3,哥伦甲秋,茨高 vs 帕斯托,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45+08:00,3239cb41de011babd3ec,不投
2026-09-25,3011869,V4,哥伦甲秋,茨高 vs 帕斯托,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,d715f581ebd573737657,
2026-09-25,3011874,V3,哥伦甲秋,云斯卡尔达斯 vs 布卡拉曼加竞技,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45+08:00,2fdbc4234ca11bcd6188,不投
2026-09-25,3011874,V4,哥伦甲秋,云斯卡尔达斯 vs 布卡拉曼加竞技,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,7da7f903b83a49a1b1c0,N
2026-09-25,3014092,V3,西乙,赫罗纳 vs 阿尔巴塞特,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45+08:00,b9b69756c638e500e8c8,不投
2026-09-25,3014092,V4,西乙,赫罗纳 vs 阿尔巴塞特,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,7be58d19c9fce18b545c,C
2026-09-25,3014905,V3,西协甲,马德里竞技B队 vs 比利亚雷亚尔B队,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45+08:00,d4e465ed4dc6f2ecbf42,不投
2026-09-25,3014905,V4,西协甲,马德里竞技B队 vs 比利亚雷亚尔B队,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,86626222bc47d2c4baf5,
2026-09-25,3014909,V3,西协甲,伊维萨 vs 萨拉戈萨,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45+08:00,0618c4730372a7ac20f8,不投
2026-09-25,3014909,V4,西协甲,伊维萨 vs 萨拉戈萨,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,a60ecf65753fc895d833,
2026-09-25,3019763,V3,瑞士丙1,洛桑体育队U21 vs 伊查伦斯,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3019763,V4,瑞士丙1,洛桑体育队U21 vs 伊查伦斯,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,e95eb9409635d9e999d7,
2026-09-25,3020335,V3,奥丙东,曼斯多夫 vs 奥伯华特,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3020335,V4,奥丙东,曼斯多夫 vs 奥伯华特,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,d07ed43607b22fdf00f6,
2026-09-25,3020336,V3,奥丙东,帕多夫 vs 法沃利特奈尔,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3020336,V4,奥丙东,帕多夫 vs 法沃利特奈尔,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,eb73b157a731e09d1548,
2026-09-25,3020337,V3,奥丙东,SV霍恩 vs 特赖斯基兴,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3020337,V4,奥丙东,SV霍恩 vs 特赖斯基兴,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,eb1e8523a7bf256bc5ed,
2026-09-25,3020338,V3,奥丙东,克林斯马 vs 马特斯堡,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3020338,V4,奥丙东,克林斯马 vs 马特斯堡,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,53e89f32826c598d0a9c,
2026-09-25,3020894,V3,丹麦乙,海勒鲁普 vs 罗斯基德,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45+08:00,f45307e3356839122dee,不投
2026-09-25,3020894,V4,丹麦乙,海勒鲁普 vs 罗斯基德,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,b76d69e1a42699e6757c,
2026-09-25,3021026,V3,丹麦丙,希尔星格 vs 霍尔贝克,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3021026,V4,丹麦丙,希尔星格 vs 霍尔贝克,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,92024c43d4c32fb73681,
2026-09-25,3021176,V3,威冠北,班戈1876 vs 巴克利镇,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3021176,V4,威冠北,班戈1876 vs 巴克利镇,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,7c56431377c2e5f495c6,
2026-09-25,3021182,V3,威冠北,拉辛城 vs 匹赫高,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3021182,V4,威冠北,拉辛城 vs 匹赫高,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,b85a49afeac27b95ec6c,
2026-09-25,3021415,V3,威冠南,亚分利多 vs 纽波特城,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3021415,V4,威冠南,亚分利多 vs 纽波特城,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,453c6fac759757951494,
2026-09-25,3021416,V3,威冠南,巴格兰龙 vs 卡马顿,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3021416,V4,威冠南,巴格兰龙 vs 卡马顿,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,9fa4eb9a39407a084373,
2026-09-25,3021417,V3,威冠南,卡菲利体育 vs 帕地普利德,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3021417,V4,威冠南,卡菲利体育 vs 帕地普利德,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,dd103793b7eef11c686f,
2026-09-25,3021418,V3,威冠南,艾伯里斯特夫 vs 斯旺西大学,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3021418,V4,威冠南,艾伯里斯特夫 vs 斯旺西大学,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,704a6f404ce9f558df70,
2026-09-25,3022547,V3,奥丙南,阿勒黑里根 vs 杜斯兰堡,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3022547,V4,奥丙南,阿勒黑里根 vs 杜斯兰堡,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,6c11f17d9ded6f2e613f,
2026-09-25,3022549,V3,奥丙南,维兹 vs 拉夫尼茨,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3022549,V4,奥丙南,维兹 vs 拉夫尼茨,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,701e2fd8a7c08ca267dd,
2026-09-25,3022551,V3,奥丙南,沃夫堡 vs 布雷堡,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3022551,V4,奥丙南,沃夫堡 vs 布雷堡,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,966e357087ba7c3cc525,
2026-09-25,3022552,V3,奥丙南,阿图斯维尔登 vs 克马克特,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3022552,V4,奥丙南,阿图斯维尔登 vs 克马克特,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,572c102642e680def6bf,
2026-09-25,3022666,V3,奥丙北,斯哈尔巴赫 vs 库赫尔,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3022666,V4,奥丙北,斯哈尔巴赫 vs 库赫尔,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,6e17b479f375567721b3,
2026-09-25,3022667,V3,奥丙北,OTSU哈莱恩 vs 平古萨伏登,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3022667,V4,奥丙北,OTSU哈莱恩 vs 平古萨伏登,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,8700bc92031ebc23cb31,
2026-09-25,3022668,V3,奥丙北,格鲁瑙 vs 迪塔切,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3022668,V4,奥丙北,格鲁瑙 vs 迪塔切,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,b1d71b7158b660157cd6,
2026-09-25,3024463,V3,墨西甲春,克雷卡米诺斯 vs 坦皮科马德罗,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3024463,V4,墨西甲春,克雷卡米诺斯 vs 坦皮科马德罗,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,9c622a2e5589ec5eb933,N
2026-09-25,3026473,V3,德地区东北,柏林迪纳摩 vs 葛瑞福斯瓦尔德,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3026473,V4,德地区东北,柏林迪纳摩 vs 葛瑞福斯瓦尔德,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,960d95e31fb0dc55c0cf,
2026-09-25,3026478,V3,德地区东北,马迪堡青年队 vs 艾尔格里尼克,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3026478,V4,德地区东北,马迪堡青年队 vs 艾尔格里尼克,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,c14ebe015e6d17e62f76,
2026-09-25,3026480,V3,德地区东北,SV塔斯马尼亚柏林 vs 耶拿,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3026480,V4,德地区东北,SV塔斯马尼亚柏林 vs 耶拿,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,e71b55baedc5af5be4e3,
2026-09-25,3027184,V3,德地区巴,拜仁慕尼黑青年队 vs TSV施瓦本奥格斯堡,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3027184,V4,德地区巴,拜仁慕尼黑青年队 vs TSV施瓦本奥格斯堡,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,538a91581c0f131ee788,
2026-09-25,3027186,V3,德地区巴,埃特斯多夫 vs 拜列治,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3027186,V4,德地区巴,埃特斯多夫 vs 拜列治,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,228f5c74d5b42a35f407,
2026-09-25,3027187,V3,德地区巴,菲尔特青年队 vs 纽伦堡青年队,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3027187,V4,德地区巴,菲尔特青年队 vs 纽伦堡青年队,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,1d62df50a572118100e2,
2026-09-25,3027189,V3,德地区巴,梅明根 vs 布赫巴赫,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3027189,V4,德地区巴,梅明根 vs 布赫巴赫,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,78315c3711900ffac60f,
2026-09-25,3031559,V3,德地区南,瓦尔多夫 vs 桑德豪森,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3031559,V4,德地区南,瓦尔多夫 vs 桑德豪森,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,a8acbc59e4da6eab359b,
2026-09-25,3036201,V3,巴马甲秋,CD阿拉比 vs 埃雷拉足球俱乐部,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3036201,V4,巴马甲秋,CD阿拉比 vs 埃雷拉足球俱乐部,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,31a52e0e9dbfec0ea855,
2026-09-25,3036379,V3,苏挑杯,斯巴顿斯 vs 登地U21,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3036379,V4,苏挑杯,斯巴顿斯 vs 登地U21,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,fc6e5d40eb13aea7f154,
2026-09-25,3037921,V3,斯伐甲,杜纳达纳 vs 国际巴迪斯拉华,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3037921,V4,斯伐甲,杜纳达纳 vs 国际巴迪斯拉华,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,ad12416a651f6a9bb185,
2026-09-25,3043216,V3,捷丙,卡尔维纳B队 vs 利森B队,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45+08:00,431c40f8eb8c2e614449,可投
2026-09-25,3043216,V4,捷丙,卡尔维纳B队 vs 利森B队,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,0f5c27579dac6de2d431,
2026-09-25,3043222,V3,捷丙,斯洛瓦科B队 vs 布尔诺B队,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45+08:00,42a9abae95937bc72f13,可投
2026-09-25,3043222,V4,捷丙,斯洛瓦科B队 vs 布尔诺B队,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,44ac5fb3fe485e8862bb,
2026-09-25,3043223,V3,捷丙,辛宁B队 vs 维特科维斯,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45+08:00,017b0825152cbeb6cbea,可投
2026-09-25,3043223,V4,捷丙,辛宁B队 vs 维特科维斯,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,872a8dde7e03e00cbf6c,
2026-09-25,3043393,V3,德地区北,舒宁根 vs 德罗特尔森,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3043393,V4,德地区北,舒宁根 vs 德罗特尔森,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,7d66a31e7f6306ea64d8,
2026-09-25,3043555,V3,德地区北,卢比克 vs 托德斯费尔德,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3043555,V4,德地区北,卢比克 vs 托德斯费尔德,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,aa140e5acbc7ac1d976e,
2026-09-25,3043689,V3,德地区西,加特斯洛 vs 柏德博恩B队,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3043689,V4,德地区西,加特斯洛 vs 柏德博恩B队,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,eccbeac05f65188a812e,
2026-09-25,3044277,V3,乌克乙,特诺皮尔B队 vs 普迪亚,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45+08:00,47b597c9d3cff3bbb58e,不投
2026-09-25,3044277,V4,乌克乙,特诺皮尔B队 vs 普迪亚,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,5a6e621697372e31ee9c,
2026-09-25,3044284,V3,乌克乙,卡尔本切尔卡瑟 vs SC波尔塔瓦B队,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45+08:00,7e4bb4e32399f3ac157c,不投
2026-09-25,3044284,V4,乌克乙,卡尔本切尔卡瑟 vs SC波尔塔瓦B队,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,6319f0e060537735f19f,
2026-09-25,3045544,V3,湘超,湘潭队 vs 常德队,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3045544,V4,湘超,湘潭队 vs 常德队,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,bc7ee6cd84fbc426b844,
2026-09-25,3045545,V3,湘超,邵阳队 vs 益阳队,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3045545,V4,湘超,邵阳队 vs 益阳队,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,00fcaa55aeaf899b70f0,
2026-09-25,3046035,V3,墨西女超春,克鲁兹女足 vs 瓜达拉哈拉女足,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3046035,V4,墨西女超春,克鲁兹女足 vs 瓜达拉哈拉女足,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,3ba3157108abb51ac4ba,
2026-09-25,3053518,V3,匈女甲,佩奇女足 vs 乌比斯迪女足,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3053518,V4,匈女甲,佩奇女足 vs 乌比斯迪女足,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,9dfce7ccb67608bce484,
2026-09-25,3054220,V3,法U19,巴黎圣日耳曼U19 vs 卡昂U19,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3054220,V4,法U19,巴黎圣日耳曼U19 vs 卡昂U19,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,f6f669c001c1ae4745c9,
2026-09-25,3056241,V3,葡U23,马里迪莫U23 vs 本菲卡U23,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3056241,V4,葡U23,马里迪莫U23 vs 本菲卡U23,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,7839529a2e6dbe83021b,N
2026-09-25,3059198,V3,英乙U21,班士利U21 vs 谢菲尔德联队U21,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3059198,V4,英乙U21,班士利U21 vs 谢菲尔德联队U21,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,3c47ada3c6ef02b8815e,
2026-09-25,3059199,V3,英乙U21,高车士打U21 vs 谢周三U21,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3059199,V4,英乙U21,高车士打U21 vs 谢周三U21,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,4e564b63727733583bdb,
2026-09-25,3059861,V3,捷女甲,柏辛域陀尼亚女足 vs 史洛特女足,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3059861,V4,捷女甲,柏辛域陀尼亚女足 vs 史洛特女足,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,b2cfeb6ef8a689f550b5,
2026-09-25,3059992,V3,西丁,埃斯特雷拉 vs 拉斯帕尔马斯C队,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3059992,V4,西丁,埃斯特雷拉 vs 拉斯帕尔马斯C队,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,ec04e00ab72362058424,
2026-09-25,3059997,V3,西丁,特内里费C队 vs 阿纳扎,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3059997,V4,西丁,特内里费C队 vs 阿纳扎,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,a0b3f6331073fafd3ad5,
2026-09-25,3061654,V3,玻利杯,学术DB vs 欧若拉,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45+08:00,dc1239c870c9d2144120,不投
