list_date,match_id,version,competition,match,fact_score,known_at_decision,new_after_decision,process_gap,error_hypothesis,preventability,evidence_confidence,research_hypothesis,review_status,decision_at,decision_hash,original_action_or_grade
2026-09-25,2942642,V4,美冠联,运动Jax vs 劳顿联,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,79a589a8ccbc17bcc845,N
2026-09-25,2951575,V3,中甲,无锡吴钩 vs 广西恒宸,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45+08:00,086dd3ae65f6d9c87a27,不投
2026-09-25,2951575,V4,中甲,无锡吴钩 vs 广西恒宸,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,7e3c9260504e7b7ee598,
2026-09-25,2957057,V3,美女职,路易维尔竞赛女足 vs 圣地亚哥波浪女足,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,2957057,V4,美女职,路易维尔竞赛女足 vs 圣地亚哥波浪女足,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,7b50b976d38e7fadec83,
2026-09-25,2957058,V3,美女职,哥谭女足 vs 芝加哥红星女足,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,2957058,V4,美女职,哥谭女足 vs 芝加哥红星女足,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,57c793c47b1ceae49287,N
2026-09-25,2957059,V3,美女职,西雅图统治女足 vs 波士顿传奇女足,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,2957059,V4,美女职,西雅图统治女足 vs 波士顿传奇女足,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,ff40946d9e18d678ad5d,
2026-09-25,2967709,V3,挪丙,阿勒桑B队 vs 罗森博格B队,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,2967709,V4,挪丙,阿勒桑B队 vs 罗森博格B队,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,59f7c74def8ae15cc68a,
2026-09-25,2968080,V3,挪丙,瓦尔豪格 vs 约尔珀兰斯塔尔,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,2968080,V4,挪丙,瓦尔豪格 vs 约尔珀兰斯塔尔,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,2b61aa69ce4cca297e3b,
2026-09-25,2969797,V3,白俄甲,斯洛尼姆 vs 波里索夫巴特B队,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,2969797,V4,白俄甲,斯洛尼姆 vs 波里索夫巴特B队,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,60baa4296b55a1f22a9d,
2026-09-25,2969798,V3,白俄甲,利达 vs 斯莫根,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,2969798,V4,白俄甲,利达 vs 斯莫根,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,5a68a944fac61c3f3e33,
2026-09-25,2981429,V3,欧国联,意大利 vs 比利时,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,2981429,V4,欧国联,意大利 vs 比利时,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,4c2596c651d512a52c5e,N
2026-09-25,2981430,V3,欧国联,土耳其 vs 法国,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,2981430,V4,欧国联,土耳其 vs 法国,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,d5c54e367a902b9abf6f,B
2026-09-25,2981477,V3,欧国联,格鲁吉亚 vs 北爱尔兰,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,2981477,V4,欧国联,格鲁吉亚 vs 北爱尔兰,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,ec58b6f0c32d34acb3fa,N
2026-09-25,2981478,V3,欧国联,匈牙利 vs 乌克兰,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,2981478,V4,欧国联,匈牙利 vs 乌克兰,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,666f42a254f00c73c003,N
2026-09-25,2981479,V3,欧国联,波兰 vs 波黑,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,2981479,V4,欧国联,波兰 vs 波黑,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,bf0e09f42a4cc755646a,N
2026-09-25,2981480,V3,欧国联,瑞典 vs 罗马尼亚,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,2981480,V4,欧国联,瑞典 vs 罗马尼亚,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,4209fb14452028ba3b20,C
2026-09-25,2981523,V3,欧国联,亚美尼亚 vs 拉脱维亚,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,2981523,V4,欧国联,亚美尼亚 vs 拉脱维亚,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,d670ba96fa5dd4fa2060,N
2026-09-25,2981524,V3,欧国联,黑山 vs 塞浦路斯,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,2981524,V4,欧国联,黑山 vs 塞浦路斯,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,04f06d69a9ef79b3123b,N
2026-09-25,2996476,V3,荷乙,多德勒支 vs 阿尔梅勒城,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45+08:00,fc03cf12447ebbf783df,可投
2026-09-25,2996476,V4,荷乙,多德勒支 vs 阿尔梅勒城,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,3d963137dabc988339c1,N
2026-09-25,2997420,V3,墨西联秋,亚特兰特 vs 蒙特雷,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,2997420,V4,墨西联秋,亚特兰特 vs 蒙特雷,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,6722fe332009a051a278,N
2026-09-25,3000996,V3,非洲杯,摩洛哥 vs 加蓬,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45+08:00,ea58ef8898f0df272673,不投
2026-09-25,3000996,V4,非洲杯,摩洛哥 vs 加蓬,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,6a73bbb2847874445e84,N
2026-09-25,3000997,V3,非洲杯,尼日尔(中) vs 莱索托,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45+08:00,3bc3b71b7d4fad95e95f,不投
2026-09-25,3000997,V4,非洲杯,尼日尔(中) vs 莱索托,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,a48b3b22cfc540e80ebb,N
2026-09-25,3001008,V3,非洲杯,马拉维 vs 南苏丹,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45+08:00,e5fcbabc770c35ef42d7,可投
2026-09-25,3001008,V4,非洲杯,马拉维 vs 南苏丹,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,4332055ada0cc386f20a,
2026-09-25,3001009,V3,非洲杯,埃及 vs 安哥拉,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45+08:00,c757494b081188066b3b,不投
2026-09-25,3001009,V4,非洲杯,埃及 vs 安哥拉,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,50e06ec0ea99188ffc85,
2026-09-25,3001021,V3,非洲杯,冈比亚 vs 索马里,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45+08:00,01d45c4a35155bb2f4d5,可投
2026-09-25,3001021,V4,非洲杯,冈比亚 vs 索马里,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,6e3761039a4ab6f776f8,C
2026-09-25,3001057,V3,非洲杯,布基纳法索 vs 贝宁,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45+08:00,58c6e95a67aceb271964,不投
2026-09-25,3001057,V4,非洲杯,布基纳法索 vs 贝宁,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,2b44d47e8954fa4bb3e7,
2026-09-25,3001092,V3,非洲杯,阿尔及利亚 vs 赞比亚,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45+08:00,e893c4cc800cae41851f,不投
2026-09-25,3001092,V4,非洲杯,阿尔及利亚 vs 赞比亚,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,e488eb811bff9bfa5bb5,N
2026-09-25,3001093,V3,非洲杯,多哥 vs 布隆迪,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45+08:00,3bb5cff6756fb0c1959e,不投
2026-09-25,3001093,V4,非洲杯,多哥 vs 布隆迪,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,de82b98b4352f431c274,
2026-09-25,3001104,V3,非洲杯,苏丹(中) vs 埃塞俄比亚,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45+08:00,66ada0fc342a9cabf68a,可投
2026-09-25,3001104,V4,非洲杯,苏丹(中) vs 埃塞俄比亚,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,79c0ff385a7c1d0896c0,
2026-09-25,3001113,V3,非洲杯,莫桑比克 vs 塞内加尔,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45+08:00,6c72394fbe6b9c143479,不投
2026-09-25,3001113,V4,非洲杯,莫桑比克 vs 塞内加尔,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,6f6997e83e11b46d9f23,N
2026-09-25,3001116,V3,非洲杯,马里 vs 佛得角,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45+08:00,cd5034dfb9b101637350,不投
2026-09-25,3001116,V4,非洲杯,马里 vs 佛得角,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,52c0249d7469eaea8dec,
2026-09-25,3001117,V3,非洲杯,卢旺达 vs 利比里亚,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45+08:00,fdb36df6ec2aa343f699,可投
2026-09-25,3001117,V4,非洲杯,卢旺达 vs 利比里亚,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,389ef14a389ab6c3d2d8,C
2026-09-25,3001128,V3,非洲杯,尼日利亚 vs 马达加斯加,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45+08:00,3d8a6217fb0827f5323c,可投
2026-09-25,3001128,V4,非洲杯,尼日利亚 vs 马达加斯加,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,5f4021ff362c63d6ac65,
2026-09-25,3001129,V3,非洲杯,坦桑尼亚 vs 几内亚比绍,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45+08:00,150863872876824429be,不投
2026-09-25,3001129,V4,非洲杯,坦桑尼亚 vs 几内亚比绍,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,b3970a2f308d0b61b6ed,N
2026-09-25,3002267,V3,苏冠,阿布罗斯 vs 女王公园,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3002267,V4,苏冠,阿布罗斯 vs 女王公园,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,f2d3a880f63f82b2ae93,N
2026-09-25,3002268,V3,苏冠,艾尔联 vs 斯坦豪斯摩尔,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
2026-09-25,3002268,V4,苏冠,艾尔联 vs 斯坦豪斯摩尔,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,2026-09-25T09:06:45.777321+08:00,a8042f04dff226f3a422,N
2026-09-25,3002269,V3,苏冠,邓弗姆林 vs 帕尔蒂克,,not reconstructed from future result,,,UNKNOWN,unknown,low,,PENDING_RESULT,,,
