version,list_date,match_id,kickoff_at,time_bucket,quote_age_bucket,hours_from_last_refresh_to_kickoff,grade_or_action,settlement_status,sample,effective_win_rate,pnl_1u,roi,monitoring_only
V3,2026-09-17,3012304,2026-09-17T21:15:00+08:00,其他时段,<=2h,0.736,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-17,3074092,2026-09-17T21:30:00+08:00,其他时段,<=2h,0.986,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-17,3012302,2026-09-17T23:30:00+08:00,其他时段,<=2h,1.037,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-17,3050548,2026-09-18T00:30:00+08:00,其他时段,>2h-4h,2.037,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-17,3073772,2026-09-18T00:45:00+08:00,其他时段,>2h-4h,2.287,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-17,3075284,2026-09-18T00:45:00+08:00,其他时段,>2h-4h,2.287,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-17,3041180,2026-09-18T01:30:00+08:00,其他时段,>2h-4h,3.037,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-17,3072972,2026-09-18T02:30:00+08:00,其他时段,>4h-8h,4.037,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-17,3020000,2026-09-18T02:45:00+08:00,其他时段,>4h-8h,4.287,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-17,3050550,2026-09-18T03:00:00+08:00,其他时段,>4h-8h,4.537,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-17,3073781,2026-09-18T03:00:00+08:00,其他时段,>4h-8h,4.537,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-17,3073732,2026-09-18T03:00:00+08:00,其他时段,>4h-8h,4.537,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-17,3073736,2026-09-18T03:00:00+08:00,其他时段,>4h-8h,4.537,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-17,3073794,2026-09-18T03:00:00+08:00,其他时段,>4h-8h,4.537,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-17,3085192,2026-09-18T08:30:00+08:00,04:00-10:00,>8h-12h,10.037,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-17,3089765,2026-09-18T10:00:00+08:00,其他时段,>8h-12h,11.537,可投,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3012304,2026-09-17T21:15:00+08:00,其他时段,<=2h,0.736,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3074089,2026-09-17T22:45:00+08:00,其他时段,<=2h,0.287,B,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,2953376,2026-09-17T23:00:00+08:00,其他时段,<=2h,0.537,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3012302,2026-09-17T23:30:00+08:00,其他时段,<=2h,1.037,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3085757,2026-09-18T00:00:00+08:00,其他时段,<=2h,1.537,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3001827,2026-09-18T00:00:00+08:00,其他时段,<=2h,1.537,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3091063,2026-09-18T00:30:00+08:00,其他时段,>2h-4h,2.037,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3073772,2026-09-18T00:45:00+08:00,其他时段,>2h-4h,2.287,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3075284,2026-09-18T00:45:00+08:00,其他时段,>2h-4h,2.287,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3056751,2026-09-18T01:00:00+08:00,其他时段,>2h-4h,2.537,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3072972,2026-09-18T02:30:00+08:00,其他时段,>4h-8h,4.037,B,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3073732,2026-09-18T03:00:00+08:00,其他时段,>4h-8h,4.537,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3073759,2026-09-18T03:00:00+08:00,其他时段,>4h-8h,4.537,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3050546,2026-09-18T03:00:00+08:00,其他时段,>4h-8h,4.537,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3056757,2026-09-18T03:00:00+08:00,其他时段,>4h-8h,4.537,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3073018,2026-09-18T08:30:00+08:00,04:00-10:00,>8h-12h,10.037,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3072985,2026-09-18T08:30:00+08:00,04:00-10:00,>8h-12h,10.037,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3089765,2026-09-18T10:00:00+08:00,其他时段,>8h-12h,11.537,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3069058,2026-09-17T18:00:00+08:00,其他时段,<=2h,0.825,C,PREMATCH_ONLY,1,,,,True
