version,list_date,match_id,kickoff_at,time_bucket,quote_age_bucket,hours_from_last_refresh_to_kickoff,grade_or_action,settlement_status,sample,effective_win_rate,pnl_1u,roi,monitoring_only
V3,2026-09-17,3021993,2026-09-17T22:00:00+08:00,其他时段,>4h-8h,4.825,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-17,3013694,2026-09-18T01:00:00+08:00,其他时段,>4h-8h,7.825,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-17,3072972,2026-09-18T02:30:00+08:00,其他时段,>8h-12h,9.325,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-17,3050550,2026-09-18T03:00:00+08:00,其他时段,>8h-12h,9.825,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-17,3073781,2026-09-18T03:00:00+08:00,其他时段,>8h-12h,9.825,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-17,3073732,2026-09-18T03:00:00+08:00,其他时段,>8h-12h,9.825,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-17,3073736,2026-09-18T03:00:00+08:00,其他时段,>8h-12h,9.825,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-17,3073794,2026-09-18T03:00:00+08:00,其他时段,>8h-12h,9.825,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-17,3085192,2026-09-18T08:30:00+08:00,04:00-10:00,>12h,15.325,可投,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3069058,2026-09-17T18:00:00+08:00,其他时段,<=2h,0.825,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3089253,2026-09-17T21:30:00+08:00,其他时段,>4h-8h,4.325,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3074089,2026-09-17T22:45:00+08:00,其他时段,>4h-8h,5.575,A,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,2953376,2026-09-17T23:00:00+08:00,其他时段,>4h-8h,5.825,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,2913953,2026-09-18T00:00:00+08:00,其他时段,>4h-8h,6.825,B,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3021994,2026-09-18T00:00:00+08:00,其他时段,>4h-8h,6.825,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3001832,2026-09-18T00:00:00+08:00,其他时段,>4h-8h,6.825,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3073772,2026-09-18T00:45:00+08:00,其他时段,>4h-8h,7.575,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3075284,2026-09-18T00:45:00+08:00,其他时段,>4h-8h,7.575,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3072972,2026-09-18T02:30:00+08:00,其他时段,>8h-12h,9.325,B,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3073732,2026-09-18T03:00:00+08:00,其他时段,>8h-12h,9.825,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3073735,2026-09-18T03:00:00+08:00,其他时段,>8h-12h,9.825,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3073759,2026-09-18T03:00:00+08:00,其他时段,>8h-12h,9.825,B,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3073018,2026-09-18T08:30:00+08:00,04:00-10:00,>12h,15.325,B,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3072985,2026-09-18T08:30:00+08:00,04:00-10:00,>12h,15.325,C,PREMATCH_ONLY,1,,,,True
