version,list_date,match_id,kickoff_at,time_bucket,quote_age_bucket,hours_from_last_refresh_to_kickoff,grade_or_action,settlement_status,sample,effective_win_rate,pnl_1u,roi,monitoring_only
V3,2026-09-18,3085193,2026-09-18T11:15:00+08:00,其他时段,>2h-4h,3.424,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-18,3030156,2026-09-18T21:00:00+08:00,其他时段,>12h,13.174,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-18,3021988,2026-09-18T22:00:00+08:00,其他时段,>12h,14.174,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-18,3068143,2026-09-18T22:30:00+08:00,其他时段,>12h,14.674,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-18,3026062,2026-09-19T01:00:00+08:00,其他时段,>12h,17.174,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-18,3000946,2026-09-19T01:30:00+08:00,其他时段,>12h,17.674,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-18,3005393,2026-09-19T02:00:00+08:00,其他时段,>12h,18.174,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-18,2997732,2026-09-19T02:00:00+08:00,其他时段,>12h,18.174,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-18,2997726,2026-09-19T02:00:00+08:00,其他时段,>12h,18.174,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-18,2996471,2026-09-19T02:00:00+08:00,其他时段,>12h,18.174,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-18,2996464,2026-09-19T02:00:00+08:00,其他时段,>12h,18.174,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-18,3014077,2026-09-19T02:30:00+08:00,其他时段,>12h,18.674,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-18,2995348,2026-09-19T02:45:00+08:00,其他时段,>12h,18.924,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-18,3003890,2026-09-19T03:00:00+08:00,其他时段,>12h,19.174,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-18,3013706,2026-09-19T03:00:00+08:00,其他时段,>12h,19.174,可投,PREMATCH_ONLY,1,,,,True
V4,2026-09-18,3000081,2026-09-18T12:00:00+08:00,其他时段,>4h-8h,4.174,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-18,3086171,2026-09-18T20:00:00+08:00,其他时段,>12h,12.174,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-18,3032924,2026-09-18T22:40:00+08:00,其他时段,>12h,14.84,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-18,3085234,2026-09-18T23:00:00+08:00,其他时段,>12h,15.174,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-18,2953374,2026-09-18T23:00:00+08:00,其他时段,>12h,15.174,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-18,2921937,2026-09-18T23:30:00+08:00,其他时段,>12h,15.674,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-18,2921938,2026-09-18T23:30:00+08:00,其他时段,>12h,15.674,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-18,3085207,2026-09-19T00:00:00+08:00,其他时段,>12h,16.174,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-18,3019145,2026-09-19T00:30:00+08:00,其他时段,>12h,16.674,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-18,2998121,2026-09-19T01:00:00+08:00,其他时段,>12h,17.174,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-18,3010641,2026-09-19T01:30:00+08:00,其他时段,>12h,17.674,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-18,3014077,2026-09-19T02:30:00+08:00,其他时段,>12h,18.674,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-18,3017907,2026-09-19T02:30:00+08:00,其他时段,>12h,18.674,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-18,2995348,2026-09-19T02:45:00+08:00,其他时段,>12h,18.924,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-18,3003575,2026-09-19T02:45:00+08:00,其他时段,>12h,18.924,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-18,2914407,2026-09-19T02:45:00+08:00,其他时段,>12h,18.924,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-18,2939055,2026-09-19T02:45:00+08:00,其他时段,>12h,18.924,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-18,3019529,2026-09-19T02:45:00+08:00,其他时段,>12h,18.924,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-18,3019531,2026-09-19T02:45:00+08:00,其他时段,>12h,18.924,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-18,3013706,2026-09-19T03:00:00+08:00,其他时段,>12h,19.174,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-18,3008237,2026-09-19T03:00:00+08:00,其他时段,>12h,19.174,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-18,2940194,2026-09-19T06:30:00+08:00,04:00-10:00,>12h,22.674,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-18,2940186,2026-09-19T07:30:00+08:00,04:00-10:00,>12h,23.674,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-18,3042565,2026-09-19T10:00:00+08:00,其他时段,>12h,26.174,C,PREMATCH_ONLY,1,,,,True
