version,list_date,match_id,kickoff_at,time_bucket,quote_age_bucket,hours_from_last_refresh_to_kickoff,grade_or_action,settlement_status,sample,effective_win_rate,pnl_1u,roi,monitoring_only
V3,2026-09-19,2925535,2026-09-19T15:30:00+08:00,其他时段,<=2h,1.368,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-19,2925534,2026-09-19T15:30:00+08:00,其他时段,<=2h,1.368,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-19,3009381,2026-09-19T16:15:00+08:00,其他时段,>2h-4h,2.118,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-19,3009379,2026-09-19T16:15:00+08:00,其他时段,>2h-4h,2.118,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-19,3000466,2026-09-19T17:00:00+08:00,其他时段,>2h-4h,2.868,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-19,3000074,2026-09-19T17:30:00+08:00,其他时段,>2h-4h,3.368,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-19,3000470,2026-09-19T17:30:00+08:00,其他时段,>2h-4h,3.368,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-19,3000471,2026-09-19T17:30:00+08:00,其他时段,>2h-4h,3.368,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-19,3001182,2026-09-19T18:00:00+08:00,其他时段,>2h-4h,3.868,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-19,3000077,2026-09-19T18:00:00+08:00,其他时段,>2h-4h,3.868,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-19,3075378,2026-09-19T18:00:00+08:00,其他时段,>2h-4h,3.868,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-19,2951657,2026-09-19T19:00:00+08:00,其他时段,>4h-8h,4.868,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-19,2951660,2026-09-19T19:30:00+08:00,其他时段,>4h-8h,5.368,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-19,3008243,2026-09-19T19:30:00+08:00,其他时段,>4h-8h,5.368,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-19,2998118,2026-09-19T20:00:00+08:00,其他时段,>4h-8h,5.868,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-19,3013708,2026-09-19T20:00:00+08:00,其他时段,>4h-8h,5.868,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-19,3020005,2026-09-19T20:45:00+08:00,其他时段,>4h-8h,6.618,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-19,2993803,2026-09-19T21:00:00+08:00,其他时段,>4h-8h,6.868,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-19,2913344,2026-09-19T21:00:00+08:00,其他时段,>4h-8h,6.868,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-19,3039893,2026-09-19T21:00:00+08:00,其他时段,>4h-8h,6.868,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-19,2914710,2026-09-19T21:00:00+08:00,其他时段,>4h-8h,6.868,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-19,3018816,2026-09-19T21:30:00+08:00,其他时段,>4h-8h,7.368,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-19,2913146,2026-09-19T22:00:00+08:00,其他时段,>4h-8h,7.868,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-19,3005396,2026-09-19T22:00:00+08:00,其他时段,>4h-8h,7.868,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-19,3008238,2026-09-19T22:00:00+08:00,其他时段,>4h-8h,7.868,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-19,3008236,2026-09-19T22:00:00+08:00,其他时段,>4h-8h,7.868,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-19,3008241,2026-09-19T22:00:00+08:00,其他时段,>4h-8h,7.868,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-19,3008246,2026-09-19T22:00:00+08:00,其他时段,>4h-8h,7.868,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-19,3007109,2026-09-19T22:00:00+08:00,其他时段,>4h-8h,7.868,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-19,3007111,2026-09-19T22:00:00+08:00,其他时段,>4h-8h,7.868,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-19,3007110,2026-09-19T22:00:00+08:00,其他时段,>4h-8h,7.868,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-19,3007114,2026-09-19T22:00:00+08:00,其他时段,>4h-8h,7.868,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-19,3007112,2026-09-19T22:00:00+08:00,其他时段,>4h-8h,7.868,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-19,3003896,2026-09-19T22:00:00+08:00,其他时段,>4h-8h,7.868,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-19,3089851,2026-09-19T22:00:00+08:00,其他时段,>4h-8h,7.868,可投,PREMATCH_ONLY,1,,,,True
