version,list_date,match_id,kickoff_at,morning_decision_id,morning_run_id,morning_baseline_type,latest_prematch_decision_id,latest_run_id,direction_changed,candidate_team_changed,line_changed,water_changed,action_or_grade_changed,ev_changed,p_ev_positive_changed,transition
V3,2026-09-16,3072984,2026-09-17T06:00:00+08:00,85c12c4770669fb99cdb,RUN_20260916_072846,MORNING_BASELINE,73e8fc8554fed2454f62,RUN_20260916_235456,False,True,True,True,False,False,False,盘口变化
V3,2026-09-16,3072642,2026-09-17T06:00:00+08:00,f87900a11cc25cb1f297,RUN_20260916_072846,MORNING_BASELINE,6f5ad2ecc0a40b097f01,RUN_20260916_235456,False,False,False,False,False,False,False,保持
V3,2026-09-16,2942617,2026-09-17T06:00:00+08:00,07929e28b739315c0f38,RUN_20260916_072846,MORNING_BASELINE,aadc30532ec2b582cbd7,RUN_20260916_235456,True,True,True,True,False,False,False,改向
V3,2026-09-16,3069962,2026-09-17T06:00:00+08:00,5e37120c9dc2edabfd12,RUN_20260916_072846,MORNING_BASELINE,f40b25103583d9e79e93,RUN_20260916_235456,False,False,False,True,False,False,False,水位变化
V3,2026-09-16,3085728,2026-09-17T06:00:00+08:00,813d4501b6be35e1e921,RUN_20260916_072846,MORNING_BASELINE,ad059050a3d6b5aa5557,RUN_20260916_235456,False,False,False,False,False,False,False,保持
V3,2026-09-16,2910828,2026-09-17T06:30:00+08:00,e8a8aa09d7c6249bcf66,RUN_20260916_072846,MORNING_BASELINE,daa7258c15b21887513a,RUN_20260916_235456,False,False,False,False,False,False,False,保持
V3,2026-09-16,2955373,2026-09-17T07:00:00+08:00,bb5be5896f3af555607d,RUN_20260916_072846,MORNING_BASELINE,48498e1d0d38e7a2ce32,RUN_20260916_235456,False,False,False,False,False,False,False,保持
V3,2026-09-16,2955377,2026-09-17T07:00:00+08:00,158411316cbe4b574683,RUN_20260916_072846,MORNING_BASELINE,01aa80aee74a295fd42f,RUN_20260916_235456,False,False,False,False,False,False,False,保持
V3,2026-09-16,2955374,2026-09-17T07:30:00+08:00,6c87e3c0cf842b659250,RUN_20260916_072846,MORNING_BASELINE,27da12073c25fc6108f5,RUN_20260916_235456,False,False,False,False,False,False,False,保持
V3,2026-09-16,3069173,2026-09-17T08:00:00+08:00,af28b6561cb726cec6cc,RUN_20260916_072846,MORNING_BASELINE,7be65a9fb93fab7cbad1,RUN_20260916_235456,False,False,False,False,False,False,False,保持
V3,2026-09-16,3085190,2026-09-17T08:30:00+08:00,29be6052cee1f1fb694f,RUN_20260916_072846,MORNING_BASELINE,a1683b154df0be4f0d31,RUN_20260916_235456,True,True,False,True,False,False,False,改向
V3,2026-09-16,3059140,2026-09-17T08:30:00+08:00,40d8efe7bee6ee9d3afd,RUN_20260916_072846,MORNING_BASELINE,20d8e6bed5a06195329d,RUN_20260916_235456,False,False,True,True,False,False,False,盘口变化
V3,2026-09-16,2942514,2026-09-17T08:30:00+08:00,687e22d18e45bf9cbbf1,RUN_20260916_072846,MORNING_BASELINE,bc63912c02e3c5fd6707,RUN_20260916_235456,True,True,False,True,True,False,False,撤出
V3,2026-09-16,3069961,2026-09-17T08:30:00+08:00,91b29a6136c7530ca4bb,RUN_20260916_072846,MORNING_BASELINE,fe189f937205c167018a,RUN_20260916_235456,True,False,False,False,False,False,False,改向
V3,2026-09-16,2955372,2026-09-17T09:00:00+08:00,c6feffb6a52ba4eb3996,RUN_20260916_072846,MORNING_BASELINE,e867895bec2fc9c59eb3,RUN_20260916_235456,False,False,False,False,False,False,False,保持
V3,2026-09-16,3011884,2026-09-17T09:20:00+08:00,d3513ba4da74eb67977d,RUN_20260916_072846,MORNING_BASELINE,261524e6ecf5a72200e5,RUN_20260916_235456,True,True,True,True,False,False,False,改向
V3,2026-09-16,3058272,2026-09-17T09:30:00+08:00,6b4422de7109fa5a80b0,RUN_20260916_072846,MORNING_BASELINE,9d78d67e3aea3f718208,RUN_20260916_235456,False,False,False,False,False,False,False,保持
V4,2026-09-16,3090251,2026-09-17T05:00:00+08:00,34776046e694b56e22f3,RUN_20260916_072846,MORNING_BASELINE,d60aba39978a9ce1ce7a,RUN_20260916_235456,False,False,False,False,False,False,False,保持
V4,2026-09-16,3069962,2026-09-17T06:00:00+08:00,d0c0a2f68b9ac2946e81,RUN_20260916_072846,MORNING_BASELINE,2ecddbb34cab59ad6a83,RUN_20260916_235456,False,False,False,False,False,False,False,保持
