version,list_date,match_id,kickoff_at,time_bucket,quote_age_bucket,hours_from_last_refresh_to_kickoff,grade_or_action,settlement_status,sample,effective_win_rate,pnl_1u,roi,monitoring_only
V3,2026-09-17,3021993,2026-09-17T22:00:00+08:00,其他时段,>12h,14.898,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-17,3073772,2026-09-18T00:45:00+08:00,其他时段,>12h,17.648,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-17,3013694,2026-09-18T01:00:00+08:00,其他时段,>12h,17.898,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-17,3020000,2026-09-18T02:45:00+08:00,其他时段,>12h,19.648,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-17,3073794,2026-09-18T03:00:00+08:00,其他时段,>12h,19.898,可投,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3069046,2026-09-17T18:00:00+08:00,其他时段,>8h-12h,10.898,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3069058,2026-09-17T18:00:00+08:00,其他时段,>8h-12h,10.898,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3074089,2026-09-17T22:45:00+08:00,其他时段,>12h,15.648,A,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,2953376,2026-09-17T23:00:00+08:00,其他时段,>12h,15.898,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3021994,2026-09-18T00:00:00+08:00,其他时段,>12h,16.898,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3072972,2026-09-18T02:30:00+08:00,其他时段,>12h,19.398,A,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3073732,2026-09-18T03:00:00+08:00,其他时段,>12h,19.898,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3073759,2026-09-18T03:00:00+08:00,其他时段,>12h,19.898,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3073781,2026-09-18T03:00:00+08:00,其他时段,>12h,19.898,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3073794,2026-09-18T03:00:00+08:00,其他时段,>12h,19.898,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3073018,2026-09-18T08:30:00+08:00,04:00-10:00,>12h,25.398,B,PREMATCH_ONLY,1,,,,True
V4,2026-09-17,3072985,2026-09-18T08:30:00+08:00,04:00-10:00,>12h,25.398,C,PREMATCH_ONLY,1,,,,True
