version,list_date,match_id,kickoff_at,time_bucket,quote_age_bucket,hours_from_last_refresh_to_kickoff,grade_or_action,settlement_status,sample,effective_win_rate,pnl_1u,roi,monitoring_only
V4,2026-09-23,3092353,2026-09-24T00:45:00+08:00,其他时段,>12h,17.086,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-23,3094743,2026-09-24T01:00:00+08:00,其他时段,>4h-8h,4.628,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-23,3074943,2026-09-24T01:10:00+08:00,其他时段,>4h-8h,4.794,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-23,3086459,2026-09-24T01:30:00+08:00,其他时段,>4h-8h,5.128,A,PREMATCH_ONLY,1,,,,True
V4,2026-09-23,3092405,2026-09-24T02:00:00+08:00,其他时段,>12h,18.336,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-23,3094753,2026-09-24T02:00:00+08:00,其他时段,>4h-8h,5.628,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-23,3060935,2026-09-24T02:00:00+08:00,其他时段,>4h-8h,5.628,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-23,3092496,2026-09-24T03:00:00+08:00,其他时段,>12h,19.336,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-23,3092508,2026-09-24T04:00:00+08:00,04:00-10:00,>12h,20.336,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-23,3011867,2026-09-24T08:30:00+08:00,04:00-10:00,>12h,12.128,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-23,2908516,2026-09-24T09:30:00+08:00,04:00-10:00,>12h,25.836,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-23,3084563,2026-09-23T16:00:00+08:00,其他时段,>8h-12h,8.336,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-23,3084565,2026-09-23T16:00:00+08:00,其他时段,>8h-12h,8.336,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-23,3084567,2026-09-23T16:00:00+08:00,其他时段,>8h-12h,8.336,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-23,3049653,2026-09-23T18:30:00+08:00,其他时段,>8h-12h,10.836,C,PREMATCH_ONLY,1,,,,True
