version,list_date,match_id,kickoff_at,morning_decision_id,morning_run_id,morning_baseline_type,latest_prematch_decision_id,latest_run_id,direction_changed,candidate_team_changed,line_changed,water_changed,action_or_grade_changed,ev_changed,p_ev_positive_changed,transition
V3,2026-09-24,3086926,2026-09-25T05:00:00+08:00,700de07965ade966cfc7,RUN_20260924_075223,MORNING_BASELINE,5139be577d1a81497fd0,RUN_20260924_225021,False,False,True,True,False,False,False,盘口变化
V3,2026-09-24,3091340,2026-09-25T05:30:00+08:00,b040b389f38916696ebe,RUN_20260924_075223,MORNING_BASELINE,0849262bd2e773353c85,RUN_20260924_225021,True,True,True,True,False,False,False,改向
V3,2026-09-24,3086927,2026-09-25T07:30:00+08:00,8b4402e5a12bd1a9070e,RUN_20260924_075223,MORNING_BASELINE,1f24e6498ab08cab7dbe,RUN_20260924_225021,True,True,False,True,False,False,False,改向
V3,2026-09-24,3092424,2026-09-25T08:00:00+08:00,2a1f5b1e6b569ce1c2aa,RUN_20260924_075223,MORNING_BASELINE,ab2df8366f5c309da7e1,RUN_20260924_225021,False,False,False,True,False,False,False,水位变化
V3,2026-09-24,3068923,2026-09-25T08:00:00+08:00,678eba3c46132bfeab1b,RUN_20260924_075223,MORNING_BASELINE,85b4c8ce51b3f8aec646,RUN_20260924_225021,True,True,True,True,False,False,False,改向
V3,2026-09-24,3092449,2026-09-25T08:10:00+08:00,8e2c8ae6a5d492ae7f2d,RUN_20260924_075223,MORNING_BASELINE,bc04b7c0844ab892fc73,RUN_20260924_225021,True,True,False,True,False,False,False,改向
V3,2026-09-24,3092425,2026-09-25T08:20:00+08:00,4b1b641a778d25054a48,RUN_20260924_075223,MORNING_BASELINE,4b1b641a778d25054a48,RUN_20260924_225021,False,False,False,False,False,False,False,保持
V3,2026-09-24,3011868,2026-09-25T08:30:00+08:00,4a10279047e01c2e7e65,RUN_20260924_075223,MORNING_BASELINE,ada54e04a3441493f315,RUN_20260924_225021,True,True,True,True,False,False,False,改向
V3,2026-09-24,3094834,2026-09-25T09:30:00+08:00,fbe48dca0d3175312eb8,RUN_20260924_225021,MORNING_BASELINE_FALLBACK,fbe48dca0d3175312eb8,RUN_20260924_225021,False,False,False,False,False,False,False,保持
V4,2026-09-24,3076971,2026-09-25T04:00:00+08:00,b004a242866ccbfdc069,RUN_20260924_075223,MORNING_BASELINE,2c6bc2e9d67a9195d49e,RUN_20260924_225021,True,False,False,False,False,False,False,改向
V4,2026-09-24,3071680,2026-09-25T04:30:00+08:00,87dcd69646cb7b042491,RUN_20260924_075223,MORNING_BASELINE,e92aad2d3bc4f9ed4504,RUN_20260924_225021,True,False,False,False,False,False,False,改向
V4,2026-09-24,3086926,2026-09-25T05:00:00+08:00,317eeceaa577193b1c5e,RUN_20260924_075223,MORNING_BASELINE,e16da499e5bf0c5d923a,RUN_20260924_225021,True,True,True,True,False,True,True,改向
V4,2026-09-24,3092212,2026-09-25T06:00:00+08:00,80ee8786773450945c41,RUN_20260924_075223,MORNING_BASELINE,687f6942237e34303b63,RUN_20260924_225021,False,False,False,False,False,False,False,保持
V4,2026-09-24,3086927,2026-09-25T07:30:00+08:00,23c4488999d2acab9b93,RUN_20260924_075223,MORNING_BASELINE,23c4488999d2acab9b93,RUN_20260924_225021,False,False,False,True,False,True,True,水位变化
V4,2026-09-24,3092424,2026-09-25T08:00:00+08:00,5159870e200721b59ca9,RUN_20260924_075223,MORNING_BASELINE,5159870e200721b59ca9,RUN_20260924_225021,False,False,False,True,False,True,True,水位变化
V4,2026-09-24,3092449,2026-09-25T08:10:00+08:00,626421f24e1bb9771bc5,RUN_20260924_075223,MORNING_BASELINE,c2603c57dfde544e161b,RUN_20260924_225021,True,True,True,True,True,True,True,改向
V4,2026-09-24,3092425,2026-09-25T08:20:00+08:00,d9cc255d6070243815c8,RUN_20260924_075223,MORNING_BASELINE,e72b82905aeb5a9e9dff,RUN_20260924_225021,True,True,True,True,True,True,True,改向
V4,2026-09-24,3011868,2026-09-25T08:30:00+08:00,ca6deebcfbcefb961da5,RUN_20260924_075223,MORNING_BASELINE,ca6deebcfbcefb961da5,RUN_20260924_225021,False,False,False,False,False,False,False,保持
V4,2026-09-24,3024462,2026-09-25T09:00:00+08:00,405243f5a6af41bd62c3,RUN_20260924_075223,MORNING_BASELINE,405243f5a6af41bd62c3,RUN_20260924_225021,False,False,False,False,False,False,False,保持
V4,2026-09-24,3024465,2026-09-25T09:00:00+08:00,d444d7f17afe87835c62,RUN_20260924_075223,MORNING_BASELINE,27c38d8f9817a38e0991,RUN_20260924_225021,True,True,True,True,True,True,True,改向
V4,2026-09-24,3091340,2026-09-25T05:30:00+08:00,91e6c48759602f7fc8db,RUN_20260924_225021,MORNING_BASELINE_FALLBACK,91e6c48759602f7fc8db,RUN_20260924_225021,False,False,False,False,False,False,False,保持
V4,2026-09-24,3092209,2026-09-25T06:00:00+08:00,f1fbc037c4714ac5fd65,RUN_20260924_225021,MORNING_BASELINE_FALLBACK,f1fbc037c4714ac5fd65,RUN_20260924_225021,False,False,False,False,False,False,False,保持
V4,2026-09-24,3068923,2026-09-25T08:00:00+08:00,93581dbad32025054351,RUN_20260924_225021,MORNING_BASELINE_FALLBACK,93581dbad32025054351,RUN_20260924_225021,False,False,False,False,False,False,False,保持
