version,list_date,match_id,kickoff_at,morning_decision_id,morning_run_id,morning_baseline_type,latest_prematch_decision_id,latest_run_id,direction_changed,candidate_team_changed,line_changed,water_changed,action_or_grade_changed,ev_changed,p_ev_positive_changed,transition
V3,2026-09-25,3000996,2026-09-26T04:00:00+08:00,ea58ef8898f0df272673,RUN_20260925_090510,MORNING_BASELINE_FALLBACK,7fc4351dd67d07e4cd5e,RUN_20260925_113223,True,True,False,True,True,False,False,新增
V3,2026-09-25,3092472,2026-09-26T05:00:00+08:00,86009f6b53e9c918bf86,RUN_20260925_090510,MORNING_BASELINE_FALLBACK,3a9dcfa807756a9becfd,RUN_20260925_113223,False,False,False,False,False,False,False,保持
V3,2026-09-25,3074188,2026-09-26T06:00:00+08:00,9e1703451ede595830ab,RUN_20260925_090510,MORNING_BASELINE_FALLBACK,9f6fe74ef0ce43377757,RUN_20260925_113223,False,False,False,False,False,False,False,保持
V3,2026-09-25,2934823,2026-09-26T06:00:00+08:00,521bb39a8a20a838b6dd,RUN_20260925_090510,MORNING_BASELINE_FALLBACK,4f880046b812caa363e6,RUN_20260925_113223,False,False,False,False,False,False,False,保持
V3,2026-09-25,2940202,2026-09-26T06:30:00+08:00,7301338bffa41c68b925,RUN_20260925_090510,MORNING_BASELINE_FALLBACK,cdeccb449dcc1b12c495,RUN_20260925_113223,False,False,False,False,False,False,False,保持
V3,2026-09-25,3086928,2026-09-26T07:00:00+08:00,f04691e95cec06d34007,RUN_20260925_090510,MORNING_BASELINE_FALLBACK,021704549f248831638e,RUN_20260925_113223,False,False,False,False,False,False,False,保持
V3,2026-09-25,2942633,2026-09-26T07:00:00+08:00,2fc7f7e31bba339a39dd,RUN_20260925_090510,MORNING_BASELINE_FALLBACK,6a04f4a255a0d6d43e98,RUN_20260925_113223,True,True,True,True,False,False,False,改向
V3,2026-09-25,2934821,2026-09-26T07:00:00+08:00,6a00f1df3316f807ca4d,RUN_20260925_090510,MORNING_BASELINE_FALLBACK,41a9b5b9b19855342a57,RUN_20260925_113223,False,False,False,False,False,False,False,保持
V3,2026-09-25,3011869,2026-09-26T07:10:00+08:00,3239cb41de011babd3ec,RUN_20260925_090510,MORNING_BASELINE_FALLBACK,7944bd994c9fe7d388ad,RUN_20260925_113223,False,False,False,True,False,False,False,水位变化
V3,2026-09-25,2940204,2026-09-26T07:30:00+08:00,e7a3c46c4f177a768d3d,RUN_20260925_090510,MORNING_BASELINE_FALLBACK,73854f0d5ce421108458,RUN_20260925_113223,False,False,False,False,False,False,False,保持
V3,2026-09-25,2942642,2026-09-26T07:30:00+08:00,f16c651a5166591bf840,RUN_20260925_090510,MORNING_BASELINE_FALLBACK,f16c651a5166591bf840,RUN_20260925_113223,False,False,False,False,False,False,False,保持
V3,2026-09-25,3092473,2026-09-26T08:00:00+08:00,b9635608a2f7906ab73a,RUN_20260925_090510,MORNING_BASELINE_FALLBACK,a1924a3e694f3af9b505,RUN_20260925_113223,False,False,False,False,False,False,False,保持
V3,2026-09-25,3092461,2026-09-26T08:00:00+08:00,4a9c6da0566f40b2114d,RUN_20260925_090510,MORNING_BASELINE_FALLBACK,4a9c6da0566f40b2114d,RUN_20260925_113223,False,False,False,False,False,False,False,保持
