version,list_date,match_id,kickoff_at,morning_decision_id,morning_run_id,morning_baseline_type,latest_prematch_decision_id,latest_run_id,direction_changed,candidate_team_changed,line_changed,water_changed,action_or_grade_changed,ev_changed,p_ev_positive_changed,transition
V3,2026-09-20,3091038,2026-09-21T04:00:00+08:00,9ad7b844c932d372ed5e,RUN_20260920_083909,MORNING_BASELINE,024444226861168f0599,RUN_20260920_215056,True,True,True,True,False,False,False,改向
V3,2026-09-20,2916684,2026-09-21T04:00:00+08:00,979400d263834204a00d,RUN_20260920_083909,MORNING_BASELINE,bb5a26ef2e3b144e8b01,RUN_20260920_215056,False,False,False,True,False,False,False,水位变化
V3,2026-09-20,2916694,2026-09-21T04:00:00+08:00,13b4ed11b695256a55af,RUN_20260920_083909,MORNING_BASELINE,d2cf9a00d659be13b638,RUN_20260920_215056,False,False,True,True,False,False,False,盘口变化
V3,2026-09-20,2916687,2026-09-21T04:00:00+08:00,a04caa610db7e0f12d1b,RUN_20260920_083909,MORNING_BASELINE,ec54876aa808d208342f,RUN_20260920_215056,True,True,False,True,False,False,False,改向
V3,2026-09-20,2916686,2026-09-21T04:00:00+08:00,22ec6592d4b41436f2c5,RUN_20260920_083909,MORNING_BASELINE,df37eb80e1d748148473,RUN_20260920_215056,True,True,False,True,False,False,False,改向
V3,2026-09-20,2934806,2026-09-21T04:00:00+08:00,d034e8d0ec5232369d0b,RUN_20260920_083909,MORNING_BASELINE,279edfbf78501f56d353,RUN_20260920_215056,False,True,False,True,False,False,False,水位变化
V3,2026-09-20,2962646,2026-09-21T04:00:00+08:00,eb45e102beb71d8b38f1,RUN_20260920_083909,MORNING_BASELINE,ed227e6c01fb0392b6a7,RUN_20260920_215056,True,True,False,True,False,False,False,改向
V3,2026-09-20,3011859,2026-09-21T05:05:00+08:00,bb5ebc32a5d67f109662,RUN_20260920_083909,MORNING_BASELINE,a0003ed1384379837c93,RUN_20260920_215056,False,False,False,False,False,False,False,保持
V3,2026-09-20,2942628,2026-09-21T05:05:00+08:00,e4a4ffbc47ad278e9472,RUN_20260920_083909,MORNING_BASELINE,89c07578fec3adc43aa7,RUN_20260920_215056,False,False,False,False,False,False,False,保持
V3,2026-09-20,3061650,2026-09-21T05:15:00+08:00,3124016d79c2959276f2,RUN_20260920_083909,MORNING_BASELINE,f0c340c0d980d4a3c10d,RUN_20260920_215056,True,True,False,True,False,False,False,改向
V3,2026-09-20,3074185,2026-09-21T05:30:00+08:00,fb7b2d19fccb19e8848a,RUN_20260920_083909,MORNING_BASELINE,2661aa497929a1618a68,RUN_20260920_215056,True,True,False,True,False,False,False,改向
V3,2026-09-20,2940190,2026-09-21T05:30:00+08:00,5f3143c552758fb3d513,RUN_20260920_083909,MORNING_BASELINE,9817d89368bb838a796b,RUN_20260920_215056,False,False,False,True,False,False,False,水位变化
V3,2026-09-20,2910900,2026-09-21T05:30:00+08:00,8e61e9ad63aa819ddd09,RUN_20260920_083909,MORNING_BASELINE,256d168c3c6234466b8c,RUN_20260920_215056,True,True,True,True,False,False,False,改向
V3,2026-09-20,2962640,2026-09-21T06:15:00+08:00,c5918d59854324c410ff,RUN_20260920_083909,MORNING_BASELINE,8ed81f12d2f327e4ac44,RUN_20260920_215056,False,True,True,True,False,False,False,盘口变化
V3,2026-09-20,2910897,2026-09-21T06:30:00+08:00,badf09ecc57774d1fbcb,RUN_20260920_083909,MORNING_BASELINE,199391ec865fb9af021d,RUN_20260920_215056,False,False,False,True,False,False,False,水位变化
V3,2026-09-20,2908802,2026-09-21T07:00:00+08:00,8c26c4563d9fbc613c39,RUN_20260920_083909,MORNING_BASELINE,10a62441216473a47b63,RUN_20260920_215056,True,True,False,True,False,False,False,改向
V3,2026-09-20,2942629,2026-09-21T07:05:00+08:00,deca3a3a307850768b51,RUN_20260920_083909,MORNING_BASELINE,ee06bd5c197d71d96c15,RUN_20260920_215056,False,False,False,False,False,False,False,保持
V3,2026-09-20,2955386,2026-09-21T07:05:00+08:00,d1be25e124a6401a3790,RUN_20260920_083909,MORNING_BASELINE,bfe6af8f50fcf7ed80e5,RUN_20260920_215056,False,False,False,False,False,False,False,保持
V3,2026-09-20,3011861,2026-09-21T07:10:00+08:00,c482fcae622f54534650,RUN_20260920_083909,MORNING_BASELINE,6c62ab3ec999a4139992,RUN_20260920_215056,False,True,False,True,False,False,False,水位变化
V3,2026-09-20,3061651,2026-09-21T07:30:00+08:00,3b6d57329caa7a61dcf4,RUN_20260920_083909,MORNING_BASELINE,2ce02d201a7554020f3b,RUN_20260920_215056,True,True,False,True,False,False,False,改向
V3,2026-09-20,2962652,2026-09-21T08:30:00+08:00,416075c2d4b61afcbc12,RUN_20260920_083909,MORNING_BASELINE,645e89f3ecfc62713918,RUN_20260920_215056,False,False,False,False,False,False,False,保持
V3,2026-09-20,3011865,2026-09-21T09:15:00+08:00,434b991b800f857e29a0,RUN_20260920_083909,MORNING_BASELINE,9e304d56dba3f5519fcd,RUN_20260920_215056,False,False,False,False,False,False,False,保持
