version,list_date,match_id,kickoff_at,time_bucket,quote_age_bucket,hours_from_last_refresh_to_kickoff,grade_or_action,settlement_status,sample,effective_win_rate,pnl_1u,roi,monitoring_only
V3,2026-09-19,2995347,2026-09-20T02:45:00+08:00,其他时段,>12h,18.11,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-19,3014897,2026-09-20T03:00:00+08:00,其他时段,>12h,18.36,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-19,2908790,2026-09-20T07:30:00+08:00,04:00-10:00,>12h,22.86,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-19,2908797,2026-09-20T08:30:00+08:00,04:00-10:00,>12h,23.86,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-19,2908795,2026-09-20T08:30:00+08:00,04:00-10:00,>12h,23.86,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-19,2942620,2026-09-20T09:00:00+08:00,04:00-10:00,>12h,24.36,可投,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,3046026,2026-09-19T11:00:00+08:00,其他时段,>2h-4h,2.36,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,3000469,2026-09-19T17:30:00+08:00,其他时段,>8h-12h,8.86,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,3000468,2026-09-19T18:00:00+08:00,其他时段,>8h-12h,9.36,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,3000073,2026-09-19T18:00:00+08:00,其他时段,>8h-12h,9.36,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,3000079,2026-09-19T18:00:00+08:00,其他时段,>8h-12h,9.36,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,3000082,2026-09-19T18:00:00+08:00,其他时段,>8h-12h,9.36,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,3014522,2026-09-19T19:00:00+08:00,其他时段,>8h-12h,10.36,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,2951656,2026-09-19T19:00:00+08:00,其他时段,>8h-12h,10.36,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,3008243,2026-09-19T19:30:00+08:00,其他时段,>8h-12h,10.86,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,3007670,2026-09-19T19:30:00+08:00,其他时段,>8h-12h,10.86,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,3051962,2026-09-19T19:30:00+08:00,其他时段,>8h-12h,10.86,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,3026056,2026-09-19T20:00:00+08:00,其他时段,>8h-12h,11.36,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,2998118,2026-09-19T20:00:00+08:00,其他时段,>8h-12h,11.36,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,3040748,2026-09-19T21:00:00+08:00,其他时段,>12h,12.36,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,3040752,2026-09-19T21:00:00+08:00,其他时段,>12h,12.36,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,3091971,2026-09-19T21:00:00+08:00,其他时段,>12h,12.36,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,2914710,2026-09-19T21:00:00+08:00,其他时段,>12h,12.36,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,3017905,2026-09-19T21:30:00+08:00,其他时段,>12h,12.86,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,3008238,2026-09-19T22:00:00+08:00,其他时段,>12h,13.36,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,2912899,2026-09-19T22:00:00+08:00,其他时段,>12h,13.36,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,3007106,2026-09-19T22:00:00+08:00,其他时段,>12h,13.36,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,3007110,2026-09-19T22:00:00+08:00,其他时段,>12h,13.36,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,3007112,2026-09-19T22:00:00+08:00,其他时段,>12h,13.36,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,3002262,2026-09-19T22:00:00+08:00,其他时段,>12h,13.36,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,3002266,2026-09-19T22:00:00+08:00,其他时段,>12h,13.36,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,3013702,2026-09-19T22:15:00+08:00,其他时段,>12h,13.61,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,2997531,2026-09-19T23:00:00+08:00,其他时段,>12h,14.36,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,3000821,2026-09-20T00:00:00+08:00,其他时段,>12h,15.36,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,3000822,2026-09-20T00:00:00+08:00,其他时段,>12h,15.36,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,2912900,2026-09-20T00:00:00+08:00,其他时段,>12h,15.36,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,2998485,2026-09-20T00:00:00+08:00,其他时段,>12h,15.36,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,3003897,2026-09-20T00:30:00+08:00,其他时段,>12h,15.86,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,3014080,2026-09-20T00:30:00+08:00,其他时段,>12h,15.86,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,3014082,2026-09-20T00:30:00+08:00,其他时段,>12h,15.86,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,3051964,2026-09-20T00:30:00+08:00,其他时段,>12h,15.86,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,3002072,2026-09-20T00:45:00+08:00,其他时段,>12h,16.11,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,3026734,2026-09-20T01:00:00+08:00,其他时段,>12h,16.36,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,3004992,2026-09-20T01:00:00+08:00,其他时段,>12h,16.36,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,3040746,2026-09-20T01:30:00+08:00,其他时段,>12h,16.86,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,2962643,2026-09-20T01:30:00+08:00,其他时段,>12h,16.86,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,2996155,2026-09-20T02:00:00+08:00,其他时段,>12h,17.36,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,3005790,2026-09-20T02:15:00+08:00,其他时段,>12h,17.61,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,3019144,2026-09-20T02:30:00+08:00,其他时段,>12h,17.86,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,3003438,2026-09-20T02:30:00+08:00,其他时段,>12h,17.86,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,3057184,2026-09-20T02:30:00+08:00,其他时段,>12h,17.86,A,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,2995344,2026-09-20T02:45:00+08:00,其他时段,>12h,18.11,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,3013709,2026-09-20T03:00:00+08:00,其他时段,>12h,18.36,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,2910902,2026-09-20T04:00:00+08:00,04:00-10:00,>12h,19.36,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,2962648,2026-09-20T06:00:00+08:00,04:00-10:00,>12h,21.36,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,2942623,2026-09-20T07:00:00+08:00,04:00-10:00,>12h,22.36,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,2908790,2026-09-20T07:30:00+08:00,04:00-10:00,>12h,22.86,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,2908791,2026-09-20T07:30:00+08:00,04:00-10:00,>12h,22.86,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,2910905,2026-09-20T07:30:00+08:00,04:00-10:00,>12h,22.86,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,2942620,2026-09-20T09:00:00+08:00,04:00-10:00,>12h,24.36,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,3024454,2026-09-20T09:00:00+08:00,04:00-10:00,>12h,24.36,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-19,2908800,2026-09-20T09:30:00+08:00,04:00-10:00,>12h,24.86,C,PREMATCH_ONLY,1,,,,True
