version,list_date,match_id,kickoff_at,time_bucket,quote_age_bucket,hours_from_last_refresh_to_kickoff,grade_or_action,settlement_status,sample,effective_win_rate,pnl_1u,roi,monitoring_only
V3,2026-09-25,3088941,2026-09-25T21:00:00+08:00,其他时段,>8h-12h,11.914,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-25,3043216,2026-09-25T21:30:00+08:00,其他时段,>12h,12.414,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-25,3043222,2026-09-25T21:30:00+08:00,其他时段,>12h,12.414,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-25,3043223,2026-09-25T21:30:00+08:00,其他时段,>12h,12.414,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-25,3001021,2026-09-26T00:00:00+08:00,其他时段,>12h,14.914,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-25,3001117,2026-09-26T00:00:00+08:00,其他时段,>12h,14.914,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-25,3001128,2026-09-26T00:00:00+08:00,其他时段,>12h,14.914,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-25,3001104,2026-09-26T00:00:00+08:00,其他时段,>12h,14.914,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-25,3001008,2026-09-26T00:00:00+08:00,其他时段,>12h,14.914,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-25,3092460,2026-09-26T03:00:00+08:00,其他时段,>12h,17.914,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-25,2996476,2026-09-26T03:00:00+08:00,其他时段,>12h,17.914,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-25,3001009,2026-09-26T03:00:00+08:00,其他时段,>12h,15.46,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-25,3001057,2026-09-26T03:00:00+08:00,其他时段,>12h,15.46,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-25,3000996,2026-09-26T04:00:00+08:00,04:00-10:00,>12h,16.46,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-25,2942642,2026-09-26T07:30:00+08:00,04:00-10:00,>12h,22.414,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-25,3092461,2026-09-26T08:00:00+08:00,04:00-10:00,>12h,22.914,可投,PREMATCH_ONLY,1,,,,True
V3,2026-09-25,2942632,2026-09-26T09:00:00+08:00,04:00-10:00,>12h,23.914,可投,PREMATCH_ONLY,1,,,,True
V4,2026-09-25,3094768,2026-09-25T13:00:00+08:00,其他时段,<=2h,1.46,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-25,3094456,2026-09-25T14:00:00+08:00,其他时段,>4h-8h,4.914,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-25,3091495,2026-09-25T18:00:00+08:00,其他时段,>8h-12h,8.914,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-25,3094769,2026-09-25T18:30:00+08:00,其他时段,>8h-12h,9.414,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-25,3001113,2026-09-25T21:00:00+08:00,其他时段,>8h-12h,9.46,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-25,3054220,2026-09-25T21:00:00+08:00,其他时段,>8h-12h,9.46,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-25,3088941,2026-09-25T21:00:00+08:00,其他时段,>8h-12h,11.914,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-25,3092996,2026-09-25T21:30:00+08:00,其他时段,>8h-12h,9.96,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-25,2781253,2026-09-25T23:30:00+08:00,其他时段,>12h,14.414,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-25,2921942,2026-09-25T23:30:00+08:00,其他时段,>12h,14.414,B,PREMATCH_ONLY,1,,,,True
V4,2026-09-25,3001021,2026-09-26T00:00:00+08:00,其他时段,>12h,14.914,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-25,3001117,2026-09-26T00:00:00+08:00,其他时段,>12h,14.914,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-25,2921943,2026-09-26T00:00:00+08:00,其他时段,>12h,14.914,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-25,3014092,2026-09-26T02:30:00+08:00,其他时段,>12h,17.414,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-25,2981430,2026-09-26T02:45:00+08:00,其他时段,>12h,17.664,B,PREMATCH_ONLY,1,,,,True
V4,2026-09-25,2981480,2026-09-26T02:45:00+08:00,其他时段,>12h,17.664,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-25,2939060,2026-09-26T02:45:00+08:00,其他时段,>12h,15.21,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-25,3001057,2026-09-26T03:00:00+08:00,其他时段,>12h,15.46,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-25,2940202,2026-09-26T06:30:00+08:00,04:00-10:00,>12h,21.414,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-25,3086928,2026-09-26T07:00:00+08:00,04:00-10:00,>12h,19.46,C,PREMATCH_ONLY,1,,,,True
V4,2026-09-25,2940204,2026-09-26T07:30:00+08:00,04:00-10:00,>12h,22.414,C,PREMATCH_ONLY,1,,,,True
