match_id,list_date,kickoff,kickoff_at,model_id,model_version,side_mapping_version,run_id,decision_at,quote_at,last_confirmed_at,quote_age_at_decision,hours_from_decision_to_kickoff,hours_from_last_refresh_to_kickoff,is_morning_baseline,is_latest_valid_prematch,parent_decision_id,monitoring_bucket,prior_snapshot_id,market,competition,analysis_status,grade,rank,decision_id,normalized_intent,intent_source,candidate_side,candidate_team,candidate_water,candidate_handicap,reverse_team,reverse_side,reverse_water,selected_team,selected_side,selected_handicap_signed,selected_water_hk,probabilities,ev_mean,ev_p05,ev_p10,ev_p50,ev_p90,ev_p95,p_ev_positive,diagnostic_giving,diagnostic_receiving,direction_rule_version,reason_codes,frozen_selection_lock,real_money,started_lock,score,result,pnl_1u,settlement_status,result_state,result_source,settlement_updated_at,settlement
3089653,2026-09-23,2026-09-23T21:00:00+08:00,2026-09-23T21:00:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260923_073949,2026-09-23T07:41:06.639593+08:00,2026-09-23T07:39:50+08:00,2026-09-23T07:39:50+08:00,0.021,13.315,13.336,False,True,,,prior-2026-09-23-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-23T07:41:06.639593+08:00"", ""home_team"": ""马拉维U20"", ""away_team"": ""科摩罗U20"", ""competition"": ""非青杯外"", ""home_handicap_signed"": 1.0, ""away_handicap_signed"": -1.0, ""home_water_hk"": 0.6, ""away_water_hk"": 1.11, ""titan_home_handicap_signed"": 1.0, ""titan_away_handicap_signed"": -1.0, ""giving_team"": ""马拉维U20"", ""receiving_team"": ""科摩罗U20"", ""giving_water"": 0.6, ""receiving_water"": 1.11, ""side_identity"": ""Titan signed AH"", ""quote_at"": ""2026-09-23T07:39:50+08:00"", ""last_confirmed_at"": ""2026-09-23T07:39:50+08:00"", ""run_id"": ""RUN_20260923_073949""}",非青杯外,EVALUATED,B,,f5f03c91dff9b132e15c,真实示弱/阻下,FLAT_LINE_GIVING_WATER_DROP,receiving,科摩罗U20,1.11,1.0,马拉维U20,giving,0.6,科摩罗U20,receiving,1.0,1.11,"{""W"": 0.42105263157894735, ""HW"": 0.0, ""P"": 0.2236842105263158, ""HL"": 0.0, ""L"": 0.35526315789473684}",0.11210526315789476,-0.06432551135407505,-0.024803069566490754,0.11324411154570979,0.24951753444237634,0.28655488546142827,0.8512,"{""team"": ""马拉维U20"", ""water"": 0.6, ""EV_mean"": -0.20789473684210524, ""EV_p10"": -0.3115366066344031, ""P_EV_gt_0"": 0.0042, ""status"": ""DIAGNOSTIC_ONLY""}","{""team"": ""科摩罗U20"", ""water"": 1.11, ""EV_mean"": 0.11210526315789476, ""EV_p10"": -0.022742368177066097, ""P_EV_gt_0"": 0.8568, ""status"": ""DIAGNOSTIC_ONLY""}",V4_DIRECTION_FIXED_R1,"[""BUCKET_1.00"", ""SIDE_IDENTITY_VALID"", ""FLAT_LINE_GIVING_WATER_DROP""]",True,False,,,,,,,,,
3089654,2026-09-23,2026-09-23T21:00:00+08:00,2026-09-23T21:00:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260923_202716,2026-09-23T20:27:42.735793+08:00,2026-09-23T20:22:20+08:00,2026-09-23T20:22:20+08:00,0.09,0.538,0.628,False,True,30077684ed8398d34ffe,,prior-2026-09-23-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-23T20:27:42.735793+08:00"", ""home_team"": ""赞比亚U20"", ""away_team"": ""博茨瓦纳U20"", ""competition"": ""非青杯外"", ""home_handicap_signed"": 2.0, ""away_handicap_signed"": -2.0, ""home_water_hk"": 0.84, ""away_water_hk"": 0.92, ""titan_home_handicap_signed"": 2.0, ""titan_away_handicap_signed"": -2.0, ""giving_team"": ""赞比亚U20"", ""receiving_team"": ""博茨瓦纳U20"", ""giving_water"": 0.84, ""receiving_water"": 0.92, ""side_identity"": ""Titan signed AH"", ""quote_at"": ""2026-09-23T20:22:20+08:00"", ""last_confirmed_at"": ""2026-09-23T20:22:20+08:00"", ""run_id"": ""RUN_20260923_202716""}",非青杯外,EVALUATED,C,,30077684ed8398d34ffe,阻上/诱下,MARKET_MOVE_DEEPER_WITH_GIVING_WATER_RISE,giving,赞比亚U20,0.84,2.0,博茨瓦纳U20,receiving,0.92,赞比亚U20,giving,-2.0,0.84,"{""W"": 0.5625, ""HW"": 0.0, ""P"": 0.125, ""HL"": 0.0, ""L"": 0.3125}",0.15999999999999998,-0.19344905767421638,-0.11111699538066228,0.1675185749259524,0.409730674451962,0.46488041271160546,0.785,"{""team"": ""赞比亚U20"", ""water"": 0.84, ""EV_mean"": 0.15999999999999998, ""EV_p10"": -0.10903323431078549, ""P_EV_gt_0"": 0.789, ""status"": ""DIAGNOSTIC_ONLY""}","{""team"": ""博茨瓦纳U20"", ""water"": 0.92, ""EV_mean"": -0.27499999999999997, ""EV_p10"": -0.5381870703982454, ""P_EV_gt_0"": 0.1, ""status"": ""DIAGNOSTIC_ONLY""}",V4_DIRECTION_FIXED_R1,"[""BUCKET_2.00"", ""SIDE_IDENTITY_VALID"", ""MARKET_MOVE_DEEPER_WITH_GIVING_WATER_RISE""]",,False,,,,,,,,,
3086463,2026-09-23,2026-09-23T21:00:00+08:00,2026-09-23T21:00:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260923_202716,2026-09-23T20:27:42.735793+08:00,2026-09-23T20:22:20+08:00,2026-09-23T20:22:20+08:00,0.09,0.538,0.628,False,True,ab3139ebb3b8fa2bd2d7,,prior-2026-09-23-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-23T20:27:42.735793+08:00"", ""home_team"": ""PAOK沙朗历基女足"", ""away_team"": ""迈加瓦斯巴达女足"", ""competition"": ""女欧罗巴杯"", ""home_handicap_signed"": 0.75, ""away_handicap_signed"": -0.75, ""home_water_hk"": 0.6, ""away_water_hk"": 1.11, ""titan_home_handicap_signed"": 0.75, ""titan_away_handicap_signed"": -0.75, ""giving_team"": ""PAOK沙朗历基女足"", ""receiving_team"": ""迈加瓦斯巴达女足"", ""giving_water"": 0.6, ""receiving_water"": 1.11, ""side_identity"": ""Titan signed AH"", ""quote_at"": ""2026-09-23T20:22:20+08:00"", ""last_confirmed_at"": ""2026-09-23T20:22:20+08:00"", ""run_id"": ""RUN_20260923_202716""}",女欧罗巴杯,EVALUATED,C,,ab3139ebb3b8fa2bd2d7,真实示弱/阻下,FLAT_LINE_GIVING_WATER_DROP,receiving,迈加瓦斯巴达女足,1.11,0.75,PAOK沙朗历基女足,giving,0.6,迈加瓦斯巴达女足,receiving,0.75,1.11,"{""W"": 0.44166666666666665, ""HW"": 0.0, ""P"": 0.0, ""HL"": 0.25833333333333336, ""L"": 0.3}",0.06108333333333332,-0.07997160521520458,-0.05031878852489796,0.05920796246891663,0.16883763428878945,0.19751041399894034,0.7432,"{""team"": ""PAOK沙朗历基女足"", ""water"": 0.6, ""EV_mean"": -0.18416666666666665, ""EV_p10"": -0.2700177938028795, ""P_EV_gt_0"": 0.0018, ""status"": ""DIAGNOSTIC_ONLY""}","{""team"": ""迈加瓦斯巴达女足"", ""water"": 1.11, ""EV_mean"": 0.06108333333333332, ""EV_p10"": -0.04854295150157184, ""P_EV_gt_0"": 0.7576, ""status"": ""DIAGNOSTIC_ONLY""}",V4_DIRECTION_FIXED_R1,"[""BUCKET_0.75"", ""SIDE_IDENTITY_VALID"", ""FLAT_LINE_GIVING_WATER_DROP""]",,False,,,,,,,,,
3074936,2026-09-23,2026-09-23T22:00:00+08:00,2026-09-23T22:00:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260923_073949,2026-09-23T07:41:06.639593+08:00,2026-09-23T07:39:50+08:00,2026-09-23T07:39:50+08:00,0.021,14.315,14.336,False,True,,,prior-2026-09-23-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-23T07:41:06.639593+08:00"", ""home_team"": ""艾佐尔夏普尔"", ""away_team"": ""马哈尼耶侯达"", ""competition"": ""以乙南"", ""home_handicap_signed"": 0.25, ""away_handicap_signed"": -0.25, ""home_water_hk"": 0.65, ""away_water_hk"": 1.05, ""titan_home_handicap_signed"": 0.25, ""titan_away_handicap_signed"": -0.25, ""giving_team"": ""艾佐尔夏普尔"", ""receiving_team"": ""马哈尼耶侯达"", ""giving_water"": 0.65, ""receiving_water"": 1.05, ""side_identity"": ""Titan signed AH"", ""quote_at"": ""2026-09-23T07:39:50+08:00"", ""last_confirmed_at"": ""2026-09-23T07:39:50+08:00"", ""run_id"": ""RUN_20260923_073949""}",以乙南,EVALUATED,C,,70a0f9dac7f40d63e0b4,真实示弱/阻下,FLAT_LINE_GIVING_WATER_DROP,receiving,马哈尼耶侯达,1.05,0.25,艾佐尔夏普尔,giving,0.65,马哈尼耶侯达,receiving,0.25,1.05,"{""W"": 0.2743055555555556, ""HW"": 0.3020833333333333, ""P"": 0.0, ""HL"": 0.0, ""L"": 0.4236111111111111}",0.023003472222222265,-0.06329534828586625,-0.043625581896956034,0.02162981125036756,0.08929494889221373,0.1091869619816827,0.6632,"{""team"": ""艾佐尔夏普尔"", ""water"": 0.65, ""EV_mean"": -0.15, ""EV_p10"": -0.20415168588788538, ""P_EV_gt_0"": 0.0, ""status"": ""DIAGNOSTIC_ONLY""}","{""team"": ""马哈尼耶侯达"", ""water"": 1.05, ""EV_mean"": 0.023003472222222265, ""EV_p10"": -0.0460334590525589, ""P_EV_gt_0"": 0.665, ""status"": ""DIAGNOSTIC_ONLY""}",V4_DIRECTION_FIXED_R1,"[""BUCKET_0.25"", ""SIDE_IDENTITY_VALID"", ""FLAT_LINE_GIVING_WATER_DROP""]",True,False,,,,,,,,,
3081614,2026-09-23,2026-09-23T23:00:00+08:00,2026-09-23T23:00:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260923_202716,2026-09-23T20:27:42.735793+08:00,2026-09-23T20:22:20+08:00,2026-09-23T20:22:20+08:00,0.09,2.538,2.628,False,True,ea94a34a7311325cabb1,,prior-2026-09-23-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-23T20:27:42.735793+08:00"", ""home_team"": ""巴拉乌"", ""away_team"": ""阿比亚勇士"", ""competition"": ""尼日超"", ""home_handicap_signed"": 0.75, ""away_handicap_signed"": -0.75, ""home_water_hk"": 0.6, ""away_water_hk"": 1.11, ""titan_home_handicap_signed"": 0.75, ""titan_away_handicap_signed"": -0.75, ""giving_team"": ""巴拉乌"", ""receiving_team"": ""阿比亚勇士"", ""giving_water"": 0.6, ""receiving_water"": 1.11, ""side_identity"": ""Titan signed AH"", ""quote_at"": ""2026-09-23T20:22:20+08:00"", ""last_confirmed_at"": ""2026-09-23T20:22:20+08:00"", ""run_id"": ""RUN_20260923_202716""}",尼日超,EVALUATED,C,,ea94a34a7311325cabb1,真实示弱/阻下,FLAT_LINE_GIVING_WATER_DROP,receiving,阿比亚勇士,1.11,0.75,巴拉乌,giving,0.6,阿比亚勇士,receiving,0.75,1.11,"{""W"": 0.44166666666666665, ""HW"": 0.0, ""P"": 0.0, ""HL"": 0.25833333333333336, ""L"": 0.3}",0.06108333333333332,-0.07888640346388825,-0.04961906561059343,0.06366097016700062,0.17562724056149503,0.20623802387446372,0.769,"{""team"": ""巴拉乌"", ""water"": 0.6, ""EV_mean"": -0.18416666666666665, ""EV_p10"": -0.27259227711314593, ""P_EV_gt_0"": 0.0022, ""status"": ""DIAGNOSTIC_ONLY""}","{""team"": ""阿比亚勇士"", ""water"": 1.11, ""EV_mean"": 0.06108333333333332, ""EV_p10"": -0.05226451490035017, ""P_EV_gt_0"": 0.7546, ""status"": ""DIAGNOSTIC_ONLY""}",V4_DIRECTION_FIXED_R1,"[""BUCKET_0.75"", ""SIDE_IDENTITY_VALID"", ""FLAT_LINE_GIVING_WATER_DROP""]",,False,,,,,,,,,
3081623,2026-09-23,2026-09-23T23:00:00+08:00,2026-09-23T23:00:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260923_202716,2026-09-23T20:27:42.735793+08:00,2026-09-23T20:22:20+08:00,2026-09-23T20:22:20+08:00,0.09,2.538,2.628,False,True,e8b2974616d4191ba2f1,,prior-2026-09-23-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-23T20:27:42.735793+08:00"", ""home_team"": ""射击之星"", ""away_team"": ""卡齐纳联"", ""competition"": ""尼日超"", ""home_handicap_signed"": 1.0, ""away_handicap_signed"": -1.0, ""home_water_hk"": 0.72, ""away_water_hk"": 0.98, ""titan_home_handicap_signed"": 1.0, ""titan_away_handicap_signed"": -1.0, ""giving_team"": ""射击之星"", ""receiving_team"": ""卡齐纳联"", ""giving_water"": 0.72, ""receiving_water"": 0.98, ""side_identity"": ""Titan signed AH"", ""quote_at"": ""2026-09-23T20:22:20+08:00"", ""last_confirmed_at"": ""2026-09-23T20:22:20+08:00"", ""run_id"": ""RUN_20260923_202716""}",尼日超,EVALUATED,C,,e8b2974616d4191ba2f1,真实示弱/阻下,FLAT_LINE_GIVING_WATER_DROP,receiving,卡齐纳联,0.98,1.0,射击之星,giving,0.72,卡齐纳联,receiving,1.0,0.98,"{""W"": 0.42105263157894735, ""HW"": 0.0, ""P"": 0.2236842105263158, ""HL"": 0.0, ""L"": 0.35526315789473684}",0.05736842105263157,-0.11233216519778388,-0.07274814092164628,0.057600055827352614,0.1876492194890994,0.22299751240814314,0.722,"{""team"": ""射击之星"", ""water"": 0.72, ""EV_mean"": -0.16526315789473683, ""EV_p10"": -0.2780764200686371, ""P_EV_gt_0"": 0.0296, ""status"": ""DIAGNOSTIC_ONLY""}","{""team"": ""卡齐纳联"", ""water"": 0.98, ""EV_mean"": 0.05736842105263157, ""EV_p10"": -0.06799387560428938, ""P_EV_gt_0"": 0.7216, ""status"": ""DIAGNOSTIC_ONLY""}",V4_DIRECTION_FIXED_R1,"[""BUCKET_1.00"", ""SIDE_IDENTITY_VALID"", ""FLAT_LINE_GIVING_WATER_DROP""]",,False,,,,,,,,,
2998367,2026-09-23,2026-09-24T00:00:00+08:00,2026-09-24T00:00:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260923_202716,2026-09-23T20:27:42.735793+08:00,2026-09-23T20:22:20+08:00,2026-09-23T20:22:20+08:00,0.09,3.538,3.628,False,True,923ee8111928b37c71d9,,prior-2026-09-23-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-23T20:27:42.735793+08:00"", ""home_team"": ""布雷加尼卡"", ""away_team"": ""FK斯科普里"", ""competition"": ""北马其甲"", ""home_handicap_signed"": 0.75, ""away_handicap_signed"": -0.75, ""home_water_hk"": 0.65, ""away_water_hk"": 1.05, ""titan_home_handicap_signed"": 0.75, ""titan_away_handicap_signed"": -0.75, ""giving_team"": ""布雷加尼卡"", ""receiving_team"": ""FK斯科普里"", ""giving_water"": 0.65, ""receiving_water"": 1.05, ""side_identity"": ""Titan signed AH"", ""quote_at"": ""2026-09-23T20:22:20+08:00"", ""last_confirmed_at"": ""2026-09-23T20:22:20+08:00"", ""run_id"": ""RUN_20260923_202716""}",北马其甲,EVALUATED,C,,923ee8111928b37c71d9,真实示弱/阻下,FLAT_LINE_GIVING_WATER_DROP,receiving,FK斯科普里,1.05,0.75,布雷加尼卡,giving,0.65,FK斯科普里,receiving,0.75,1.05,"{""W"": 0.44166666666666665, ""HW"": 0.0, ""P"": 0.0, ""HL"": 0.25833333333333336, ""L"": 0.3}",0.034583333333333355,-0.09963003450695801,-0.07154846956576305,0.035619217153946225,0.14332800890943811,0.17247004326530285,0.6666,"{""team"": ""布雷加尼卡"", ""water"": 0.65, ""EV_mean"": -0.1627083333333333, ""EV_p10"": -0.2502744264781962, ""P_EV_gt_0"": 0.0078, ""status"": ""DIAGNOSTIC_ONLY""}","{""team"": ""FK斯科普里"", ""water"": 1.05, ""EV_mean"": 0.034583333333333355, ""EV_p10"": -0.07077983133659788, ""P_EV_gt_0"": 0.6468, ""status"": ""DIAGNOSTIC_ONLY""}",V4_DIRECTION_FIXED_R1,"[""BUCKET_0.75"", ""SIDE_IDENTITY_VALID"", ""FLAT_LINE_GIVING_WATER_DROP""]",,False,,,,,,,,,
2942630,2026-09-23,2026-09-24T00:00:00+08:00,2026-09-24T00:00:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260923_202716,2026-09-23T20:27:42.735793+08:00,2026-09-23T20:22:20+08:00,2026-09-23T20:22:20+08:00,0.09,3.538,3.628,False,True,2dfc4dc8815199e1c1e3,,prior-2026-09-23-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-23T20:27:42.735793+08:00"", ""home_team"": ""伯明翰军团"", ""away_team"": ""布鲁克林"", ""competition"": ""美冠联"", ""home_handicap_signed"": 0.75, ""away_handicap_signed"": -0.75, ""home_water_hk"": 0.8, ""away_water_hk"": 1.08, ""titan_home_handicap_signed"": 0.75, ""titan_away_handicap_signed"": -0.75, ""giving_team"": ""伯明翰军团"", ""receiving_team"": ""布鲁克林"", ""giving_water"": 0.8, ""receiving_water"": 1.08, ""side_identity"": ""Titan signed AH"", ""quote_at"": ""2026-09-23T20:22:20+08:00"", ""last_confirmed_at"": ""2026-09-23T20:22:20+08:00"", ""run_id"": ""RUN_20260923_202716""}",美冠联,EVALUATED,C,,2dfc4dc8815199e1c1e3,真实示弱/阻下,FLAT_LINE_GIVING_WATER_DROP,receiving,布鲁克林,1.08,0.75,伯明翰军团,giving,0.8,布鲁克林,receiving,0.75,1.08,"{""W"": 0.44166666666666665, ""HW"": 0.0, ""P"": 0.0, ""HL"": 0.25833333333333336, ""L"": 0.3}",0.04783333333333334,-0.08805883306151963,-0.06000421464325911,0.0477981996622554,0.156531122082594,0.1869244715822478,0.7148,"{""team"": ""伯明翰军团"", ""water"": 0.8, ""EV_mean"": -0.09833333333333333, ""EV_p10"": -0.1949106949233163, ""P_EV_gt_0"": 0.0864, ""status"": ""DIAGNOSTIC_ONLY""}","{""team"": ""布鲁克林"", ""water"": 1.08, ""EV_mean"": 0.04783333333333334, ""EV_p10"": -0.05971467667701058, ""P_EV_gt_0"": 0.7132, ""status"": ""DIAGNOSTIC_ONLY""}",V4_DIRECTION_FIXED_R1,"[""BUCKET_0.75"", ""SIDE_IDENTITY_VALID"", ""FLAT_LINE_GIVING_WATER_DROP""]",,False,,,,,,,,,
3092352,2026-09-23,2026-09-24T00:45:00+08:00,2026-09-24T00:45:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260923_073949,2026-09-23T07:41:06.639593+08:00,2026-09-23T07:39:50+08:00,2026-09-23T07:39:50+08:00,0.021,17.065,17.086,False,True,,,prior-2026-09-23-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-23T07:41:06.639593+08:00"", ""home_team"": ""旧海弗莱鲁汶女足"", ""away_team"": ""AS罗马女足"", ""competition"": ""欧女杯"", ""home_handicap_signed"": -0.5, ""away_handicap_signed"": 0.5, ""home_water_hk"": 1.05, ""away_water_hk"": 0.65, ""titan_home_handicap_signed"": -0.5, ""titan_away_handicap_signed"": 0.5, ""giving_team"": ""AS罗马女足"", ""receiving_team"": ""旧海弗莱鲁汶女足"", ""giving_water"": 0.65, ""receiving_water"": 1.05, ""side_identity"": ""Titan signed AH"", ""quote_at"": ""2026-09-23T07:39:50+08:00"", ""last_confirmed_at"": ""2026-09-23T07:39:50+08:00"", ""run_id"": ""RUN_20260923_073949""}",欧女杯,EVALUATED,C,,c26580bb14d1c22a126a,真实示弱/阻下,FLAT_LINE_GIVING_WATER_DROP,receiving,旧海弗莱鲁汶女足,1.05,0.5,AS罗马女足,giving,0.65,旧海弗莱鲁汶女足,receiving,0.5,1.05,"{""W"": 0.5028571428571429, ""HW"": 0.0, ""P"": 0.0, ""HL"": 0.0, ""L"": 0.49714285714285716}",0.03085714285714286,-0.0938166559361987,-0.06694060151463177,0.03185112695595327,0.13015013712183038,0.15998813040059934,0.6588,"{""team"": ""AS罗马女足"", ""water"": 0.65, ""EV_mean"": -0.17971428571428572, ""EV_p10"": -0.26094239916114714, ""P_EV_gt_0"": 0.0016, ""status"": ""DIAGNOSTIC_ONLY""}","{""team"": ""旧海弗莱鲁汶女足"", ""water"": 1.05, ""EV_mean"": 0.03085714285714286, ""EV_p10"": -0.06645900733002508, ""P_EV_gt_0"": 0.6652, ""status"": ""DIAGNOSTIC_ONLY""}",V4_DIRECTION_FIXED_R1,"[""BUCKET_0.50"", ""SIDE_IDENTITY_VALID"", ""FLAT_LINE_GIVING_WATER_DROP""]",True,False,,,,,,,,,
3092353,2026-09-23,2026-09-24T00:45:00+08:00,2026-09-24T00:45:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260923_073949,2026-09-23T07:41:06.639593+08:00,2026-09-23T07:39:50+08:00,2026-09-23T07:39:50+08:00,0.021,17.065,17.086,False,True,,,prior-2026-09-23-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-23T07:41:06.639593+08:00"", ""home_team"": ""塞尔维特女足"", ""away_team"": ""里昂女足"", ""competition"": ""欧女杯"", ""home_handicap_signed"": -4.25, ""away_handicap_signed"": 4.25, ""home_water_hk"": 1.0, ""away_water_hk"": 0.7, ""titan_home_handicap_signed"": -4.25, ""titan_away_handicap_signed"": 4.25, ""giving_team"": ""里昂女足"", ""receiving_team"": ""塞尔维特女足"", ""giving_water"": 0.7, ""receiving_water"": 1.0, ""side_identity"": ""Titan signed AH"", ""quote_at"": ""2026-09-23T07:39:50+08:00"", ""last_confirmed_at"": ""2026-09-23T07:39:50+08:00"", ""run_id"": ""RUN_20260923_073949""}",欧女杯,EVALUATED,C,,50ab3aa6bf7e0184598d,真实示弱/阻下,FLAT_LINE_GIVING_WATER_DROP,receiving,塞尔维特女足,1.0,4.25,里昂女足,giving,0.7,塞尔维特女足,receiving,4.25,1.0,"{""W"": 0.40854472630173566, ""HW"": 0.13885180240320427, ""P"": 0.0, ""HL"": 0.0, ""L"": 0.45260347129506007}",0.02536715620827773,-0.029902790632337473,-0.018859625314204376,0.025080253952969422,0.06913714210901722,0.08046888318717416,0.7678,"{""team"": ""里昂女足"", ""water"": 0.7, ""EV_mean"": -0.16114819759679577, ""EV_p10"": -0.19937459747898437, ""P_EV_gt_0"": 0.0, ""status"": ""DIAGNOSTIC_ONLY""}","{""team"": ""塞尔维特女足"", ""water"": 1.0, ""EV_mean"": 0.02536715620827773, ""EV_p10"": -0.019494321435630013, ""P_EV_gt_0"": 0.7614, ""status"": ""DIAGNOSTIC_ONLY""}",V4_DIRECTION_FIXED_R1,"[""BUCKET_GLOBAL"", ""SIDE_IDENTITY_VALID"", ""FLAT_LINE_GIVING_WATER_DROP""]",True,False,,,,,,,,,
