version,match_id,change_state,changed_fields,old_action,new_action,old_team,new_team,old_side,new_side,old_line,new_line,old_water,new_water,old_grade,new_grade,old_ev_mean,new_ev_mean,change_reason
V3,2908803,NEW,"action,team,side,line,water",,不投,,无，不投,,upper,,平手/半球,,0,,,,,action;team;side;line;water
V3,2908804,NEW,"action,team,side,line,water",,不投,,CF蒙特利尔（下盘）,,lower,,平手,,1.06,,,,,action;team;side;line;water
V3,2908805,NEW,"action,team,line,water",,不投,,无，不投,,,,平手/半球,,0,,,,,action;team;line;water
V3,2908806,NEW,"action,team,side,line,water",,不投,,无，不投,,upper,,半球,,0.92,,,,,action;team;side;line;water
V3,2908807,NEW,"action,team,line,water",,不投,,无，不投,,,,一球/球半,,0,,,,,action;team;line;water
V3,2908808,NEW,"action,team,side,line,water",,不投,,圣地亚哥（下盘）,,lower,,平手,,1.04,,,,,action;team;side;line;water
V3,2908809,NEW,"action,team,side,line,water",,不投,,无，不投,,upper,,平手/半球,,0.99,,,,,action;team;side;line;water
V3,2908810,NEW,"action,team,line,water",,不投,,无，不投,,,,一球,,0,,,,,action;team;line;water
V3,2908811,NEW,"action,team,line,water",,不投,,无，不投,,,,一球/球半,,0,,,,,action;team;line;water
V3,2908812,NEW,"action,team,line,water",,不投,,无，不投,,,,平手/半球,,0,,,,,action;team;line;water
V3,2908813,NEW,"action,team,side,line,water",,可投,,皇家盐湖城（上盘）,,upper,,平手,,0.98,,,,,action;team;side;line;water
V3,2913352,NEW,"action,team,line,water",,不投,,无，不投,,,,一球,,0,,,,,action;team;line;water
V3,2913353,NEW,"action,team,side,line,water",,可投,,桑韦肯（反向=上盘）,,upper,,平手,,0.82,,,,,action;team;side;line;water
V3,2913354,NEW,"action,team,side,line,water",,不投,,扑斯（反向=下盘）,,lower,,球半,,0.76,,,,,action;team;side;line;water
V3,2913356,NEW,"action,team,side,line,water",,不投,,莫达伦（反向=上盘）,,upper,,一球/球半,,0.78,,,,,action;team;side;line;water
V3,2913534,NEW,"action,team,side,line,water",,不投,,拉纳（反向=下盘）,,lower,,平手/半球,,0.83,,,,,action;team;side;line;water
V3,2913535,NEW,"action,team,side,line,water",,不投,,弗洛（反向=下盘）,,lower,,两球,,0.83,,,,,action;team;side;line;water
V3,2913538,NEW,"action,team,water",,不投,,无，不投,,,,,,0,,,,,action;team;water
V3,2916699,NEW,"action,team,side,line,water",,不投,,全男孩竞技（反向=上盘）,,upper,,平手,,0.74,,,,,action;team;side;line;water
V3,2916701,NEW,"action,team,water",,不投,,无，不投,,,,,,0,,,,,action;team;water
V3,2916703,NEW,"action,team,side,line,water",,不投,,卡塞罗斯学生队（反向=上盘）,,upper,,半球,,0.81,,,,,action;team;side;line;water
V3,2916705,NEW,"action,team,side,line,water",,不投,,博利瓦尔（上盘）,,upper,,平手/半球,,0.98,,,,,action;team;side;line;water
V3,2916708,NEW,"action,team,side,line,water",,不投,,玛德恩（上盘）,,upper,,半球/一球,,0.94,,,,,action;team;side;line;water
V3,2916715,NEW,"action,team,side,line,water",,不投,,基尔梅斯（反向=上盘）,,upper,,一球,,0.75,,,,,action;team;side;line;water
V3,2934816,NEW,"action,team,side,line,water",,不投,,梅洛小阿根廷（反向=上盘）,,upper,,平手,,0.84,,,,,action;team;side;line;water
V3,2934818,NEW,"action,team,side,line,water",,不投,,萨兰迪兵工厂（反向=上盘）,,upper,,一球,,0.81,,,,,action;team;side;line;water
V3,2934819,NEW,"action,team,side,line,water",,不投,,卡米尼罗斯（反向=上盘）,,upper,,平手,,0.81,,,,,action;team;side;line;water
V3,2934820,NEW,"action,team,side,line,water",,不投,,阿梅尼奥（上盘）,,upper,,半球/一球,,0.97,,,,,action;team;side;line;water
V3,2934824,NEW,"action,team,side,line,water",,不投,,意大利亚诺（反向=上盘）,,upper,,平手,,0.81,,,,,action;team;side;line;water
V3,2934825,NEW,"action,team,side,line,water",,不投,,埃斯卡拉达（上盘）,,upper,,一球,,0.95,,,,,action;team;side;line;water
V3,2940200,NEW,"action,team,side,line,water",,不投,,戈伊亚斯（上盘）,,upper,,平手,,0.83,,,,,action;team;side;line;water
V3,2940201,NEW,"action,team,side,line,water",,不投,,无，不投,,upper,,平手/半球,,0,,,,,action;team;side;line;water
V3,2940203,NEW,"action,team,line,water",,不投,,无，不投,,,,平手/半球,,0,,,,,action;team;line;water
V3,2942634,NEW,"action,team,side,line,water",,可投,,罗德岛（下盘）,,lower,,平手/半球,,1.04,,,,,action;team;side;line;water
V3,2942635,NEW,"action,team,side,line,water",,可投,,科罗拉多跃泉（下盘）,,lower,,平手/半球,,0.99,,,,,action;team;side;line;water
V3,2942636,NEW,"action,team,line,water",,不投,,无，不投,,,,半球/一球,,0,,,,,action;team;line;water
V3,2942637,NEW,"action,team,line,water",,不投,,无，不投,,,,平手/半球,,0,,,,,action;team;line;water
V3,2942638,NEW,"action,team,side,line,water",,不投,,新墨西哥联（反向=下盘）,,lower,,平手/半球,,0.83,,,,,action;team;side;line;water
V3,2942639,NEW,"action,team,side,line,water",,不投,,无，不投,,upper,,平手/半球,,0,,,,,action;team;side;line;water
V3,2942640,NEW,"action,team,side,line,water",,不投,,无，不投,,upper,,平手/半球,,0,,,,,action;team;side;line;water
V3,2942641,NEW,"action,team,side,line,water",,可投,,圣安东尼奥（下盘）,,lower,,平手/半球,,1.02,,,,,action;team;side;line;water
