match_id,list_date,kickoff,kickoff_at,model_id,model_version,side_mapping_version,run_id,decision_at,quote_at,last_confirmed_at,quote_age_at_decision,hours_from_decision_to_kickoff,hours_from_last_refresh_to_kickoff,is_morning_baseline,is_latest_valid_prematch,parent_decision_id,monitoring_bucket,prior_snapshot_id,market,competition,analysis_status,grade,rank,decision_id,normalized_intent,intent_source,candidate_side,candidate_team,candidate_water,candidate_handicap,reverse_team,reverse_side,reverse_water,selected_team,selected_side,selected_handicap_signed,selected_water_hk,probabilities,ev_mean,ev_p05,ev_p10,ev_p50,ev_p90,ev_p95,p_ev_positive,diagnostic_giving,diagnostic_receiving,direction_rule_version,reason_codes,real_money,frozen_selection_lock
3095117,2026-09-25,2026-09-25T15:30:00+08:00,2026-09-25T15:30:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260925_113223,2026-09-25T11:34:53.768266+08:00,2026-09-25T11:32:23+08:00,2026-09-25T11:32:23+08:00,0.042,3.918,3.96,False,False,bd634819c63722b608fe,,prior-2026-09-25-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-25T11:34:53.768266+08:00"", ""home_team"": ""南通支云U21"", ""away_team"": ""青岛红狮U21"", ""competition"": ""中U21"", ""home_handicap_signed"": null, ""away_handicap_signed"": null, ""home_water_hk"": null, ""away_water_hk"": null, ""quote_at"": ""2026-09-25T11:32:23+08:00"", ""last_confirmed_at"": ""2026-09-25T11:32:23+08:00"", ""run_id"": ""RUN_20260925_113223""}",中U21,MISSING_DATA,,,a831cbab8fd44ab19013,,,,,,,,,,,,,,,,,,,,,,,,,"[""REQUIRED_MARKET_INPUT_MISSING""]",False,
3095118,2026-09-25,2026-09-25T15:30:00+08:00,2026-09-25T15:30:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260925_113223,2026-09-25T11:34:53.768266+08:00,2026-09-25T11:32:23+08:00,2026-09-25T11:32:23+08:00,0.042,3.918,3.96,False,False,2ec6737fe708d2d8b520,,prior-2026-09-25-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-25T11:34:53.768266+08:00"", ""home_team"": ""温州茵才U21"", ""away_team"": ""石家庄功夫U21"", ""competition"": ""中U21"", ""home_handicap_signed"": null, ""away_handicap_signed"": null, ""home_water_hk"": null, ""away_water_hk"": null, ""quote_at"": ""2026-09-25T11:32:23+08:00"", ""last_confirmed_at"": ""2026-09-25T11:32:23+08:00"", ""run_id"": ""RUN_20260925_113223""}",中U21,MISSING_DATA,,,372f302b261471c3f9b5,,,,,,,,,,,,,,,,,,,,,,,,,"[""REQUIRED_MARKET_INPUT_MISSING""]",False,
3089934,2026-09-25,2026-09-25T15:30:00+08:00,2026-09-25T15:30:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260925_113223,2026-09-25T11:34:53.768266+08:00,2026-09-25T11:32:23+08:00,2026-09-25T11:32:23+08:00,0.042,3.918,3.96,False,False,c770cd8855bda4d85d0a,,prior-2026-09-25-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-25T11:34:53.768266+08:00"", ""home_team"": ""巫山红叶队"", ""away_team"": ""石柱红队"", ""competition"": ""渝超"", ""home_handicap_signed"": null, ""away_handicap_signed"": null, ""home_water_hk"": null, ""away_water_hk"": null, ""quote_at"": ""2026-09-25T11:32:23+08:00"", ""last_confirmed_at"": ""2026-09-25T11:32:23+08:00"", ""run_id"": ""RUN_20260925_113223""}",渝超,MISSING_DATA,,,07f1acf34235deecc60f,,,,,,,,,,,,,,,,,,,,,,,,,"[""REQUIRED_MARKET_INPUT_MISSING""]",False,
3094893,2026-09-25,2026-09-25T16:00:00+08:00,2026-09-25T16:00:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260925_113223,2026-09-25T11:34:53.768266+08:00,2026-09-25T11:32:23+08:00,2026-09-25T11:32:23+08:00,0.042,4.418,4.46,False,False,d72786798406959ac61d,,prior-2026-09-25-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-25T11:34:53.768266+08:00"", ""home_team"": ""SC班加罗尔"", ""away_team"": ""科技FF"", ""competition"": ""印班超"", ""home_handicap_signed"": null, ""away_handicap_signed"": null, ""home_water_hk"": null, ""away_water_hk"": null, ""quote_at"": ""2026-09-25T11:32:23+08:00"", ""last_confirmed_at"": ""2026-09-25T11:32:23+08:00"", ""run_id"": ""RUN_20260925_113223""}",印班超,MISSING_DATA,,,915c794af0d7bb5574e3,,,,,,,,,,,,,,,,,,,,,,,,,"[""REQUIRED_MARKET_INPUT_MISSING""]",False,
3094108,2026-09-25,2026-09-25T16:00:00+08:00,2026-09-25T16:00:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260925_113223,2026-09-25T11:34:53.768266+08:00,2026-09-25T11:32:23+08:00,2026-09-25T11:32:23+08:00,0.042,4.418,4.46,False,False,b101ac6464f2ff89d483,,prior-2026-09-25-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-25T11:34:53.768266+08:00"", ""home_team"": ""芬兰U17"", ""away_team"": ""法国U17"", ""competition"": ""国际友谊"", ""home_handicap_signed"": null, ""away_handicap_signed"": null, ""home_water_hk"": null, ""away_water_hk"": null, ""quote_at"": ""2026-09-25T11:32:23+08:00"", ""last_confirmed_at"": ""2026-09-25T11:32:23+08:00"", ""run_id"": ""RUN_20260925_113223""}",国际友谊,MISSING_DATA,,,702eb3bfafe43aaa5d6b,,,,,,,,,,,,,,,,,,,,,,,,,"[""REQUIRED_MARKET_INPUT_MISSING""]",False,
3093039,2026-09-25,2026-09-25T16:45:00+08:00,2026-09-25T16:45:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260925_113223,2026-09-25T11:34:53.768266+08:00,2026-09-25T11:32:23+08:00,2026-09-25T11:32:23+08:00,0.042,5.168,5.21,False,False,1d95ddcacf6cac60c2e8,,prior-2026-09-25-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-25T11:34:53.768266+08:00"", ""home_team"": ""武装部队"", ""away_team"": ""本加山"", ""competition"": ""马来A1联"", ""home_handicap_signed"": null, ""away_handicap_signed"": null, ""home_water_hk"": null, ""away_water_hk"": null, ""quote_at"": ""2026-09-25T11:32:23+08:00"", ""last_confirmed_at"": ""2026-09-25T11:32:23+08:00"", ""run_id"": ""RUN_20260925_113223""}",马来A1联,MISSING_DATA,,,f68e685e87ab944b4c93,,,,,,,,,,,,,,,,,,,,,,,,,"[""REQUIRED_MARKET_INPUT_MISSING""]",False,
3095144,2026-09-25,2026-09-25T17:00:00+08:00,2026-09-25T17:00:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260925_113223,2026-09-25T11:34:53.768266+08:00,2026-09-25T11:32:23+08:00,2026-09-25T11:32:23+08:00,0.042,5.418,5.46,False,False,73336f83a17702ce67e5,,prior-2026-09-25-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-25T11:34:53.768266+08:00"", ""home_team"": ""欧克莱卡诺"", ""away_team"": ""墨尔本城"", ""competition"": ""球会友谊"", ""home_handicap_signed"": null, ""away_handicap_signed"": null, ""home_water_hk"": null, ""away_water_hk"": null, ""quote_at"": ""2026-09-25T11:32:23+08:00"", ""last_confirmed_at"": ""2026-09-25T11:32:23+08:00"", ""run_id"": ""RUN_20260925_113223""}",球会友谊,MISSING_DATA,,,3ec82e9cacbbce397151,,,,,,,,,,,,,,,,,,,,,,,,,"[""REQUIRED_MARKET_INPUT_MISSING""]",False,
3091799,2026-09-25,2026-09-25T17:00:00+08:00,2026-09-25T17:00:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260925_113223,2026-09-25T11:34:53.768266+08:00,2026-09-25T11:32:23+08:00,2026-09-25T11:32:23+08:00,0.042,5.418,5.46,False,False,192b5e2675790b7664d8,,prior-2026-09-25-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-25T11:34:53.768266+08:00"", ""home_team"": ""法基拉普尔年轻人"", ""away_team"": ""穆罕默德SC"", ""competition"": ""孟加拉联"", ""home_handicap_signed"": null, ""away_handicap_signed"": null, ""home_water_hk"": null, ""away_water_hk"": null, ""quote_at"": ""2026-09-25T11:32:23+08:00"", ""last_confirmed_at"": ""2026-09-25T11:32:23+08:00"", ""run_id"": ""RUN_20260925_113223""}",孟加拉联,MISSING_DATA,,,cd448fff20fc5086b7e2,,,,,,,,,,,,,,,,,,,,,,,,,"[""REQUIRED_MARKET_INPUT_MISSING""]",False,
3093030,2026-09-25,2026-09-25T17:00:00+08:00,2026-09-25T17:00:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260925_113223,2026-09-25T11:34:53.768266+08:00,2026-09-25T11:32:23+08:00,2026-09-25T11:32:23+08:00,0.042,5.418,5.46,False,False,a1943a9181b41f61d9b5,,prior-2026-09-25-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-25T11:34:53.768266+08:00"", ""home_team"": ""波兰U17"", ""away_team"": ""捷克U17"", ""competition"": ""国际友谊"", ""home_handicap_signed"": null, ""away_handicap_signed"": null, ""home_water_hk"": null, ""away_water_hk"": null, ""quote_at"": ""2026-09-25T11:32:23+08:00"", ""last_confirmed_at"": ""2026-09-25T11:32:23+08:00"", ""run_id"": ""RUN_20260925_113223""}",国际友谊,MISSING_DATA,,,ff2947aaa24d78e29185,,,,,,,,,,,,,,,,,,,,,,,,,"[""REQUIRED_MARKET_INPUT_MISSING""]",False,
3093031,2026-09-25,2026-09-25T17:00:00+08:00,2026-09-25T17:00:00+08:00,v4-market-dirichlet-20260913,V4_DIRECTION_FIXED_R1,V4_DIRECTION_FIXED_R1,RUN_20260925_113223,2026-09-25T11:34:53.768266+08:00,2026-09-25T11:32:23+08:00,2026-09-25T11:32:23+08:00,0.042,5.418,5.46,False,False,ebe5f909567cf0b8917b,,prior-2026-09-25-v1,"{""snapshot_id"": ""snapshot"", ""source"": ""LEGACY_RAW_FIELD_EXPORT"", ""observed_at"": ""2026-09-25T11:34:53.768266+08:00"", ""home_team"": ""瑞典U17"", ""away_team"": ""威尔士U17"", ""competition"": ""国际友谊"", ""home_handicap_signed"": null, ""away_handicap_signed"": null, ""home_water_hk"": null, ""away_water_hk"": null, ""quote_at"": ""2026-09-25T11:32:23+08:00"", ""last_confirmed_at"": ""2026-09-25T11:32:23+08:00"", ""run_id"": ""RUN_20260925_113223""}",国际友谊,MISSING_DATA,,,c5750ef589cf446875be,,,,,,,,,,,,,,,,,,,,,,,,,"[""REQUIRED_MARKET_INPUT_MISSING""]",False,
