version,match_id,list_date,competition,match,selected_team,selected_side,line,water,grade,score,result_state,result,pnl_1u,result_source,settlement_status,decision_id,run_id,model_id,quote_at,last_confirmed_at,kickoff_at,hours_from_last_refresh_to_kickoff,is_morning_baseline,is_latest_valid_prematch,real_money
V4_SHADOW,3049664,2026-09-18,亚运男足,菲律宾U23(中) vs 越南U23,菲律宾U23(中),receiving,1.75,0.87,N,0-2,-1,HL,-0.5,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260919\20260919_083825_titan007_odds_snapshot.csv,SETTLED,9f818cd9f26a80319a75,RUN_20260918_074935,v4-market-dirichlet-20260913,2026-09-18T07:49:35+08:00,2026-09-18T07:49:35+08:00,2026-09-18T14:30:00+08:00,6.674,False,True,False
V4_SHADOW,3089766,2026-09-18,首相杯,斐济 vs 所罗门群岛,,neutral,,,,3-3,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260919\20260919_083825_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,452cd365e171ee375283,RUN_20260918_074935,v4-market-dirichlet-20260913,2026-09-18T07:49:35+08:00,2026-09-18T07:49:35+08:00,2026-09-18T15:00:00+08:00,7.174,False,False,False
V4_SHADOW,3087668,2026-09-18,中乙降A,长春喜都 vs 广东铭途,,,,,,0-0,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260919\20260919_083825_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,e97f8a7772de7190b4af,RUN_20260918_074935,v4-market-dirichlet-20260913,2026-09-18T07:49:35+08:00,2026-09-18T07:49:35+08:00,2026-09-18T16:00:00+08:00,8.174,False,False,False
V4_SHADOW,3087669,2026-09-18,中乙降A,兰州陇原竞技 vs 温州职业,,,,,,2-0,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260919\20260919_083825_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,49246cbbc73528e94eb2,RUN_20260918_074935,v4-market-dirichlet-20260913,2026-09-18T07:49:35+08:00,2026-09-18T07:49:35+08:00,2026-09-18T16:00:00+08:00,8.174,False,False,False
V4_SHADOW,3092107,2026-09-18,以丙,MS内塔尼亚 vs 佐菲海法,,,,,,1-5,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260919\20260919_083825_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,77804e267e7c8ff1c790,RUN_20260918_155805,v4-market-dirichlet-20260913,2026-09-18T15:58:06+08:00,2026-09-18T15:58:06+08:00,2026-09-18T16:00:00+08:00,0.032,False,False,False
V4_SHADOW,3092021,2026-09-18,印班超,皇家班加鲁鲁 vs 班加鲁鲁B队,,,,,,0-4,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260919\20260919_083825_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,df0e0723e98babdd122c,RUN_20260918_074935,v4-market-dirichlet-20260913,2026-09-18T07:49:35+08:00,2026-09-18T07:49:35+08:00,2026-09-18T16:00:00+08:00,8.174,False,False,False
V4_SHADOW,2952586,2026-09-18,俄青联,乌拉尔青年队 vs 马哈奇卡拉青年队,,,,,,0-1,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260919\20260919_083825_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,d0cb287f6668e732d0c5,RUN_20260918_074935,v4-market-dirichlet-20260913,2026-09-18T07:49:35+08:00,2026-09-18T07:49:35+08:00,2026-09-18T16:00:00+08:00,8.174,False,False,False
V4_SHADOW,3062840,2026-09-18,印尼超,马兰 vs 佩斯克,马兰,giving,-0.5,0.89,N,1-1,-1,L,-1.0,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260919\20260919_083825_titan007_odds_snapshot.csv,SETTLED,5d3ff3e3d66fd0b1e789,RUN_20260918_155805,v4-market-dirichlet-20260913,2026-09-18T15:58:06+08:00,2026-09-18T15:58:06+08:00,2026-09-18T16:30:00+08:00,0.532,False,True,False
V4_SHADOW,3086170,2026-09-18,印尼甲,查亚普拉 vs 北干巴鲁龙卷风,查亚普拉,giving,-0.25,0.88,N,0-0,-1,HL,-0.5,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260919\20260919_083825_titan007_odds_snapshot.csv,SETTLED,9d9c2aa5c2778c7bd235,RUN_20260918_155805,v4-market-dirichlet-20260913,2026-09-18T15:58:06+08:00,2026-09-18T15:58:06+08:00,2026-09-18T16:30:00+08:00,0.532,False,True,False
V4_SHADOW,3092150,2026-09-18,泰乙东北,苏拉纳里黑猫 vs 乌邦克鲁亚纳帕特,,,,,,0-0,-1,,,D:\codex\v3_legacy\outputs\football_odds_trader\raw\titan007\20260919\20260919_083825_titan007_odds_snapshot.csv,MISSING_V4_SIDE_LINE_WATER_OR_TEAM,78149c613f64d11ad878,RUN_20260918_155805,v4-market-dirichlet-20260913,2026-09-18T15:58:06+08:00,2026-09-18T15:58:06+08:00,2026-09-18T16:30:00+08:00,0.532,False,False,False
