统计日期,数据源,日期,开赛时间,比赛ID,赛事,比赛,比赛分类,微观板块,国家,赛事层级,盘口,水位分层,倾向意图,阻诱目标侧,理论资金主队占比,理论资金客队占比,实际资金主队占比,实际资金客队占比,资金偏离主队,资金偏离客队,资金过热侧,过热阈值,理论占比依据,实际资金流向,目标侧水位甜头,意图成败,资金流修正方向,资金流修正球队,资金流来源,资金流时间戳,动作,选择方向,投注盘向,投注球队,选中水位,综合胜率,盈亏平衡胜率,通过阈值,同档样本,同档选中胜率,风控状态,仓位系数,下注金额,已结算,结算标签,实际盈亏Unit,实际盈亏金额,赛果,比分来源,即时亚盘,盘口线,上盘方,候选映射方向,反向方向,候选依据,原模拟ID,记录口径
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-30,2026-8-31 02:30,2916631,阿乙,卡塞罗斯学生队 vs 费罗卡利,,南美系列,阿根廷,未知分类,平手,0.81-0.90,诱上/阻下,,,,,,,,,,,,,,,,,,反向,,平手/待核,卡塞罗斯学生队,0.83,0.569,,0.566448087431694,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.76/0.0/1.0 → 即 0.83/0.0/0.99,-0.0,,,,,20260830-TITAN-2916631-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-30,2026-8-31 02:45,2993767,意甲,卡利亚里 vs 国际米兰,,欧洲五大系列,意大利,未知分类,一球/球半,0.91-1.00,真实示强/阻上,,,,,,,,,,,,,,,,,,反向,,下盘,卡利亚里,0.94,0.536,,0.5354639175257733,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 1.06/-1.0/0.82 → 即 0.94/-1.25/0.95,1.25,,,,,20260830-TITAN-2993767-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-30,2026-8-31 02:45,2993770,意甲,拉齐奥 vs 热那亚,,欧洲五大系列,意大利,未知分类,平手/半球,0.81-0.90,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,拉齐奥,0.85,0.591,,0.5605405405405405,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.9/0.5/0.98 → 即 0.85/0.25/1.04,-0.25,,,,,20260830-TITAN-2993770-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-30,2026-8-31 03:00,2910871,巴西甲,弗拉门戈 vs 博塔弗戈,,南美系列,巴西,未知分类,一球/球半,1.01-1.10,阻下/下盘保护,,,,,,,,,,,,,,,,,,正向,,下盘,博塔弗戈,1.04,0.578,,0.5101960784313725,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.95/1.25/0.93 → 即 0.85/1.25/1.04,1.25,,,,,20260830-TITAN-2910871-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-30,2026-8-31 03:00,2910870,巴西甲,科林蒂安 vs 桑托斯,,南美系列,巴西,未知分类,半球,1.01-1.10,阻下/下盘保护,,,,,,,,,,,,,,,,,,正向,,下盘,桑托斯,1.02,0.578,,0.5150495049504951,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.82/0.5/1.06 → 即 0.87/0.5/1.02,0.5,,,,,20260830-TITAN-2910870-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-30,2026-8-31 04:30,2908730,美职业,哥伦布机员 vs 新英格兰革命,,北美系列,美国,未知分类,平手/半球,0.81-0.90,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,哥伦布机员,0.83,0.583,,0.566448087431694,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.96/0.5/0.92 → 即 0.83/0.25/1.06,-0.25,,,,,20260830-TITAN-2908730-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-30,2026-8-31 05:10,3011833,哥伦甲秋,麦德林独立 vs 拉尼洛斯,,南美系列,哥伦比亚,未知分类,一球,0.91-1.00,真实示强/阻上,,,,,,,,,,,,,,,,,,正向,,上盘,麦德林独立,0.94,0.539,,0.5354639175257733,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.79/0.75/1.03 → 即 0.94/1.0/0.92,-1.0,,,,,20260830-TITAN-3011833-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-30,2026-8-31 05:30,2921227,智利甲,科洛科洛 vs 奥达斯,,南美系列,智利,未知分类,一球/球半,1.01-1.10,阻上/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,科洛科洛,1.08,0.513,,0.5007692307692307,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.85/1.0/0.97 → 即 1.08/1.25/0.81,-1.25,,,,,20260830-TITAN-2921227-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-30,2026-8-31 06:15,2962601,阿甲,阿根廷独立 vs 甘拿斯亚门多萨,,南美系列,阿根廷,未知分类,半球/一球,0.81-0.90,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,阿根廷独立,0.85,0.584,,0.5605405405405405,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 1.08/1.0/0.8 → 即 0.85/0.75/1.04,-0.75,,,,,20260830-TITAN-2962601-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-30,2026-8-31 07:30,3061634,玻利杯,布鲁明 vs 奥利恩特,,南美系列,玻利维亚,杯赛,平手/半球,0.91-1.00,诱下/上盘降温,,,,,,,,,,,,,,,,,,正向,,上盘,布鲁明,0.96,0.547,,0.5302040816326531,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.96/0.25/0.8 → 即 0.96/0.25/0.8,-0.25,,,,,20260830-TITAN-3061634-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-31,2026-8-31 22:00,2953356,哈萨克超,叶利迈塞米 vs 阿拉木图凯拉特,,西亚/中亚系列,哈萨克斯坦,未知分类,平手,0.81-0.90,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,平手/待核,阿拉木图凯拉特,0.9,0.591,,0.5463157894736842,,,,,,否,待结算,,,0-2,原页面赛果留底,开 0.98/-0.25/0.78 → 即 0.96/0.0/0.9,0.0,,,,,20260831-TITAN-2953356-赛况更新-不新建赛前模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-31,2026-8-31 23:40,3072457,科威特联,苏拉比卡 vs 艾沙比KUW,,西亚/中亚系列,科威特,未知分类,平手,0.81-0.90,诱上/阻下,,,,,,,,,,,,,,,,,,反向,,平手/待核,苏拉比卡,0.84,0.568,,0.5634782608695653,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.77/0.0/1.05 → 即 0.84/0.0/1.0,-0.0,,,,,20260831-TITAN-3072457-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-31,2026-9-1 01:55,3067700,科威特联,卡达西亚SC vs 阿尔科威特,,西亚/中亚系列,科威特,未知分类,半球,1.01-1.10,阻上/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,阿尔科威特,1.05,0.52,,0.5078048780487805,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.98/-0.25/0.84 → 即 0.79/-0.5/1.05,-0.5,,,,,20260831-TITAN-3067700-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-31,2026-9-1 06:00,2916639,阿乙,洛斯安第斯 vs 阿卡苏索,,南美系列,阿根廷,未知分类,半球,0.91-1.00,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,洛斯安第斯,0.94,0.584,,0.5354639175257733,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.8/0.75/0.96 → 即 0.94/0.5/0.88,-0.5,,,,,20260831-TITAN-2916639-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-31,2026-9-1 07:00,2910874,巴西甲,瑞模贝雷 vs 科里蒂巴,,南美系列,巴西,未知分类,半球,1.01-1.10,阻上/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,瑞模贝雷,1.04,0.513,,0.5101960784313725,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.9/0.25/0.98 → 即 1.04/0.5/0.85,-0.5,,,,,20260831-TITAN-2910874-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-31,2026-9-1 08:00,3061636,玻利杯,皇家托马亚波 vs 石油独立,,南美系列,玻利维亚,杯赛,平手/半球,0.91-1.00,诱下/上盘降温,,,,,,,,,,,,,,,,,,正向,,上盘,皇家托马亚波,0.96,0.547,,0.5302040816326531,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.92/0.25/0.84 → 即 0.96/0.25/0.8,-0.25,,,,,20260831-TITAN-3061636-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-08-31,2026-9-1 08:15,2962606,阿甲,泰格雷 vs 巴拉卡斯中央队,,南美系列,阿根廷,未知分类,半球,1.01-1.10,阻下/下盘保护,,,,,,,,,,,,,,,,,,正向,,下盘,巴拉卡斯中央队,1.02,0.578,,0.5150495049504951,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.85/0.5/1.03 → 即 0.87/0.5/1.02,0.5,,,,,20260831-TITAN-2962606-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-01,2026-9-1 19:35,3040357,中协杯,北京国安 vs 兰州陇原竞技,,其他系列,中国,杯赛,两球/两球半,0.91-1.00,真实示强/阻上,,,,,,,,,,,,,,,,,,正向,,上盘,北京国安,0.99,0.527,,0.5225125628140703,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.73/2.0/0.97 → 即 0.99/2.25/0.77,-2.25,,,,,20260901-TITAN-3040357-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-01,2026-9-1 22:00,3061612,波兰杯,斯亚卡 vs 卢宾扎格勒比,,其他系列,波兰,杯赛,球半,0.81-0.90,诱上/阻下,,,,,,,,,,,,,,,,,,反向,,上盘,卢宾扎格勒比,0.82,0.575,,0.5694505494505495,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.94/-1.5/0.76 → 即 1.0/-1.5/0.82,-1.5,,,,,20260901-TITAN-3061612-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-01,2026-9-1 23:00,3072776,立陶杯,米尼捷 vs DFK戴拿瓦,,其他系列,未识别,杯赛,半球/一球,0.81-0.90,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,米尼捷,0.83,0.573,,0.566448087431694,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.9/1.0/0.86 → 即 0.83/0.75/0.99,-0.75,,,,,20260901-TITAN-3072776-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-01,2026-9-1 23:40,3072456,科威特联,卡斯马 vs Al沙希尔,,西亚/中亚系列,科威特,未知分类,一球,0.91-1.00,诱下/上盘降温,,,,,,,,,,,,,,,,,,正向,,上盘,卡斯马,0.95,0.534,,0.5328205128205129,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.77/1.0/0.99 → 即 0.95/1.0/0.81,-1.0,,,,,20260901-TITAN-3072456-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-01,2026-9-2 01:55,3067701,科威特联,阿尔塔达孟 vs 萨尔米亚,,西亚/中亚系列,科威特,未知分类,半球/一球,0.91-1.00,诱下/上盘降温,,,,,,,,,,,,,,,,,,正向,,上盘,萨尔米亚,0.95,0.534,,0.5328205128205129,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.91/-0.75/0.85 → 即 0.81/-0.75/0.95,-0.75,,,,,20260901-TITAN-3067701-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-01,2026-9-2 02:00,3072219,乌拉杯,科尔隆 vs 芬斯,,南美系列,乌拉圭,杯赛,平手,0.91-1.00,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,平手/待核,芬斯,0.92,0.584,,0.5408333333333334,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.73/-0.25/0.97 → 即 0.78/0.0/0.92,0.0,,,,,20260901-TITAN-3072219-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-01,2026-9-2 02:45,3008191,英冠,普雷斯顿 vs 布里斯托城,,欧洲五大系列,英格兰,未知分类,平手,0.71-0.80,阻上/降温保护,,,,,,,,,,,,,,,,,,反向,,平手/待核,布里斯托城,0.79,0.6429,,0.578659217877095,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.87/0.0/1.01 → 即 1.09/0.0/0.79,0.0,,,,,20260901-TITAN-3008191-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-01,2026-9-2 02:45,3008194,英冠,西汉姆联 vs 狼队,,欧洲五大系列,英格兰,未知分类,平手/半球,1.01-1.10,降温保护/诱下,,,,,,,,,,,,,,,,,,反向,,下盘,狼队,1.08,0.5556,,0.5007692307692307,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 1.0/0.5/0.88 → 即 0.8/0.25/1.08,0.25,,,,,20260901-TITAN-3008194-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-01,2026-9-2 02:45,3008192,英冠,谢菲尔德联队 vs 博尔顿,,欧洲五大系列,英格兰,未知分类,半球/一球,0.71-0.80,诱上/阻下,,,,,,,,,,,,,,,,,,反向,,上盘,谢菲尔德联队,0.79,0.6429,,0.578659217877095,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.89/0.75/0.99 → 即 0.79/0.75/1.09,-0.75,,,,,20260901-TITAN-3008192-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-01,2026-9-2 03:00,3074163,巴拉甲秋,鲁毕奥 vs 圣罗伦素体育会,,南美系列,未识别,未知分类,半球/一球,0.91-1.00,诱下/上盘降温,,,,,,,,,,,,,,,,,,正向,,上盘,鲁毕奥,0.98,0.547,,0.5250505050505051,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.96/0.75/0.86 → 即 0.98/0.75/0.84,-0.75,,,,,20260901-TITAN-3074163-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-01,2026-9-2 03:00,3008193,英冠,斯托克城 vs 诺维奇,,欧洲五大系列,英格兰,未知分类,平手/半球,0.81-0.90,阻下/下盘保护,,,,,,,,,,,,,,,,,,反向,,上盘,诺维奇,0.85,0.625,,0.5605405405405405,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.85/-0.25/1.03 → 即 1.03/-0.25/0.85,-0.25,,,,,20260901-TITAN-3008193-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-01,2026-9-2 06:00,3071822,智利丙,哥查瓜 vs 萨拉曼卡,,南美系列,智利,未知分类,平手/半球,0.91-1.00,诱下/上盘降温,,,,,,,,,,,,,,,,,,正向,,上盘,哥查瓜,0.96,0.547,,0.5302040816326531,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.95/0.25/0.75 → 即 0.96/0.25/0.74,-0.25,,,,,20260901-TITAN-3071822-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-01,2026-9-2 06:30,2940151,巴西乙,隆迪那 vs 尤文图德,,南美系列,巴西,未知分类,平手/半球,1.01-1.10,阻上/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,尤文图德,1.07,0.513,,0.5030917874396135,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 1.11/0.0/0.78 → 即 0.81/-0.25/1.07,-0.25,,,,,20260901-TITAN-2940151-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-01,2026-9-2 08:00,3062797,巴西杯,米内罗竞技 vs 克鲁塞罗,,南美系列,巴西,杯赛,平手/半球,>1.10,阻上/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,米内罗竞技,1.16,0.513,,0.4829629629629629,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.77/0.0/1.12 → 即 1.16/0.25/0.75,-0.25,,,,,20260901-TITAN-3062797-盘口快照-不形成模拟,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-02,2026-9-2 18:00,3000434,日职联,大阪樱花 vs 柏太阳神,,日韩系列,日本,未知分类,平手/半球,0.81-0.90,阻下/下盘保护,,,,,,,,,,,,,,,,,,反向,,上盘,柏太阳神,0.86,0.57,,0.5576,,,,,,是,黑,-1.0,,2-0,原页面赛果留底,开 0.85/-0.25/1.03 → 即 1.03/-0.25/0.86,-0.25,,,,,20260902-TITAN-3000434-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-02,2026-9-2 18:00,3000438,日职联,广岛三箭 vs 名古屋鲸八,,日韩系列,日本,未知分类,一球,0.81-0.90,诱上/阻下,,,,,,,,,,,,,,,,,,反向,,上盘,广岛三箭,0.82,0.598,,0.5695,,,,,,是,红,0.82,,3-0,原页面赛果留底,开 0.9/1.0/0.98 → 即 0.82/1.0/1.07,-1.0,,,,,20260902-TITAN-3000438-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-02,2026-9-2 18:00,3000441,日职联,横滨水手 vs 京都不死鸟,,日韩系列,日本,未知分类,半球,0.91-1.00,真实示强/阻上,,,,,,,,,,,,,,,,,,反向,,下盘,京都不死鸟,0.93,0.58,,0.5381,,,,,,是,红,0.93,,1-1,原页面赛果留底,开 0.92/0.25/0.96 → 即 0.96/0.5/0.93,0.5,,,,,20260902-TITAN-3000441-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-02,2026-9-2 18:00,3000437,日职联,水户蜀葵 vs 鹿岛鹿角,,日韩系列,日本,未知分类,半球/一球,0.81-0.90,阻上/诱下,,,,,,,,,,,,,,,,,,反向,,下盘,水户蜀葵,0.89,0.571,,0.5491,,,,,,是,红,0.89,,4-2,原页面赛果留底,开 0.86/-0.5/1.02 → 即 0.89/-0.75/1.0,0.75,,,,,20260902-TITAN-3000437-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-02,2026-9-2 18:00,3000442,日职联,清水鼓动 vs FC东京,,日韩系列,日本,未知分类,半球/一球,0.91-1.00,真实示强/阻上,,,,,,,,,,,,,,,,,,反向,,下盘,清水鼓动,0.92,0.58,,0.5408,,,,,,是,红,0.92,,1-1,原页面赛果留底,开 0.83/-0.5/1.05 → 即 0.92/-0.75/0.97,0.75,,,,,20260902-TITAN-3000442-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-02,2026-9-2 18:00,3000440,日职联,长崎成功丸 vs 大阪钢巴,,日韩系列,日本,未知分类,半球,0.81-0.90,阻上/诱下,,,,,,,,,,,,,,,,,,反向,,下盘,长崎成功丸,0.83,0.571,,0.5664,,,,,,是,红,0.83,,2-2,原页面赛果留底,开 1.04/-0.25/0.84 → 即 0.83/-0.5/1.06,0.5,,,,,20260902-TITAN-3000440-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-02,2026-9-2 18:00,3008750,日联杯,山口雷法 vs 藤枝MYFC,,其他系列,日本,杯赛,半球,1.01-1.10,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,藤枝MYFC,1.01,0.573,,0.5175124378109454,,,,,,是,红,1.01,,0-2,原页面赛果留底,开 0.84/-0.75/0.98 → 即 0.81/-0.5/1.01,-0.5,,,,,20260902-TITAN-3008750-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-02,2026-9-2 18:00,3008746,日联杯,熊本深红 vs 大分三神,,其他系列,日本,杯赛,平手/半球,0.81-0.90,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,大分三神,0.86,0.573,,0.5576344086021506,,,,,,是,黑,-1.0,,2-0,原页面赛果留底,开 0.79/-0.5/1.03 → 即 0.96/-0.25/0.86,-0.25,,,,,20260902-TITAN-3008746-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-02,2026-9-2 18:00,3008747,日联杯,群马草津温泉 vs 新泻天鹅,,其他系列,日本,杯赛,一球,0.81-0.90,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,新泻天鹅,0.86,0.573,,0.5576344086021506,,,,,,是,走水,0.0,,1-2,原页面赛果留底,开 0.97/-1.5/0.85 → 即 0.96/-1.0/0.86,-1.0,,,,,20260902-TITAN-3008747-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-02,2026-9-2 18:00,3008745,日联杯,金泽 vs 今治,,其他系列,日本,杯赛,平手/半球,1.01-1.10,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,今治,1.02,0.573,,0.5150495049504951,,,,,,是,黑,-1.0,,2-1,原页面赛果留底,开 0.97/-0.5/0.85 → 即 0.8/-0.25/1.02,-0.25,,,,,20260902-TITAN-3008745-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-02,2026-9-2 20:30,3061607,波兰杯,卢齐诺 vs 华沙普洛克,,其他系列,波兰,杯赛,一球,0.91-1.00,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,华沙普洛克,0.94,0.573,,0.5354639175257733,,,,,,是,走水,0.0,,2-3,原页面赛果留底,开 0.87/-1.25/0.83 → 即 0.88/-1.0/0.94,-1.0,,,,,20260902-TITAN-3061607-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-02,2026-9-2 21:15,3013012,俄杯,奥伦堡加索维克 vs 喀山红宝石,,欧洲非五大系列,俄罗斯,杯赛,平手/半球,0.91-1.00,真实示强/阻上,,,,,,,,,,,,,,,,,,正向,,上盘,奥伦堡加索维克,0.96,0.574,,0.5302,,,,,,是,黑半,-0.5,,1-1,原页面赛果留底,开 0.84/0.0/0.98 → 即 0.96/0.25/0.86,-0.25,,,,,20260902-TITAN-3013012-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-02,2026-9-2 21:30,3068113,克亚乙,乌克瓦 vs 萨格勒布迪那摩B队,,欧洲非五大系列,未识别,未知分类,半球,0.91-1.00,降温保护/诱下,,,,,,,,,,,,,,,,,,反向,,下盘,萨格勒布迪那摩B队,0.94,0.604,,0.5355,,,,,,是,红,0.94,,2-6,原页面赛果留底,开 0.84/0.75/0.86 → 即 0.76/0.5/0.94,0.5,,,,,20260902-TITAN-3068113-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-02,2026-9-2 21:45,3074120,罗杯,博托沙尼 vs 胡内多阿拉,,欧洲非五大系列,罗马尼亚,杯赛,平手,0.91-1.00,降温保护/诱下,,,,,,,,,,,,,,,,,,反向,,平手/待核,胡内多阿拉,0.97,0.604,,0.5276,,,,,,是,红,0.97,,0-1,原页面赛果留底,开 0.93/0.25/0.77 → 即 0.73/0.0/0.97,0.0,,,,,20260902-TITAN-3074120-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-02,2026-9-2 22:00,3017140,保乙,马历克 vs 内塞伯尔,,其他系列,保加利亚,未知分类,半球/一球,0.81-0.90,诱上/阻下,,,,,,,,,,,,,,,,,,反向,,上盘,马历克,0.83,0.575,,0.566448087431694,,,,,,是,红半,0.415,,1-0,原页面赛果留底,开 0.86/0.75/0.84 → 即 0.83/0.75/0.87,-0.75,,,,,20260902-TITAN-3017140-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-02,2026-9-2 22:00,3030134,土甲,贝拉迪亚士邦 vs 贝特曼,,欧洲非五大系列,土耳其,未知分类,半球,0.91-1.00,真实示强/阻上,,,,,,,,,,,,,,,,,,正向,,上盘,贝特曼,0.93,0.574,,0.5381,,,,,,是,红,0.93,,0-2,原页面赛果留底,开 0.93/-0.25/0.83 → 即 0.89/-0.5/0.93,-0.5,,,,,20260902-TITAN-3030134-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
