统计日期,数据源,日期,开赛时间,比赛ID,赛事,比赛,比赛分类,微观板块,国家,赛事层级,盘口,水位分层,倾向意图,阻诱目标侧,理论资金主队占比,理论资金客队占比,实际资金主队占比,实际资金客队占比,资金偏离主队,资金偏离客队,资金过热侧,过热阈值,理论占比依据,实际资金流向,目标侧水位甜头,意图成败,资金流修正方向,资金流修正球队,资金流来源,资金流时间戳,动作,选择方向,投注盘向,投注球队,选中水位,综合胜率,盈亏平衡胜率,通过阈值,同档样本,同档选中胜率,风控状态,仓位系数,下注金额,已结算,结算标签,实际盈亏Unit,实际盈亏金额,赛果,比分来源,即时亚盘,盘口线,上盘方,候选映射方向,反向方向,候选依据,原模拟ID,记录口径
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-05,2026-9-6 02:00,2997518,克亚甲,里耶卡 vs 奥斯杰克,,欧洲非五大系列,未识别,未知分类,半球,0.81-0.90,诱上/阻下,,,,,,,,,,,,,,,,,,反向,,上盘,里耶卡,0.84,0.574,,0.5635,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.78/0.5/0.98 → 即 0.84/0.5/0.98,-0.5,,,,,20260905-TITAN-2997518-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-05,2026-9-6 02:00,3046975,沙特联,吉达联合 vs 利雅得胜利,,西亚/中亚系列,沙特,未知分类,一球,1.01-1.10,阻下/下盘保护,,,,,,,,,,,,,,,,,,正向,,下盘,吉达联合,1.02,0.544,,0.5150495049504951,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.97/-1.0/0.85 → 即 1.02/-1.0/0.86,1.0,,,,,20260905-TITAN-3046975-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-05,2026-9-6 02:30,3062082,奥地利杯,奥地利克拉根福 vs 维也纳快速,,其他系列,未识别,杯赛,两球半/三球,0.91-1.00,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,维也纳快速,0.98,0.587,,0.5251,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.81/-3.0/0.89 → 即 0.72/-2.75/0.98,-2.75,,,,,20260905-TITAN-3062082-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-05,2026-9-6 02:30,2916645,阿乙,阿卡苏索 vs 全男孩竞技,,南美系列,阿根廷,未知分类,平手/半球,0.91-1.00,真实示强/阻上,,,,,,,,,,,,,,,,,,正向,,上盘,全男孩竞技,0.98,0.539,,0.5250505050505051,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.74/0.0/1.08 → 即 0.84/-0.25/0.98,-0.25,,,,,20260905-TITAN-2916645-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-05,2026-9-6 02:45,2993775,意甲,罗马 vs 亚特兰大,,欧洲五大系列,意大利,未知分类,半球/一球,0.91-1.00,真实示强/阻上,,,,,,,,,,,,,,,,,,反向,,下盘,亚特兰大,0.99,0.542,,0.5225,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.94/0.5/0.94 → 即 0.9/0.75/0.99,0.75,,,,,20260905-TITAN-2993775-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-05,2026-9-6 02:45,3003560,比甲,标准列日 vs 安特卫普,,欧洲非五大系列,比利时,未知分类,平手/半球,0.81-0.90,诱上/阻下,,,,,,,,,,,,,,,,,,反向,,上盘,标准列日,0.84,0.574,,0.5635,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.91/0.25/0.97 → 即 0.84/0.25/1.05,-0.25,,,,,20260905-TITAN-3003560-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-05,2026-9-6 03:00,2940163,巴西乙,诺瓦里桑蒂诺 vs 奥瓦,,南美系列,巴西,未知分类,一球,0.81-0.90,诱上/阻下,,,,,,,,,,,,,,,,,,反向,,上盘,诺瓦里桑蒂诺,0.84,0.569,,0.5634782608695653,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.84/1.0/1.04 → 即 0.84/1.0/1.05,-1.0,,,,,20260905-TITAN-2940163-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-05,2026-9-6 03:00,3051287,意丙,久加连奴 vs 索伦托卡西奥,,欧洲五大系列,意大利,未知分类,平手/半球,0.91-1.00,诱下/上盘降温,,,,,,,,,,,,,,,,,,正向,,上盘,久加连奴,1,0.5652,,0.52,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.9/0.25/0.8 → 即 1.0/0.25/0.76,-0.25,,,,,20260905-TITAN-3051287-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-05,2026-9-6 03:00,3051282,意丙,巴里 vs 卡萨拉诺,,欧洲五大系列,意大利,未知分类,平手/半球,0.81-0.90,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,巴里,0.81,0.603,,0.5725,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.8/0.5/0.9 → 即 0.81/0.25/0.95,-0.25,,,,,20260905-TITAN-3051282-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-05,2026-9-6 03:00,3050910,意丙,比沙奴 vs AS奥斯提亚马尔,,欧洲五大系列,意大利,未知分类,平手/半球,0.91-1.00,诱下/上盘降温,,,,,,,,,,,,,,,,,,正向,,上盘,比沙奴,0.93,0.575,,0.5381347150259067,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.9/0.25/0.8 → 即 0.93/0.25/0.83,-0.25,,,,,20260905-TITAN-3050910-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-05,2026-9-6 03:00,3059122,玻利甲,瓜比拉 vs 皇家帕托斯,,南美系列,玻利维亚,未知分类,半球/一球,0.91-1.00,诱下/上盘降温,,,,,,,,,,,,,,,,,,正向,,上盘,瓜比拉,0.98,0.547,,0.5250505050505051,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.9/0.75/0.8 → 即 0.98/0.75/0.78,-0.75,,,,,20260905-TITAN-3059122-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-05,2026-9-6 03:00,3014059,西乙,埃登斯 vs 马洛卡,,欧洲五大系列,西班牙,未知分类,半球,0.91-1.00,真实示强/阻上,,,,,,,,,,,,,,,,,,反向,,下盘,埃登斯,0.94,0.542,,0.5355,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.86/-0.25/0.96 → 即 0.94/-0.5/0.95,0.5,,,,,20260905-TITAN-3014059-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-05,2026-9-6 03:00,3013681,西甲,比利亚雷亚尔 vs 拉科鲁尼亚,,欧洲五大系列,西班牙,未知分类,一球,0.81-0.90,诱上/阻下,,,,,,,,,,,,,,,,,,反向,,上盘,比利亚雷亚尔,0.81,0.576,,0.5725,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 1.02/1.0/0.86 → 即 0.81/1.0/1.08,-1.0,,,,,20260905-TITAN-3013681-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-05,2026-9-6 03:30,3023474,葡超,葡萄牙体育 vs 葡萄牙国民,,欧洲非五大系列,葡萄牙,未知分类,两球/两球半,0.91-1.00,真实示强/阻上,,,,,,,,,,,,,,,,,,正向,,上盘,葡萄牙体育,0.99,0.528,,0.5225,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.97/2.0/0.85 → 即 0.99/2.25/0.9,-2.25,,,,,20260905-TITAN-3023474-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-05,2026-9-6 06:00,3012181,哥伦乙秋,马达莱纳联 vs 巴瑞库拉,,南美系列,哥伦比亚,未知分类,一球/球半,1.01-1.10,阻上/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,马达莱纳联,1.05,0.513,,0.5078048780487805,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.72/1.0/0.98 → 即 1.05/1.25/0.77,-1.25,,,,,20260905-TITAN-3012181-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-05,2026-9-6 07:00,2937920,厄瓜甲,山谷独立 vs 马卡拉,,南美系列,厄瓜多尔,未知分类,一球/球半,0.81-0.90,诱上/阻下,,,,,,,,,,,,,,,,,,反向,,上盘,山谷独立,0.85,0.569,,0.5605405405405405,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.81/1.0/0.95 → 即 0.85/1.25/1.03,-1.25,,,,,20260905-TITAN-2937920-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-05,2026-9-6 07:00,2942595,美冠联,底特律城 vs 哈特福德竞技,,北美系列,美国,未知分类,半球,0.91-1.00,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,底特律城,0.91,0.583,,0.5435602094240838,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.97/1.0/0.85 → 即 0.91/0.5/0.91,-0.5,,,,,20260905-TITAN-2942595-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-05,2026-9-6 07:00,2942603,美冠联,运动Jax vs 列克星敦,,北美系列,美国,未知分类,半球,0.91-1.00,诱上/阻下,,,,,,,,,,,,,,,,,,正向,,下盘,运动Jax,1,0.5710000000000001,,0.52,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.8/-0.5/1.02 → 即 1.0/-0.5/0.82,0.5,,,,,20260905-TITAN-2942603-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-05,2026-9-6 07:10,3011841,哥伦甲秋,侨卡巴 vs 帕斯托,,南美系列,哥伦比亚,未知分类,半球,1.01-1.10,阻上/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,侨卡巴,1.07,0.513,,0.5030917874396135,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.88/0.25/0.94 → 即 1.07/0.5/0.81,-0.5,,,,,20260905-TITAN-3011841-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-05,2026-9-6 07:25,3011846,哥伦甲秋,圣塔菲 vs 福塔雷绍查,,南美系列,哥伦比亚,未知分类,半球/一球,0.81-0.90,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,圣塔菲,0.85,0.584,,0.5605405405405405,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 1.04/1.0/0.78 → 即 0.85/0.75/1.03,-0.75,,,,,20260905-TITAN-3011846-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-05,2026-9-6 07:30,2908745,美职业,哥伦布机员 vs 科罗拉多急流,,北美系列,美国,未知分类,平手/半球,1.01-1.10,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,哥伦布机员,1.05,0.583,,0.5078048780487805,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.95/0.5/0.93 → 即 1.05/0.25/0.84,-0.25,,,,,20260905-TITAN-2908745-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-05,2026-9-6 07:30,2908749,美职业,费城联合 vs CF蒙特利尔,,北美系列,美国,未知分类,一球/球半,0.91-1.00,真实示强/阻上,,,,,,,,,,,,,,,,,,反向,,下盘,CF蒙特利尔,0.99,0.5329999999999999,,0.5225125628140703,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.93/1.0/0.95 → 即 0.9/1.25/0.99,1.25,,,,,20260905-TITAN-2908749-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-05,2026-9-6 08:00,2910882,巴西甲,弗鲁米嫩塞 vs 瓦斯科达伽马,,南美系列,巴西,未知分类,平手/半球,0.91-1.00,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,弗鲁米嫩塞,0.95,0.584,,0.5328205128205129,,,,,,是,红,0.95,,1-0,原页面赛果留底,开 0.9/0.5/0.98 → 即 0.95/0.25/0.94,-0.25,,,,,20260905-TITAN-2910882-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-05,2026-9-6 08:00,2921241,智利甲,智利大学 vs 科金博,,南美系列,智利,未知分类,半球,0.91-1.00,真实示强/阻上,,,,,,,,,,,,,,,,,,正向,,上盘,智利大学,0.97,0.539,,0.5276142131979695,,,,,,是,红,0.97,,4-2,原页面赛果留底,开 0.82/0.25/1.0 → 即 0.97/0.5/0.92,-0.5,,,,,20260905-TITAN-2921241-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-05,2026-9-6 08:30,2942602,美冠联,圣安东尼奥 vs 塔尔萨FC,,北美系列,美国,未知分类,平手/半球,1.01-1.10,诱上/阻下,,,,,,,,,,,,,,,,,,正向,,下盘,塔尔萨FC,1.03,0.5710000000000001,,0.5126108374384236,,,,,,是,红半,0.515,,0-0,原页面赛果留底,开 0.8/0.25/1.02 → 即 0.79/0.25/1.03,0.25,,,,,20260905-TITAN-2942602-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-05,2026-9-6 08:40,2908751,美职业,奥斯汀FC vs 圣何塞地震,,北美系列,美国,未知分类,平手,>1.10,真实示弱/阻下,,,,,,,,,,,,,,,,,,正向,,平手/待核,圣何塞地震,1.11,0.5489999999999999,,0.4939336492890995,,,,,,是,走水,0.0,,1-1,原页面赛果留底,开 1.02/0.25/0.86 → 即 0.79/0.0/1.11,0.0,,,,,20260905-TITAN-2908751-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-05,2026-9-6 09:00,2942600,美冠联,奥兰治县布鲁斯 vs 萨克拉门托,,北美系列,美国,未知分类,平手/半球,0.91-1.00,真实示弱/阻下,,,,,,,,,,,,,,,,,,正向,,下盘,奥兰治县布鲁斯,0.98,0.5489999999999999,,0.5250505050505051,,,,,,是,红半,0.49,,1-1,原页面赛果留底,开 0.85/-0.5/0.97 → 即 0.98/-0.25/0.84,0.25,,,,,20260905-TITAN-2942600-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-05,2026-9-6 09:40,2908754,美职业,洛杉矶银河 vs 新英格兰革命,,北美系列,美国,未知分类,平手,0.91-1.00,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,平手/待核,新英格兰革命,0.93,0.583,,0.5381347150259067,,,,,,是,黑,-1.0,,2-1,原页面赛果留底,开 0.91/0.25/0.97 → 即 0.96/0.0/0.93,0.0,,,,,20260905-TITAN-2908754-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-06,2026-9-6 10:30,2942597,美冠联,拉斯维加斯之光 vs 新墨西哥联,,北美系列,美国,未知分类,半球,0.91-1.00,诱上/阻下,,,,,,,,,,,,,,,,,,正向,,下盘,新墨西哥联,0.98,0.579,,0.5251,,,,,,是,红,0.98,,1-2,原页面赛果留底,开 0.99/0.25/0.83 → 即 0.84/0.5/0.98,0.5,,,,,20260906-TITAN-2942597-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-06,2026-9-6 10:40,2908756,美职业,波特兰伐木者 vs 明尼苏达联,,北美系列,美国,未知分类,平手,0.81-0.90,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,平手/待核,波特兰伐木者,0.86,0.587,,0.5576,,,,,,是,红,0.86,,5-4,原页面赛果留底,开 0.94/0.25/0.94 → 即 0.86/0.0/1.03,-0.0,,,,,20260906-TITAN-2908756-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-05,2026-9-6 11:00,2908746,美职业,辛辛那提 vs 华盛顿联,,北美系列,美国,未知分类,半球/一球,0.91-1.00,真实示弱/阻下,,,,,,,,,,,,,,,,,,正向,,下盘,华盛顿联,0.93,0.5489999999999999,,0.5381347150259067,,,,,,否,赛果待核,,,0-0,原页面赛果留底,开 0.94/1.0/0.94 → 即 0.96/0.75/0.93,0.75,,,,,20260905-TITAN-2908746-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-06,2026-9-6 17:00,3000445,日职联,千叶市原 vs 大阪钢巴,,日韩系列,日本,未知分类,平手/半球,0.81-0.90,诱上/阻下,,,,,,,,,,,,,,,,,,反向,,上盘,大阪钢巴,0.84,0.572,,0.5635,,,,,,是,黑,-1.0,,2-0,原页面赛果留底,开 0.94/-0.25/0.94 → 即 1.07/-0.25/0.82,-0.25,,,,,20260906-TITAN-3000445-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-06,2026-9-6 17:00,3000447,日职联,鹿岛鹿角 vs 浦和红钻,,日韩系列,日本,未知分类,半球,0.81-0.90,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,上盘,鹿岛鹿角,0.88,0.597,,0.5519,,,,,,是,黑,-1.0,,0-1,原页面赛果留底,开 1.0/0.75/0.88 → 即 0.83/0.5/1.06,-0.5,,,,,20260906-TITAN-3000447-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-06,2026-9-6 18:00,3000056,日职乙,磐田喜悦 vs 富山胜利,,日韩系列,日本,未知分类,平手,0.81-0.90,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,平手/待核,磐田喜悦,0.83,0.597,,0.5664,,,,,,是,黑,-1.0,,0-1,原页面赛果留底,开 1.06/0.25/0.82 → 即 0.86/0.0/1.03,-0.0,,,,,20260906-TITAN-3000056-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-06,2026-9-6 18:00,3014497,西协甲,拉科鲁尼亚B队 vs 卡些连奴,,欧洲五大系列,西班牙,未知分类,平手,0.81-0.90,诱上/阻下,,,,,,,,,,,,,,,,,,反向,,平手/待核,拉科鲁尼亚B队,0.81,0.578,,0.5725,,,,,,是,走水,0.0,,1-1,原页面赛果留底,开 0.71/0.0/0.99 → 即 0.75/0.0/0.95,-0.0,,,,,20260906-TITAN-3014497-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-06,2026-9-6 18:30,3000446,日职联,FC东京 vs 京都不死鸟,,日韩系列,日本,未知分类,一球,0.81-0.90,阻上/诱下,,,,,,,,,,,,,,,,,,反向,,上盘,FC东京,0.82,0.574,,0.5695,,,,,,是,红,0.82,,2-0,原页面赛果留底,开 0.89/0.75/0.99 → 即 1.07/1.0/0.82,-1.0,,,,,20260906-TITAN-3000446-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-06,2026-9-6 19:00,2944811,中超,重庆铜梁龙 vs 上海申花,,其他系列,中国,未知分类,平手/半球,0.81-0.90,诱上/阻下,,,,,,,,,,,,,,,,,,反向,,上盘,上海申花,0.83,0.575,,0.566448087431694,,,,,,是,红,0.83,,1-3,原页面赛果留底,开 0.93/-0.25/0.77 → 即 1.03/-0.25/0.83,-0.25,,,,,20260906-TITAN-2944811-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-06,2026-9-6 19:30,2951644,中甲,广西恒宸 vs 石家庄功夫,,其他系列,中国,未知分类,一球,0.81-0.90,诱上/阻下,,,,,,,,,,,,,,,,,,反向,,上盘,广西恒宸,0.82,0.575,,0.5694505494505495,,,,,,是,黑,-1.0,,0-1,原页面赛果留底,开 0.8/1.0/0.9 → 即 0.82/1.0/1.0,-1.0,,,,,20260906-TITAN-2951644-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-06,2026-9-6 19:35,2944813,中超,河南队 vs 成都蓉城,,其他系列,中国,未知分类,平手,0.91-1.00,降温保护/诱下,,,,,,,,,,,,,,,,,,正向,,平手/待核,成都蓉城,0.98,0.573,,0.5250505050505051,,,,,,是,走水,0.0,,0-0,原页面赛果留底,开 0.75/-0.25/0.95 → 即 0.88/0.0/0.98,0.0,,,,,20260906-TITAN-2944813-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-06,2026-9-6 20:00,3014058,西乙,埃瓦尔 vs 格拉纳达,,欧洲五大系列,西班牙,未知分类,半球,>1.10,阻上/降温保护,,,,,,,,,,,,,,,,,,正向,,上盘,埃瓦尔,1.11,0.625,,0.4939336492890995,,,,,,是,红,1.11,,3-0,原页面赛果留底,开 0.9/0.5/0.92 → 即 1.11/0.5/0.79,-0.5,,,,,20260906-TITAN-3014058-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-06,2026-9-6 21:00,3050525,意丙,吉安纳 vs 多洛米蒂贝卢诺,,欧洲五大系列,意大利,未知分类,平手/半球,0.91-1.00,诱上/阻下,,,,,,,,,,,,,,,,,,正向,,下盘,多洛米蒂贝卢诺,0.96,0.625,,0.5302040816326531,,,,,,是,红,0.96,,1-2,原页面赛果留底,开 0.8/0.25/0.9 → 即 0.74/0.25/0.96,0.25,,,,,20260906-TITAN-3050525-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-06,2026-9-6 21:00,3050902,意丙,格罗瑟托 vs 托里斯,,欧洲五大系列,意大利,未知分类,平手/半球,0.91-1.00,诱下/上盘降温,,,,,,,,,,,,,,,,,,正向,,上盘,格罗瑟托,0.98,0.5769,,0.5250505050505051,,,,,,是,红,0.98,,2-0,原页面赛果留底,开 1.0/0.25/0.7 → 即 0.98/0.25/0.72,-0.25,,,,,20260906-TITAN-3050902-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-06,2026-9-6 21:00,3051290,意丙,萨勒尼塔纳 vs 卡维塞,,欧洲五大系列,意大利,未知分类,半球,0.81-0.90,阻上/降温保护,,,,,,,,,,,,,,,,,,反向,,上盘,萨勒尼塔纳,0.83,0.578,,0.5664,,,,,,是,黑,-1.0,,1-1,原页面赛果留底,开 0.75/0.5/0.95 → 即 1.11/0.5/0.6,-0.5,,,,,20260906-TITAN-3051290-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-06,2026-9-6 21:00,3050909,意丙,萨比尼迪特斯 vs 斯佩齐亚,,欧洲五大系列,意大利,未知分类,半球,0.91-1.00,诱下/上盘降温,,,,,,,,,,,,,,,,,,正向,,上盘,斯佩齐亚,0.91,0.5926,,0.5435602094240838,,,,,,是,红,0.91,,1-2,原页面赛果留底,开 0.85/-0.5/0.85 → 即 0.79/-0.5/0.91,-0.5,,,,,20260906-TITAN-3050909-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-06,2026-9-6 21:00,3050521,意丙,阿尔比诺勒菲 vs 卡尔皮,,欧洲五大系列,意大利,未知分类,平手/半球,0.91-1.00,诱上/阻下,,,,,,,,,,,,,,,,,,正向,,下盘,卡尔皮,0.97,0.5417,,0.5276142131979695,,,,,,是,红,0.97,,0-1,原页面赛果留底,开 0.75/0.25/0.95 → 即 0.73/0.25/0.97,0.25,,,,,20260906-TITAN-3050521-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-06,2026-9-6 21:00,3040730,意乙,史泰比亚 vs 比萨,,欧洲五大系列,意大利,未知分类,平手,0.81-0.90,诱上/阻下,,,,,,,,,,,,,,,,,,反向,,平手/待核,比萨,0.82,0.578,,0.5695,,,,,,是,红,0.82,,0-3,原页面赛果留底,开 1.0/0.0/0.82 → 即 1.28/0.0/0.66,0.0,,,,,20260906-TITAN-3040730-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
2026-09-08,strict_update_20260908_072939/dashboard/index.html,2026-09-06,2026-9-6 21:00,3040729,意乙,恩特拉 vs 维琴察,,欧洲五大系列,意大利,未知分类,平手/半球,0.81-0.90,阻下/下盘保护,,,,,,,,,,,,,,,,,,反向,,上盘,恩特拉,0.83,0.578,,0.5664,,,,,,是,黑半,-0.5,,2-2,原页面赛果留底,开 0.83/0.25/0.99 → 即 0.86/0.25/1.02,-0.25,,,,,20260906-TITAN-3040729-亚盘意图框架-待EV筛选,原页面冻结计划；同比赛同队同盘去重；均注模拟非真实成交
