统计日期,数据源,日期,开赛时间,比赛ID,赛事,比赛,比赛分类,微观板块,国家,赛事层级,盘口,水位分层,倾向意图,动作,选择方向,投注盘向,投注球队,选中水位,综合胜率,盈亏平衡胜率,通过阈值,同档样本,同档选中胜率,风控状态,仓位系数,下注金额,已结算,结算标签,实际盈亏Unit,实际盈亏金额,赛果,比分来源,即时亚盘,盘口线,上盘方,候选映射方向,反向方向,候选依据
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-2995325-盘口快照-不形成模拟,法甲,里尔 vs 巴黎圣日耳曼,成年联赛T1,欧洲五大,法国,顶级联赛,半球/一球,0.71-0.80,诱上/阻下,反向,反向,上盘,巴黎圣日耳曼,0.7900,0.6276,0.5587,0.5787,8.0,0.6250,状态B-预警/降半仓,0.5000,3.2972,是,黑,-0.5000,-3.2972,2-2,ledger赛果兜底,1.11/-0.75/0.79,-0.75,客队,下盘,上盘,客队上盘，让球基本稳定，上盘水位0.79，下盘水位1.11，欧赔削弱上盘
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3003547-盘口快照-不形成模拟,比甲,亨克 vs 华斯兰德,成年联赛T1,欧洲非五大,比利时,顶级联赛,一球,0.81-0.90,阻下/上盘保护,正向,正向,上盘,亨克,0.8600,0.6823,0.5376,0.5576,0.0,,状态A-正常态,1.0000,6.5944,是,红,0.8600,5.6712,4-0,ledger赛果兜底,0.86/1.0/1.03,1.0,主队,上盘,下盘,主队上盘，让球基本稳定，上盘水位0.86，下盘水位1.03，欧赔削弱上盘
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3005371-盘口快照-不形成模拟,比乙,哈塞尔特 vs 根特B队,成年联赛T2,欧洲非五大,比利时,非顶级联赛,半球,<=0.70,诱上/阻下,反向,反向,上盘,哈塞尔特,0.6600,0.6601,0.6024,0.6224,9.0,0.7778,状态A-正常态,1.0000,6.5944,是,黑,-1.0000,-6.5944,0-2,ledger赛果兜底,0.66/0.5/1.25,0.5,主队,下盘,上盘,主队上盘，让球基本稳定，上盘水位0.66，下盘水位1.25，欧赔削弱上盘
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3005372-盘口快照-不形成模拟,比乙,洛克伦 vs 亨克B队,成年联赛T2,欧洲非五大,比利时,非顶级联赛,半球/一球,0.71-0.80,诱上/阻下,反向,反向,上盘,洛克伦,0.7700,0.6479,0.5650,0.585,9.0,0.5556,状态A-正常态,1.0000,6.5944,是,黑,-1.0000,-6.5944,2-4,ledger赛果兜底,0.77/0.75/1.09,0.75,主队,下盘,上盘,主队上盘，让球基本稳定，上盘水位0.77，下盘水位1.09，欧赔变化不大
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3012172-盘口快照-不形成模拟,哥伦乙秋,尤姆博独立 vs 利昂内斯,成年联赛T2,拉美,哥伦比亚,非顶级联赛,半球/一球,0.71-0.80,诱上/阻下,反向,反向,上盘,尤姆博独立,0.8000,0.6546,0.5556,0.5756,10.0,0.5000,状态B-预警/降半仓,0.5000,3.2972,是,红半,0.2000,1.3189,1-0,ledger赛果兜底,0.8/0.75/1.02,0.75,主队,下盘,上盘,主队上盘，让球基本稳定，上盘水位0.80，下盘水位1.02，欧赔变化不大
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3012174-盘口快照-不形成模拟,哥伦乙秋,马达莱纳联 vs 奎迪奥,成年联赛T2,拉美,哥伦比亚,非顶级联赛,半球,0.81-0.90,诱上/阻下,反向,反向,上盘,马达莱纳联,0.8200,0.6618,0.5495,0.5695,10.0,0.7000,状态B-预警/降半仓,0.5000,3.2972,是,黑,-0.5000,-3.2972,0-2,ledger赛果兜底,0.82/0.5/1.0,0.5,主队,下盘,上盘,主队上盘，让球基本稳定，上盘水位0.82，下盘水位1.00，欧赔变化不大
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3012276-盘口快照-不形成模拟,俄超,阿克伦陶里亚蒂 vs 莫斯科中央陆军,成年联赛T1,欧洲非五大,俄罗斯,顶级联赛,半球/一球,0.81-0.90,诱上/阻下,反向,反向,上盘,莫斯科中央陆军,0.8300,0.6338,0.5464,0.5664,11.0,0.5455,状态A-正常态,1.0000,6.5944,是,黑,-1.0000,-6.5944,2-2,Titan007完场快照:20260829_083957_titan007_odds_snapshot.csv,1.06/-0.75/0.83,-0.75,客队,下盘,上盘,客队上盘，让球基本稳定，上盘水位0.83，下盘水位1.06，欧赔支持上盘
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3014486-盘口快照-不形成模拟,西协甲,卡些连奴 vs 米兰德斯,成年联赛T3,欧洲五大,西班牙,非顶级联赛,平手/半球,1.01-1.10,阻上/诱下,正向,正向,上盘,米兰德斯,1.0600,0.6994,0.4854,0.5054,5.0,0.4000,状态B-预警/降半仓,0.5000,3.2972,是,黑,-0.5000,-3.2972,1-0,ledger赛果兜底,0.76/-0.25/1.06,-0.25,客队,上盘,下盘,客队上盘，让球加深，上盘水位1.06，下盘水位0.76，欧赔变化不大
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3018786-盘口快照-不形成模拟,德甲,拜仁慕尼黑 vs 斯图加特,成年联赛T1,欧洲五大,德国,顶级联赛,两球/两球半,1.01-1.10,阻上/诱下,正向,正向,上盘,拜仁慕尼黑,1.0300,0.6562,0.4926,0.5126,0.0,,状态B-预警/降半仓,0.5000,3.2972,是,红,0.5150,3.3961,5-1,ledger赛果兜底,1.03/2.25/0.86,2.25,主队,上盘,下盘,主队上盘，让球加深，上盘水位1.03，下盘水位0.86，欧赔变化不大
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3019111-盘口快照-不形成模拟,德乙,布伦瑞克 vs 柏林赫塔,成年联赛T2,欧洲五大,德国,非顶级联赛,平手/半球,>1.10,阻上/诱下,正向,正向,上盘,柏林赫塔,1.1100,0.6762,0.4739,0.4939,6.0,0.3333,状态B-预警/降半仓,0.5000,3.2972,是,红,0.5550,3.6599,3-5,ledger赛果兜底,0.79/-0.25/1.11,-0.25,客队,上盘,下盘,客队上盘，让球加深，上盘水位1.11，下盘水位0.79，欧赔削弱上盘
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3020870-盘口快照-不形成模拟,丹麦乙,阿玛盖尔 vs 齐斯泰兹,成年联赛T3,欧洲非五大,丹麦,非顶级联赛,半球,0.71-0.80,诱上/阻下,反向,反向,上盘,阿玛盖尔,0.8000,0.6228,0.5556,0.5756,11.0,0.6364,状态A-正常态,1.0000,6.5944,是,黑,-1.0000,-6.5944,2-2,ledger赛果兜底,0.8/0.5/1.02,0.5,主队,下盘,上盘,主队上盘，让球基本稳定，上盘水位0.80，下盘水位1.02，欧赔支持上盘
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3021963-盘口快照-不形成模拟,俄甲,下卡姆斯克石油 vs 乌法,成年联赛T2,欧洲非五大,俄罗斯,非顶级联赛,平手,0.71-0.80,诱上/阻下,反向,反向,上盘,下卡姆斯克石油,0.7800,0.6122,0.5618,0.5818,24.0,0.7500,状态A-正常态,1.0000,6.5944,是,黑,-1.0000,-6.5944,0-1,ledger赛果兜底,0.78/0.0/1.04,0.0,主队,下盘,上盘,主队上盘，让球基本稳定，上盘水位0.78，下盘水位1.04，欧赔削弱上盘
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3040101-盘口快照-不形成模拟,捷乙,杜库拉 vs 伊赫拉瓦,成年联赛T2,欧洲非五大,捷克,非顶级联赛,半球,0.81-0.90,降温保护/诱下,正向,正向,上盘,杜库拉,0.8500,0.5833,0.5405,0.5605,3.0,0.6667,状态A-正常态,1.0000,6.5944,是,红,0.8500,5.6053,3-1,ledger赛果兜底,0.85/0.5/0.99,0.5,主队,上盘,下盘,主队上盘，让球退盘，上盘水位0.85，下盘水位0.99，欧赔变化不大
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3043180-盘口快照-不形成模拟,捷丙,弗里德克 vs 奥林莫斯B队,成年联赛T3,欧洲非五大,捷克,非顶级联赛,平手/半球,0.71-0.80,诱上/阻下,反向,反向,上盘,奥林莫斯B队,0.7600,0.6053,0.5682,0.5882,20.0,0.5000,状态A-正常态,1.0000,6.5944,是,黑,-1.0000,-6.5944,1-0,Titan007完场快照:20260829_083957_titan007_odds_snapshot.csv,1.06/-0.25/0.76,-0.25,客队,下盘,上盘,客队上盘，让球基本稳定，上盘水位0.76，下盘水位1.06，欧赔削弱上盘
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-28,2026-08-28 00:00:00,20260828-TITAN-3068107-盘口快照-不形成模拟,克亚乙,雷迪塞瓦特 vs 杜国坡吉,成年联赛T2,欧洲非五大,未识别,非顶级联赛,平手/半球,0.91-1.00,诱下/上盘降温,正向,正向,上盘,雷迪塞瓦特,0.9500,0.6038,0.5128,0.5328,7.0,0.5714,状态A-正常态,1.0000,6.5944,是,黑,-1.0000,-6.5944,1-2,Titan007完场快照:20260829_083957_titan007_odds_snapshot.csv,0.95/0.25/0.75,0.25,主队,上盘,下盘,主队上盘，让球基本稳定，上盘水位0.95，下盘水位0.75，欧赔支持上盘
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2931293-盘口快照-不形成模拟,冰岛甲,阿费查尔丁 vs 维斯特瑞,成年联赛T2,欧洲非五大,冰岛,非顶级联赛,球半/两球,0.81-0.90,诱上/阻下,反向,反向,上盘,阿费查尔丁,0.8400,0.5867,0.5435,0.5635,8.0,0.8750,状态B-预警/降半仓,0.5000,2.3872,是,红半,0.2100,1.0026,2-0,ledger赛果兜底,0.84/1.75/0.92,1.75,主队,下盘,上盘,主队上盘，让球基本稳定，上盘水位0.84，下盘水位0.92，欧赔变化不大
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2931295-盘口快照-不形成模拟,冰岛甲,雷克尼 vs 嘉德维克,成年联赛T2,欧洲非五大,冰岛,非顶级联赛,半球,0.81-0.90,降温保护/诱下,正向,正向,上盘,嘉德维克,0.8100,0.5832,0.5525,0.5725,5.0,0.6000,状态B-预警/降半仓,0.5000,2.3872,是,黑,-0.5000,-2.3872,2-0,ledger赛果兜底,0.95/-0.5/0.81,-0.5,客队,上盘,下盘,客队上盘，让球退盘，上盘水位0.81，下盘水位0.95，欧赔变化不大
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2995324-盘口快照-不形成模拟,法甲,斯特拉斯堡 vs 朗斯,成年联赛T1,欧洲五大,法国,顶级联赛,半球,1.01-1.10,阻上/诱下,正向,正向,上盘,朗斯,1.0400,0.6506,0.4902,0.5102,6.0,0.6667,状态A-正常态,1.0000,4.7744,是,黑,-1.0000,-4.7744,2-1,ledger赛果兜底,0.85/-0.5/1.04,-0.5,客队,上盘,下盘,客队上盘，让球加深，上盘水位1.04，下盘水位0.85，欧赔削弱上盘
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2996126-盘口快照-不形成模拟,荷甲,SBV精英 vs 鹿特丹斯巴达,成年联赛T1,欧洲非五大,荷兰,顶级联赛,平手/半球,1.01-1.10,阻上/诱下,正向,正向,上盘,SBV精英,1.0800,0.5723,0.4808,0.5008,8.0,0.5000,状态B-预警/降半仓,0.5000,2.3872,是,红,0.5400,2.5782,2-1,ledger赛果兜底,1.08/0.25/0.81,0.25,主队,上盘,下盘,主队上盘，让球加深，上盘水位1.08，下盘水位0.81，欧赔变化不大
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2997513-盘口快照-不形成模拟,克亚甲,依斯特拉 vs 萨格勒布迪纳摩,成年联赛T1,欧洲非五大,未识别,顶级联赛,一球/球半,0.81-0.90,诱下/上盘降温,正向,正向,上盘,萨格勒布迪纳摩,0.8600,0.5690,0.5376,0.5576,4.0,1.0000,状态B-预警/降半仓,0.5000,2.3872,是,黑,-0.5000,-2.3872,2-2,ledger赛果兜底,0.84/-1.25/0.86,-1.25,客队,上盘,下盘,客队上盘，让球基本稳定，上盘水位0.86，下盘水位0.84，欧赔变化不大
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2997706-盘口快照-不形成模拟,法乙,红星 vs 兰斯,成年联赛T2,欧洲五大,法国,非顶级联赛,平手/半球,1.01-1.10,阻上/诱下,正向,正向,上盘,兰斯,1.0800,0.6301,0.4808,0.5008,9.0,0.5556,状态A-正常态,1.0000,4.7744,是,红,1.0800,5.1563,1-4,ledger赛果兜底,0.8/-0.25/1.08,-0.25,客队,上盘,下盘,客队上盘，让球加深，上盘水位1.08，下盘水位0.80，欧赔削弱上盘
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-2998100-盘口快照-不形成模拟,丹麦甲,奥尔堡 vs 靴尔科治,成年联赛T2,欧洲非五大,丹麦,非顶级联赛,一球,1.01-1.10,阻上/诱下,正向,正向,上盘,奥尔堡,1.0100,0.6029,0.4975,0.5175,5.0,0.7500,状态B-预警/降半仓,0.5000,2.3872,是,黑,-0.5000,-2.3872,0-0,ledger赛果兜底,1.01/1.0/0.88,1.0,主队,上盘,下盘,主队上盘，让球加深，上盘水位1.01，下盘水位0.88，欧赔变化不大
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3000043-盘口快照-不形成模拟,日职乙,今治 vs 山形山神,成年联赛T2,东亚,日本,非顶级联赛,平手,0.81-0.90,诱上/阻下,反向,反向,上盘,今治,0.8200,0.5827,0.5495,0.5695,29.0,0.6842,状态A-正常态,1.0000,4.7744,是,黑,-1.0000,-4.7744,0-3,ledger赛果兜底,0.82/0.0/1.07,0.0,主队,下盘,上盘,主队上盘，让球基本稳定，上盘水位0.82，下盘水位1.07，欧赔变化不大
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3003862-盘口快照-不形成模拟,英超,考文垂 vs 赫尔城,成年联赛T1,欧洲五大,英格兰,顶级联赛,半球/一球,1.01-1.10,阻上/诱下,正向,正向,上盘,考文垂,1.0300,0.6149,0.4926,0.5126,1.0,0.0000,状态A-正常态,1.0000,4.7744,是,黑,-1.0000,-4.7744,0-1,ledger赛果兜底,1.03/0.75/0.86,0.75,主队,上盘,下盘,主队上盘，让球加深，上盘水位1.03，下盘水位0.86，欧赔削弱上盘
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3005374-盘口快照-不形成模拟,比乙,RFC列日 vs 登德,成年联赛T2,欧洲非五大,比利时,非顶级联赛,平手,0.91-1.00,诱下/上盘降温,正向,正向,上盘,RFC列日,0.9900,0.5500,0.5025,0.5225,0.0,,状态B-预警/降半仓,0.5000,2.3872,是,黑,-0.5000,-2.3872,1-2,ledger赛果兜底,0.99/0.0/0.83,0.0,主队,上盘,下盘,主队上盘，让球基本稳定，上盘水位0.99，下盘水位0.83，欧赔支持上盘
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3008185-盘口快照-不形成模拟,英冠,卡迪夫城 vs 谢菲尔德联队,成年联赛T2,欧洲五大,英格兰,非顶级联赛,平手/半球,1.01-1.10,阻上/诱下,正向,正向,上盘,谢菲尔德联队,1.0700,0.5923,0.4831,0.5031,11.0,0.5455,状态A-正常态,1.0000,4.7744,是,黑半,-0.5000,-2.3872,2-2,ledger赛果兜底,0.81/-0.25/1.07,-0.25,客队,上盘,下盘,客队上盘，让球加深，上盘水位1.07，下盘水位0.81，欧赔削弱上盘
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3019115-盘口快照-不形成模拟,德乙,卡尔斯鲁厄 vs 沃尔夫斯堡,成年联赛T2,欧洲五大,德国,非顶级联赛,平手/半球,0.81-0.90,降温保护/诱下,正向,正向,上盘,沃尔夫斯堡,0.8400,0.6239,0.5435,0.5635,12.0,0.6667,状态A-正常态,1.0000,4.7744,是,红,0.8400,4.0105,2-5,ledger赛果兜底,1.05/-0.25/0.84,-0.25,客队,上盘,下盘,客队上盘，让球退盘，上盘水位0.84，下盘水位1.05，欧赔支持上盘
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3021968-盘口快照-不形成模拟,俄甲,伊凡诺沃 vs 韦莱斯,成年联赛T2,欧洲非五大,俄罗斯,非顶级联赛,平手/半球,0.91-1.00,诱下/上盘降温,正向,正向,上盘,韦莱斯,1.0000,0.5373,0.5000,0.52,14.0,0.5000,状态B-预警/降半仓,0.5000,2.3872,是,红,0.5000,2.3872,0-1,ledger赛果兜底,0.82/-0.25/1.0,-0.25,客队,上盘,下盘,客队上盘，让球基本稳定，上盘水位1.00，下盘水位0.82，欧赔削弱上盘
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3023460-盘口快照-不形成模拟,葡超,阿罗卡 vs 马里迪莫,成年联赛T1,欧洲非五大,葡萄牙,顶级联赛,平手/半球,0.81-0.90,阻下/上盘保护,正向,正向,上盘,阿罗卡,0.8600,0.6302,0.5376,0.5576,5.0,0.2000,状态B-预警/降半仓,0.5000,2.3872,是,红,0.4300,2.0530,2-1,ledger赛果兜底,0.86/0.25/1.03,0.25,主队,上盘,下盘,主队上盘，让球基本稳定，上盘水位0.86，下盘水位1.03，欧赔削弱上盘
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3026016-盘口快照-不形成模拟,德丙,杜伊斯堡 vs 维尔茨堡踢球者,成年联赛T3,欧洲五大,德国,非顶级联赛,一球,0.81-0.90,降温保护/诱下,正向,正向,上盘,杜伊斯堡,0.9000,0.6437,0.5263,0.5463,4.0,0.6667,状态A-正常态,1.0000,4.7744,是,红,0.9000,4.2969,3-0,ledger赛果兜底,0.9/1.0/0.92,1.0,主队,上盘,下盘,主队上盘，让球退盘，上盘水位0.90，下盘水位0.92，欧赔变化不大
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3039866-赛况更新-不新建赛前模拟,捷甲,波希米亚1905 vs 博雷斯拉夫,成年联赛T1,欧洲非五大,捷克,顶级联赛,平手/半球,0.91-1.00,诱下/上盘降温,正向,正向,上盘,波希米亚1905,0.9800,0.5428,0.5051,0.5251,16.0,0.5000,状态B-预警/降半仓,0.5000,2.3872,是,黑半,-0.2500,-1.1936,0-0,ledger赛果兜底,0.98/0.25/0.78,0.25,主队,上盘,下盘,主队上盘，让球基本稳定，上盘水位0.98，下盘水位0.78，欧赔变化不大
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3039867-盘口快照-不形成模拟,捷甲,布尔诺 vs 兹林,成年联赛T1,欧洲非五大,捷克,顶级联赛,半球/一球,0.81-0.90,诱上/阻下,反向,反向,上盘,布尔诺,0.8100,0.5740,0.5525,0.5725,18.0,0.4444,状态B-预警/降半仓,0.5000,2.3872,是,红半,0.2025,0.9668,3-2,ledger赛果兜底,0.81/0.75/1.01,0.75,主队,下盘,上盘,主队上盘，让球基本稳定，上盘水位0.81，下盘水位1.01，欧赔变化不大
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3040102-盘口快照-不形成模拟,捷乙,切斯卡阿森纳 vs 维拉斯姆,成年联赛T2,欧洲非五大,捷克,非顶级联赛,平手,0.71-0.80,诱上/阻下,反向,反向,上盘,维拉斯姆,0.7900,0.5792,0.5587,0.5787,38.0,0.6296,状态B-预警/降半仓,0.5000,2.3872,是,黑,-0.5000,-2.3872,2-1,ledger赛果兜底,0.97/0.0/0.79,0.0,客队,下盘,上盘,客队上盘，让球基本稳定，上盘水位0.79，下盘水位0.97，欧赔变化不大
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3040103-盘口快照-不形成模拟,捷乙,普日布拉姆 vs 卡尔维纳,成年联赛T2,欧洲非五大,捷克,非顶级联赛,平手/半球,0.71-0.80,降温保护/诱下,正向,正向,上盘,卡尔维纳,0.7700,0.5919,0.5650,0.585,13.0,0.6923,状态B-预警/降半仓,0.5000,2.3872,是,黑,-0.5000,-2.3872,2-1,ledger赛果兜底,0.99/-0.25/0.77,-0.25,客队,上盘,下盘,客队上盘，让球退盘，上盘水位0.77，下盘水位0.99，欧赔变化不大
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-29,2026-08-29 00:00:00,20260829-TITAN-3040717-盘口快照-不形成模拟,意乙,阿维利诺 vs 维琴察,成年联赛T2,欧洲五大,意大利,非顶级联赛,平手/半球,0.91-1.00,真实示强/阻上,反向,反向,下盘,维琴察,0.9500,0.6389,0.5128,0.5328,4.0,0.2500,状态A-正常态,1.0000,4.7744,是,黑,-1.0000,-4.7744,3-0,ledger赛果兜底,0.93/0.25/0.95,0.25,主队,上盘,下盘,主队上盘，让球加深，上盘水位0.93，下盘水位0.95，欧赔削弱上盘
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-31,2026-08-31 00:00:00,20260831-TITAN-2997701-盘口快照-不形成模拟,法乙,第戎 vs 圣埃蒂安,成年联赛T2,欧洲五大,法国,非顶级联赛,半球/一球,0.81-0.90,诱上/阻下,反向,反向,上盘,圣埃蒂安,0.8500,0.5840,0.5405,0.5605,20.0,0.5000,状态A-正常态,1.0000,4.0469,是,红半,0.4250,1.7199,2-3,ledger赛果兜底,1.03/-0.75/0.85,-0.75,客队,下盘,上盘,客队上盘，让球加深，上盘水位0.85，下盘水位1.03，欧赔削弱上盘
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-31,2026-08-31 00:00:00,20260831-TITAN-3003860-盘口快照-不形成模拟,英超,阿斯顿维拉 vs 阿森纳,成年联赛T1,欧洲五大,英格兰,顶级联赛,一球,0.81-0.90,诱上/阻下,反向,反向,上盘,阿森纳,0.8200,0.5891,0.5495,0.5695,9.0,0.6250,状态A-正常态,1.0000,4.0469,是,走水,0.0000,0.0000,0-1,ledger赛果兜底,1.07/-1.0/0.82,-1.0,客队,下盘,上盘,客队上盘，让球基本稳定，上盘水位0.82，下盘水位1.07，欧赔削弱上盘
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-31,2026-08-31 00:00:00,20260831-TITAN-3013665-盘口快照-不形成模拟,西甲,巴塞罗那 vs 巴列卡诺,成年联赛T1,欧洲五大,西班牙,顶级联赛,两球半/三球,0.81-0.90,诱上/阻下,反向,反向,上盘,巴塞罗那,0.8400,0.5890,0.5435,0.5635,0.0,,状态A-正常态,1.0000,4.0469,是,红半,0.4200,1.6997,5-2,ledger赛果兜底,0.84/2.75/1.05,2.75,主队,下盘,上盘,主队上盘，让球加深，上盘水位0.84，下盘水位1.05，欧赔削弱上盘
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-31,2026-08-31 00:00:00,20260831-TITAN-3014045-盘口快照-不形成模拟,西乙,布尔戈斯 vs 皇家社会B队,成年联赛T2,欧洲五大,西班牙,非顶级联赛,半球,0.81-0.90,诱上/阻下,反向,反向,上盘,布尔戈斯,0.8300,0.5940,0.5464,0.5664,20.0,0.6500,状态A-正常态,1.0000,4.0469,是,黑,-1.0000,-4.0469,2-2,ledger赛果兜底,0.83/0.5/1.06,0.5,主队,下盘,上盘,主队上盘，让球基本稳定，上盘水位0.83，下盘水位1.06，欧赔变化不大
2026-09-01,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260901_234740_detail.csv,2026-08-31,2026-08-31 00:00:00,20260831-TITAN-3014491-盘口快照-不形成模拟,西协甲,洛格朗尼斯 vs 艾斯马度华,成年联赛T3,欧洲五大,西班牙,非顶级联赛,平手/半球,0.81-0.90,真实示强/阻上,反向,反向,下盘,艾斯马度华,0.8900,0.5854,0.5291,0.5491,5.0,0.2000,状态A-正常态,1.0000,4.0469,是,黑,-1.0000,-4.0469,2-1,ledger赛果兜底,0.93/0.25/0.89,0.25,主队,上盘,下盘,主队上盘，让球加深，上盘水位0.93，下盘水位0.89，欧赔削弱上盘
