统计日期,数据源,地区,国家,赛事层级,盘口,水位分层,倾向意图,样本,红,红半,走水,黑半,黑,有效胜率,负率,均注盈亏Unit,平均水位,ROI,备注
2026-09-12,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-12.csv,南美系列,阿根廷,未知分类,半球,1.01-1.10,阻上/诱下,1,1,0,0,0,0,1.0,0.0,1.08,1.08,1.08,原页面冻结计划；未修改原选队、盘口、水位
2026-09-12,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-12.csv,北美系列,美国,未知分类,半球/一球,1.01-1.10,诱上/阻下,2,1,0,0,1,0,0.6667,0.3333,0.59,1.08,0.295,原页面冻结计划；未修改原选队、盘口、水位
2026-09-12,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-12.csv,北美系列,美国,未知分类,平手/半球,1.01-1.10,真实示弱/阻下,1,1,0,0,0,0,1.0,0.0,1.03,1.03,1.03,原页面冻结计划；未修改原选队、盘口、水位
2026-09-12,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-12.csv,北美系列,美国,未知分类,球半,0.91-1.00,真实示强/阻上,1,0,0,0,0,1,0.0,1.0,-1.0,0.99,-1.0,原页面冻结计划；未修改原选队、盘口、水位
2026-09-12,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-12.csv,北美系列,美国,未知分类,平手,0.91-1.00,真实示弱/阻下,2,2,0,0,0,0,1.0,0.0,1.94,0.97,0.97,原页面冻结计划；未修改原选队、盘口、水位
2026-09-12,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-12.csv,北美系列,美国,未知分类,平手/半球,0.81-0.90,降温保护/诱下,1,1,0,0,0,0,1.0,0.0,0.85,0.85,0.85,原页面冻结计划；未修改原选队、盘口、水位
2026-09-12,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-12.csv,北美系列,美国,未知分类,半球/一球,1.01-1.10,阻下/下盘保护,2,1,0,0,0,1,0.5,0.5,0.02,1.03,0.01,原页面冻结计划；未修改原选队、盘口、水位
2026-09-12,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-12.csv,北美系列,美国,未知分类,平手/半球,>1.10,真实示弱/阻下,1,1,0,0,0,0,1.0,0.0,1.11,1.11,1.11,原页面冻结计划；未修改原选队、盘口、水位
2026-09-12,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-12.csv,日韩系列,日本,未知分类,平手,1.01-1.10,诱上/阻下,1,0,0,0,0,1,0.0,1.0,-1.0,1.06,-1.0,原页面冻结计划；未修改原选队、盘口、水位
2026-09-12,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-12.csv,日韩系列,日本,未知分类,平手,>1.10,诱上/阻下,1,0,0,0,0,1,0.0,1.0,-1.0,1.14,-1.0,原页面冻结计划；未修改原选队、盘口、水位
2026-09-12,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-12.csv,日韩系列,日本,未知分类,半球,0.81-0.90,降温保护/诱下,2,1,0,0,0,1,0.5,0.5,-0.12,0.88,-0.06,原页面冻结计划；未修改原选队、盘口、水位
2026-09-12,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-12.csv,日韩系列,韩国,未知分类,半球,0.91-1.00,真实示强/阻上,2,2,0,0,0,0,1.0,0.0,1.89,0.945,0.945,原页面冻结计划；未修改原选队、盘口、水位
2026-09-12,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-12.csv,其他系列,中国,未知分类,半球,1.01-1.10,真实示弱/阻下,1,1,0,0,0,0,1.0,0.0,1.09,1.09,1.09,原页面冻结计划；未修改原选队、盘口、水位
2026-09-12,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-12.csv,南美系列,厄瓜多尔,未知分类,平手/半球,1.01-1.10,阻下/下盘保护,2,2,0,0,0,0,1.0,0.0,2.06,1.03,1.03,原页面冻结计划；未修改原选队、盘口、水位
2026-09-12,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-12.csv,日韩系列,韩国,未知分类,一球/球半,0.91-1.00,真实示强/阻上,1,0,1,0,0,0,1.0,0.0,0.5,1.0,0.5,原页面冻结计划；未修改原选队、盘口、水位
2026-09-12,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-12.csv,西亚/中亚系列,乌兹别克斯坦,未知分类,一球,1.01-1.10,阻上/诱下,1,0,0,1,0,0,,,0.0,1.02,0.0,原页面冻结计划；未修改原选队、盘口、水位
2026-09-12,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-12.csv,西亚/中亚系列,乌兹别克斯坦,未知分类,半球,1.01-1.10,阻上/诱下,1,0,0,0,0,1,0.0,1.0,-1.0,1.02,-1.0,原页面冻结计划；未修改原选队、盘口、水位
