统计日期,数据源,地区,国家,赛事层级,盘口,水位分层,倾向意图,样本,红,红半,走水,黑半,黑,有效胜率,负率,均注盈亏Unit,平均水位,ROI,备注
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,其他系列,日本,杯赛,平手/半球,0.81-0.90,降温保护/诱下,1,0,0,0,0,1,0.0,1.0,-1.0,0.86,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,其他系列,日本,杯赛,一球,0.81-0.90,降温保护/诱下,1,0,0,1,0,0,,,0.0,0.86,0.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,其他系列,日本,杯赛,平手/半球,1.01-1.10,降温保护/诱下,1,0,0,0,0,1,0.0,1.0,-1.0,1.02,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,其他系列,波兰,杯赛,一球,0.91-1.00,降温保护/诱下,1,0,0,1,0,0,,,0.0,0.94,0.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,俄罗斯,杯赛,平手/半球,0.91-1.00,真实示强/阻上,1,0,0,0,1,0,0.0,1.0,-0.5,0.96,-0.5,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,未识别,未知分类,半球,0.91-1.00,降温保护/诱下,1,1,0,0,0,0,1.0,0.0,0.94,0.94,0.94,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,罗马尼亚,杯赛,平手,0.91-1.00,降温保护/诱下,1,1,0,0,0,0,1.0,0.0,0.97,0.97,0.97,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,其他系列,保加利亚,未知分类,半球/一球,0.81-0.90,诱上/阻下,1,0,1,0,0,0,1.0,0.0,0.415,0.83,0.415,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,土耳其,未知分类,半球,0.91-1.00,真实示强/阻上,1,1,0,0,0,0,1.0,0.0,0.93,0.93,0.93,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,希腊,杯赛,两球半,0.91-1.00,真实示强/阻上,1,0,0,0,0,1,0.0,1.0,-1.0,0.95,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,希腊,杯赛,半球/一球,0.91-1.00,真实示强/阻上,1,0,0,0,0,1,0.0,1.0,-1.0,0.93,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,捷克,未知分类,球半,0.81-0.90,真实示强/阻上,1,1,0,0,0,0,1.0,0.0,0.9,0.9,0.9,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,捷克,未知分类,平手,0.81-0.90,降温保护/诱下,1,1,0,0,0,0,1.0,0.0,0.86,0.86,0.86,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,未识别,未知分类,半球/一球,0.71-0.80,诱上/阻下,1,0,0,0,0,1,0.0,1.0,-1.0,0.78,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,未识别,未知分类,平手/半球,0.71-0.80,诱上/阻下,1,1,0,0,0,0,1.0,0.0,0.78,0.78,0.78,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,罗马尼亚,杯赛,半球,0.91-1.00,降温保护/诱下,1,1,0,0,0,0,1.0,0.0,0.95,0.95,0.95,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,罗马尼亚,杯赛,平手,0.81-0.90,降温保护/诱下,2,1,0,0,0,1,0.5,0.5,-0.19,0.815,-0.095,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,罗马尼亚,杯赛,一球,0.71-0.80,诱上/阻下,1,0,0,0,0,1,0.0,1.0,-1.0,0.72,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,罗马尼亚,杯赛,两球/两球半,0.81-0.90,诱上/阻下,1,1,0,0,0,0,1.0,0.0,0.81,0.81,0.81,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲五大系列,意大利,杯赛,一球,0.81-0.90,诱上/阻下,1,1,0,0,0,0,1.0,0.0,0.82,0.82,0.82,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,捷克,未知分类,球半/两球,0.81-0.90,诱上/阻下,1,0,1,0,0,0,1.0,0.0,0.415,0.83,0.415,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,捷克,未知分类,平手,1.01-1.10,降温保护/诱下,1,0,0,0,0,1,0.0,1.0,-1.0,1.06,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,罗马尼亚,杯赛,两球/两球半,0.91-1.00,降温保护/诱下,1,0,0,0,0,1,0.0,1.0,-1.0,0.94,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,未识别,杯赛,半球/一球,0.81-0.90,诱上/阻下,2,1,0,0,0,1,0.5,0.5,-0.17,0.83,-0.085,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,罗马尼亚,杯赛,平手,0.71-0.80,降温保护/诱下,1,0,0,0,0,1,0.0,1.0,-1.0,0.78,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,瑞典,杯赛,两球,0.81-0.90,诱上/阻下,1,1,0,0,0,0,1.0,0.0,0.84,0.84,0.84,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,俄罗斯,杯赛,半球,1.01-1.10,降温保护/诱下,1,1,0,0,0,0,1.0,0.0,1.03,1.03,1.03,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,未识别,杯赛,一球/球半,0.81-0.90,降温保护/诱下,1,0,1,0,0,0,1.0,0.0,0.435,0.87,0.435,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,未识别,杯赛,两球半,0.91-1.00,真实示强/阻上,1,0,0,0,0,1,0.0,1.0,-1.0,0.99,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,比利时,未知分类,平手/半球,0.71-0.80,诱上/阻下,1,0,0,0,0,1,0.0,1.0,-1.0,0.74,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,未识别,杯赛,两球/两球半,0.91-1.00,降温保护/诱下,1,1,0,0,0,0,1.0,0.0,0.93,0.93,0.93,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,瑞士,未知分类,半球/一球,1.01-1.10,降温保护/诱下,1,0,0,0,1,0,0.0,1.0,-0.5,1.01,-0.5,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,瑞士,未知分类,平手/半球,0.81-0.90,诱上/阻下,1,0,0,0,1,0,0.0,1.0,-0.5,0.82,-0.5,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲五大系列,德国,杯赛,4球,0.71-0.80,诱上/阻下,1,0,0,0,0,1,0.0,1.0,-1.0,0.8,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲五大系列,英格兰,未知分类,平手/半球,0.81-0.90,降温保护/诱下,1,1,0,0,0,0,1.0,0.0,0.9,0.9,0.9,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲五大系列,英格兰,未知分类,平手,0.91-1.00,降温保护/诱下,1,0,0,0,0,1,0.0,1.0,-1.0,0.94,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲五大系列,英格兰,未知分类,平手/半球,0.81-0.90,诱上/阻下,2,1,0,0,1,0,0.6667,0.3333,0.33,0.825,0.165,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲五大系列,英格兰,未知分类,平手/半球,1.01-1.10,阻上/诱下,2,1,0,0,1,0,0.6667,0.3333,0.59,1.085,0.295,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,南美系列,厄瓜多尔,未知分类,一球/球半,1.01-1.10,阻上/诱下,1,0,0,0,1,0,0.0,1.0,-0.5,1.03,-0.5,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,南美系列,未识别,未知分类,平手/半球,1.01-1.10,阻上/诱下,2,1,0,0,0,1,0.5,0.5,0.07,1.06,0.035,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲五大系列,英格兰,未知分类,半球,1.01-1.10,阻上/诱下,1,1,0,0,0,0,1.0,0.0,1.03,1.03,1.03,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,希腊,杯赛,一球/球半,0.71-0.80,诱上/阻下,1,0,0,0,0,1,0.0,1.0,-1.0,0.8,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,南美系列,智利,未知分类,一球,1.01-1.10,阻上/诱下,1,0,0,1,0,0,,,0.0,1.09,0.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,南美系列,巴西,未知分类,两球,0.81-0.90,真实示强/阻上,1,0,0,1,0,0,,,0.0,0.9,0.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,南美系列,乌拉圭,杯赛,半球/一球,0.81-0.90,诱下/上盘降温,1,0,0,0,0,1,0.0,1.0,-1.0,0.9,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,北美系列,美国,未知分类,半球/一球,0.71-0.80,降温保护/诱下,1,0,0,0,0,1,0.0,1.0,-1.0,0.8,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,北美系列,美国,未知分类,一球/球半,0.91-1.00,平衡盘/等待临场确认,1,0,1,0,0,0,1.0,0.0,0.46,0.92,0.46,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,北美系列,美国,未知分类,平手/半球,0.91-1.00,诱上/阻下,1,0,0,0,0,1,0.0,1.0,-1.0,0.95,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,北美系列,美国,未知分类,一球,0.81-0.90,诱上/阻下,1,1,0,0,0,0,1.0,0.0,0.87,0.87,0.87,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,南美系列,厄瓜多尔,未知分类,平手/半球,0.91-1.00,诱上/阻下,1,1,0,0,0,0,1.0,0.0,0.94,0.94,0.94,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,南美系列,巴西,杯赛,平手,0.91-1.00,降温保护/诱下,1,0,0,1,0,0,,,0.0,0.94,0.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,南美系列,智利,未知分类,平手,0.81-0.90,降温保护/诱下,2,2,0,0,0,0,1.0,0.0,1.67,0.835,0.835,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,其他系列,中国,杯赛,半球,0.81-0.90,降温保护/诱下,1,1,0,0,0,0,1.0,0.0,0.88,0.88,0.88,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,其他系列,波兰,杯赛,半球/一球,0.81-0.90,诱上/阻下,1,0,0,0,0,1,0.0,1.0,-1.0,0.81,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,西亚/中亚系列,卡塔尔,未知分类,平手/半球,0.91-1.00,诱下/上盘降温,1,1,0,0,0,0,1.0,0.0,0.99,0.99,0.99,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,土耳其,未知分类,平手/半球,0.81-0.90,诱上/阻下,1,1,0,0,0,0,1.0,0.0,0.84,0.84,0.84,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,罗马尼亚,杯赛,一球/球半,0.71-0.80,诱上/阻下,1,0,0,0,1,0,0.0,1.0,-0.5,0.75,-0.5,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,西亚/中亚系列,沙特,未知分类,平手/半球,1.01-1.10,阻上/诱下,1,0,0,0,1,0,0.0,1.0,-0.5,1.06,-0.5,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,其他系列,保加利亚,未知分类,平手/半球,0.81-0.90,诱上/阻下,1,1,0,0,0,0,1.0,0.0,0.86,0.86,0.86,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲五大系列,意大利,杯赛,半球/一球,0.81-0.90,诱上/阻下,1,1,0,0,0,0,1.0,0.0,0.82,0.82,0.82,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,瑞典,未知分类,半球/一球,0.81-0.90,真实示强/阻上,1,1,0,0,0,0,1.0,0.0,0.87,0.87,0.87,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,南美系列,乌拉圭,杯赛,平手/半球,0.91-1.00,诱下/上盘降温,1,1,0,0,0,0,1.0,0.0,0.96,0.96,0.96,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,西亚/中亚系列,沙特,未知分类,一球,0.71-0.80,诱上/阻下,1,1,0,0,0,0,1.0,0.0,0.8,0.8,0.8,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,比利时,未知分类,一球/球半,0.91-1.00,真实示强/阻上,1,0,0,0,1,0,0.0,1.0,-0.5,0.99,-0.5,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,瑞士,未知分类,半球,0.91-1.00,真实示强/阻上,1,1,0,0,0,0,1.0,0.0,0.96,0.96,0.96,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,瑞士,未知分类,平手,0.71-0.80,诱上/阻下,1,1,0,0,0,0,1.0,0.0,0.8,0.8,0.8,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲五大系列,法国,未知分类,半球,1.01-1.10,阻上/诱下,1,1,0,0,0,0,1.0,0.0,1.02,1.02,1.02,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,南美系列,哥伦比亚,未知分类,一球/球半,0.81-0.90,诱上/阻下,1,1,0,0,0,0,1.0,0.0,0.82,0.82,0.82,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,南美系列,乌拉圭,杯赛,半球,0.71-0.80,诱上/阻下,1,1,0,0,0,0,1.0,0.0,0.77,0.77,0.77,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,南美系列,巴西,杯赛,平手/半球,1.01-1.10,阻上/诱下,1,1,0,0,0,0,1.0,0.0,1.09,1.09,1.09,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,南美系列,厄瓜多尔,未知分类,平手/半球,0.91-1.00,阻上/诱下,1,0,0,0,1,0,0.0,1.0,-0.5,1.0,-0.5,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,西亚/中亚系列,阿联酋,未知分类,球半/两球,0.91-1.00,降温保护/诱下,1,0,1,0,0,0,1.0,0.0,0.455,0.91,0.455,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,西亚/中亚系列,卡塔尔,未知分类,半球/一球,0.91-1.00,平衡盘/等待临场确认,1,1,0,0,0,0,1.0,0.0,0.99,0.99,0.99,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,其他系列,未识别,杯赛,一球/球半,0.71-0.80,真实示强/阻上,1,1,0,0,0,0,1.0,0.0,0.76,0.76,0.76,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,西亚/中亚系列,阿联酋,未知分类,一球/球半,0.91-1.00,诱下/上盘降温,1,1,0,0,0,0,1.0,0.0,0.96,0.96,0.96,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,其他系列,未识别,杯赛,平手/半球,0.81-0.90,降温保护/诱下,1,0,0,0,1,0,0.0,1.0,-0.5,0.83,-0.5,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,丹麦,未知分类,平手/半球,1.01-1.10,阻上/降温保护,1,0,0,0,0,1,0.0,1.0,-1.0,1.03,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,西亚/中亚系列,卡塔尔,未知分类,半球/一球,1.01-1.10,诱上/阻下,1,0,0,0,0,1,0.0,1.0,-1.0,1.03,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,西亚/中亚系列,阿联酋,未知分类,球半,0.81-0.90,诱上/阻下,1,1,0,0,0,0,1.0,0.0,0.84,0.84,0.84,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲五大系列,德国,未知分类,一球/球半,0.81-0.90,阻上/诱下,1,0,0,0,0,1,0.0,1.0,-1.0,0.86,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,丹麦,未知分类,平手/半球,0.71-0.80,平衡盘/等待临场确认,1,0,0,0,1,0,0.0,1.0,-0.5,0.78,-0.5,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,丹麦,未知分类,平手,0.91-1.00,降温保护/诱下,1,0,0,1,0,0,,,0.0,1.0,0.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,挪威,未知分类,球半,0.91-1.00,平衡盘/等待临场确认,1,0,0,0,0,1,0.0,1.0,-1.0,0.94,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲五大系列,法国,未知分类,一球/球半,0.81-0.90,真实示强/阻上,1,1,0,0,0,0,1.0,0.0,0.82,0.82,0.82,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,瑞典,未知分类,一球/球半,0.81-0.90,真实示强/阻上,1,0,0,0,0,1,0.0,1.0,-1.0,0.86,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,其他系列,南非,未知分类,平手,>1.10,降温保护/诱下,1,0,0,0,0,1,0.0,1.0,-1.0,1.12,-1.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,其他系列,南非,未知分类,平手,0.81-0.90,诱上/阻下,1,0,0,1,0,0,,,0.0,0.82,0.0,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲非五大系列,比利时,未知分类,半球/一球,0.71-0.80,诱上/阻下,1,1,0,0,0,0,1.0,0.0,0.78,0.78,0.78,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,西亚/中亚系列,沙特,未知分类,球半/两球,1.01-1.10,阻上/诱下,1,1,0,0,0,0,1.0,0.0,1.02,1.02,1.02,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
2026-09-08,D:\codex\outputs\football_odds_trader\ledger\bettable_event_detail_2026-09-08.csv,欧洲五大系列,德国,未知分类,一球/球半,0.81-0.90,平衡盘/等待临场确认,1,1,0,0,0,0,1.0,0.0,0.81,0.81,0.81,冻结页面计划均注模拟；不同旧版本不得解释为新版通过或真实成交
