统计日期,数据源,地区,国家,赛事层级,盘口,水位分层,倾向意图,样本,红,红半,走水,黑半,黑,有效胜率,负率,均注盈亏Unit,平均水位,ROI,备注
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,拉美,未识别,杯赛,平手,0.71-0.80,诱上/阻下,1,0,0,1,0,0,,,0.0000,0.7100,0.0000,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,拉美,未识别,杯赛,平手/半球,0.81-0.90,诱下/上盘降温,1,1,0,0,0,0,1.0000,0.0000,0.8700,0.8700,0.8700,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,拉美,阿根廷,非顶级联赛,平手,0.71-0.80,诱上/阻下,1,0,0,0,0,1,0.0000,1.0000,-1.0000,0.7200,-1.0000,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,拉美,阿根廷,非顶级联赛,平手,0.81-0.90,诱上/阻下,1,1,0,0,0,0,1.0000,0.0000,0.8400,0.8400,0.8400,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲五大,德国,非顶级联赛,一球,0.81-0.90,降温保护/诱下,1,1,0,0,0,0,1.0000,0.0000,0.9000,0.9000,0.9000,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲五大,德国,非顶级联赛,平手/半球,0.81-0.90,降温保护/诱下,1,1,0,0,0,0,1.0000,0.0000,0.8400,0.8400,0.8400,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲五大,德国,非顶级联赛,平手/半球,>1.10,阻上/诱下,1,1,0,0,0,0,1.0000,0.0000,0.5550,1.1100,1.1100,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲五大,德国,顶级联赛,两球/两球半,1.01-1.10,阻上/诱下,1,1,0,0,0,0,1.0000,0.0000,0.5150,1.0300,1.0300,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲五大,意大利,非顶级联赛,平手/半球,0.91-1.00,真实示强/阻上,2,0,0,0,0,2,0.0000,1.0000,-2.0000,0.9450,-1.0000,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲五大,法国,非顶级联赛,半球/一球,0.81-0.90,诱上/阻下,1,0,1,0,0,0,1.0000,0.0000,0.4250,0.8500,0.4250,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲五大,法国,非顶级联赛,平手/半球,0.71-0.80,诱上/阻下,1,0,0,0,0,1,0.0000,1.0000,-1.0000,0.7800,-1.0000,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲五大,法国,非顶级联赛,平手/半球,1.01-1.10,阻上/诱下,1,1,0,0,0,0,1.0000,0.0000,1.0800,1.0800,1.0800,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲五大,法国,顶级联赛,半球,1.01-1.10,阻上/诱下,1,0,0,0,0,1,0.0000,1.0000,-1.0000,1.0400,-1.0000,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲五大,法国,顶级联赛,半球/一球,0.71-0.80,诱上/阻下,1,0,0,0,0,1,0.0000,1.0000,-0.5000,0.7900,-1.0000,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲五大,英格兰,杯赛,平手/半球,0.81-0.90,诱上/阻下,1,0,0,0,0,1,0.0000,1.0000,-1.0000,0.8100,-1.0000,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲五大,英格兰,非顶级联赛,平手/半球,1.01-1.10,阻上/诱下,1,0,0,0,1,0,0.0000,1.0000,-0.5000,1.0700,-0.5000,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲五大,英格兰,顶级联赛,一球,0.81-0.90,诱上/阻下,1,0,0,1,0,0,,,0.0000,0.8200,0.0000,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲五大,英格兰,顶级联赛,半球/一球,1.01-1.10,阻上/诱下,1,0,0,0,0,1,0.0000,1.0000,-1.0000,1.0300,-1.0000,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲五大,西班牙,非顶级联赛,半球,0.81-0.90,诱上/阻下,1,0,0,0,0,1,0.0000,1.0000,-1.0000,0.8300,-1.0000,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲五大,西班牙,非顶级联赛,平手/半球,0.81-0.90,真实示强/阻上,1,0,0,0,0,1,0.0000,1.0000,-1.0000,0.8900,-1.0000,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲五大,西班牙,非顶级联赛,平手/半球,1.01-1.10,阻上/诱下,2,0,0,0,1,1,0.0000,1.0000,-1.0000,1.0550,-0.7245,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲五大,西班牙,顶级联赛,两球半/三球,0.81-0.90,诱上/阻下,1,0,1,0,0,0,1.0000,0.0000,0.4200,0.8400,0.4200,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲五大,西班牙,顶级联赛,球半,0.81-0.90,诱上/阻下,1,1,0,0,0,0,1.0000,0.0000,0.4250,0.8500,0.8500,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲非五大,丹麦,杯赛,一球,0.71-0.80,诱上/阻下,1,0,0,0,0,1,0.0000,1.0000,-0.5000,0.7200,-1.0000,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲非五大,丹麦,杯赛,两球半,0.81-0.90,诱上/阻下,1,0,0,0,0,1,0.0000,1.0000,-1.0000,0.8200,-1.0000,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲非五大,丹麦,杯赛,半球/一球,0.81-0.90,诱上/阻下,1,1,0,0,0,0,1.0000,0.0000,0.8400,0.8400,0.8400,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲非五大,丹麦,杯赛,平手/半球,0.71-0.80,诱上/阻下,1,1,0,0,0,0,1.0000,0.0000,0.7800,0.7800,0.7800,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲非五大,丹麦,非顶级联赛,一球,1.01-1.10,阻上/诱下,1,0,0,0,0,1,0.0000,1.0000,-0.5000,1.0100,-1.0000,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲非五大,丹麦,非顶级联赛,半球,0.71-0.80,诱上/阻下,1,0,0,0,0,1,0.0000,1.0000,-1.0000,0.8000,-1.0000,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲非五大,俄罗斯,非顶级联赛,平手,0.71-0.80,诱上/阻下,1,0,0,0,0,1,0.0000,1.0000,-1.0000,0.7800,-1.0000,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲非五大,俄罗斯,非顶级联赛,平手/半球,0.91-1.00,诱下/上盘降温,1,1,0,0,0,0,1.0000,0.0000,0.5000,1.0000,1.0000,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲非五大,俄罗斯,顶级联赛,半球/一球,0.81-0.90,诱上/阻下,1,0,0,0,0,1,0.0000,1.0000,-1.0000,0.8300,-1.0000,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲非五大,冰岛,非顶级联赛,半球,0.81-0.90,降温保护/诱下,1,0,0,0,0,1,0.0000,1.0000,-0.5000,0.8100,-1.0000,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲非五大,冰岛,非顶级联赛,球半/两球,0.81-0.90,诱上/阻下,1,0,1,0,0,0,1.0000,0.0000,0.2100,0.8400,0.4200,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲非五大,挪威,非顶级联赛,一球,0.81-0.90,诱上/阻下,1,1,0,0,0,0,1.0000,0.0000,0.4050,0.8100,0.8100,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲非五大,挪威,非顶级联赛,球半/两球,<=0.70,诱上/阻下,1,0,1,0,0,0,1.0000,0.0000,0.1750,0.7000,0.3500,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲非五大,捷克,非顶级联赛,半球,0.81-0.90,降温保护/诱下,1,1,0,0,0,0,1.0000,0.0000,0.8500,0.8500,0.8500,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲非五大,捷克,非顶级联赛,平手,0.71-0.80,诱上/阻下,1,0,0,0,0,1,0.0000,1.0000,-0.5000,0.7900,-1.0000,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲非五大,捷克,非顶级联赛,平手/半球,0.71-0.80,诱上/阻下,1,0,0,0,0,1,0.0000,1.0000,-1.0000,0.7600,-1.0000,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲非五大,捷克,非顶级联赛,平手/半球,0.71-0.80,降温保护/诱下,1,0,0,0,0,1,0.0000,1.0000,-0.5000,0.7700,-1.0000,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲非五大,捷克,顶级联赛,半球/一球,0.81-0.90,诱上/阻下,1,0,1,0,0,0,1.0000,0.0000,0.2025,0.8100,0.4050,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲非五大,捷克,顶级联赛,平手/半球,0.91-1.00,诱下/上盘降温,1,0,0,0,1,0,0.0000,1.0000,-0.2500,0.9800,-0.5000,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲非五大,未识别,杯赛,两球/两球半,0.91-1.00,诱下/上盘降温,1,1,0,0,0,0,1.0000,0.0000,0.4800,0.9600,0.9600,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲非五大,未识别,杯赛,半球,0.71-0.80,诱上/阻下,1,0,0,0,0,1,0.0000,1.0000,-0.5000,0.8000,-1.0000,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲非五大,未识别,杯赛,半球,0.81-0.90,诱下/上盘降温,1,1,0,0,0,0,1.0000,0.0000,0.4500,0.9000,0.9000,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲非五大,未识别,杯赛,平手/半球,0.91-1.00,诱下/上盘降温,1,0,0,0,1,0,0.0000,1.0000,-0.2500,0.9300,-0.5000,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲非五大,未识别,杯赛,球半,0.91-1.00,诱下/上盘降温,1,1,0,0,0,0,1.0000,0.0000,0.4700,0.9400,0.9400,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲非五大,未识别,洲际杯赛,一球,0.81-0.90,诱上/阻下,1,1,0,0,0,0,1.0000,0.0000,0.4100,0.8200,0.8200,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲非五大,未识别,非顶级联赛,平手/半球,0.91-1.00,诱下/上盘降温,1,0,0,0,0,1,0.0000,1.0000,-1.0000,0.9500,-1.0000,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲非五大,未识别,顶级联赛,一球/球半,0.81-0.90,诱下/上盘降温,1,0,0,0,0,1,0.0000,1.0000,-0.5000,0.8600,-1.0000,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲非五大,比利时,非顶级联赛,半球,<=0.70,诱上/阻下,1,0,0,0,0,1,0.0000,1.0000,-1.0000,0.6600,-1.0000,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲非五大,比利时,非顶级联赛,半球/一球,0.71-0.80,诱上/阻下,1,0,0,0,0,1,0.0000,1.0000,-1.0000,0.7700,-1.0000,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲非五大,比利时,非顶级联赛,平手,0.91-1.00,诱下/上盘降温,1,0,0,0,0,1,0.0000,1.0000,-0.5000,0.9900,-1.0000,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲非五大,比利时,顶级联赛,一球,0.81-0.90,阻下/上盘保护,1,1,0,0,0,0,1.0000,0.0000,0.8600,0.8600,0.8600,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲非五大,瑞典,杯赛,球半/两球,0.81-0.90,诱上/阻下,1,1,0,0,0,0,1.0000,0.0000,0.8400,0.8400,0.8400,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲非五大,罗马尼亚,洲际杯赛,一球/球半,0.81-0.90,诱上/阻下,1,1,0,0,0,0,1.0000,0.0000,0.8200,0.8200,0.8200,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
2026-09-02,D:\codex\outputs\football_odds_trader\backtests\sequential_asian\sequential_asian_backtest_20260902_135106_detail.csv,欧洲非五大,罗马尼亚,洲际杯赛,平手/半球,0.81-0.90,诱上/阻下,1,1,0,0,0,0,1.0000,0.0000,0.8300,0.8300,0.8300,仅含严格walk-forward漏斗通过且已结算的正向/反向亚盘投注行；按地区-国家-赛事层级-盘口-水位分层-倾向意图统计红黑
