list_date,group,value,frozen_bettable,settled,counts,effective_win_rate,pnl_1u,roi,settled_roi,roi_denominator,pending,real_money
2026-09-20,competition,世女杯U20,1,1,"{""HW"": 1}",1.0,0.48,0.48,0.48,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,丹麦超,1,1,"{""L"": 1}",0.0,-1.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,乌克超,2,2,"{""W"": 2}",1.0,2.36,1.18,1.18,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,保甲,1,1,"{""W"": 1}",1.0,0.87,0.87,0.87,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,印尼超,2,2,"{""P"": 2}",,0.0,0.0,0.0,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,厄瓜甲降,1,1,"{""L"": 1}",0.0,-1.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,土超,1,1,"{""W"": 1}",1.0,1.13,1.13,1.13,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,墨西联秋,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-20,competition,巴拉甲秋,1,1,"{""L"": 1}",0.0,-1.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,巴西甲,3,3,"{""W"": 2, ""L"": 1}",0.6666666666666666,1.1,0.3667,0.3667,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,希腊超,2,2,"{""L"": 2}",0.0,-2.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,德乙,2,2,"{""HW"": 2}",1.0,1.035,0.5175,0.5175,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,德甲,1,1,"{""W"": 1}",1.0,1.0,1.0,1.0,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,意丙,1,1,"{""L"": 1}",0.0,-1.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,意乙,1,1,"{""HL"": 1}",0.0,-0.5,-0.5,-0.5,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,意甲,2,2,"{""L"": 1, ""W"": 1}",0.5,-0.04,-0.02,-0.02,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,拉脱超,1,1,"{""W"": 1}",1.0,1.08,1.08,1.08,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,挪甲,1,1,"{""L"": 1}",0.0,-1.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,挪超,2,2,"{""L"": 1, ""W"": 1}",0.5,-0.16,-0.08,-0.08,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,斯亚甲,2,2,"{""W"": 1, ""L"": 1}",0.5,-0.01,-0.005,-0.005,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,日职丙,1,1,"{""W"": 1}",1.0,1.0,1.0,1.0,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,日职乙,1,1,"{""W"": 1}",1.0,1.04,1.04,1.04,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,日职女甲,1,1,"{""W"": 1}",1.0,0.97,0.97,0.97,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,日足联,1,1,"{""W"": 1}",1.0,1.0,1.0,1.0,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,法甲,1,1,"{""W"": 1}",1.0,1.0,1.0,1.0,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,波兰乙,1,1,"{""HW"": 1}",1.0,0.555,0.555,0.555,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,波兰超,1,1,"{""W"": 1}",1.0,0.99,0.99,0.99,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,波斯甲,1,1,"{""W"": 1}",1.0,1.01,1.01,1.01,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,玻利杯,1,1,"{""HW"": 1}",1.0,0.525,0.525,0.525,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,瑞典乙北,1,1,"{""L"": 1}",0.0,-1.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,瑞典超,2,2,"{""W"": 2}",1.0,2.05,1.025,1.025,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,白俄超,1,1,"{""W"": 1}",1.0,1.03,1.03,1.03,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,美女职,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-20,competition,美职业,1,0,{},,0,0.0,,FROZEN_BETTABLE_1U,1,False
2026-09-20,competition,英冠,1,1,"{""L"": 1}",0.0,-1.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,英超,1,1,"{""W"": 1}",1.0,0.96,0.96,0.96,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,荷甲,2,2,"{""L"": 1, ""W"": 1}",0.5,-0.06,-0.03,-0.03,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,萨尔超春,1,1,"{""L"": 1}",0.0,-1.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,葡超,4,4,"{""W"": 2, ""HW"": 1, ""L"": 1}",0.7142857142857143,1.59,0.3975,0.3975,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,西乙,1,1,"{""HL"": 1}",0.0,-0.5,-0.5,-0.5,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,西协乙1,1,1,"{""W"": 1}",1.0,1.08,1.08,1.08,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,西协乙4,1,1,"{""W"": 1}",1.0,1.11,1.11,1.11,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,西协甲,1,1,"{""HL"": 1}",0.0,-0.5,-0.5,-0.5,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,西甲,2,2,"{""W"": 2}",1.0,2.12,1.06,1.06,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,阿乙,3,3,"{""L"": 2, ""W"": 1}",0.3333333333333333,-0.94,-0.3133,-0.3133,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,阿塞超,1,1,"{""L"": 1}",0.0,-1.0,-1.0,-1.0,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,阿甲,3,3,"{""W"": 2, ""P"": 1}",1.0,2.07,0.69,0.69,FROZEN_BETTABLE_1U,0,False
2026-09-20,competition,韩K联,1,1,"{""W"": 1}",1.0,1.03,1.03,1.03,FROZEN_BETTABLE_1U,0,False
2026-09-20,selected_side,giving,32,31,"{""W"": 17, ""L"": 11, ""HL"": 1, ""HW"": 2}",0.6101694915254238,6.835,0.2136,0.2205,FROZEN_BETTABLE_1U,1,False
2026-09-20,selected_side,receiving,35,33,"{""W"": 16, ""P"": 3, ""L"": 8, ""HW"": 4, ""HL"": 2}",0.6666666666666666,9.64,0.2754,0.2921,FROZEN_BETTABLE_1U,2,False
2026-09-20,grade,A,1,1,"{""W"": 1}",1.0,1.28,1.28,1.28,FROZEN_BETTABLE_1U,0,False
2026-09-20,grade,B,4,4,"{""L"": 2, ""W"": 1, ""P"": 1}",0.3333333333333333,-1.01,-0.2525,-0.2525,FROZEN_BETTABLE_1U,0,False
