match_id,list_date,side,team,market_side,signed_handicap,water,W,HW,P,HL,L,EV_mean,EV_p10,P_EV_gt_0,mirror_status,real_money,diagnostic_only,status
3092292,2026-09-26,giving,奥克兰联,让球方/上盘,1.0,0.78,0.0,0.0,0.0,0.0,0.0,-0.1439473684210526,-0.26043956683874514,0.056,W↔L;HW↔HL;P↔P,False,True,COMPUTED
3092292,2026-09-26,receiving,威灵顿凤凰后备队,受让方/下盘,1.0,1.04,0.0,0.0,0.0,0.0,0.0,0.08263157894736844,-0.04889771885577621,0.793,W↔L;HW↔HL;P↔P,False,True,COMPUTED
2997421,2026-09-26,giving,蒂华纳,让球方/上盘,0.25,0.82,0.0,0.0,0.0,0.0,0.0,-0.07798611111111117,-0.13867846467988998,0.049,W↔L;HW↔HL;P↔P,False,True,COMPUTED
2997421,2026-09-26,receiving,阿特拉斯,受让方/下盘,0.25,1.07,0.0,0.0,0.0,0.0,0.0,0.03151041666666671,-0.035232531420753666,0.7296,W↔L;HW↔HL;P↔P,False,True,COMPUTED
3092293,2026-09-26,giving,伊斯特恩沙伯奥克兰,让球方/上盘,0.75,0.81,0.0,0.0,0.0,0.0,0.0,-0.09404166666666663,-0.18893078819002662,0.1026,W↔L;HW↔HL;P↔P,False,True,COMPUTED
3092293,2026-09-26,receiving,菲利米德海湾,受让方/下盘,0.75,1.01,0.0,0.0,0.0,0.0,0.0,0.016916666666666635,-0.08653605499532824,0.5856,W↔L;HW↔HL;P↔P,False,True,COMPUTED
3001194,2026-09-26,giving,金泽,让球方/上盘,0.5,0.7,0.0,0.0,0.0,0.0,0.0,-0.15485714285714292,-0.23858960262615347,0.0072,W↔L;HW↔HL;P↔P,False,True,COMPUTED
3001194,2026-09-26,receiving,鸟取飞翔,受让方/下盘,0.5,1.06,0.0,0.0,0.0,0.0,0.0,0.035885714285714354,-0.06184170834908015,0.6826,W↔L;HW↔HL;P↔P,False,True,COMPUTED
2956834,2026-09-26,giving,横滨海鸥女足,让球方/上盘,0.75,0.7,0.0,0.0,0.0,0.0,0.0,-0.14125,-0.2287636275400003,0.0226,W↔L;HW↔HL;P↔P,False,True,COMPUTED
2956834,2026-09-26,receiving,日本体育大学女足,受让方/下盘,0.75,1.06,0.0,0.0,0.0,0.0,0.0,0.03899999999999998,-0.0692425445393271,0.6734,W↔L;HW↔HL;P↔P,False,True,COMPUTED
3071099,2026-09-26,giving,平田町,让球方/上盘,0.25,0.7,0.0,0.0,0.0,0.0,0.0,-0.12881944444444446,-0.18372984979297133,0.0014,W↔L;HW↔HL;P↔P,False,True,COMPUTED
3071099,2026-09-26,receiving,VONDS市原,受让方/下盘,0.25,1.06,0.0,0.0,0.0,0.0,0.0,0.027256944444444486,-0.04268805516540075,0.7048,W↔L;HW↔HL;P↔P,False,True,COMPUTED
3094823,2026-09-26,giving,中国U23(中),让球方/上盘,0.5,0.95,0.0,0.0,0.0,0.0,0.0,-0.030571428571428583,-0.12572200000273653,0.3492,W↔L;HW↔HL;P↔P,False,True,COMPUTED
3094823,2026-09-26,receiving,泰国U23,受让方/下盘,0.5,0.87,0.0,0.0,0.0,0.0,0.0,-0.05965714285714285,-0.15210579572231497,0.193,W↔L;HW↔HL;P↔P,False,True,COMPUTED
3001197,2026-09-26,giving,奈良俱乐部,让球方/上盘,0.25,1.03,0.0,0.0,0.0,0.0,0.0,0.010972222222222161,-0.05673344408807196,0.5814,W↔L;HW↔HL;P↔P,False,True,COMPUTED
3001197,2026-09-26,receiving,瑞拉滋贺,受让方/下盘,0.25,0.73,0.0,0.0,0.0,0.0,0.0,-0.11310763888888886,-0.1724968912824143,0.007,W↔L;HW↔HL;P↔P,False,True,COMPUTED
3071100,2026-09-26,giving,威蒂恩三重,让球方/上盘,0.5,1.06,0.0,0.0,0.0,0.0,0.0,0.024114285714285755,-0.07836366945025175,0.6132,W↔L;HW↔HL;P↔P,False,True,COMPUTED
3071100,2026-09-26,receiving,美蓓亚三美,受让方/下盘,0.5,0.7,0.0,0.0,0.0,0.0,0.0,-0.14514285714285718,-0.22583690465277023,0.0128,W↔L;HW↔HL;P↔P,False,True,COMPUTED
3000083,2026-09-26,giving,秋田蓝色闪电,让球方/上盘,0.25,1.09,0.0,0.0,0.0,0.0,0.0,0.036388888888888915,-0.03327894290262162,0.7518,W↔L;HW↔HL;P↔P,False,True,COMPUTED
3000083,2026-09-26,receiving,新泻天鹅,受让方/下盘,0.25,0.79,0.0,0.0,0.0,0.0,0.0,-0.08758680555555548,-0.14787081718982859,0.0276,W↔L;HW↔HL;P↔P,False,True,COMPUTED
3000084,2026-09-26,giving,湘南海洋,让球方/上盘,0.25,0.89,0.0,0.0,0.0,0.0,0.0,-0.04833333333333337,-0.11022963992589521,0.1522,W↔L;HW↔HL;P↔P,False,True,COMPUTED
3000084,2026-09-26,receiving,今治,受让方/下盘,0.25,0.99,0.0,0.0,0.0,0.0,0.0,-0.0025173611111110605,-0.0698930042742601,0.4748,W↔L;HW↔HL;P↔P,False,True,COMPUTED
3000085,2026-09-26,giving,仙台维加泰,让球方/上盘,0.25,0.85,0.0,0.0,0.0,0.0,0.0,-0.0652777777777778,-0.1252809633889399,0.0764,W↔L;HW↔HL;P↔P,False,True,COMPUTED
3000085,2026-09-26,receiving,磐城FC,受让方/下盘,0.25,1.03,0.0,0.0,0.0,0.0,0.0,0.014496527777777823,-0.052705792492577175,0.6186,W↔L;HW↔HL;P↔P,False,True,COMPUTED
3000086,2026-09-26,giving,磐田喜悦,让球方/上盘,1.0,0.99,0.0,0.0,0.0,0.0,0.0,-0.06934210526315787,-0.1958153073069086,0.243,W↔L;HW↔HL;P↔P,False,True,COMPUTED
3000086,2026-09-26,receiving,八户云罗里,受让方/下盘,1.0,0.89,0.0,0.0,0.0,0.0,0.0,0.01947368421052631,-0.10376003518813887,0.5932,W↔L;HW↔HL;P↔P,False,True,COMPUTED
3000089,2026-09-26,giving,RB大宫松鼠,让球方/上盘,0.75,0.81,0.0,0.0,0.0,0.0,0.0,-0.09404166666666663,-0.18659001916836182,0.0974,W↔L;HW↔HL;P↔P,False,True,COMPUTED
3000089,2026-09-26,receiving,甲府风林,受让方/下盘,0.75,1.07,0.0,0.0,0.0,0.0,0.0,0.043416666666666714,-0.06508861323254472,0.697,W↔L;HW↔HL;P↔P,False,True,COMPUTED
3000090,2026-09-26,giving,宫崎棒牛鸟,让球方/上盘,0.25,0.91,0.0,0.0,0.0,0.0,0.0,-0.0398611111111111,-0.10299490745316281,0.208,W↔L;HW↔HL;P↔P,False,True,COMPUTED
3000090,2026-09-26,receiving,札幌冈萨多,受让方/下盘,0.25,0.97,0.0,0.0,0.0,0.0,0.0,-0.011024305555555558,-0.07900786292285811,0.411,W↔L;HW↔HL;P↔P,False,True,COMPUTED
3001192,2026-09-26,giving,鹿儿岛联,让球方/上盘,0.5,0.7,0.0,0.0,0.0,0.0,0.0,-0.15485714285714292,-0.23848239379466157,0.0062,W↔L;HW↔HL;P↔P,False,True,COMPUTED
