match_id,list_date,kickoff,competition,match,home_team,away_team,raw_home_handicap,giving_team,receiving_team,giving_water,receiving_water,intent_canonical,normalized_intent,candidate_side,candidate_team,candidate_water,reverse_team,mapping_rule_version,side_identity_status,team_water_parity,source_path,EV_mean,EV_P10,P_EV_gt_0,grade,status
3039862,2026-09-09,2026-09-09 23:00:00,捷甲,亚布洛内茨 vs 俄斯特拉发,亚布洛内茨,俄斯特拉发,0.5,亚布洛内茨,俄斯特拉发,0.85,1.03,阻上/诱下,阻上/诱下,giving,亚布洛内茨,0.85,俄斯特拉发,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_VALID,True,D:\codex\outputs\football_odds_trader\raw\titan007\20260909\20260909_224814_titan007_odds_snapshot.csv,0.0,0.0,0.0,N,COMPUTED
3036409,2026-09-10,2026-09-11 02:15:00,希腊超,帕纳辛纳科斯 vs 基菲萨,帕纳辛纳科斯,基菲萨,1.75,帕纳辛纳科斯,基菲萨,1.0,0.88,真实示弱/阻下,真实示弱/阻下,receiving,基菲萨,0.88,帕纳辛纳科斯,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_VALID,True,D:\codex\outputs\football_odds_trader\raw\titan007\20260910\20260910_182222_titan007_odds_snapshot.csv,0.0,-0.0,1.0,N,COMPUTED
3073570,2026-09-09,2026-09-09 20:15:00,马足总,汶莱DPMM vs 丁加奴,汶莱DPMM,丁加奴,-0.75,丁加奴,汶莱DPMM,0.8,0.9,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260909\20260909_174640_titan007_odds_snapshot.csv,,,,,NEUTRAL
3010017,2026-09-07,2026-09-07 07:30:00,秘鲁甲秋,梅尔加 vs AD塔尔玛,梅尔加,AD塔尔玛,1.5,梅尔加,AD塔尔玛,0.98,0.9,阻上/诱下,阻上/诱下,giving,梅尔加,0.98,AD塔尔玛,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_VALID,True,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,0.0,0.0,0.0,N,COMPUTED
3041900,2026-09-07,2026-09-07 07:30:00,萨尔超春,路斯天使 vs 国际FA,路斯天使,国际FA,0.25,路斯天使,国际FA,0.81,1.03,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
3059127,2026-09-07,2026-09-07 08:00:00,玻利甲,国民波托斯 vs 布鲁明,国民波托斯,布鲁明,1.25,国民波托斯,布鲁明,0.75,0.95,阻上/诱下,阻上/诱下,giving,国民波托斯,0.75,布鲁明,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_VALID,True,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,0.0,0.0,0.0,N,COMPUTED
2962617,2026-09-07,2026-09-07 08:30:00,阿甲,竞技俱乐部 vs 图库曼竞技,竞技俱乐部,图库曼竞技,0.5,竞技俱乐部,图库曼竞技,0.94,0.95,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
3042555,2026-09-07,2026-09-07 09:00:00,哥斯甲春,森卡洛斯 vs 圣何塞体育,森卡洛斯,圣何塞体育,-0.25,圣何塞体育,森卡洛斯,1.0,0.7,降温保护/诱下,降温保护/诱下,giving,圣何塞体育,1.0,森卡洛斯,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_VALID,True,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,0.0,0.0,0.0,N,COMPUTED
2957038,2026-09-07,2026-09-07 09:00:00,美女职,西雅图统治女足 vs 圣地亚哥波浪女足,西雅图统治女足,圣地亚哥波浪女足,-0.25,圣地亚哥波浪女足,西雅图统治女足,0.83,0.87,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
3085620,2026-09-07,2026-09-07 09:15:00,中北美杯,托卢卡 vs 蒙特雷,托卢卡,蒙特雷,0.25,托卢卡,蒙特雷,0.86,1.03,降温保护/诱下,降温保护/诱下,giving,托卢卡,0.86,蒙特雷,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_VALID,True,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,0.0,0.0,0.0,N,COMPUTED
2937918,2026-09-07,2026-09-07 08:00:00,厄瓜甲,奥卡斯 vs 瓜亚基尔巴塞罗那,奥卡斯,瓜亚基尔巴塞罗那,0.75,奥卡斯,瓜亚基尔巴塞罗那,1.06,0.82,真实示弱/阻下,真实示弱/阻下,receiving,瓜亚基尔巴塞罗那,0.82,奥卡斯,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_VALID,True,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,0.0,-0.0,1.0,N,COMPUTED
2937921,2026-09-07,2026-09-07 08:00:00,厄瓜甲,库恩卡 vs 利伯塔德洛哈,库恩卡,利伯塔德洛哈,0.75,库恩卡,利伯塔德洛哈,0.97,0.91,降温保护/诱下,降温保护/诱下,giving,库恩卡,0.97,利伯塔德洛哈,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_VALID,True,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,0.0,0.0,0.0,N,COMPUTED
3084068,2026-09-07,2026-09-07 09:00:00,尼拉甲春,马塔加尔帕FC vs 迪利安格恩,马塔加尔帕FC,迪利安格恩,-0.75,迪利安格恩,马塔加尔帕FC,0.85,0.85,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
3046014,2026-09-07,2026-09-07 08:05:00,墨西女超春,堤格雷斯女足 vs 拿根亚女足,堤格雷斯女足,拿根亚女足,2.75,堤格雷斯女足,拿根亚女足,0.87,0.99,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
3012183,2026-09-07,2026-09-07 09:15:00,哥伦乙秋,帕特里奥坦斯 vs 锡帕基拉老虎,帕特里奥坦斯,锡帕基拉老虎,0.5,帕特里奥坦斯,锡帕基拉老虎,0.85,0.85,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
3083913,2026-09-07,2026-09-07 09:30:00,洪都甲春,胡蒂卡尔帕 vs 格尼斯,胡蒂卡尔帕,格尼斯,-0.5,格尼斯,胡蒂卡尔帕,0.93,0.77,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
3030138,2026-09-07,2026-09-07 22:00:00,土甲,厄洛克士邦 vs 开塞利体育,厄洛克士邦,开塞利体育,0.25,厄洛克士邦,开塞利体育,0.94,0.82,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
3030139,2026-09-07,2026-09-07 22:00:00,土甲,伊斯坦堡士邦 vs 厄德尔,伊斯坦堡士邦,厄德尔,-0.25,厄德尔,伊斯坦堡士邦,0.88,0.88,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
3059442,2026-09-07,2026-09-07 22:00:00,埃及超,艾德瀚德 vs 佩特雷姆,艾德瀚德,佩特雷姆,0.5,艾德瀚德,佩特雷姆,0.86,1.02,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
3059443,2026-09-07,2026-09-07 22:00:00,埃及超,奥林比亚艾卡纳 vs 塔拉贾伊什,奥林比亚艾卡纳,塔拉贾伊什,0.0,塔拉贾伊什,奥林比亚艾卡纳,,,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:invalid_market,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
3010413,2026-09-07,2026-09-07 22:30:00,罗甲,沃伦塔利 vs 阿格斯,沃伦塔利,阿格斯,0.0,阿格斯,沃伦塔利,,,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:invalid_market,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
3036531,2026-09-07,2026-09-07 23:00:00,希腊超,特里波利斯 vs 伊拉克里斯,特里波利斯,伊拉克里斯,0.5,特里波利斯,伊拉克里斯,0.9,0.92,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
3046976,2026-09-07,2026-09-07 23:30:00,沙特联,塞哈特海湾 vs 利雅得体育,塞哈特海湾,利雅得体育,0.25,塞哈特海湾,利雅得体育,0.91,0.91,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
2921931,2026-09-07,2026-09-08 00:00:00,芬甲,克鲁比04 vs 卡亚尼卡帕,克鲁比04,卡亚尼卡帕,0.5,克鲁比04,卡亚尼卡帕,0.98,0.9,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
3003142,2026-09-07,2026-09-08 00:00:00,波兰超,KS莫摩斯 vs 卢宾扎格勒比,KS莫摩斯,卢宾扎格勒比,0.5,KS莫摩斯,卢宾扎格勒比,0.93,0.83,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
3044387,2026-09-07,2026-09-08 00:00:00,塞浦甲,帕福斯 vs 奥林比克斯尼克西亚,帕福斯,奥林比克斯尼克西亚,1.25,帕福斯,奥林比克斯尼克西亚,0.93,0.83,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
2993777,2026-09-07,2026-09-08 00:30:00,意甲,卡利亚里 vs 莱切,卡利亚里,莱切,0.5,卡利亚里,莱切,1.0,0.88,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
3012289,2026-09-07,2026-09-08 00:30:00,俄超,喀山红宝石 vs 格罗兹尼特里克,喀山红宝石,格罗兹尼特里克,0.0,格罗兹尼特里克,喀山红宝石,,,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:invalid_market,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
3013677,2026-09-07,2026-09-08 01:00:00,西甲,赫塔菲 vs 塞尔塔,赫塔菲,塞尔塔,0.25,赫塔菲,塞尔塔,1.09,0.79,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
2912262,2026-09-07,2026-09-08 01:00:00,瑞典超,卡尔马 vs 尤尔加登,卡尔马,尤尔加登,-0.75,尤尔加登,卡尔马,0.95,0.93,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
2912263,2026-09-07,2026-09-08 01:00:00,瑞典超,马尔默 vs 索尔纳,马尔默,索尔纳,0.75,马尔默,索尔纳,0.91,0.97,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
2912264,2026-09-07,2026-09-08 01:00:00,瑞典超,米亚尔比 vs 哥德堡,米亚尔比,哥德堡,0.25,米亚尔比,哥德堡,0.99,0.89,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
3026719,2026-09-07,2026-09-08 01:00:00,土超,哥兹塔比 vs 加济安泰普大都会,哥兹塔比,加济安泰普大都会,0.5,哥兹塔比,加济安泰普大都会,0.95,0.93,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
3026722,2026-09-07,2026-09-08 01:00:00,土超,里泽体育 vs 阿拉尼亚体育,里泽体育,阿拉尼亚体育,0.5,里泽体育,阿拉尼亚体育,0.89,0.99,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
3023777,2026-09-07,2026-09-08 01:00:00,葡甲,鲁席塔尼亚FC vs AVS俱乐部,鲁席塔尼亚FC,AVS俱乐部,0.25,鲁席塔尼亚FC,AVS俱乐部,0.81,0.95,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
2998241,2026-09-07,2026-09-08 01:00:00,丹麦超,中日德兰 vs 北西兰,中日德兰,北西兰,0.5,中日德兰,北西兰,0.98,0.9,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
3004977,2026-09-07,2026-09-08 01:00:00,波兰甲,罗切霍茹夫 vs 斯凯尔涅维采,罗切霍茹夫,斯凯尔涅维采,0.75,罗切霍茹夫,斯凯尔涅维采,0.99,0.77,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
3044383,2026-09-07,2026-09-08 01:00:00,塞浦甲,艾里斯利马斯素尔 vs 奥莫尼亚,艾里斯利马斯素尔,奥莫尼亚,-0.5,奥莫尼亚,艾里斯利马斯素尔,0.99,0.77,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
3030141,2026-09-07,2026-09-08 01:00:00,土甲,文尼沙BB vs 布尔萨体育,文尼沙BB,布尔萨体育,-0.75,布尔萨体育,文尼沙BB,0.87,0.89,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
3030142,2026-09-07,2026-09-08 01:00:00,土甲,马兰迪BB vs 波德鲁姆士邦,马兰迪BB,波德鲁姆士邦,0.5,马兰迪BB,波德鲁姆士邦,0.76,1.0,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
3059444,2026-09-07,2026-09-08 01:00:00,埃及超,国家银行俱乐部 vs 马哈拉,国家银行俱乐部,马哈拉,0.75,国家银行俱乐部,马哈拉,1.02,0.86,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
3059445,2026-09-07,2026-09-08 01:00:00,埃及超,佩特捷德 vs 马斯里,佩特捷德,马斯里,-0.25,马斯里,佩特捷德,0.82,1.06,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
2914684,2026-09-07,2026-09-08 01:05:00,瑞典甲,奥雷布洛 vs 奥斯特桑斯,奥雷布洛,奥斯特桑斯,0.0,奥斯特桑斯,奥雷布洛,,,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:invalid_market,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
3010416,2026-09-07,2026-09-08 01:30:00,罗甲,克拉约瓦大学 vs 克卢日大学,克拉约瓦大学,克卢日大学,1.0,克拉约瓦大学,克卢日大学,1.0,0.82,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
2998472,2026-09-07,2026-09-08 01:30:00,保甲,多瑙 vs 索非亚斯拉维亚,多瑙,索非亚斯拉维亚,0.0,索非亚斯拉维亚,多瑙,,,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:invalid_market,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
3046977,2026-09-07,2026-09-08 02:00:00,沙特联,利雅得新月 vs 新未来城体育,利雅得新月,新未来城体育,1.75,利雅得新月,新未来城体育,0.85,0.97,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
2996452,2026-09-07,2026-09-08 02:00:00,荷乙,埃因霍温青年队 vs 邓伯什,埃因霍温青年队,邓伯什,0.5,埃因霍温青年队,邓伯什,1.0,0.82,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
2996453,2026-09-07,2026-09-08 02:00:00,荷乙,乌德勒支青年队 vs FC埃因霍温,乌德勒支青年队,FC埃因霍温,0.0,FC埃因霍温,乌德勒支青年队,,,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:invalid_market,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
3040732,2026-09-07,2026-09-08 02:30:00,意乙,巴勒莫 vs 桑普多利亚,巴勒莫,桑普多利亚,0.5,巴勒莫,桑普多利亚,0.77,1.05,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
3014063,2026-09-07,2026-09-08 02:30:00,西乙,萨瓦德尔 vs 科尔多瓦,萨瓦德尔,科尔多瓦,0.25,萨瓦德尔,科尔多瓦,0.83,1.05,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
3003140,2026-09-07,2026-09-08 02:30:00,波兰超,什切青 vs 华沙普洛克,什切青,华沙普洛克,0.5,什切青,华沙普洛克,0.88,0.88,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
2993784,2026-09-07,2026-09-08 02:45:00,意甲,乌迪内斯 vs 拉齐奥,乌迪内斯,拉齐奥,0.0,拉齐奥,乌迪内斯,,,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:invalid_market,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
2997713,2026-09-07,2026-09-08 02:45:00,法乙,南特 vs 南锡,南特,南锡,0.5,南特,南锡,0.87,0.89,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
3007081,2026-09-07,2026-09-08 03:00:00,英甲,布罗姆利 vs AFC温布尔登,布罗姆利,AFC温布尔登,0.0,AFC温布尔登,布罗姆利,,,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:invalid_market,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
3074173,2026-09-07,2026-09-08 03:00:00,巴拉甲秋,亚松森瓜拉尼 vs 雷科莱塔,亚松森瓜拉尼,雷科莱塔,0.5,亚松森瓜拉尼,雷科莱塔,0.98,0.78,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
2937606,2026-09-07,2026-09-08 03:00:00,加拿职,HFX流浪者 vs 骑兵队,HFX流浪者,骑兵队,-0.75,骑兵队,HFX流浪者,0.86,0.84,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
3023468,2026-09-07,2026-09-08 03:15:00,葡超,埃斯托里尔 vs 阿罗卡,埃斯托里尔,阿罗卡,0.25,埃斯托里尔,阿罗卡,1.04,0.84,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
3013675,2026-09-07,2026-09-08 03:30:00,西甲,埃尔切 vs 皇家社会,埃尔切,皇家社会,-0.25,皇家社会,埃尔切,0.94,0.94,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:candidate_team,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
2916657,2026-09-07,2026-09-08 04:00:00,阿乙,新芝加哥 vs 基尔梅斯,新芝加哥,基尔梅斯,0.0,基尔梅斯,新芝加哥,,,平衡盘/等待临场确认,平衡盘/等待临场确认,neutral,,,,V4_DIRECTION_FIXED_R1,SIDE_IDENTITY_ERROR:invalid_market,False,D:\codex\outputs\football_odds_trader\raw\titan007\20260907\20260907_072747_titan007_odds_snapshot.csv,,,,,NEUTRAL
