version,match_id,change_state,changed_fields,old_action,new_action,old_team,new_team,old_side,new_side,old_line,new_line,old_water,new_water,old_grade,new_grade,old_ev_mean,new_ev_mean,change_reason
V3,2908788,NEW,"action,team,side,line,water",,不投,,纽约城（上盘）,,upper,,半球,,0.84,,,,,action;team;side;line;water
V3,2912902,NEW,"action,team,side,line,water",,不投,,无，不投,,upper,,一球,,0,,,,,action;team;side;line;water
V3,2914703,NEW,"action,team,line,water",,不投,,无，不投,,,,平手/半球,,0,,,,,action;team;line;water
V3,2934805,NEW,"action,team,side,line,water",,不投,,BsAs交流会（上盘）,,upper,,半球,,0.87,,,,,action;team;side;line;water
V3,2940186,NEW,"action,team,side,line,water",,不投,,诺瓦里桑蒂诺（上盘）,,upper,,平手/半球,,1.07,,,,,action;team;side;line;water
V3,2940192,NEW,"action,team,side,line,water",,不投,,圣贝纳多（上盘）,,upper,,平手,,0.84,,,,,action;team;side;line;water
V3,2940194,NEW,"action,team,side,line,water",,不投,,维拉诺瓦（上盘）,,upper,,一球/球半,,1.04,,,,,action;team;side;line;water
V3,2944778,NEW,"action,team,side,line,water",,不投,,武汉三镇（反向=下盘）,,lower,,半球,,0.85,,,,,action;team;side;line;water
V3,2951653,NEW,"action,team,water",,不投,,无，不投,,,,,,0,,,,,action;team;water
V3,2951654,NEW,"action,team,water",,不投,,无，不投,,,,,,0,,,,,action;team;water
V3,2951655,NEW,"action,team,water",,不投,,无，不投,,,,,,0,,,,,action;team;water
V3,2953374,NEW,"action,team,side,line,water",,不投,,阿克托比（反向=上盘）,,upper,,半球/一球,,0.67,,,,,action;team;side;line;water
V3,2953375,NEW,"action,team,side,line,water",,不投,,阿勒泰瑟美（上盘）,,upper,,平手/半球,,0.97,,,,,action;team;side;line;water
V3,2953378,NEW,"action,team,side,line,water",,不投,,克孜勒扎尔（反向=上盘）,,upper,,平手/半球,,0.84,,,,,action;team;side;line;water
V3,2953379,NEW,"action,team,line,water",,不投,,无，不投,,,,平手/半球,,0,,,,,action;team;line;water
V3,2953381,NEW,"action,team,side,line,water",,不投,,斯咸迪苏（上盘）,,upper,,平手/半球,,0.9,,,,,action;team;side;line;water
V3,2962641,NEW,"action,team,line,water",,不投,,无，不投,,,,平手,,0,,,,,action;team;line;water
V3,2962647,NEW,"action,team,line,water",,不投,,无，不投,,,,半球/一球,,0,,,,,action;team;line;water
V3,2965036,NEW,"action,team,water",,不投,,无，不投,,,,,,0,,,,,action;team;water
V3,2965037,NEW,"action,team,water",,不投,,无，不投,,,,,,0,,,,,action;team;water
V3,2965040,NEW,"action,team,water",,不投,,无，不投,,,,,,0,,,,,action;team;water
V3,2993801,NEW,"action,team,side,line,water",,不投,,无，不投,,upper,,平手/半球,,0,,,,,action;team;side;line;water
V3,2995348,NEW,"action,team,side,line,water",,可投,,摩纳哥（上盘）,,upper,,半球,,1.04,,,,,action;team;side;line;water
V3,2996154,NEW,"action,team,side,line,water",,不投,,兹沃勒（反向=下盘）,,lower,,一球,,0.87,,,,,action;team;side;line;water
