date,ABC,quote_time_missing,median_minutes_to_kickoff,min_minutes,max_minutes,latest_valid_flag_count,intent_sources
2026-09-13,33,33,,,,0,"{""MISSING"": 33}"
2026-09-14,19,19,,,,0,"{""MARKET_MOVE_DEEPER_WITH_GIVING_WATER_RISE"": 7, ""FLAT_LINE_GIVING_WATER_DROP"": 8, ""MARKET_MOVE_LINE_STRENGTH_WITH_GIVING_RESISTANCE"": 3, ""MARKET_MOVE_SHALLOWER_WITH_GIVING_WATER_RESISTANCE"": 1}"
2026-09-15,32,2,475.71666666666664,25.716666666666665,895.7166666666667,30,"{""MARKET_MOVE_DEEPER_WITH_GIVING_WATER_RISE"": 5, ""FLAT_LINE_GIVING_WATER_DROP"": 16, ""MARKET_MOVE_LINE_STRENGTH_WITH_GIVING_RESISTANCE"": 5, ""FLAT_LINE_GIVING_WATER_RISE"": 5, ""MARKET_MOVE_SHALLOWER_WITH_GIVING_WATER_DROP"": 1}"
2026-09-16,31,0,100.3,9.483333333333333,579.4833333333333,30,"{""MARKET_MOVE_DEEPER_WITH_GIVING_WATER_RISE"": 12, ""FLAT_LINE_GIVING_WATER_DROP"": 11, ""MARKET_MOVE_LINE_STRENGTH_WITH_GIVING_RESISTANCE"": 2, ""FLAT_LINE_GIVING_WATER_RISE"": 5, ""MARKET_MOVE_SHALLOWER_WITH_GIVING_WATER_DROP"": 1}"
2026-09-17,19,0,137.23333333333332,17.233333333333334,692.2333333333333,19,"{""FLAT_LINE_GIVING_WATER_DROP"": 12, ""MARKET_MOVE_DEEPER_WITH_GIVING_WATER_RISE"": 7}"
2026-09-18,54,0,541.9,121.9,1081.9,54,"{""FLAT_LINE_GIVING_WATER_DROP"": 31, ""FLAT_LINE_GIVING_WATER_RISE"": 6, ""MARKET_MOVE_DEEPER_WITH_GIVING_WATER_RISE"": 15, ""MARKET_MOVE_SHALLOWER_WITH_GIVING_WATER_RESISTANCE"": 1, ""MARKET_MOVE_LINE_STRENGTH_WITH_GIVING_RESISTANCE"": 1}"
