file,published_sha256,runtime_sha256,normalized_text_equal
v4/run_daily_v4.py,b240e4cac35fb56be4d527daec7a548d939bf7146fbb051412257915fd4b5d2f,6a428b07a0843ebf85e2f9008855fc60e4179e34bc044315bc8a48f9e77fb3fe,False
v4/direction_contract.py,e64e23103a4ca1fcd901d7ca92eca2e3c839eabd7e79f12377d6d00b7724c292,e64e23103a4ca1fcd901d7ca92eca2e3c839eabd7e79f12377d6d00b7724c292,True
