date,model,side,bucket,n,unique_probability_vectors,W_mean,HW_mean,P_mean,HL_mean,L_mean,W_variance,HW_variance,P_variance,HL_variance,L_variance,max_variance,ev_mean,ev_variance,P_EV_positive_mean,P_EV_positive_variance
2026-09-17,V4_DIRECTION_FIXED_R1,receiving,6.00,1,1,0.4608433734939759,0.0,0.0286144578313253,0.0,0.5105421686746988,0.0,0.0,0.0,0.0,0.0,0.0,-0.02204819277108433,0.0,0.2962,0.0
2026-09-18,V4_DIRECTION_FIXED_R1,giving,0.25,10,1,0.42361111111111105,0.0,0.0,0.30208333333333337,0.2743055555555555,3.0814879110195774e-33,0.0,0.0,3.0814879110195774e-33,3.0814879110195774e-33,3.0814879110195774e-33,-0.008513888888888908,0.002132540702160494,0.46602,0.0757044036
2026-09-18,V4_DIRECTION_FIXED_R1,giving,0.50,8,1,0.49714285714285716,0.0,0.0,0.0,0.5028571428571429,3.0814879110195774e-33,0.0,0.0,0.0,1.232595164407831e-32,1.232595164407831e-32,-0.017521428571428584,0.0012786203571428572,0.417975,0.030022934374999997
2026-09-18,V4_DIRECTION_FIXED_R1,giving,0.75,10,1,0.29999999999999993,0.25833333333333336,0.0,0.0,0.4416666666666666,3.0814879110195774e-33,0.0,0.0,0.0,1.232595164407831e-32,1.232595164407831e-32,-0.03481666666666665,0.003174595902777777,0.37176,0.030627510400000002
2026-09-18,V4_DIRECTION_FIXED_R1,giving,1.00,5,1,0.35526315789473684,0.0,0.2236842105263158,0.0,0.42105263157894735,0.0,0.0,0.0,0.0,0.0,0.0,-0.0849736842105263,0.0010985484764542935,0.20936000000000005,0.0102235744
2026-09-18,V4_DIRECTION_FIXED_R1,giving,1.25,3,1,0.43396226415094336,0.0,0.0,0.2830188679245283,0.2830188679245283,3.0814879110195774e-33,0.0,0.0,0.0,0.0,3.0814879110195774e-33,0.0036477987421383953,0.0009081365452315967,0.5008,0.00977096
2026-09-18,V4_DIRECTION_FIXED_R1,giving,1.50,1,1,0.59375,0.0,0.0,0.0,0.40625,0.0,0.0,0.0,0.0,0.0,0.0,0.22312500000000002,0.0,0.8916,0.0
2026-09-18,V4_DIRECTION_FIXED_R1,giving,2.50,1,1,0.18181818181818182,0.0,0.0,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,-0.6472727272727273,0.0,0.0084,0.0
2026-09-18,V4_DIRECTION_FIXED_R1,giving,3.75,1,1,0.49416909620991256,0.0597667638483965,0.0,0.0,0.446064139941691,0.0,0.0,0.0,0.0,0.0,0.0,0.08322886297376092,0.0,0.9884,0.0
2026-09-18,V4_DIRECTION_FIXED_R1,receiving,0.25,38,1,0.2743055555555555,0.3020833333333334,0.0,0.0,0.4236111111111111,2.7733391199176196e-32,1.232595164407831e-32,0.0,0.0,7.703719777548943e-32,7.703719777548943e-32,-0.0429253472222222,0.0026402455231367265,0.2682526315789474,0.07113482038781165
2026-09-18,V4_DIRECTION_FIXED_R1,receiving,0.50,30,1,0.502857142857143,0.0,0.0,0.0,0.49714285714285705,4.930380657631324e-32,0.0,0.0,0.0,4.930380657631324e-32,4.930380657631324e-32,-0.057142857142857134,0.0033424579047619052,0.26082000000000005,0.0525555316
