date,match_id,league,region,kickoff,frozen_at,handicap,intent,time_bucket,score,result_available_at,source,v4_side,v4_grade,v4_ev,v4_probability,v4_result,v4_pnl,v4_hypothetical_unit_pnl,v41_side,v41_grade,v41_probability,v41_ev,v41_ev_p10,v41_result,v41_pnl,v41_hypothetical_unit_pnl,same_side,different_side,comparison_group,decision_id,settlement_status
2026-09-19,3014515,西协甲,欧洲五大系列,2026-09-20T00:45:00+08:00,2026-09-20T00:17:05.062074+08:00,0.25,阻下/下盘保护,T-30,1-1,2026-09-20T08:43:49.923193+08:00,D:\codex\v41\data\raw\20260920_084349\20260920_084349_bfdata_ut.js,receiving,N,-0.14713541666666663,"[0.2743055555555556,0.3020833333333333,0.0,0.0,0.4236111111111111]",HW,0.0,0.325,receiving,N,"[0.4039149364208717,0.26713659510118054,0.0,0.0,0.3289484684779478]",0.020415633603502514,-0.00325795919426996,HW,0.0,0.325,False,False,NEITHER,38c3f70ecc2e09ff9ec00d61118d9fdd925437f4ce14cf1b6b1c61784ad636b3,SETTLED
2026-09-19,3014519,西协甲,欧洲五大系列,2026-09-20T00:45:00+08:00,2026-09-20T00:17:05.081169+08:00,0.25,真实示弱/阻下,T-30,2-2,2026-09-20T08:43:49.923193+08:00,D:\codex\v41\data\raw\20260920_084349\20260920_084349_bfdata_ut.js,receiving,N,-0.04930555555555555,"[0.2743055555555556,0.3020833333333333,0.0,0.0,0.4236111111111111]",HW,0.0,0.44,receiving,N,"[0.35175875016060393,0.28722221087151034,0.0,0.0,0.36101903896788584]",0.07490643395691016,0.05055401444203412,HW,0.0,0.44,False,False,NEITHER,d5e96d1aef5169bce3e7a13be57c869a9e5ed7897bc17c1919e18aa9a4e99fad,SETTLED
2026-09-19,3014520,西协甲,欧洲五大系列,2026-09-20T00:45:00+08:00,2026-09-20T00:17:05.100237+08:00,0.5,阻下/下盘保护,T-30,1-0,2026-09-20T08:43:49.923193+08:00,D:\codex\v41\data\raw\20260920_084349\20260920_084349_bfdata_ut.js,receiving,N,-0.09988571428571424,"[0.5028571428571429,0.0,0.0,0.0,0.49714285714285716]",L,0.0,-1.0,receiving,N,"[0.5524019983669338,0.0,0.0,0.0,0.4475980016330662]",-0.011200422923188458,-0.07670697670016845,L,0.0,-1.0,False,False,NEITHER,32a0ab9ef5d740296a7aa6221585508ab2451087231da10ebbb4ec1e970d1922,SETTLED
2026-09-19,3014902,西协甲,欧洲五大系列,2026-09-20T00:45:00+08:00,2026-09-20T00:17:05.119273+08:00,0.75,NEUTRAL,T-30,2-2,2026-09-20T08:43:49.923193+08:00,D:\codex\v41\data\raw\20260920_084349\20260920_084349_bfdata_ut.js,neutral,,,,,,,giving,N,"[0.3025184135853431,0.31435169961967313,0.0,0.0,0.3831298867949837]",-0.01537447607883996,-0.05400866040665042,L,0.0,-1.0,False,False,NEITHER,7770c0535a43eb00d76c6982c0fc4313497b97a5ef949d6b8d37723f9e9026e7,SETTLED
2026-09-19,3017911,奥乙,其他系列,2026-09-19T23:30:00+08:00,2026-09-19T22:55:26.833286+08:00,0.25,MIXED,T-30,2-1,2026-09-20T08:43:49.923193+08:00,D:\codex\v41\data\raw\20260920_084349\20260920_084349_bfdata_ut.js,receiving,N,-0.05781249999999999,"[0.2743055555555556,0.3020833333333333,0.0,0.0,0.4236111111111111]",L,0.0,-1.0,receiving,N,"[0.38247703401043165,0.2989512800277571,0.0,0.0,0.3185716859618111]",0.1389076136990957,0.09683035269186008,L,0.0,-1.0,False,False,NEITHER,5aa7201ecd68ee731dd29dac69a9cd6615b5ee24d32de3885963339473385306,SETTLED
2026-09-19,3019536,威超,其他系列,2026-09-20T00:30:00+08:00,2026-09-20T00:04:21.431807+08:00,2.5,真实示强/阻上,T-30,2-1,2026-09-20T08:43:49.923193+08:00,D:\codex\v41\data\raw\20260920_084349\20260920_084349_bfdata_ut.js,giving,N,-0.7036363636363637,"[0.18181818181818182,0.0,0.0,0.0,0.8181818181818182]",L,0.0,-1.0,receiving,N,"[0.5284209683262203,0.0,0.0,0.0,0.4715790316737797]",0.19423138841725796,0.08668277065436453,W,0.0,1.26,False,False,NEITHER,81c081401dee5162d2bf1f1acefc7146a1948cbf772456c40ef1d1d594e0da55,SETTLED
2026-09-19,3032801,阿尔巴超,其他系列,2026-09-20T00:30:00+08:00,2026-09-20T00:04:21.450387+08:00,0.5,真实示弱/阻下,T-30,3-1,2026-09-20T08:43:49.923193+08:00,D:\codex\v41\data\raw\20260920_084349\20260920_084349_bfdata_ut.js,receiving,N,-0.014400000000000024,"[0.5028571428571429,0.0,0.0,0.0,0.49714285714285716]",L,0.0,-1.0,receiving,N,"[0.5221967210306095,0.0,0.0,0.0,0.47780327896939045]",0.02350557321999469,-0.00784905148315825,L,0.0,-1.0,False,False,NEITHER,e9dfe8c243a8ed6518003d5bd71f00824429d6e68a395c0a057583f1df076aa3,SETTLED
2026-09-19,3036433,希腊超,其他系列,2026-09-20T00:30:00+08:00,2026-09-20T00:04:21.327175+08:00,0.75,阻下/下盘保护,T-30,0-0,2026-09-20T08:43:49.923193+08:00,D:\codex\v41\data\raw\20260920_084349\20260920_084349_bfdata_ut.js,receiving,N,-0.005166666666666708,"[0.44166666666666665,0.0,0.0,0.25833333333333336,0.3]",W,0.0,0.96,giving,N,"[0.3176503043078663,0.2849324359857174,0.0,0.0,0.3974172597064163]",0.0258899408102507,-0.02542177553614018,L,0.0,-1.0,False,False,NEITHER,e45895b5dadbc2729713593da5ecba4b466894284fee6b8d87c439c9d00ece75,SETTLED
2026-09-19,3036434,希腊超,其他系列,2026-09-20T00:00:00+08:00,2026-09-19T23:21:02.183184+08:00,0.25,诱上/阻下,T-30,1-2,2026-09-20T08:43:49.923193+08:00,D:\codex\v41\data\raw\20260920_084349\20260920_084349_bfdata_ut.js,receiving,N,-0.07057291666666671,"[0.2743055555555556,0.3020833333333333,0.0,0.0,0.4236111111111111]",W,0.0,0.83,receiving,N,"[0.3342734042711553,0.2507407844670982,0.0,0.0,0.41498581126174655]",-0.033481460162841925,-0.04818359863096831,W,0.0,0.83,False,False,NEITHER,2030839bd5cae09d6725bf8b35e94c2ec57b3a130b4c6f3661a05ef9b25e6c1a,SETTLED
2026-09-19,3039897,捷甲,其他系列,2026-09-20T00:00:00+08:00,2026-09-19T23:21:02.347626+08:00,0.25,MIXED,T-30,2-2,2026-09-20T08:43:49.923193+08:00,D:\codex\v41\data\raw\20260920_084349\20260920_084349_bfdata_ut.js,giving,N,-0.0017361111111111605,"[0.4236111111111111,0.0,0.0,0.3020833333333333,0.2743055555555556]",HL,0.0,-0.5,receiving,N,"[0.340570912737814,0.3013847723568379,0.0,0.0,0.35804431490534805]",0.07426738814093692,0.013801583877288432,HW,0.0,0.44,False,False,NEITHER,2429da6dce4a80ab423024fe3beafd854fef21af8f1897f804c56f88f755065e,SETTLED
